lon_east,lon_west,lat_north,lat_south
307.513184,315.513184,44.932602,36.932602
311.519836,319.519836,45.367405,37.367405
315.946442,323.946442,46.738033,38.738033
320.658051,328.658051,47.278179,39.278179
323.20285,331.20285,47.676308,39.676308
324.880188,332.880188,48.380314,40.380314
326.415833,334.415833,49.125565,41.125565
327.981903,335.981903,49.35321,41.35321
330.128265,338.128265,50.184364,42.184364
333.074219,341.074219,51.680298,43.680298
335.252563,343.252563,53.171566,45.171566
337.956024,345.956024,55.021809,47.021809
340.978333,348.978333,56.769646,48.769646
343.61142,351.61142,58.295383,50.295383
347.136414,355.136414,60.027958,52.027958
352.633575,0.633575,63.100876,55.100876
