lon_east,lon_west,lat_north,lat_south
272.266968,280.266968,37.713665,29.713665
274.069794,282.069794,37.146881,29.146881
275.410065,283.410065,36.896015,28.896015
277.704559,285.704559,36.937397,28.937397
280.216431,288.216431,37.427849,29.427849
283.251923,291.251923,38.304699,30.304699
286.172363,294.172363,39.096729,31.096729
291.072418,299.072418,39.569805,31.569805
296.008362,304.008362,41.252903,33.252903
298.42627,306.42627,42.284012,34.284012
301.602173,309.602173,43.551819,35.551819
305.375488,313.375488,44.984226,36.984226
309.359039,317.359039,46.672791,38.672791
313.60907,321.60907,48.624943,40.624943
317.329193,325.329193,50.088165,42.088165
321.849091,329.849091,51.80587,43.80587
325.70816,333.70816,53.130711,45.130711
330.321594,338.321594,54.518116,46.518116
334.406708,342.406708,55.573772,47.573772
338.341003,346.341003,56.544399,48.544399
342.601135,350.601135,57.643715,49.643715
345.90274,353.90274,58.681908,50.681908
348.620636,356.620636,59.803406,51.803406
350.136963,358.136963,60.758675,52.758675
351.201447,359.201447,61.482941,53.482941
351.441803,359.441803,62.40617,54.40617
351.431274,359.431274,63.271805,55.271805
351.240692,359.240692,63.755314,55.755314
351.269592,359.269592,64.114613,56.114613
351.396729,359.396729,64.920807,56.920807
349.867188,357.867188,66.025627,58.025627
347.487549,355.487549,66.65115,58.65115
344.842102,352.842102,66.520405,58.520405
343.948578,351.948578,66.593624,58.593624
342.668854,350.668854,66.596851,58.596851
341.484161,349.484161,66.5662,58.5662
340.239197,348.239197,66.527233,58.527233
338.573242,346.573242,66.567814,58.567814
337.054626,345.054626,66.452526,58.452526
335.838959,343.838959,66.269772,58.269772
335.611969,343.611969,66.192551,58.192551
335.115326,343.115326,66.441818,58.441818
333.901581,341.901581,66.866386,58.866386
332.162781,340.162781,67.242779,59.242779
330.282623,338.282623,67.351868,59.351868
