lon_east,lon_west,lat_north,lat_south,step
"352.850881","344.850881","62.088569","54.088569",79
"354.301188","346.301188","62.306554","54.306554",80
"355.751495","347.751495","62.52454","54.52454",81
"357.110026","349.110026","62.698952","54.698952",82
"358.468556","350.468556","62.873363","54.873363",83
"359.827087","351.827087","63.047775","55.047775",84
"361.376712","353.376712","62.990117","54.990117",85
"362.926338","354.926338","62.93246","54.93246",86
"364.475963","356.475963","62.874802","54.874802",87
"366.433896","358.433896","62.458673","54.458673",88
"371.856463","363.856463","61.369139","53.369139",91
"373.363163","365.363163","61.111864","53.111864",92
"374.869864","366.869864","60.854588","52.854588",93
"376.242876","368.242876","60.486498","52.486498",94
"377.615888","369.615888","60.118407","52.118407",95
"378.9889","370.9889","59.750317","51.750317",96
"380.322657","372.322657","59.357599","51.357599",97
"381.656414","373.656414","58.964881","50.964881",98
"382.990171","374.990171","58.572163","50.572163",99
"384.041129","376.041129","58.25291","50.25291",100
"385.092086","377.092086","57.933656","49.933656",101
"386.143044","378.143044","57.614403","49.614403",102
"387.295184","379.295184","57.011828","49.011828",103
"388.447324","380.447324","56.409254","48.409254",104
"389.599464","381.599464","55.806679","47.806679",105
"391.178657","383.178657","54.902751","46.902751",106
"392.757851","384.757851","53.998822","45.998822",107
"394.337044","386.337044","53.094894","45.094894",108
"394.909585","386.909585","52.680162","44.680162",109
"395.482127","387.482127","52.265429","44.265429",110
"396.054668","388.054668","51.850697","43.850697",111
"396.318906","388.318906","51.562494","43.562494",112
"396.583144","388.583144","51.274291","43.274291",113
"396.847382","388.847382","50.986088","42.986088",114
"397.207264","389.207264","51.183581","43.183581",115
"397.567147","389.567147","51.381075","43.381075",116
"368.391829","360.391829","62.042544","54.042544",89
"370.349762","362.349762","61.626415","53.626415",90
"397.927029","389.927029","51.578568","43.578568",117
"350.037476","342.037476","61.380263","53.380263",77
"351.400574","343.400574","61.870583","53.870583",78
"398.314555","390.314555","51.966854","43.966854",118
"398.702081","390.702081","52.355141","44.355141",119
"399.089607","391.089607","52.743427","44.743427",120
"399.405536","391.405536","52.930544","44.930544",121
"399.721466","391.721466","53.117662","45.117662",122
"400.037395","392.037395","53.304779","45.304779",123
"399.912903","391.912903","53.553666","45.553666",124
"399.78841","391.78841","53.802554","45.802554",125
"399.663918","391.663918","54.051441","46.051441",126
