lon_east,lon_west,lat_north,lat_south,step
349.91037,341.91037,60.080863,52.080863,68
350.43222,342.43222,60.840698,52.840698,69
350.837351,342.837351,61.54227,53.54227,70
351.242483,343.242483,62.243843,54.243843,71
351.647614,343.647614,62.945415,54.945415,72
352.732849,344.732849,65.047745,57.047745,75
15.091401,7.091401,76.897591,68.897591,120
15.994234,7.994234,76.864332,68.864332,121
16.897068,8.897068,76.831072,68.831072,122
17.799901,9.799901,76.797813,68.797813,123
18.755583,10.755583,76.829523,68.829523,124
19.711264,11.711264,76.861234,68.861234,125
20.666946,12.666946,76.892944,68.892944,126
21.422994,13.422994,76.864832,68.864832,127
22.179041,14.179041,76.836721,68.836721,128
22.935089,14.935089,76.808609,68.808609,129
23.656747,15.656747,76.719912,68.719912,130
24.378405,16.378405,76.631216,68.631216,131
25.100063,17.100063,76.542519,68.542519,132
25.80563,17.80563,76.511742,68.511742,133
26.511196,18.511196,76.480965,68.480965,134
27.216763,19.216763,76.450188,68.450188,135
27.271607,19.271607,76.369878,68.369878,136
27.32645,19.32645,76.289569,68.289569,137
27.381294,19.381294,76.209259,68.209259,138
27.806867,19.806867,76.029716,68.029716,139
28.232439,20.232439,75.850174,67.850174,140
28.658012,20.658012,75.670631,67.670631,141
29.351295,21.351295,75.564176,67.564176,142
30.044579,22.044579,75.45772,67.45772,143
30.737862,22.737862,75.351265,67.351265,144
31.903424,23.903424,75.219312,67.219312,145
33.068987,25.068987,75.087359,67.087359,146
34.234549,26.234549,74.955406,66.955406,147
35.279329,27.279329,74.734489,66.734489,148
36.324109,28.324109,74.513573,66.513573,149
37.368889,29.368889,74.292656,66.292656,150
38.292993,30.292993,74.167549,66.167549,151
