lon_east,lon_west,lat_north,lat_south,step
"353.418152","345.418152","62.777161","54.777161",66
"354.303009","346.303009","63.161404","55.161404",67
"355.187866","347.187866","63.545647","55.545647",68
"356.072723","348.072723","63.92989","55.92989",69
"356.893524","348.893524","64.282705","56.282705",70
"357.714325","349.714325","64.63552","56.63552",71
"358.535126","350.535126","64.988335","56.988335",72
"359.34078","351.34078","65.292125","57.292125",73
"360.146433","352.146433","65.595914","57.595914",74
"360.952087","352.952087","65.899704","57.899704",75
"361.825378","353.825378","66.159536","58.159536",76
"362.698669","354.698669","66.419367","58.419367",77
"363.57196","355.57196","66.679199","58.679199",78
"364.236171","356.236171","66.866704","58.866704",79
"364.900383","356.900383","67.054209","59.054209",80
"365.564594","357.564594","67.241714","59.241714",81
"366.383136","358.383136","67.361876","59.361876",82
"367.201679","359.201679","67.482038","59.482038",83
"352.450612","344.450612","62.256202","54.256202",65
"372.225853","364.225853","68.255882","60.255882",90
"373.1981","365.1981","68.289904","60.289904",91
"374.170348","366.170348","68.323926","60.323926",92
"375.142595","367.142595","68.357948","60.357948",93
"376.185687","368.185687","68.34687","60.34687",94
"377.22878","369.22878","68.335793","60.335793",95
"378.271872","370.271872","68.324715","60.324715",96
"379.281496","371.281496","68.227102","60.227102",97
"380.291121","372.291121","68.129489","60.129489",98
"381.300745","373.300745","68.031876","60.031876",99
"382.221992","374.221992","67.832075","59.832075",100
"383.143239","375.143239","67.632273","59.632273",101
"384.064486","376.064486","67.432472","59.432472",102
"385.000326","377.000326","67.257233","59.257233",103
"385.936165","377.936165","67.081993","59.081993",104
"386.872005","378.872005","66.906754","58.906754",105
"387.783484","379.783484","66.773618","58.773618",106
"388.694962","380.694962","66.640483","58.640483",107
"389.606441","381.606441","66.507347","58.507347",108
"390.37932","382.37932","66.363232","58.363232",109
"391.1522","383.1522","66.219116","58.219116",110
"391.925079","383.925079","66.075001","58.075001",111
"368.020221","360.020221","67.6022","59.6022",84
"368.766515","360.766515","67.75883","59.75883",85
"369.51281","361.51281","67.91546","59.91546",86
"370.259104","362.259104","68.07209","60.07209",87
"370.914687","362.914687","68.133354","60.133354",88
"371.57027","363.57027","68.194618","60.194618",89
"392.437438","384.437438","66.036362","58.036362",112
"392.949797","384.949797","65.997723","57.997723",113
"393.462156","385.462156","65.959084","57.959084",114
"350.515533","342.515533","61.214283","53.214283",63
"351.483073","343.483073","61.735242","53.735242",64
"394.250345","386.250345","65.868028","57.868028",115
"395.038534","387.038534","65.776973","57.776973",116
"395.826723","387.826723","65.685917","57.685917",117
"396.695721","388.695721","65.600533","57.600533",118
"397.564718","389.564718","65.515148","57.515148",119
"398.433716","390.433716","65.429764","57.429764",120
"399.34155","391.34155","65.403984","57.403984",121
