,storm_index,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14
0,1,-0.0019842433,-0.0014760233,-0.0015352946,-0.0013549589,-0.0014798064,-0.00045516994,-0.00042616483,-0.00041103177,-0.00040346477,-0.00038076565,-0.00034419354,-0.00029879436,-0.0003303215,-0.00033536647,-0.00039842073
1,2,-0.001519531,-0.0013291063,-0.0016015014,-0.0016595116,-0.0016185269,-0.0017471574,-0.0018499373,-0.0016323989,-0.0016790591,-0.0017149998,-0.0014709793,-0.0013600029,-0.0013871165,-0.0014369292,-0.0018139957
2,3,-0.001601723,-0.0016453881,-0.0014503133,-0.0012739524,-0.001176415,-0.0010686703,-0.0010567615,-0.0010170657,-0.0009586569,-0.0012325551,-0.0013340628,-0.0012654457,-0.0016828151,-0.0014956798,-0.0013113795
4,5,-0.0014446424,-0.0011480609,-0.00097170006,-0.0010408834,-0.00076584984,-0.0010743411,-0.00087189395,-0.000974535,-0.0010851156,-0.0010975907,-0.001387368,-0.0015036184,-0.0011724448,-0.0009223642,-0.0010051569
5,6,-0.0003671944,-0.00040348712,-0.00047210418,-0.00053561665,-0.0006915629,-0.0006490322,-0.0006592395,-0.0006688796,-0.0007749237,-0.00069439877,-0.00072105136,-0.00082255807,-0.0010045897,-0.0008180216,-0.0010102605
6,7,-0.0030477727,-0.0032388773,-0.0033108965,-0.003126029,-0.0028385203,-0.0033415183,-0.0034594713,-0.0030840654,-0.0026009148,-0.0027097939,-0.0024160473,-0.0023264494,-0.0019175857,-0.0018846951,-0.0018393286
7,8,-0.0008375263,-0.0006998051,-0.0005133217,-0.000586465,-0.0006022798,-0.00071232487,-0.0008579539,-0.0011011073,-0.001239487,-0.0012012674,-0.0010997895,-0.0010635471,-0.0011518467,-0.00075977016,-0.0007801978
8,9,-0.0010175314,-0.0013538189,-0.0013344986,-0.0011400916,-0.0010000225,-0.0008080313,-0.0006903,-0.00060698297,-0.0004898561,-0.00042766985,-0.0006341515,-0.0007410152,-0.0006558867,-0.00062690675,-0.000620869
9,10,-0.0023198146,-0.0021178806,-0.0022677956,-0.0021453407,-0.0021067485,-0.001625834,-0.0012621786,-0.0013141297,-0.0011619888,-0.0009697713,-0.0008539967,-0.0010432452,-0.0011768322,-0.0015189648,-0.0015605241
10,11,-0.0030084923,-0.0029029045,-0.002782599,-0.0024632756,-0.0022073053,-0.0017152028,-0.00037263986,-0.00058061536,-0.0006369287,-0.0006452473,-0.0005735764,-0.00051726215,-0.00042191334,-0.00038415845,-0.00033168402
11,12,-0.0021129567,-0.0017620521,-0.0019770805,-0.0020832755,-0.0018161386,-0.0016169408,-0.001523938,-0.0014916174,-0.0013253996,-0.0013643159,-0.0011816071,-0.0010424331,-0.00096525997,-0.0008584056,-0.0010200059
12,13,-0.0016624527,-0.0016769646,-0.001505469,-0.0013135262,-0.001366294,-0.0013643159,-0.0014065299,-0.0013623368,-0.0013300162,-0.0013319952,-0.0013946574,-0.001243609,-0.0012475671,-0.0012403112,-0.0016255155
15,16,-0.00090774056,-0.00090637244,-0.00090226997,-0.0007791836,-0.00071011763,-0.0008188449,-0.0009774901,-0.0009330418,-0.0009350935,-0.0010793777,-0.0011176718,-0.0011060471,-0.0011204071,-0.0011908403,-0.0012852065
16,17,-0.0031834785,-0.0029974803,-0.003055605,-0.0029441426,-0.0027841302,-0.0023711054,-0.0020702267,-0.0022952016,-0.0023246063,-0.0022357097,-0.0024859868,-0.0023287088,-0.0024497444,-0.0021249317,-0.0020155217
