lon_east,lon_west,lat_north,lat_south,step
"-54.915578","-62.915578","50.281235","42.281235","59"
"-51.632843","-59.632843","51.789287","43.789287","62"
"-52.767151","-60.767151","51.293054","43.293054","61"
"-57.844421","-65.844421","48.692136","40.692136","56"
"-58.745026","-66.745026","48.134211","40.134211","55"
"-55.929698","-63.929698","49.765648","41.765648","58"
"-56.943817","-64.943817","49.250061","41.250061","57"
"-74.29248","-82.29248","38.21373","30.21373","36"
"-75.130198","-83.130198","37.762824","29.762824","35"
"-72.211711","-80.211711","39.549733","31.549733","38"
"-73.252095","-81.252095","38.881732","30.881732","37"
"-77.363139","-85.363139","36.585752","28.585752","32"
"-77.920644","-85.920644","36.310493","28.310493","31"
"-75.967916","-83.967916","37.311918","29.311918","34"
"-76.805634","-84.805634","36.861012","28.861012","33"
"-67.085683","-75.085683","42.784188","34.784188","44"
"-67.830088","-75.830088","42.306015","34.306015","43"
"-65.613007","-73.613007","43.810437","35.810437","46"
"-66.341278","-74.341278","43.26236","35.26236","45"
"-70.305715","-78.305715","40.754438","32.754438","40"
"-71.171326","-79.171326","40.217735","32.217735","39"
"-68.574493","-76.574493","41.827843","33.827843","42"
"-69.440104","-77.440104","41.29114","33.29114","41"
"-81.021301","-89.021301","36.964274","28.964274","20"
"-81.111389","-89.111389","37.281171","29.281171","19"
"-80.769653","-88.769653","36.355811","28.355811","22"
"-80.931213","-88.931213","36.647377","28.647377","21"
"-81.361064","-89.361064","38.072873","30.072873","16"
"-81.440857","-89.440857","38.310276","30.310276","15"
"-81.201477","-89.201477","37.598068","29.598068","18"
"-81.28127","-89.28127","37.835471","29.835471","17"
"-79.168213","-87.168213","35.84714","27.84714","28"
"-79.513245","-87.513245","35.753094","27.753094","27"
"-78.478149","-86.478149","36.035233","28.035233","30"
"-78.823181","-86.823181","35.941187","27.941187","29"
"-80.446533","-88.446533","35.772678","27.772678","24"
"-80.608093","-88.608093","36.064244","28.064244","23"
"-79.824341","-87.824341","35.759622","27.759622","26"
"-80.135437","-88.135437","35.76615","27.76615","25"
"-82.945129","-90.945129","36.032704","28.032704","4"
"-82.947662","-90.947662","36.175365","28.175365","3"
"-82.940063","-90.940063","35.747383","27.747383","6"
"-82.942596","-90.942596","35.890044","27.890044","5"
"-82.84729","-90.84729","37.126343","29.126343","0"
"-82.914205","-90.914205","36.492358","28.492358","2"
"-82.880747","-90.880747","36.80935","28.80935","1"
"-82.060059","-90.060059","36.87077","28.87077","12"
"-82.210297","-90.210297","36.613265","28.613265","11"
"-81.647258","-89.647258","37.830441","29.830441","14"
"-81.853658","-89.853658","37.350605","29.350605","13"
"-82.65387","-90.65387","35.981298","27.981298","8"
"-82.796966","-90.796966","35.86434","27.86434","7"
"-82.360535","-90.360535","36.35576","28.35576","10"
"-82.510773","-90.510773","36.098255","28.098255","9"
"-10.615265","-18.615265","58.92543","50.92543","99"
"-13.04248","-21.04248","59.018772","51.018772","96"
"-13.992309","-21.992309","59.089935","51.089935","95"
"-11.424337","-19.424337","58.956544","50.956544","98"
"-12.233408","-20.233408","58.987658","50.987658","97"
"-25.027863","-33.027863","58.923325","50.923325","84"
"-26.13266","-34.13266","58.792612","50.792612","83"
"-22.907115","-30.907115","59.159266","51.159266","86"
"-23.967489","-31.967489","59.041296","51.041296","85"
"-29.452088","-37.452088","58.344508","50.344508","80"
"-30.56192","-38.56192","58.15783","50.15783","79"
"-27.237458","-35.237458","58.661898","50.661898","82"
"-28.342255","-36.342255","58.531185","50.531185","81"
"-16.88855","-24.88855","59.254832","51.254832","92"
"-17.885132","-25.885132","59.277403","51.277403","91"
"-14.942139","-22.942139","59.161099","51.161099","94"
"-15.891968","-23.891968","59.232262","51.232262","93"
"-20.858399","-28.858399","59.284816","51.284816","88"
"-21.846741","-29.846741","59.277237","51.277237","87"
"-18.881714","-26.881714","59.299973","51.299973","90"
"-19.870056","-27.870056","59.292394","51.292394","89"
"-44.128703","-52.128703","54.63176","46.63176","68"
"-45.450093","-53.450093","54.1324","46.1324","67"
"-41.539591","-49.539591","55.46606","47.46606","70"
"-42.807312","-50.807312","55.131119","47.131119","69"
"-49.256185","-57.256185","52.734693","44.734693","64"
"-50.498535","-58.498535","52.285519","44.285519","63"
"-46.771484","-54.771484","53.633041","45.633041","66"
"-48.013834","-56.013834","53.183867","45.183867","65"
"-34.033122","-42.033122","57.351443","49.351443","76"
"-35.213806","-43.213806","57.041588","49.041588","75"
"-31.671753","-39.671753","57.971153","49.971153","78"
"-32.852437","-40.852437","57.661298","49.661298","77"
"-39.00415","-47.00415","56.135941","48.135941","72"
"-40.271871","-48.271871","55.801","47.801","71"
"-36.477254","-44.477254","56.739706","48.739706","74"
"-37.740702","-45.740702","56.437823","48.437823","73"
"-61.223755","-69.223755","46.786951","38.786951","52"
"-62.012817","-70.012817","46.392284","38.392284","51"
"-59.64563","-67.64563","47.576286","39.576286","54"
"-60.434692","-68.434692","47.181619","39.181619","53"
"-64.156464","-72.156464","44.90659","36.90659","48"
"-64.884735","-72.884735","44.358513","36.358513","47"
"-62.727366","-70.727366","45.897053","37.897053","50"
"-63.441915","-71.441915","45.401821","37.401821","49"
"-53.901459","-61.901459","50.796822","42.796822","60"
