lon_east,lon_west,lat_north,lat_south,step
"-64.322876","-72.322876","53.98418","45.98418",51
"-63.409159","-71.409159","53.661481","45.661481",52
"-42.970733","-50.970733","51.617857","43.617857",73
"-41.821228","-49.821228","52.016294","44.016294",74
"-45.147044","-53.147044","50.889957","42.889957",71
"-44.120239","-52.120239","51.219421","43.219421",72
"-38.161591","-46.161591","53.284947","45.284947",77
"-36.906525","-44.906525","53.720055","45.720055",78
"-40.671722","-48.671722","52.41473","44.41473",75
"-39.416656","-47.416656","52.849838","44.849838",76
"-51.913768","-59.913768","51.278765","43.278765",65
"-50.564606","-58.564606","50.053356","42.053356",66
"-54.612091","-62.612091","53.729584","45.729584",63
"-53.262929","-61.262929","52.504175","44.504175",64
"-47.200653","-55.200653","50.23103","42.23103",69
"-46.173848","-54.173848","50.560494","42.560494",70
"-49.443288","-57.443288","50.112581","42.112581",67
"-48.321971","-56.321971","50.171805","42.171805",68
"-22.486552","-30.486552","58.714737","50.714737",89
"-21.198944","-29.198944","59.192829","51.192829",90
"-25.061768","-33.061768","57.758553","49.758553",87
"-23.77416","-31.77416","58.236645","50.236645",88
"-17.485046","-25.485046","60.692642","52.692642",93
"-16.357534","-24.357534","61.131941","53.131941",94
"-19.960978","-27.960978","59.692767","51.692767",91
"-18.723012","-26.723012","60.192704","52.192704",92
"-33.015625","-41.015625","55.199371","47.199371",81
"-31.708771","-39.708771","55.621574","47.621574",82
"-35.609558","-43.609558","54.21316","46.21316",79
"-34.312592","-42.312592","54.706266","46.706266",80
"-27.750631","-35.750631","56.896838","48.896838",85
"-26.406199","-34.406199","57.327696","49.327696",86
"-30.401916","-38.401916","56.043778","48.043778",83
"-29.095062","-37.095062","56.465981","48.465981",84
"-6.41037","-14.41037","66.46233","58.46233",105
"-5.963064","-13.963064","66.846245","58.846245",106
"-7.598907","-15.598907","65.478847","57.478847",103
"-4.823252","-12.823252","67.893713","59.893713",109
"-4.578054","-12.578054","68.17335","60.17335",110
"-5.515757","-13.515757","67.23016","59.23016",107
"-5.068451","-13.068451","67.614075","59.614075",108
"-13.092855","-21.092855","62.519783","54.519783",97
"-12.083201","-20.083201","63.029026","55.029026",98
"-15.230021","-23.230021","61.571241","53.571241",95
"-14.102509","-22.102509","62.01054","54.01054",96
"-9.1533","-17.1533","64.50416","56.50416",101
"-8.193176","-16.193176","64.987106","56.987106",102
"-11.073547","-19.073547","63.538269","55.538269",99
"-10.113423","-18.113423","64.021215","56.021215",100
"-2.544678","-10.544678","69.087832","61.087832",121
"-2.092621","-10.092621","69.080381","61.080381",122
"-3.156037","-11.156037","69.136897","61.136897",119
