lon_east,lon_west,lat_north,lat_south,step
"-12.646423","-20.646423","46.259983","38.259983","276"
"-13.043935","-21.043935","45.728455","37.728455","275"
"-11.849833","-19.849833","47.248376","39.248376","278"
"-12.248128","-20.248128","46.75418","38.75418","277"
"-14.2901","-22.2901","44.282832","36.282832","272"
"-14.741242","-22.741242","43.900266","35.900266","271"
"-13.441447","-21.441447","45.196926","37.196926","274"
"-13.838959","-21.838959","44.665398","36.665398","273"
"-9.644725","-17.644725","50.480174","42.480174","284"
"-9.958974","-17.958974","49.970227","41.970227","283"
"-9.330475","-17.330475","50.99012","42.99012","285"
"-11.058767","-19.058767","48.315142","40.315142","280"
"-11.451538","-19.451538","47.742573","39.742573","279"
"-10.273224","-18.273224","49.460281","41.460281","282"
"-10.665995","-18.665995","48.887712","40.887712","281"
"-19.609467","-27.609467","40.05656","32.05656","260"
"-20.058868","-28.058868","39.908852","31.908852","259"
"-18.74703","-26.74703","40.487532","32.487532","262"
"-19.160065","-27.160065","40.204269","32.204269","261"
"-21.34197","-29.34197","39.477118","31.477118","256"
"-21.75882","-29.75882","39.335106","31.335106","255"
"-20.50827","-28.50827","39.761143","31.761143","258"
"-20.92512","-28.92512","39.619131","31.619131","257"
"-16.023092","-24.023092","42.663373","34.663373","268"
"-16.438446","-24.438446","42.23621","34.23621","267"
"-15.192383","-23.192383","43.5177","35.5177","270"
"-15.607737","-23.607737","43.090537","35.090537","269"
"-17.920959","-25.920959","41.054058","33.054058","264"
"-18.333994","-26.333994","40.770795","32.770795","263"
"-16.932617","-24.932617","41.842159","33.842159","266"
"-17.426788","-25.426788","41.448109","33.448109","265"
"-32.664856","-40.664856","33.854347","25.854347","180"
"-32.670634","-40.670634","33.86909","25.86909","179"
"-32.581685","-40.581685","33.81648","25.81648","182"
"-32.623271","-40.623271","33.835413","25.835413","181"
"-32.76594","-40.76594","33.973108","25.973108","176"
"-32.849691","-40.849691","34.04764","26.04764","175"
"-32.676412","-40.676412","33.883832","25.883832","178"
"-32.68219","-40.68219","33.898575","25.898575","177"
"-32.309245","-40.309245","33.652968","25.652968","188"
"-32.344594","-40.344594","33.6734","25.6734","187"
"-32.242696","-40.242696","33.641521","25.641521","190"
"-32.273895","-40.273895","33.632536","25.632536","189"
"-32.486715","-40.486715","33.762975","25.762975","184"
"-32.5401","-40.5401","33.797546","25.797546","183"
"-32.379944","-40.379944","33.693832","25.693832","186"
"-32.433329","-40.433329","33.728403","25.728403","185"
"-33.778442","-41.778442","34.862814","26.862814","164"
"-33.832092","-41.832092","34.936505","26.936505","163"
"-33.638936","-41.638936","34.708569","26.708569","166"
"-33.724792","-41.724792","34.789122","26.789122","165"
"-34.037903","-42.037903","35.124132","27.124132","160"
"-34.113983","-42.113983","35.181099","27.181099","159"
"-33.885742","-41.885742","35.010197","27.010197","162"
"-33.961822","-41.961822","35.067164","27.067164","161"
"-33.097707","-41.097707","34.272723","26.272723","172"
"-33.17984","-41.17984","34.347998","26.347998","171"
"-32.933441","-40.933441","34.122173","26.122173","174"
"-33.015574","-41.015574","34.197448","26.197448","173"
"-33.467224","-41.467224","34.547462","26.547462","168"
"-33.55308","-41.55308","34.628015","26.628015","167"
"-33.275635","-41.275635","34.414486","26.414486","170"
"-33.371429","-41.371429","34.480974","26.480974","169"
"-35.11557","-43.11557","35.642067","27.642067","148"
"-35.2164","-43.2164","35.635757","27.635757","147"
"-34.91391","-42.91391","35.654686","27.654686","150"
"-35.01474","-43.01474","35.648376","27.648376","149"
"-35.490356","-43.490356","35.530447","27.530447","144"
"-35.54777","-43.54777","35.522488","27.522488","143"
"-35.307719","-43.307719","35.600654","27.600654","146"
"-35.399037","-43.399037","35.56555","27.56555","145"
"-34.392181","-42.392181","35.367867","27.367867","156"
"-34.440969","-42.440969","35.425479","27.425479","155"
"-34.206716","-42.206716","35.243355","27.243355","158"
"-34.299448","-42.299448","35.305611","27.305611","157"
"-34.663666","-42.663666","35.578697","27.578697","152"
"-34.788788","-42.788788","35.616692","27.616692","151"
"-34.489756","-42.489756","35.483091","27.483091","154"
"-34.538544","-42.538544","35.540703","27.540703","153"
"-36.351837","-44.351837","35.302238","27.302238","132"
"-36.332489","-44.332489","35.274807","27.274807","131"
"-36.350759","-44.350759","35.386041","27.386041","134"
"-36.351298","-44.351298","35.344139","27.344139","133"
"-36.416463","-44.416463","35.135574","27.135574","128"
"-36.539134","-44.539134","35.051203","27.051203","127"
"-36.313141","-44.313141","35.247377","27.247377","130"
"-36.293793","-44.293793","35.219946","27.219946","129"
"-35.798584","-43.798584","35.50762","27.50762","140"
"-35.934571","-43.934571","35.508669","27.508669","139"
"-35.605184","-43.605184","35.51453","27.51453","142"
"-35.662598","-43.662598","35.506571","27.506571","141"
"-36.256999","-44.256999","35.455201","27.455201","136"
"-36.35022","-44.35022","35.427942","27.427942","135"
"-36.070557","-44.070557","35.509718","27.509718","138"
"-36.163778","-44.163778","35.482459","27.482459","137"
"-26.248403","-34.248403","37.477","29.477","244"
"-26.554749","-34.554749","37.306316","29.306316","243"
"-25.635712","-33.635712","37.818367","29.818367","246"
"-25.942058","-33.942058","37.647683","29.647683","245"
"-27.32016","-35.32016","36.893456","28.893456","240"
"-27.557658","-35.557658","36.748885","28.748885","239"
"-26.809886","-34.809886","37.168696","29.168696","242"
"-27.065023","-35.065023","37.031076","29.031076","241"
"-23.144714","-31.144714","38.895828","30.895828","252"
"-23.586548","-31.586548","38.685788","30.685788","251"
"-22.220785","-30.220785","39.18868","31.18868","254"
"-22.682749","-30.682749","39.042254","31.042254","253"
"-24.858714","-32.858714","38.116595","30.116595","248"
"-25.247213","-33.247213","37.967481","29.967481","247"
"-24.028381","-32.028381","38.475749","30.475749","250"
"-24.470215","-32.470215","38.265709","30.265709","249"
"-29.624878","-37.624878","35.488543","27.488543","228"
"-29.754669","-37.754669","35.364935","27.364935","227"
"-29.313701","-37.313701","35.717367","27.717367","230"
"-29.469289","-37.469289","35.602955","27.602955","229"
"-30.176361","-38.176361","35.026261","27.026261","224"
"-30.338471","-38.338471","34.934803","26.934803","223"
"-29.884461","-37.884461","35.241326","27.241326","226"
"-30.014252","-38.014252","35.117718","27.117718","225"
"-28.23287","-36.23287","36.35378","28.35378","236"
"-28.433085","-36.433085","36.247816","28.247816","235"
"-27.795156","-35.795156","36.604314","28.604314","238"
"-28.032654","-36.032654","36.459743","28.459743","237"
"-28.983175","-36.983175","35.935137","27.935137","232"
"-29.158112","-37.158112","35.831779","27.831779","231"
