,storm_index,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35
1,2,-155.13931,-154.70993,-158.6062,-161.14542,-152.18661,-149.68982,-147.99878,-155.75954,-156.49638,-146.86436,-133.89798,-142.76135,-151.65121,-146.82196,-146.25473,-141.5474,-140.30167,-126.9536,-128.4061,-126.524216,-119.88729,-116.537025,-122.32048,-123.53442,-124.88089,-128.9309,-125.34208,-120.544624,-123.17925,-120.01982,-117.77747,-119.05503,-118.83238,-126.23796,-125.75026,-126.64084
2,3,-131.18997,-136.76837,-145.6897,-145.17975,-155.02307,-129.32022,-116.16488,-112.83227,-116.55119,-130.05164,-128.76392,-124.45779,-125.30253,-127.579216,-124.65352,-126.8684,-129.40778,-131.5557,-135.7279,-133.32759,-135.07373,-137.06714,-134.07962,-130.82426,-130.76245,-127.47105,-115.69615,-118.39521,-128.83087,-129.52625,-129.2172,-130.78305,-128.21277,-115.70645,-118.62185,-122.03688
4,5,-163.86197,-164.6243,-154.93036,-154.508,-154.81705,-158.48962,-157.75818,-159.38586,-153.91049,-148.36815,-150.11945,-150.69635,-155.23425,-150.09369,-149.05836,-140.21431,-141.33206,-142.01712,-146.37991,-145.40125,-146.7044,-147.61612,-154.80673,-152.03043,-150.07309,-145.33943,-146.22537,-147.5028,-144.97887,-142.10983,-135.54247,-135.84637,-134.18779,-133.3894,-131.55054,-132.51376
5,6,-152.626,-147.80339,-146.48767,-142.4637,-145.10027,-145.05931,-141.32205,-142.78622,-146.7846,-146.95355,-145.96547,-147.04057,-146.22656,-145.25897,-146.18561,-147.42966,-148.21295,-150.85976,-145.9501,-146.47742,-151.82224,-149.25223,-138.665,-142.7248,-138.43973,-145.40231,-144.78796,-142.33571,-144.01492,-146.7846,-145.25385,-147.61397,-152.22156,-151.38707,-148.95016,-149.42117
6,7,-175.163,-170.08939,-170.92897,-171.51102,-172.04156,-169.667,-172.57726,-174.65306,-178.85101,-179.11887,-177.87234,-175.88927,-147.8067,-153.689,-152.61761,-150.56757,-150.70663,-149.23865,-146.51898,-143.0782,-142.59917,-141.70291,-141.85744,-141.0333,-138.79782,-137.12378,-136.18118,-137.66463,-135.7691,-129.07812,-122.546814,-123.99936,-129.8147,-129.02661,-118.75577,-113.46067
7,8,-120.52024,-121.67496,-118.08373,-117.97876,-119.56442,-118.21633,-120.492615,-123.98992,-124.77447,-124.15567,-129.432,-130.44308,-135.61444,-142.08972,-119.98432,-126.67506,-127.65298,-130.21103,-127.10048,-135.5813,-131.42653,-141.16151,-136.21667,-137.87416,-133.34921,-140.52063,-133.36026,-129.08394,-140.3604,-136.7526,-129.87401,-131.69725,-137.16696,-133.02878,-138.8576,-138.9902
8,9,-127.242226,-130.24602,-137.98486,-142.93839,-129.4541,-120.606575,-126.45578,-127.695526,-129.22473,-136.08429,-133.65396,-132.29951,-122.50716,-122.04294,-124.35859,-129.64526,-129.44864,-127.25314,-144.92636,-135.16678,-131.07614,-137.2858,-130.94507,-131.80798,-131.80252,-128.49835,-130.96692,-126.679695,-128.05597,-126.58139,-128.88065,-128.53659,-132.58896,-136.61404,-132.07559,-137.2858
9,10,-135.21446,-137.91537,-142.01459,-136.28313,-134.41162,-125.64961,-127.30312,-123.06567,-123.79407,-122.35854,-124.18219,-127.010704,-122.51804,-130.08911,-135.71423,-136.93709,-141.97739,-136.93178,-134.18832,-132.09352,-129.94025,-128.22293,-127.744415,-130.77496,-133.55032,-132.41254,-138.19185,-139.05847,-138.16525,-133.36954,-129.93492,-127.63277,-124.21409,-118.365654,-116.414406,-117.97221
10,11,-151.88458,-151.98575,-153.54886,-152.11221,-148.18678,-143.02707,-145.81433,-139.68842,-137.53854,-139.59737,-136.93152,-135.55559,-139.42032,-152.73947,-170.0524,-166.23172,-173.30936,-165.0469,-171.2059,-165.03125,-163.77856,-160.47464,-161.1062,-167.4009,-165.16696,-164.71286,-166.93114,-162.77643,-158.91924,-157.71353,-160.47464,-152.22264,-113.48886,-117.716644,-117.69576,-118.5361
15,16,-174.9962,-173.67009,-170.15884,-167.8717,-174.53984,-178.0833,-174.54521,-170.05684,-166.41138,-162.34714,-163.74304,-157.55273,-161.85321,-160.4412,-160.65594,-156.22125,-150.47656,-157.16618,-163.40482,-166.75497,-163.09879,-161.55792,-173.44997,-173.57881,-160.18349,-155.14212,-140.97903,-122.96111,-120.73303,-123.481895,-123.58927,-128.45883,-131.69626,-131.91101,-126.23075,-123.37988
16,17,-146.71298,-141.5535,-138.04764,-130.39163,-127.67498,-124.8778,-123.809395,-124.888535,-125.74219,-124.24427,-126.67637,-123.80402,-126.789116,-126.55825,-125.81735,-128.31924,-128.47495,-127.46559,-125.74219,-123.80402,-124.89928,-123.7396,-119.25659,-116.32519,-116.50773,-120.82967,-120.85114,-119.78274,-120.110245,-120.71693,-122.48865,-123.80402,-122.5316,-121.41488,-121.53836,-126.08042
18,19,-149.86249,-151.65018,-153.66199,-152.09845,-149.29941,-143.94731,-144.66348,-146.13406,-142.59698,-139.69952,-140.15875,-144.56506,-141.24667,-140.84758,-149.8461,-146.6261,-152.49754,-149.75316,-154.95218,-164.49738,-163.30014,-168.21487,-161.0587,-158.58768,-157.8387,-154.42737,-155.40593,-156.37903,-159.13435,-160.98764,-144.90948,-141.0444,-140.36102,-133.53833,-133.65862,-132.35748
19,20,-157.59135,-156.1583,-155.19943,-156.86957,-159.96747,-161.41107,-150.08365,-155.86327,-162.72293,-165.7313,-159.05602,-156.84848,-164.90411,-156.19519,-165.91568,-165.53108,-168.51836,-159.94641,-156.8801,-156.72731,-158.055,-162.90735,-159.9306,-153.86649,-149.64636,-150.7475,-148.15536,-151.15317,-149.13004,-153.44499,-153.45554,-152.50719,-156.13196,-146.00052,-140.81625,-138.12927
20,21,-143.72449,-143.4716,-147.03314,-147.39668,-146.74338,-145.75815,-140.80045,-139.60448,-137.32318,-133.651,-129.58893,-124.014786,-121.33309,-124.731316,-131.07468,-130.27383,-131.89656,-137.20201,-139.12503,-139.02493,-138.5086,-132.29697,-127.17593,-120.49012,-122.15498,-123.74082,-120.95902,-124.552185,-123.41944,-130.32126,-126.675415,-122.818825,-130.30545,-130.32126,-133.77217,-137.08084
21,22,-142.0982,-138.28804,-140.61588,-150.77814,-151.97684,-150.30722,-153.45383,-149.27975,-148.40747,-146.90909,-149.13525,-151.3989,-142.0554,-145.89233,-144.55449,-138.76431,-139.2941,-135.83176,-134.00159,-134.90063,-133.231,-136.3776,-136.84853,-137.28734,-138.64658,-138.69475,-138.04724,-133.41295,-137.38367,-134.9809,-135.46252,-126.89498,-126.92174,-125.08622,-124.35843,-125.310974
26,27,-171.61243,-174.19186,-171.25922,-163.08742,-161.17157,-161.60504,-155.38655,-156.14647,-150.35611,-143.31348,-140.45575,-144.50151,-146.09091,-138.58806,-146.79733,-146.08022,-144.00381,-138.18669,-139.48712,-146.10162,-149.05566,-154.79788,-153.25128,-156.0983,-153.96304,-152.22379,-146.03204,-148.98611,-142.44116,-150.30258,-149.40887,-155.63272,-158.82224,-169.93204,-174.08484,-171.26457
27,28,-154.13092,-143.45706,-136.02356,-130.76776,-137.55737,-136.90826,-138.5677,-133.87727,-131.78333,-141.52539,-133.46371,-135.7147,-138.88702,-141.27936,-138.13321,-141.18512,-140.11198,-137.65683,-138.18556,-140.01776,-122.06221,-125.89936,-127.26042,-130.46939,-125.56432,-129.27585,-133.25955,-130.33328,-135.70424,-136.02881,-137.65683,-136.09161,-144.61395,-146.80737,-146.40952,-153.39804
28,29,-131.7731,-138.60037,-141.5692,-137.4056,-140.5503,-137.1832,-136.12807,-140.49857,-138.99345,-135.09882,-133.38165,-135.50223,-141.12958,-146.57587,-144.37769,-149.89642,-150.43433,-148.52579,-151.05498,-146.5914,-144.85355,-146.42587,-144.40356,-114.46698,-118.76506,-121.43908,-120.43568,-120.56498,-122.732124,-125.91302,-123.875175,-124.61997,-124.319984,-122.07008,-121.96147,-123.55967
29,30,-143.67944,-144.35184,-141.32094,-137.51422,-135.7143,-147.97235,-152.88593,-151.03946,-145.55695,-144.23288,-142.80536,-143.2605,-142.96051,-138.3883,-135.72464,-123.213135,-126.34747,-127.88361,-125.442345,-125.245804,-120.57015,-126.41988,-124.32516,-122.24594,-120.166725,-121.521835,-122.20973,-120.83393,-120.25982,-120.74084,-120.10465,-122.13215,-121.268394,-121.92009,-121.79079,-124.06654
31,32,-125.57658,-130.96513,-128.94373,-129.66922,-130.7436,-126.52913,-130.21194,-131.88446,-135.46207,-128.36223,-125.30521,-131.37495,-132.10043,-139.95345,-136.11555,-136.34262,-134.37106,-133.90033,-131.44695,-135.99371,-140.50726,-141.10538,-141.57057,-142.27391,-147.10312,-145.2977,-144.75497,-144.47253,-147.11974,-146.51054,-150.12137,-148.62054,-145.22571,-122.35895,-123.1675,-123.09551
33,34,-161.88177,-154.11642,-151.4537,-148.9866,-152.73071,-153.4426,-151.98624,-152.21448,-155.6597,-155.2739,-140.84631,-152.2362,-148.57906,-148.39429,-154.75764,-154.06207,-157.07257,-149.95389,-149.2692,-149.44852,-155.57819,-154.88263,-153.57843,-154.79568,-156.73022,-164.3869,-164.06085,-165.58783,-161.3601,-161.46878,-156.59438,-149.47025,-150.45383,-157.24103,-160.79495,-166.0117
35,36,-146.88153,-144.23105,-140.8501,-145.36324,-144.16321,-135.01172,-143.95972,-141.36664,-139.75443,-142.79623,-143.43799,-142.86404,-143.18753,-140.69879,-142.41534,-139.09702,-139.74399,-143.09363,-145.75455,-144.37714,-149.53723,-146.30238,-145.48325,-147.83112,-144.9041,-142.41013,-140.77705,-139.8953,-139.77008,-141.60663,-140.98575,-137.98569,-134.98563,-137.61525,-140.38574,-142.23273
36,37,-116.574394,-117.77041,-120.58649,-121.01596,-124.33762,-126.01748,-124.02231,-127.41464,-126.78401,-131.1386,-132.85107,-131.75835,-139.70642,-137.20566,-135.22134,-132.2911,-132.35092,-129.75775,-133.199,-131.12228,-129.77405,-129.84473,-128.90967,-127.65928,-127.44726,-125.92506,-127.23524,-124.86495,-128.55629,-125.17483,-123.01113,-122.549034,-122.17392,-121.44,-121.51067,-123.098114
38,39,-152.25412,-159.28064,-155.78851,-159.74026,-157.28363,-150.6322,-151.42465,-161.77954,-157.76437,-150.02464,-145.58684,-140.89545,-133.25609,-130.37152,-128.26884,-129.17754,-129.41528,-131.9406,-134.17535,-132.08853,-132.19418,-132.29985,-132.70135,-132.06738,-131.49153,-131.7504,-136.84332,-140.91658,-142.8132,-146.29477,-148.08575,-146.52722,-153.46922,-152.39148,-152.24355,-150.15143
39,40,-136.1401,-136.48804,-133.6774,-135.05826,-136.44998,-134.99303,-135.92265,-133.88943,-128.85529,-128.86073,-127.768005,-121.58135,-122.489235,-114.37264,-109.07756,-110.686745,-111.57288,-111.48046,-115.64477,-111.93712,-115.04676,-114.85648,-118.19989,-122.902405,-121.65202,-122.6632,-124.63663,-127.13194,-137.47205,-138.0918,-139.44003,-141.26666,-141.05464,-144.10449,-146.45847,-134.37326
40,41,-167.42352,-167.26292,-172.18639,-175.4373,-173.55432,-170.24248,-167.17432,-162.87112,-162.37823,-168.89114,-165.43532,-171.72672,-162.76038,-154.04324,-148.7598,-151.73381,-151.11353,-149.18625,-149.19733,-147.98999,-148.69334,-146.98204,-146.65527,-144.59508,-152.99652,-156.48004,-155.31702,-158.65103,-150.00589,-149.09763,-141.39954,-138.89627,-137.78864,-134.06142,-133.04239,-132.74332
41,42,-168.22296,-165.5608,-161.01404,-163.37753,-162.10568,-158.56818,-152.78044,-143.64058,-148.89279,-146.34392,-150.97821,-154.98431,-146.86914,-151.29233,-141.76111,-139.5109,-136.926,-134.44406,-133.8725,-132.25565,-132.20416,-131.59656,-131.20006,-132.53885,-122.45669,-129.19186,-129.19186,-128.24442,-128.41948,-130.45343,-130.53067,-131.95184,-130.70573,-132.67273,-135.2113,-134.08362
42,43,-128.12714,-131.55801,-125.83988,-125.65819,-126.31016,-127.929405,-135.43777,-148.05507,-148.68033,-147.39775,-138.59612,-133.36429,-139.71835,-128.22333,-126.016235,-125.44442,-134.67358,-135.76376,-130.86328,-133.74371,-134.6522,-129.94946,-131.22134,-126.06968,-115.18386,-111.710236,-112.21257,-107.50982,-112.40496,-109.10768,-111.079636,-110.90863,-111.720924,-110.50782,-116.47178,-115.71292
43,44,-176.40787,-184.0289,-186.35052,-174.29932,-164.8221,-165.17538,-163.08368,-155.44582,-165.85394,-158.19365,-152.57462,-154.00461,-153.72421,-154.04385,-154.24573,-153.23633,-148.30705,-146.25458,-155.96735,-152.89426,-153.95975,-152.9223,-149.20432,-148.95755,-146.6864,-145.49753,-144.70122,-146.7593,-141.00568,-140.42807,-141.101,-138.93077,-138.76254,-134.7978,-138.22418,-137.42787
44,45,-150.35449,-156.00333,-159.91745,-155.61357,-152.81384,-155.88806,-163.35947,-156.9805,-156.9805,-159.65396,-159.22028,-157.3483,-160.8507,-155.89355,-161.07028,-155.88257,-153.65926,-155.08656,-153.40674,-155.56966,-146.48978,-151.44693,-153.74161,-158.42975,-158.87442,-152.61073,-146.51723,-147.81827,-150.21725,-151.68298,-149.91531,-149.38281,-149.86041,-154.19724,-151.13951,-153.56593
45,46,-160.48605,-154.24658,-149.90854,-150.80212,-152.78671,-151.67493,-156.11685,-157.31696,-155.43109,-151.84637,-148.25645,-146.87451,-147.35248,-151.03592,-153.6803,-149.56566,-152.39188,-155.3116,-155.00508,-154.01279,-149.72151,-147.35248,-145.89261,-145.35231,-149.64359,-147.74213,-148.38113,-145.02501,-141.65329,-143.76776,-140.95714,-140.71815,-138.09456,-137.97507,-142.47415,-142.03256
46,47,-130.775,-131.63782,-136.81471,-128.12761,-124.46734,-123.218666,-126.02684,-127.97219,-132.70964,-131.00545,-123.89391,-126.632416,-122.93463,-122.64524,-123.20795,-123.59916,-122.78458,-124.563805,-124.49413,-124.472694,-125.82855,-123.70098,-121.71812,-121.016075,-119.547676,-118.09536,-120.05144,-117.7095,-116.61625,-112.43614,-109.64405,-112.99349,-113.9099,-114.354706,-118.12752,-125.298
47,48,-165.68422,-152.53297,-160.07324,-154.12997,-154.60695,-156.92209,-160.08395,-160.34656,-158.42798,-160.48589,-157.05606,-158.89423,-156.18788,-158.86743,-152.98314,-165.15903,-167.20084,-168.81929,-157.48479,-150.9306,-158.26721,-153.39578,-149.37646,-139.38173,-141.43427,-138.3742,-135.78041,-134.20483,-127.2112,-127.25943,-126.18761,-123.985016,-124.01181,-125.38374,-124.16723,-122.23259
48,49,-119.520256,-122.02631,-129.13765,-127.412704,-132.0451,-132.03426,-133.5802,-134.94171,-135.73367,-137.10603,-138.78758,-142.75279,-144.73268,-143.77798,-144.37466,-140.1925,-144.39095,-141.84149,-142.55753,-142.88297,-141.87947,-140.44745,-157.85422,-160.59894,-161.54279,-154.10599,-148.55685,-139.7043,-148.49176,-150.66693,-150.77542,-139.70972,-138.077,-142.40564,-144.87915,-143.52847
49,50,-169.23994,-173.4601,-180.49007,-182.1445,-182.55133,-170.78046,-174.00253,-177.35478,-171.65921,-157.49078,-151.75723,-141.46179,-133.57477,-138.25058,-133.09201,-123.935684,-130.14658,-126.23019,-130.74869,-132.3109,-132.20782,-131.98001,-137.15485,-139.80194,-146.30576,-151.19308,-150.47708,-146.33829,-144.52113,-148.62738,-149.73936,-151.93082,-154.17107,-157.46909,-158.5431,-157.76743
51,52,-154.80203,-148.12471,-145.36752,-134.06027,-140.34451,-138.19334,-135.34879,-130.57147,-129.1683,-127.01169,-124.565704,-131.93643,-136.09679,-133.45425,-132.91919,-132.4824,-137.59824,-142.61032,-151.82098,-136.22781,-117.38608,-118.09585,-121.21339,-120.92948,-120.52546,-124.827774,-125.199036,-117.48981,-119.61913,-117.593544,-121.78121,-126.50939,-127.48123,-126.372894,-126.405655,-121.57919
52,53,-141.39105,-162.02228,-167.72192,-171.3922,-153.92007,-163.4638,-163.77562,-164.29703,-152.99994,-147.41275,-153.3271,-151.68622,-147.9546,-146.63576,-147.40253,-146.32394,-147.69391,-157.21207,-158.3111,-158.4389,-155.2338,-153.47534,-157.2734,-153.43956,-155.96478,-158.42355,-165.88168,-161.07658,-160.51941,-157.3143,-155.64275,-151.45108,-155.43826,-155.92902,-156.28683,-156.8338
53,54,-132.58069,-140.13702,-134.40425,-127.46485,-124.09616,-123.95421,-123.30449,-121.95046,-119.71741,-123.32087,-121.37173,-122.91685,-125.384674,-127.27376,-124.93151,-129.52866,-132.3732,-130.45135,-130.69705,-133.85828,-133.63988,-142.20084,-142.99796,-140.40457,-141.26721,-140.49738,-139.11606,-141.82411,-146.1319,-141.26721,-139.99509,-143.42929,-138.72295,-137.63644,-139.47095,-138.57553
54,55,-134.03748,-130.67413,-133.4831,-134.09029,-135.88547,-136.14948,-136.36595,-138.2562,-139.12738,-140.98593,-143.51505,-144.05887,-149.96188,-151.76764,-148.57854,-139.60785,-145.30496,-144.0008,-139.52866,-140.06194,-141.98386,-136.23923,-131.76181,-130.33621,-128.10806,-128.38791,-133.81046,-125.0668,-134.85588,-136.20227,-142.55408,-140.25201,-140.91202,-137.5434,-133.19269,-138.99011
55,56,-173.93854,-176.99448,-175.34645,-172.48697,-166.24416,-164.9072,-162.75166,-165.36557,-163.14456,-166.60977,-172.33963,-170.49518,-152.24146,-153.88402,-161.97678,-151.36288,-146.12415,-161.01088,-166.66434,-168.55792,-167.55383,-171.34647,-172.0286,-171.18275,-169.2728,-167.97949,-167.35739,-165.26735,-162.5716,-167.81032,-160.98904,-159.44472,-162.10228,-159.28647,-157.26736,-151.19371
56,57,-117.63252,-119.452,-119.281265,-120.32173,-125.070526,-128.22394,-126.10566,-122.61609,-128.25595,-126.831314,-134.0559,-139.7011,-135.043,-143.37741,-138.50589,-139.77046,-140.0159,-136.84114,-134.79222,-131.44672,-129.36578,-124.55296,-127.73839,-130.68372,-126.788635,-129.64859,-132.18304,-126.93269,-135.30978,-132.32178,-130.15549,-129.65392,-125.76951,-124.195465,-123.581856,-122.20524
57,58,-132.38048,-130.49164,-133.27689,-132.62057,-129.02963,-138.54324,-133.13815,-134.85626,-137.33737,-138.77267,-135.48587,-136.15283,-134.34937,-133.51166,-129.52052,-129.45116,-128.39468,-131.78821,-127.375565,-131.30266,-135.91272,-142.05948,-140.12796,-141.12039,-139.09282,-134.56279,-133.37827,-134.19463,-133.53299,-133.21286,-132.91937,-134.01855,-134.12526,-131.9056,-134.28534,-136.16351
59,60,-191.24156,-185.80045,-181.77393,-181.24411,-177.43481,-169.65195,-170.74335,-176.44406,-171.04004,-177.35533,-172.47581,-168.89963,-163.69693,-171.84535,-166.53139,-164.11548,-163.86646,-161.89029,-163.80289,-162.89691,-159.21477,-155.43195,-160.29556,-158.65317,-159.71808,-157.01077,-156.65051,-157.82138,-157.16971,-153.21207,-154.48889,-155.26242,-156.33261,-144.39609,-146.09146,-144.76166
60,61,-120.66605,-124.252846,-131.92444,-136.36423,-138.8967,-137.90067,-135.294,-134.94434,-135.54301,-136.35892,-131.01318,-130.6847,-124.48596,-115.431564,-109.78383,-107.66991,-111.09775,-112.00902,-111.76001,-113.20638,-114.85408,-116.258064,-120.289894,-124.43828,-128.10983,-130.03833,-126.462135,-123.31509,-134.96553,-131.65955,-126.18664,-123.56939,-133.45558,-138.17615,-139.32584,-137.2225
61,62,-196.4428,-196.32056,-191.84035,-192.14859,-186.11652,-189.43283,-191.55867,-192.14328,-187.37607,-185.55316,-184.66563,-186.37692,-179.44669,-180.9826,-174.84955,-175.82744,-172.89378,-165.20886,-164.37448,-154.08539,-153.37323,-150.98166,-153.02248,-149.15875,-151.75229,-150.06224,-152.83115,-154.61685,-159.34686,-150.53525,-156.7799,-164.08217,-163.52414,-158.6666,-146.46426,-143.59436
63,64,-184.82262,-187.08147,-187.9014,-188.33035,-187.0326,-186.19096,-179.24063,-183.38368,-173.88672,-168.31017,-164.78613,-161.84311,-162.35352,-156.59778,-157.23851,-162.64673,-158.16702,-158.68288,-158.97067,-156.00049,-154.24118,-153.4647,-159.72,-155.76157,-153.10632,-149.54428,-151.4502,-148.24652,-136.38754,-140.94327,-134.4219,-141.94237,-146.07999,-145.27092,-146.76959,-150.02756
