,storm_index,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14
0,1,96715.93,96147.48,96008.8,95857.38,95744.31,98014.85,98035.586,98058.875,97961.4,97885.11,97802.81,97871.88,97957.59,98098.77,98109.64
1,2,97587.64,97290.414,97072.13,96897.32,96495.79,96234.7,95878.24,95708.51,95597.84,95534.46,95547.18,95690.016,95877.07,95980.92,95907.3
2,3,97305.31,97247.51,97141.87,97033.78,96908.62,96809.43,96694.94,96655.66,96579.93,96420.77,96334.31,96190.83,96065.914,96004.23,95950.46
4,5,97351.65,97088.53,96883.445,96584.695,96117.82,95820.33,95775.78,95681.69,95789.695,96016.85,96174.27,95897.055,95454.56,95355.08,95047.234
5,6,99750.414,99555.805,99370.58,99221.57,99050.01,98938.46,98517.93,98240.8,98105.0,98009.68,97929.195,97932.31,97989.516,97926.45,97728.62
6,7,100546.63,100443.45,100072.734,99706.16,99500.37,99418.03,99579.805,99866.26,99776.63,99644.36,99526.45,99317.48,99199.94,99102.83,99033.3
7,8,96368.68,96354.38,96291.25,96303.87,96346.586,96317.9,96272.57,96228.33,96121.54,95992.125,95844.06,95817.77,95791.06,95736.19,95767.99
10,11,98528.4,98398.93,98237.51,98138.96,98009.42,97664.59,98398.31,98424.83,98439.625,98466.38,98487.375,98411.77,98452.664,98259.836,98200.99
11,12,98043.53,97987.65,97905.016,97867.875,97776.92,97629.01,97407.586,97344.234,97237.27,97116.41,97028.22,96920.484,96853.89,96754.76,95884.56
12,13,100771.305,100653.8,100579.87,100560.03,100590.12,100585.47,100491.195,100530.89,100485.66,100404.42,100385.555,100171.93,99521.414,98855.414,98013.8
15,16,97975.51,97853.35,97641.12,97476.41,97281.164,97057.234,96706.01,96452.74,96331.63,96254.59,96250.305,96334.164,96380.82,96441.54,96448.35
18,19,97295.4,97229.23,97088.805,96993.336,96897.23,96736.016,96527.9,96358.67,96276.77,96261.13,96374.23,96494.74,96647.33,96901.7,97114.39
20,21,97485.48,97203.555,97078.14,96983.29,96910.83,96826.586,96838.53,96835.72,96811.875,96832.2,96857.766,96901.48,97057.555,97169.33,97282.836
25,26,98549.37,98634.04,98350.9,97568.32,97310.695,97190.805,97060.94,96905.99,96676.11,96355.77,96227.89,96131.4,96019.305,95823.95,95656.52
26,27,98694.92,98659.38,98571.914,98506.695,98421.97,98317.47,98289.695,98221.9,98208.57,98227.64,98169.17,98205.62,98140.664,98085.16,97993.875
28,29,97481.87,97325.62,97152.914,96999.75,96898.555,96701.234,96481.67,96295.83,96132.67,96070.5,96023.09,95974.32,95967.57,95994.36,96022.484
30,31,99595.914,99538.28,99214.66,99105.85,98994.234,98890.48,98688.6,98361.414,98174.73,98047.68,97962.07,98022.69,98051.125,98146.6,98266.31
31,32,98682.51,98529.484,98373.79,98251.805,98158.02,98037.84,97859.28,97693.96,97652.77,97532.5,97448.76,97407.2,97422.85,97415.91,97461.734
32,33,97004.86,96857.97,96693.18,96485.09,96330.21,96019.61,95801.77,95615.15,95517.555,95449.78,95424.94,95389.46,95408.51,95358.28,95354.14
33,34,97456.49,97287.02,97141.97,96922.64,96774.555,96572.36,96273.47,96059.14,95905.7,95856.48,95867.625,95880.555,95920.52,95955.77,96078.18
37,38,99552.22,99352.02,99102.1,98956.84,98668.58,98349.18,98075.445,97667.6,97320.555,97171.7,96842.52,96549.77,94564.57,92943.28,92076.516
38,39,98367.87,98242.88,98137.14,98019.17,97877.48,97702.26,97512.21,97377.72,97316.984,97325.625,97356.79,97407.35,97418.06,97432.31,97473.18
42,43,99082.48,99003.46,98934.945,98737.69,98558.625,98288.95,98082.13,97992.43,97912.93,97867.4,97839.08,97810.15,97841.42,98025.05,98225.78
43,44,96815.016,96887.27,96924.49,96949.836,97011.88,97049.47,97110.51,97156.29,97119.53,97085.67,97057.734,97021.85,97056.09,97071.016,97066.914
44,45,98804.09,98569.41,98447.2,98272.18,97946.86,97643.33,97426.08,97161.54,97033.48,97143.29,97297.99,97462.69,97359.86,97150.18,96940.99
45,46,99177.734,99108.36,99015.086,98910.85,98848.63,98708.234,98452.62,98146.375,97884.04,97759.61,97720.89,97749.836,97731.63,97876.586,98028.81
46,47,99502.99,99247.56,99130.92,98967.06,98708.734,98155.305,97740.74,97573.79,97441.1,97376.516,97348.414,97481.78,97592.68,96968.76,96123.35
47,48,97369.61,97215.086,96962.4,96797.04,96619.875,96492.85,96399.27,96353.91,96301.21,96255.164,96158.27,96183.33,96073.59,96082.66,96013.625
48,49,99497.85,99392.25,99275.305,99172.38,99105.984,98952.74,98874.89,98746.26,98596.42,98528.45,98470.12,98419.22,98434.71,98489.266,98544.805
