Date,Longitude,Latitude,Vorticity,Longitude (MSLP),Latitude (MSLP),MSLP,Longitude (925wind),Latitude (925wind),925hP Wind Speed,Longitude (10m wind),Latitude (10m wind),10m Wind Speed
2013120209,293.975281,41.398422,1.391196e+00,291.3793,39.89306,1013.784,300.9375,44.5433,23.98426,,,
2013120212,296.755524,40.857800,1.364416e+00,292.5703,40.60254,1013.88,301.7812,43.9812,22.26943,,,
2013120215,297.433685,41.459511,1.685094e+00,298.348,41.18867,1014.578,301.7812,44.5433,23.39163,,,
2013120218,298.040588,41.984451,1.891344e+00,296.1193,40.87049,1012.241,301.7812,45.3864,23.04979,,,
2013120221,298.893921,42.294407,1.997141e+00,298.7163,42.95593,1012.601,301.5,42.8571,23.30786,,,
2013120300,299.536041,42.870026,1.855502e+00,298.4785,42.52432,1012.892,305.4375,42.5761,24.2854,,,
2013120303,300.528137,43.519077,2.000637e+00,299.5277,42.86629,1013.079,305.1562,43.4192,29.241,,,
2013120306,301.280945,45.007233,2.429569e+00,299.4248,44.83741,1012.63,305.4375,44.2623,30.85966,,,
2013120309,302.097717,46.188656,2.571005e+00,299.3948,44.87625,1011.966,306.5625,45.1054,32.04152,,,
2013120312,302.361389,47.228180,2.577643e+00,,,1015.191,306.2812,47.3536,29.58525,,,
2013120315,302.990204,48.734283,2.651307e+00,301.2038,48.24577,1013.812,307.4062,48.4777,31.25551,,,
2013120318,304.468445,50.194145,2.862045e+00,,,1015.505,308.8125,49.6019,31.79724,,,
2013120321,306.339355,51.696220,2.783411e+00,,,1015.963,310.5,50.726,31.21864,,,
2013120400,309.051117,54.146313,2.860268e+00,,,1019.15,312.75,51.5691,31.1337,,,
2013120403,311.476196,56.223518,3.404840e+00,311.7977,54.31397,1017.276,313.5938,51.5691,31.79994,,,
2013120406,314.513062,57.757381,4.021323e+00,,,1018.958,318.0938,54.3794,33.54618,,,
2013120409,318.888641,59.190380,4.508057e+00,,,1015.332,322.0312,55.7845,34.64872,,,
2013120412,323.912323,59.992779,5.395079e+00,325.6891,64.58505,1006.302,326.5312,56.6276,36.38799,,,
2013120415,327.809021,60.452850,6.207391e+00,332.1736,60.58318,1004.656,333.2812,57.4707,39.38943,,,
2013120418,333.019897,60.555424,6.637923e+00,336.6953,60.73288,998.7855,338.3438,58.0328,42.3651,,,
2013120421,339.011505,60.349483,7.087588e+00,342.6985,60.55029,994.1242,343.4062,57.4707,42.6509,,,
2013120500,344.066986,60.082222,7.643484e+00,348.847,60.3415,986.814,348.4688,57.4707,45.93148,,,
2013120503,349.708832,59.587738,7.917141e+00,354.5574,60.23365,980.3909,350.1562,56.9086,44.13657,352.6875,57.18967,41.95154
2013120506,356.251831,58.997719,8.597782e+00,359.4467,60.28864,973.0768,354.0938,56.0655,45.15045,353.5312,56.90864,42.98553
2013120509,1.312685,58.331757,9.088204e+00,4.338023,60.58745,970.0286,1.6875,56.6276,44.07484,6.1875,58.03276,35.13326
2013120512,5.806323,57.862316,9.948145e+00,7.881973,60.38183,966.1594,6.1875,55.2225,45.11342,7.875,56.06555,38.38086
2013120515,9.234683,57.641449,1.029831e+01,9.620915,59.9179,962.4355,7.3125,56.9086,45.71267,7.59375,56.62761,45.41372
2013120518,12.308472,57.633495,9.946386e+00,11.84988,59.69442,961.0963,14.3438,55.2225,37.63658,14.34375,55.22246,37.63658
2013120521,15.003754,57.521866,9.747651e+00,13.54548,59.09118,960.717,5.9062,58.0328,36.22254,12.09375,56.34658,34.53136
2013120600,16.837374,57.709759,1.015602e+01,17.50922,57.93359,962.1304,6.4688,56.6276,37.87634,12.375,56.34658,33.05118
2013120603,17.990692,57.498486,9.667930e+00,18.7297,58.24518,961.8141,8.4375,54.9414,36.2616,16.3125,54.6604,34.20489
2013120606,18.896870,57.230778,9.749440e+00,19.21556,57.98496,962.4811,12.375,54.3794,32.54276,16.3125,54.6604,31.03185
2013120609,19.759386,56.971069,9.685720e+00,20.57253,57.24936,963.6003,14.625,54.0983,31.8099,16.59375,54.6604,28.84504
2013120612,20.627583,56.644077,9.412962e+00,21.68032,56.88109,965.8492,17.7188,51.288,34.49881,19.125,54.6604,29.38494
2013120615,21.174120,56.335022,8.780420e+00,22.80426,56.58709,968.2803,14.625,54.6604,30.05482,17.15625,56.34658,27.35318
2013120618,21.853403,55.810650,8.629292e+00,23.83435,56.21609,970.1349,14.625,54.0983,29.76628,18.84375,54.6604,27.62063
2013120621,22.913961,55.416912,8.267075e+00,25.00483,55.78822,972.5652,14.625,54.0983,27.62555,18.5625,54.94143,25.58552
2013120700,24.019293,55.082481,7.305872e+00,25.8505,55.27575,975.6824,18.5625,58.8759,26.91825,19.125,54.6604,24.86267
2013120703,25.483170,54.825180,6.877165e+00,27.56345,54.7716,978.1104,18.2812,52.1311,25.58031,23.34375,52.13113,23.2732
2013120706,27.011475,54.529453,6.295869e+00,29.30757,54.31653,980.5114,19.4062,58.5948,24.5663,23.625,52.41216,22.24983
2013120709,28.827730,54.287392,5.541570e+00,30.79106,54.02446,983.1195,20.25,51.5691,25.08759,24.75,52.69318,15.9943
2013120712,29.988382,54.312405,4.927878e+00,32.23667,54.12576,985.4875,24.1875,50.1639,26.25304,,,
2013120715,31.328659,54.315571,4.907883e+00,33.37376,54.5568,987.9246,24.4688,51.5691,22.5338,,,
2013120718,32.582867,54.133595,4.647094e+00,35.06568,54.10612,989.9393,26.1562,51.288,21.63451,,,
2013120721,33.429085,54.346210,4.313079e+00,36.00096,54.60876,991.4971,25.0312,51.5691,20.29334,,,
2013120800,34.799805,54.209442,4.358701e+00,37.09199,54.88801,993.1714,29.25,51.288,19.73149,,,
2013120803,35.718143,54.661434,4.210120e+00,37.94695,55.11971,994.5848,29.5312,51.5691,18.84627,,,
2013120806,36.178505,55.377537,3.861047e+00,38.65127,55.31592,996.203,28.9688,51.5691,17.88223,,,
2013120809,36.182476,56.298439,3.795534e+00,39.44461,55.40246,997.9246,30.0938,51.5691,16.71431,,,
2013120812,36.779984,56.266842,3.684354e+00,40.22574,55.21932,999.6755,27.5625,53.5363,16.06826,,,
2013120815,38.526463,55.673706,3.367710e+00,40.81894,55.28234,1001.136,29.5312,52.9742,14.66158,,,
2013120818,39.815357,55.470802,3.164845e+00,41.49758,55.3526,1002.156,30.375,53.2552,13.9458,,,
2013120821,40.778828,55.550381,3.025748e+00,42.84011,55.55728,1002.452,34.3125,52.4122,12.92644,,,
2013120900,43.077888,55.347805,2.920516e+00,43.60625,55.80315,1002.378,41.9062,49.8829,12.45581,,,
