,storm_index,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14
0,1,2.5902162e-05,2.0061421e-05,1.7587157e-05,1.6380998e-05,1.6800062e-05,3.1018814e-07,2.7098227e-07,2.9140796e-07,2.6419448e-07,3.9656103e-07,7.752946e-07,6.2502534e-07,9.006659e-07,1.1940047e-06,1.5658962e-06
1,2,2.7199694e-05,2.631434e-05,2.7145421e-05,2.6468411e-05,2.5354228e-05,2.4913867e-05,1.9602956e-05,2.1392343e-05,2.3303912e-05,2.3475066e-05,2.468617e-05,2.777103e-05,3.1686148e-05,3.3449818e-05,3.0632575e-05
2,3,3.062563e-05,3.1487398e-05,2.7596843e-05,2.5720787e-05,2.305858e-05,2.347871e-05,2.4962956e-05,2.4167632e-05,2.4042361e-05,2.178448e-05,1.8539842e-05,1.7208675e-05,1.4073022e-05,1.566071e-05,1.7903867e-05
4,5,1.0302706e-05,1.21038465e-05,1.6598622e-05,1.7815304e-05,1.9140498e-05,1.8914388e-05,1.8099017e-05,1.8488277e-05,1.5502883e-05,1.5906637e-05,1.712788e-05,1.9179319e-05,1.9907255e-05,1.97226e-05,1.840851e-05
5,6,7.5947105e-06,6.949077e-06,5.849196e-06,6.1730475e-06,7.898898e-06,8.283173e-06,8.71728e-06,8.675587e-06,8.856097e-06,8.785983e-06,7.745439e-06,8.541798e-06,1.1585125e-05,1.3281372e-05,1.5895626e-05
6,7,4.3819706e-05,4.7507816e-05,5.3275417e-05,5.81948e-05,5.8389152e-05,5.6142937e-05,5.2498206e-05,4.7504804e-05,4.5151402e-05,4.4961896e-05,4.2674037e-05,3.784637e-05,3.2492742e-05,3.2184227e-05,3.0168221e-05
7,8,1.5158868e-05,1.2984073e-05,1.20002105e-05,1.0836681e-05,1.0273197e-05,9.155588e-06,1.0779353e-05,1.4825116e-05,1.5870615e-05,1.3316621e-05,1.2789392e-05,1.10315605e-05,9.724621e-06,9.9200815e-06,9.8972205e-06
8,9,1.9066638e-05,1.7211043e-05,1.4512882e-05,1.2932347e-05,1.1853362e-05,1.1117143e-05,8.144237e-06,8.298569e-06,8.948918e-06,8.923514e-06,8.457509e-06,8.497937e-06,8.241079e-06,7.846274e-06,7.756189e-06
9,10,2.3651046e-05,2.3360795e-05,2.320836e-05,1.7845567e-05,1.4676412e-05,1.5967085e-05,1.7026534e-05,1.7351584e-05,1.5207807e-05,1.4225906e-05,1.3195544e-05,1.179867e-05,1.04067185e-05,8.065865e-06,5.0645613e-06
10,11,5.571904e-05,5.2061987e-05,4.4285807e-05,3.693353e-05,3.1263582e-05,1.9652227e-05,1.6062089e-06,1.8936396e-06,2.0861346e-06,2.225031e-06,1.8993248e-06,1.9129088e-06,1.4644711e-06,1.5269168e-06,1.2420145e-06
11,12,4.2772233e-05,4.093156e-05,3.318174e-05,3.0057996e-05,2.9220835e-05,2.6772028e-05,2.6202766e-05,2.3613604e-05,2.2183332e-05,1.7663764e-05,1.661716e-05,1.5424566e-05,1.4425163e-05,1.3220561e-05,2.9399944e-06
12,13,3.3105665e-05,2.9163273e-05,2.6133424e-05,2.3438788e-05,2.0452895e-05,1.9582441e-05,1.7874861e-05,1.8105768e-05,1.5920208e-05,1.608625e-05,1.7593506e-05,1.8528186e-05,1.9765823e-05,1.778822e-05,1.7239057e-05
15,16,1.7576951e-05,1.46332995e-05,1.730179e-05,1.849861e-05,2.2865537e-05,2.768607e-05,3.1695e-05,2.8092618e-05,2.7408236e-05,3.0759235e-05,3.1024032e-05,2.9536572e-05,2.6408325e-05,2.6123109e-05,2.6373615e-05
16,17,4.000836e-05,4.1206094e-05,4.0102856e-05,3.124044e-05,3.5731035e-05,3.847904e-05,3.8783674e-05,3.966752e-05,3.8833256e-05,3.7818627e-05,3.7309972e-05,3.5536417e-05,3.155742e-05,2.7348602e-05,2.4131014e-05
17,18,5.624963e-06,5.1255033e-06,2.6227503e-06,3.6877611e-06,5.088537e-06,5.2025084e-06,5.105365e-06,4.8889106e-06,3.861242e-06,2.921494e-06,2.2923664e-06,1.3071925e-06,3.6839293e-07,1.2035987e-07,2.148548e-07
18,19,2.1617358e-05,2.0213754e-05,2.211286e-05,2.3131452e-05,2.5014957e-05,2.3370852e-05,1.9637659e-05,1.7878783e-05,2.046342e-05,2.0929465e-05,1.8893708e-05,1.8422077e-05,1.7973753e-05,1.565993e-05,1.5320755e-05
19,20,1.4536182e-05,1.5829413e-05,1.7655968e-05,2.0970929e-05,2.3995495e-05,2.3168282e-05,1.7958884e-05,1.4512368e-05,1.7049624e-05,1.763812e-05,1.4145201e-05,1.2970874e-05,1.3308885e-05,1.11993695e-05,6.4827773e-06
20,21,7.4409917e-07,8.5980105e-07,8.77764e-07,9.4495095e-07,8.7057344e-07,1.3090004e-06,1.4861546e-06,1.4238286e-06,1.2871823e-06,1.2308275e-06,1.3465259e-06,1.6636043e-06,2.0472835e-06,1.9953704e-06,2.1295048e-06
21,22,4.6724617e-05,4.7254525e-05,4.545364e-05,4.3931683e-05,4.6269837e-05,5.03338e-05,4.0223702e-05,3.252256e-05,3.0163576e-05,3.3113993e-05,2.65808e-05,3.3044587e-05,3.6835056e-05,3.9019054e-05,3.9444207e-05
22,23,5.015585e-05,4.9420058e-05,3.9703784e-05,3.203008e-05,2.4959143e-05,2.4470231e-05,2.382437e-05,2.1995844e-05,2.0880505e-05,2.0860884e-05,1.8160292e-05,1.894082e-05,2.0769534e-05,2.0262327e-05,1.9706396e-05
23,24,2.1214073e-05,1.9585037e-05,1.8560599e-05,1.6409942e-05,1.2982705e-05,9.566401e-06,6.650947e-06,5.122364e-06,5.293677e-06,4.429205e-06,3.2810294e-06,2.9762837e-06,2.9028197e-06,2.744544e-06,2.1138699e-06
24,25,2.3999022e-05,2.2831644e-05,2.5605963e-05,3.477469e-05,3.630488e-05,3.645838e-05,4.2081898e-05,4.6444704e-05,4.6951893e-05,4.2580326e-05,4.0356812e-05,3.4744462e-05,3.093008e-05,3.0600775e-05,2.6190213e-05
