lon_east,lon_west,lat_south,lat_north
349.144836,357.144836,65.665001,73.665001
351.071757,359.071757,65.700841,73.700841
352.998677,0.998677,65.736682,73.736682
354.925598,2.925598,65.772522,73.772522
356.688073,4.688073,65.897937,73.897937
358.450547,6.450547,66.023351,74.023351
0.213022,8.213022,66.148766,74.148766
1.900206,9.900206,66.173584,74.173584
3.587389,11.587389,66.198403,74.198403
5.274573,13.274573,66.223221,74.223221
6.878358,14.878358,66.133303,74.133303
8.482142,16.482142,66.043386,74.043386
10.085927,18.085927,65.953468,73.953468
11.29234,19.29234,65.906987,73.906987
12.498753,20.498753,65.860507,73.860507
13.705166,21.705166,65.814026,73.814026
15.097918,23.097918,65.655179,73.655179
16.490669,24.490669,65.496333,73.496333
17.883421,25.883421,65.337486,73.337486
18.981448,26.981448,65.303688,73.303688
20.079475,28.079475,65.26989,73.26989
21.177502,29.177502,65.236092,73.236092
22.494634,30.494634,65.175026,73.175026
23.811767,31.811767,65.113961,73.113961
25.128899,33.128899,65.052895,73.052895
26.474474,34.474474,65.191735,73.191735
27.820048,35.820048,65.330574,73.330574
29.165623,37.165623,65.469414,73.469414
30.504308,38.504308,66.101896,74.101896
31.842994,39.842994,66.734377,74.734377
33.181679,41.181679,67.366859,75.366859
33.95294,41.95294,67.45727,75.45727
34.7242,42.7242,67.547681,75.547681
35.495461,43.495461,67.638092,75.638092
36.19684,44.19684,67.756927,75.756927
36.898219,44.898219,67.875763,75.875763
37.599598,45.599598,67.994598,75.994598
38.106344,46.106344,68.168408,76.168408
38.613089,46.613089,68.342219,76.342219
39.119835,47.119835,68.516029,76.516029
39.832209,47.832209,68.561864,76.561864
40.544584,48.544584,68.607699,76.607699
41.256958,49.256958,68.653534,76.653534
41.883263,49.883263,68.824827,76.824827
42.509567,50.509567,68.996119,76.996119
43.135872,51.135872,69.167412,77.167412
43.912791,51.912791,69.362946,77.362946
44.68971,52.68971,69.558479,77.558479
45.466629,53.466629,69.754013,77.754013
46.143916,54.143916,69.962563,77.962563
46.821202,54.821202,70.171112,78.171112
47.498489,55.498489,70.379662,78.379662
48.257552,56.257552,70.764656,78.764656
49.016614,57.016614,71.149651,79.149651
49.775677,57.775677,71.534645,79.534645
50.599036,58.599036,71.776329,79.776329
51.422395,59.422395,72.018013,80.018013
52.245754,60.245754,72.259697,80.259697
53.022641,61.022641,72.44146,80.44146
53.799529,61.799529,72.623222,80.623222
54.576416,62.576416,72.804985,80.804985
54.967579,62.967579,72.979383,80.979383
55.358742,63.358742,73.15378,81.15378
55.749905,63.749905,73.328178,81.328178
56.431303,64.431303,73.590634,81.590634
57.1127,65.1127,73.853091,81.853091
57.794098,65.794098,74.115547,82.115547
58.518412,66.518412,74.395243,82.395243
59.242727,67.242727,74.67494,82.67494
59.967041,67.967041,74.954636,82.954636
60.497131,68.497131,75.191989,83.191989
61.027222,69.027222,75.429342,83.429342
61.557312,69.557312,75.666695,83.666695
61.901431,69.901431,75.966451,83.966451
62.245549,70.245549,76.266208,84.266208
62.589668,70.589668,76.565964,84.565964
62.186915,70.186915,76.874568,84.874568
61.784162,69.784162,77.183172,85.183172
61.381409,69.381409,77.491776,85.491776
60.813486,68.813486,77.85511,85.85511
60.245562,68.245562,78.218445,86.218445
59.677639,67.677639,78.581779,86.581779
58.808149,66.808149,78.953025,86.953025
57.938658,65.938658,79.324272,87.324272
57.069168,65.069168,79.695518,87.695518
61.148847,69.148847,80.842145,88.842145
65.228526,73.228526,81.988772,89.988772
69.308205,77.308205,83.135399,91.135399
