lon_east,lon_west,lat_south,lat_north
339.38623,347.38623,59.091915,67.091915
341.233886,349.233886,59.485148,67.485148
343.081543,351.081543,59.878381,67.878381
344.929199,352.929199,60.271614,68.271614
346.698618,354.698618,60.730108,68.730108
348.468038,356.468038,61.188601,69.188601
350.237457,358.237457,61.647095,69.647095
351.878092,359.878092,62.195066,70.195066
353.518728,1.518728,62.743037,70.743037
355.159363,3.159363,63.291008,71.291008
356.610844,4.610844,63.656614,71.656614
358.062324,6.062324,64.022219,72.022219
359.513805,7.513805,64.387825,72.387825
1.161711,9.161711,64.624107,72.624107
2.809617,10.809617,64.86039,72.86039
4.457523,12.457523,65.096672,73.096672
6.030933,14.030933,65.341387,73.341387
7.604342,15.604342,65.586103,73.586103
9.177752,17.177752,65.830818,73.830818
10.935143,18.935143,65.79113,73.79113
12.692533,20.692533,65.751442,73.751442
14.449924,22.449924,65.711754,73.711754
16.078988,24.078988,65.684891,73.684891
17.708052,25.708052,65.658028,73.658028
19.337116,27.337116,65.631165,73.631165
20.881057,28.881057,65.711452,73.711452
22.424998,30.424998,65.791738,73.791738
23.968939,31.968939,65.872025,73.872025
24.85213,32.85213,66.054586,74.054586
25.73532,33.73532,66.237147,74.237147
26.618511,34.618511,66.419708,74.419708
