lon_east,lon_west,lat_south,lat_north
327.357178,335.357178,46.371151,54.371151
329.112671,337.112671,46.752178,54.752178
330.868164,338.868164,47.133206,55.133206
332.623657,340.623657,47.514233,55.514233
334.203888,342.203888,47.862238,55.862238
335.784118,343.784118,48.210242,56.210242
337.364349,345.364349,48.558247,56.558247
338.906799,346.906799,48.866388,56.866388
340.449249,348.449249,49.174529,57.174529
341.991699,349.991699,49.48267,57.48267
343.42986,351.42986,49.745372,57.745372
344.868022,352.868022,50.008073,58.008073
346.306183,354.306183,50.270775,58.270775
347.681956,355.681956,50.556454,58.556454
349.057729,357.057729,50.842132,58.842132
350.433502,358.433502,51.127811,59.127811
351.557454,359.557454,51.421966,59.421966
352.681407,0.681407,51.716122,59.716122
353.805359,1.805359,52.010277,60.010277
354.887842,2.887842,52.251057,60.251057
355.970325,3.970325,52.491836,60.491836
357.052808,5.052808,52.732616,60.732616
358.079146,6.079146,52.904276,60.904276
359.105483,7.105483,53.075937,61.075937
0.131821,8.131821,53.247597,61.247597
1.028791,9.028791,53.436162,61.436162
1.925761,9.925761,53.624728,61.624728
2.822731,10.822731,53.813293,61.813293
3.604259,11.604259,54.038987,62.038987
4.385786,12.385786,54.264682,62.264682
5.167314,13.167314,54.490376,62.490376
5.684497,13.684497,54.713367,62.713367
6.201679,14.201679,54.936357,62.936357
6.718862,14.718862,55.159348,63.159348
7.428175,15.428175,55.300118,63.300118
8.137489,16.137489,55.440887,63.440887
8.846802,16.846802,55.581657,63.581657
9.594821,17.594821,55.689598,63.689598
10.34284,18.34284,55.797538,63.797538
11.090859,19.090859,55.905479,63.905479
11.72716,19.72716,55.987566,63.987566
12.363461,20.363461,56.069654,64.069654
12.999762,20.999762,56.151741,64.151741
13.502203,21.502203,56.22339,64.22339
14.004645,22.004645,56.295039,64.295039
14.507086,22.507086,56.366688,64.366688
14.932726,22.932726,56.45453,64.45453
15.358366,23.358366,56.542373,64.542373
15.784006,23.784006,56.630215,64.630215
16.380941,24.380941,56.714134,64.714134
16.977877,24.977877,56.798054,64.798054
17.574812,25.574812,56.881973,64.881973
18.038579,26.038579,56.977482,64.977482
18.502347,26.502347,57.07299,65.07299
18.966114,26.966114,57.168499,65.168499
19.424924,27.424924,57.309399,65.309399
19.883735,27.883735,57.450298,65.450298
20.342545,28.342545,57.591198,65.591198
20.931906,28.931906,57.761976,65.761976
21.521267,29.521267,57.932753,65.932753
22.110628,30.110628,58.103531,66.103531
22.485469,30.485469,58.25916,66.25916
22.86031,30.86031,58.41479,66.41479
23.235151,31.235151,58.570419,66.570419
23.463788,31.463788,58.731309,66.731309
23.692425,31.692425,58.892199,66.892199
23.921062,31.921062,59.053089,67.053089
24.1525,32.1525,59.247293,67.247293
24.383939,32.383939,59.441496,67.441496
24.615377,32.615377,59.6357,67.6357
24.749616,32.749616,59.896487,67.896487
24.883856,32.883856,60.157273,68.157273
25.018095,33.018095,60.41806,68.41806
24.733208,32.733208,60.541021,68.541021
24.44832,32.44832,60.663981,68.663981
24.163433,32.163433,60.786942,68.786942
23.703116,31.703116,60.827683,68.827683
23.242799,31.242799,60.868423,68.868423
22.782482,30.782482,60.909164,68.909164
22.290114,30.290114,61.094223,69.094223
21.797746,29.797746,61.279281,69.279281
21.305378,29.305378,61.46434,69.46434
20.770091,28.770091,61.476115,69.476115
20.234805,28.234805,61.487889,69.487889
19.699518,27.699518,61.499664,69.499664
19.692339,27.692339,61.373039,69.373039
19.685159,27.685159,61.246414,69.246414
19.67798,27.67798,61.119789,69.119789
19.747562,27.747562,60.954824,68.954824
19.817144,27.817144,60.789858,68.789858
19.886726,27.886726,60.624893,68.624893
19.476853,27.476853,60.656827,68.656827
19.066979,27.066979,60.688761,68.688761
18.657106,26.657106,60.720695,68.720695
18.82005,26.82005,60.52682,68.52682
18.982993,26.982993,60.332944,68.332944
19.145937,27.145937,60.139069,68.139069
19.428237,27.428237,59.951892,67.951892
19.710538,27.710538,59.764715,67.764715
19.992838,27.992838,59.577538,67.577538
20.243893,28.243893,59.412012,67.412012
20.494947,28.494947,59.246485,67.246485
20.746002,28.746002,59.080959,67.080959
21.005637,29.005637,58.896938,66.896938
21.265273,29.265273,58.712917,66.712917
21.524908,29.524908,58.528896,66.528896
22.253548,30.253548,58.439794,66.439794
22.982189,30.982189,58.350691,66.350691
23.710829,31.710829,58.261589,66.261589
24.116668,32.116668,58.191083,66.191083
24.522506,32.522506,58.120578,66.120578
24.928345,32.928345,58.050072,66.050072
25.188218,33.188218,57.948708,65.948708
25.448091,33.448091,57.847343,65.847343
25.707964,33.707964,57.745979,65.745979
25.757325,33.757325,57.848395,65.848395
25.806686,33.806686,57.95081,65.95081
25.856047,33.856047,58.053226,66.053226
26.323741,34.323741,58.124645,66.124645
26.791435,34.791435,58.196064,66.196064
27.259129,35.259129,58.267483,66.267483
