,storm_index,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35
0,1,0.18684272,0.17946547,0.19526762,0.20224048,0.19610894,0.1969245,0.19707245,0.2069532,0.18950604,0.19605649,0.22657192,0.23513992,0.2624067,0.25674713,0.26897505,0.2769262,0.27495232,0.2956457,0.3138324,0.32668218,0.33035505,0.32640597,0.3271514,0.29816633,0.27874032,0.2792708,0.30254555,0.3163072,0.35334316,0.35886532,0.35753584,0.38421834,0.38650864,0.38531417,0.38552034,0.3722068
1,2,0.15144503,0.1487086,0.15011643,0.17121352,0.16664709,0.1556182,0.20110704,0.21145576,0.2225302,0.22248991,0.2161112,0.20190108,0.19064122,0.1963296,0.21025017,0.20796596,0.19915116,0.20884989,0.24685235,0.24501204,0.23898073,0.21687868,0.20215298,0.1967151,0.19836617,0.20434916,0.21371207,0.21848874,0.2336072,0.2579255,0.2897067,0.23759143,0.19544013,0.17647748,0.1602383,0.17058983
2,3,0.19553709,0.19760531,0.19525327,0.18703613,0.18370628,0.19327167,0.20230927,0.22100812,0.23806818,0.24363373,0.23185146,0.23517399,0.23203893,0.22168277,0.21508789,0.20112373,0.20579335,0.2071227,0.19835292,0.18805577,0.19073182,0.19175418,0.21066953,0.2195982,0.23056607,0.25219184,0.26764676,0.29956478,0.32105106,0.3411717,0.35507253,0.35591736,0.36743134,0.3695458,0.42580542,0.5006431
4,5,0.08110962,0.07493551,0.07874714,0.07669182,0.08062722,0.078125514,0.081322856,0.07735137,0.09162922,0.096103534,0.09532733,0.11750794,0.1296926,0.15031172,0.15821238,0.1668907,0.17841823,0.20868735,0.24154234,0.30517167,0.32470205,0.36807406,0.4265377,0.42599553,0.42922455,0.43456838,0.41704807,0.39944404,0.40153924,0.40286505,0.39863405,0.38835073,0.38726875,0.3843379,0.35931638,0.3600295
5,6,0.16223212,0.17156196,0.17226958,0.17575876,0.17900884,0.17740165,0.19660488,0.19706239,0.2104289,0.2195255,0.22561237,0.23976281,0.24252416,0.24306802,0.23530525,0.23607701,0.22082713,0.21077102,0.21123137,0.2329931,0.23341154,0.23970233,0.25097045,0.25647423,0.27372295,0.2789188,0.27423716,0.26847744,0.2565031,0.24296671,0.2285722,0.22409403,0.20412557,0.20056267,0.20072639,0.20614603
6,7,0.39804193,0.38418895,0.3695467,0.3476625,0.32693428,0.3063626,0.30424127,0.3060879,0.31174645,0.32150427,0.3409352,0.35453308,0.34013695,0.34036687,0.33308885,0.33825594,0.34897095,0.35828176,0.35976547,0.34677577,0.31478816,0.26819578,0.2471207,0.24370062,0.26258597,0.29768306,0.3022367,0.31668282,0.3165757,0.30460066,0.31820744,0.35539335,0.36412388,0.35308206,0.35912073,0.38302693
7,8,0.09098646,0.07710964,0.088979475,0.080854304,0.086829886,0.08699324,0.09453978,0.12090614,0.20930496,0.26627025,0.2828087,0.2889961,0.3004043,0.29722637,0.29062095,0.3163388,0.36334372,0.3529547,0.3520275,0.40177006,0.29330897,0.32199982,0.33407354,0.34227583,0.36549172,0.37905833,0.3846412,0.377045,0.3813899,0.38925716,0.3872057,0.40584657,0.44176385,0.47658452,0.46576536,0.46298352
10,11,0.33522087,0.33597463,0.31695294,0.31296936,0.31053185,0.2970435,0.3041816,0.31583738,0.32003984,0.3202128,0.3307144,0.35229167,0.3340844,0.35862926,0.38791484,0.37057596,0.35321692,0.34317,0.33133608,0.33637628,0.33948183,0.34014073,0.3456356,0.34771216,0.35865524,0.3604605,0.36161238,0.35216922,0.3880735,0.38631654,0.38230684,0.36868143,0.36822084,0.3676278,0.36449468,0.38392225
11,12,0.22925618,0.23548067,0.2561946,0.23220733,0.22181055,0.22008374,0.22678599,0.22166228,0.22937055,0.24425422,0.25364843,0.25516254,0.25448406,0.259014,0.26866975,0.27433255,0.2774137,0.28005502,0.28874248,0.29376006,0.2915102,0.2939497,0.30547258,0.29829204,0.3052777,0.3169809,0.32147658,0.33852425,0.32940906,0.31748596,0.3063251,0.30283454,0.2926017,0.2947217,0.29557315,0.29654837
12,13,0.31162015,0.31864998,0.33019257,0.33293083,0.34553748,0.3411882,0.35399714,0.3673241,0.4048764,0.4274697,0.43116358,0.4086048,0.4071214,0.40333322,0.40944815,0.42057475,0.44528204,0.47779295,0.5059044,0.53165436,0.56453854,0.5912178,0.61003554,0.58820164,0.5377425,0.4959504,0.45436007,0.441978,0.43024334,0.44822618,0.4791848,0.46053967,0.44142634,0.41910493,0.39558116,0.39474198
15,16,0.15663247,0.16729401,0.17397077,0.18093152,0.18172917,0.1882987,0.18359402,0.20028318,0.19816098,0.21539687,0.22821766,0.23257467,0.21809845,0.20823628,0.20224044,0.19837205,0.17978626,0.17303573,0.16672075,0.17245747,0.18084528,0.18724701,0.16680117,0.17863576,0.18198009,0.17870818,0.17325716,0.17491195,0.18273932,0.1981254,0.2002959,0.20198819,0.19773825,0.20318143,0.20203497,0.20722853
18,19,0.101705834,0.11962533,0.1228355,0.12671316,0.12701185,0.12500574,0.124991536,0.119305946,0.12090334,0.11379202,0.117708355,0.121145435,0.12196609,0.12702581,0.13776186,0.14586419,0.15399644,0.15660836,0.15804014,0.15603036,0.16038501,0.16013795,0.1562873,0.16313392,0.15385556,0.16836071,0.16756283,0.20020577,0.23609829,0.26552048,0.282302,0.29677108,0.31100276,0.3220767,0.3115077,0.31935447
20,21,0.21888854,0.36767247,0.33891106,0.23712268,0.2180983,0.24276069,0.23546728,0.22195219,0.20616905,0.16947061,0.16590483,0.15152954,0.15012857,0.14742316,0.13634363,0.13270576,0.12692147,0.12505439,0.1432978,0.11356136,0.118244454,0.13860634,0.16145436,0.17462128,0.18512633,0.18411115,0.19407518,0.20973887,0.20186639,0.20292035,0.17293386,0.19762048,0.18943793,0.21514387,0.20925672,0.23711798
25,26,0.24290986,0.16492273,0.13326988,0.12046531,0.107025,0.11085586,0.10116333,0.104085624,0.11626491,0.12260357,0.13355355,0.13084315,0.13489923,0.14244035,0.13658711,0.121378966,0.12960608,0.13541576,0.14795454,0.16782114,0.17045994,0.1856599,0.19382618,0.2200584,0.2116294,0.21371987,0.20690289,0.19787608,0.20015597,0.20548275,0.20602328,0.21013056,0.20558493,0.21278033,0.21670145,0.22036162
26,27,0.20067006,0.20169531,0.20941065,0.21237424,0.21400061,0.21909308,0.22831002,0.23711626,0.25570068,0.27387816,0.2944501,0.29622042,0.29920614,0.30511802,0.3040316,0.30566037,0.30844027,0.31263107,0.31444758,0.3214705,0.316116,0.32382098,0.31957626,0.30254748,0.31199095,0.30551255,0.30585888,0.30135533,0.3040393,0.3039994,0.3141248,0.33085415,0.3419649,0.35107106,0.34221926,0.33788627
28,29,0.1657685,0.16254932,0.1682409,0.17019783,0.17851357,0.16835734,0.16534805,0.1773989,0.20166825,0.21090803,0.22364071,0.21718614,0.21511593,0.22301029,0.22971494,0.24020141,0.26799056,0.28658584,0.33277366,0.38857263,0.41578114,0.40254548,0.38873053,0.37559518,0.33706555,0.28468338,0.29318225,0.32629862,0.384551,0.4398212,0.4811285,0.49602464,0.4813762,0.45489803,0.44545406,0.41695642
30,31,0.2123696,0.2231233,0.23819768,0.2602095,0.27678135,0.2924479,0.3069944,0.33530188,0.36440212,0.35215995,0.3749472,0.358105,0.37380677,0.36683887,0.37265062,0.37305573,0.38055035,0.37008604,0.35602883,0.33702606,0.3042017,0.29103014,0.29595876,0.29784548,0.3118248,0.3067657,0.2803933,0.24368379,0.20774496,0.18456833,0.1700075,0.1569889,0.14588895,0.13945225,0.13382933,0.13898575
31,32,0.25157368,0.2532934,0.26805833,0.28803018,0.29335392,0.29416427,0.30515754,0.30135736,0.30485743,0.315996,0.3347831,0.34744024,0.3411214,0.34428915,0.34655017,0.34219873,0.3599999,0.36056623,0.35868606,0.34005964,0.3356583,0.3467617,0.35197732,0.36870518,0.38854167,0.38362315,0.38661787,0.4176435,0.4113696,0.3821325,0.4130548,0.3963499,0.36853325,0.35167304,0.3254866,0.30498847
32,33,0.1274522,0.12041409,0.12584208,0.12388693,0.129682,0.13448472,0.14092822,0.15780146,0.17370623,0.19501221,0.21285205,0.20369373,0.2067521,0.2182038,0.26249048,0.25738284,0.2610016,0.271136,0.2866522,0.29899788,0.3313222,0.35315698,0.36990562,0.37106985,0.39172468,0.4186672,0.44241416,0.42113417,0.42766696,0.43341345,0.41322652,0.42350593,0.44304743,0.4530377,0.43971565,0.38512585
33,34,0.17446993,0.17851883,0.17412814,0.19140957,0.2028031,0.21898577,0.22120261,0.2286548,0.2267005,0.23798384,0.24302286,0.24496444,0.23456784,0.23864521,0.23191951,0.2353333,0.23274347,0.23710051,0.24319543,0.26883218,0.2886873,0.28404546,0.28547567,0.3177734,0.34950554,0.368871,0.3782984,0.37924945,0.40069526,0.4209425,0.40820324,0.37815472,0.39897144,0.39547753,0.4172444,0.42105424
37,38,0.21249145,0.19451524,0.19168743,0.19231027,0.19500619,0.21485803,0.23237747,0.25869787,0.27927387,0.2822611,0.2438721,0.22900191,0.2671747,0.28575483,0.30082875,0.30325606,0.31370127,0.32971448,0.3308144,0.34155655,0.3622165,0.4011229,0.44172454,0.50210816,0.5121606,0.51327765,0.5342554,0.55255705,0.5575406,0.55439603,0.5520542,0.5443893,0.5440201,0.53757757,0.5122438,0.5109965
38,39,0.2921606,0.28498897,0.32005614,0.32645193,0.32212058,0.32796532,0.3322815,0.34894395,0.35649273,0.35250613,0.3498948,0.37557706,0.3885874,0.40299493,0.40574494,0.41335902,0.39610067,0.3846165,0.37711728,0.35597393,0.32317758,0.31025326,0.3276164,0.32770813,0.3360431,0.3383006,0.3320827,0.33383787,0.33380735,0.33412567,0.30355215,0.25413486,0.22588256,0.23058222,0.260146,0.29237983
42,43,0.2396091,0.24601568,0.25655252,0.30556104,0.32125852,0.39681676,0.37276247,0.433067,0.4336709,0.40017456,0.3626585,0.32803228,0.3290766,0.29800627,0.30435532,0.26627126,0.27563235,0.24429178,0.2262347,0.19437656,0.1789964,0.17199123,0.16360904,0.14262463,0.10796827,0.10565781,0.10965887,0.111020066,0.10638844,0.1034628,0.091953866,0.09071045,0.111893766,0.09646188,0.090941,0.07978179
43,44,0.11372388,0.119364925,0.11021453,0.10717373,0.09935803,0.09275537,0.08209033,0.092440724,0.100300804,0.11483134,0.1276469,0.11495455,0.117476575,0.12211513,0.119311914,0.125454,0.124940746,0.1271555,0.13219294,0.12953222,0.13914219,0.13408715,0.13509081,0.14512116,0.15684238,0.17858763,0.18705048,0.19157286,0.19426258,0.19500978,0.2001324,0.20181021,0.21853349,0.22979611,0.23417558,0.23357454
44,45,0.1730316,0.19770722,0.22655536,0.24141839,0.2492074,0.26226273,0.26717305,0.26112896,0.25219622,0.2640251,0.2931751,0.32895824,0.32530203,0.32870144,0.35693514,0.35099885,0.1940294,0.1381044,0.12066427,0.10541154,0.102525875,0.098828495,0.08644072,0.08500381,0.08768936,0.0911686,0.10132959,0.105799675,0.115558684,0.12656295,0.12969388,0.13404764,0.13178259,0.12528135,0.12446753,0.11053073
45,46,0.24783683,0.2501197,0.25631738,0.27914146,0.2781166,0.27964148,0.26726422,0.27935648,0.27445346,0.2997221,0.30626088,0.30360115,0.30543032,0.31556022,0.33218896,0.3327361,0.34350678,0.3360258,0.34163237,0.3604767,0.37019137,0.3801966,0.3859046,0.38795343,0.3758571,0.36178383,0.3373359,0.34493184,0.34838632,0.33725518,0.3505448,0.3432698,0.32162532,0.3126737,0.30687913,0.31470722
46,47,0.2554026,0.26146156,0.27004206,0.28196743,0.2949097,0.32834044,0.35579267,0.34952712,0.32281566,0.31262377,0.33052894,0.3246513,0.3164785,0.28724104,0.266736,0.24658686,0.25030667,0.241608,0.23287867,0.24346589,0.25365147,0.23129566,0.21743996,0.21168476,0.20735829,0.19943248,0.19125833,0.2014914,0.21154714,0.20742775,0.2016691,0.21971077,0.2268387,0.22742708,0.23457251,0.22159816
