,storm_index,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,start_date,storm_name
61,62,7.8176403,8.992025,7.8238907,7.5285378,8.177847,8.62166,8.933422,6.8573494,3.9577217,2.9622688,3.107603,3.3763905,2.2777977,2.3074894,2.4348507,2008-12-19T13:00:00,C3S_STORM_TRACKS_ERA5
62,63,3.640667,3.4679928,2.2118435,2.688364,3.1367245,3.7874012,3.0159264,5.571949,4.58111,6.2700577,6.2952538,6.0188274,4.9101543,7.295727,7.415783,2009-01-17T13:00:00,C3S_STORM_TRACKS_ERA5
63,64,1.9050312,3.4398308,4.381016,5.2540207,4.4655,3.4420528,4.501072,2.9877644,2.586094,2.609068,2.3741417,2.2563076,4.1194115,2.1807175,2.727642,2009-01-23T19:00:00,KLAUS
64,65,5.37764,6.6407166,9.540277,10.61514,10.417854,8.98546,9.180477,10.230396,6.3466797,5.4010715,4.5257626,7.404913,7.9763584,6.176605,4.237015,2010-02-27T09:00:00,XYNTHIA
65,66,7.8809547,7.7301598,5.947565,8.233704,9.983089,6.62434,5.090374,3.3239346,4.0276375,3.4199753,4.18651,4.2888336,4.4010315,4.4028263,4.2457504,2011-02-03T15:00:00,C3S_STORM_TRACKS_ERA5
66,67,2.543785,2.2888985,2.8286133,4.2965183,2.6927261,2.0224953,4.549103,3.2155514,6.45615,5.0888176,4.3748264,1.991785,1.1610985,1.2179108,1.4052372,2011-11-24T19:00:00,C3S_STORM_TRACKS_ERA5
67,68,6.2854214,8.304869,8.460636,11.306363,7.699192,8.578451,8.174402,9.214172,3.9346714,2.8000183,5.82049,6.6973763,3.0941582,2.0259228,3.3685322,2011-12-08T05:00:00,C3S_STORM_TRACKS_ERA5
68,69,2.67667,2.9700184,2.8442974,2.8427162,2.7604828,2.4774132,3.374857,3.7488575,2.4552727,3.9251842,2.5754604,3.131321,3.0245762,1.8970394,1.6993637,2011-12-25T11:00:00,C3S_STORM_TRACKS_ERA5
70,71,1.4476585,1.5782204,1.6624546,1.6902504,1.5184155,1.5268383,1.0542889,1.2067509,1.0239639,0.74936295,0.7518902,0.52109146,1.6565571,2.2386112,1.9261036,2013-10-27T19:00:00,CHRISTIAN
71,72,5.743704,6.171974,8.41662,8.379675,9.65242,9.448841,5.7067585,3.8911362,2.6334705,2.6523209,1.7558193,0.82538795,0.85705566,1.668356,1.0847626,2013-11-16T15:00:00,C3S_STORM_TRACKS_ERA5
72,73,12.38703,12.643369,13.907624,13.808228,10.37294,11.33116,8.948256,6.1852036,5.8172626,4.219942,3.3611202,2.505785,2.5101452,2.3087368,3.7185993,2013-12-05T03:00:00,XAVER
75,76,5.9463043,7.9167976,8.150467,7.975216,9.736454,9.26214,8.081587,7.4459724,6.548786,5.8320847,5.051735,6.904522,7.0980835,6.5949974,7.1469097,2013-12-11T19:00:00,C3S_STORM_TRACKS_ERA5
76,77,6.672596,6.317734,5.0212173,4.7866764,4.373396,3.9862728,4.988085,5.143284,6.0596504,3.7621937,6.391844,5.3813114,3.9592438,4.8163204,5.5190716,2013-12-18T13:00:00,C3S_STORM_TRACKS_ERA5
77,78,5.6097507,7.360525,3.6122265,4.33852,3.0847263,3.3114204,2.4839878,2.9591732,4.0952587,3.1727886,3.6706448,3.9496517,2.9748669,3.538988,3.7682972,2013-12-26T20:00:00,C3S_STORM_TRACKS_ERA5
78,79,4.014248,4.691183,5.9113827,7.550564,8.069599,6.4937344,6.185753,5.384531,4.690401,2.866743,4.55048,4.7505894,3.8094482,3.613247,2.3383274,2014-02-12T06:00:00,C3S_STORM_TRACKS_ERA5
79,80,3.2419777,4.020216,3.65938,3.29426,3.553959,4.111067,3.9970741,4.320196,5.5784054,5.507267,5.832962,3.9267921,2.8408585,3.3156872,3.3336868,2015-01-09T20:00:00,C3S_STORM_TRACKS_ERA5
80,81,2.7405796,2.444027,2.888857,2.3171768,2.3677444,2.434599,3.5385303,3.776802,4.1547794,3.3122597,4.453903,3.0491314,2.542591,1.5337963,1.816637,2015-01-08T20:00:00,C3S_STORM_TRACKS_ERA5
81,82,3.0491314,3.0371323,3.1314125,3.4913902,5.139576,3.1014137,2.3171768,2.919712,2.2580376,2.3780308,2.3694592,2.5854454,2.0146236,1.60322,2.6822968,2015-01-12T04:00:00,C3S_STORM_TRACKS_ERA5
82,83,8.975912,9.410456,7.0328884,5.718111,2.6368713,1.839777,2.3094635,2.6094456,2.4217415,2.9677086,3.8616543,4.926161,4.2953415,3.715948,4.82588,2015-01-14T18:00:00,C3S_STORM_TRACKS_ERA5
84,85,3.990467,3.5067844,2.7557812,2.826334,1.797821,1.7641125,1.630846,1.6927757,2.3896866,3.6314278,4.6419106,2.0086975,3.7686157,4.0563164,3.883068,2016-01-29T04:00:00,C3S_STORM_TRACKS_ERA5
85,86,1.8741798,1.7735825,1.548275,1.744484,1.5283222,1.272255,2.063736,2.0620728,2.8635292,2.313984,1.7885456,2.1593456,2.2291813,2.3638668,3.6408768,2016-02-01T18:00:00,C3S_STORM_TRACKS_ERA5
86,87,3.428873,2.6673222,1.7860527,1.8617077,1.7286873,1.3512363,1.4335442,1.468462,1.6621761,1.5316486,2.2458096,4.2577667,5.296999,5.6129265,4.7549343,2016-02-08T01:00:00,C3S_STORM_TRACKS_ERA5
88,89,6.0050545,7.7971363,5.8751926,8.183367,6.4122314,7.2374763,5.2233734,6.762436,6.604927,4.1409187,4.762577,3.296404,3.4899387,2.1846256,2.573372,2016-12-26T05:00:00,C3S_STORM_TRACKS_ERA5
89,90,10.84075,9.194771,9.392399,9.750141,10.1902275,7.056555,7.4380856,8.401518,7.0117226,6.7399864,8.319174,9.187452,9.794058,5.243143,8.788538,2017-10-16T01:00:00,C3S_STORM_TRACKS_ERA5
92,93,3.97793,3.0939693,2.2513962,2.6246586,2.3255806,1.5384483,1.420536,1.2190666,0.7528801,1.3744621,1.234684,1.7492867,1.6360588,1.6469917,1.6548004,2020-02-16T20:00:00,DENNIS
94,95,7.5577507,5.877617,5.4583263,5.997307,4.9936867,4.8427715,7.3860207,4.8018837,9.122656,3.624302,2.6727219,4.818983,4.9163704,4.488903,4.2941265,2020-10-31T01:00:00,AIDEN 
