,storm_index,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,start_date,storm_name
1,2,8.384731,8.485303,8.63289,8.439828,8.947111,8.756898,8.76024,8.588127,8.306974,8.488861,8.0850315,7.490704,7.17956,7.147669,7.495028,1990-01-23T03:00:00,DARIA
2,3,5.5710583,5.4019275,5.043822,4.6920857,4.109785,4.064802,4.430023,4.743787,4.9687343,5.3307605,5.0925927,4.7642765,4.9056034,5.5547585,6.0048532,1990-01-28T18:00:00,C3S_STORM_TRACKS_ERA5
4,5,9.967989,9.908823,9.420295,8.700859,8.162566,7.723832,7.819068,8.130985,7.5329914,6.8679447,6.8191695,7.3836823,7.9973598,8.29124,8.714255,1990-02-01T00:00:00,HERTA
5,6,6.455786,6.508579,6.797545,6.783619,6.74433,6.6769757,6.97305,7.2315316,7.2714705,7.040547,6.9094577,6.655907,7.4628735,7.11775,6.9470115,1990-02-22T15:00:00,WIEBKE
6,7,6.5402923,6.712126,6.9834843,7.3746634,7.622104,7.8112874,7.607402,7.573602,8.593734,9.19383,9.320711,9.282598,8.644172,8.156425,8.102673,1990-02-23T18:00:00,VIVIAN
7,8,10.751381,10.707105,10.237731,9.906304,9.414699,9.309758,9.217771,8.994536,8.837805,8.816434,8.600274,8.733099,8.845494,7.648225,7.532296,1991-01-03T00:00:00,C3S_STORM_TRACKS_ERA5
12,13,6.7663927,6.973841,7.122565,7.3688455,7.4605865,7.74366,7.847715,7.684744,7.441916,7.2406435,7.1492324,6.9324417,6.832441,6.8285475,6.530912,1992-12-22T21:00:00,C3S_STORM_TRACKS_ERA5
15,16,4.6969438,4.7185397,4.870126,5.087972,5.693474,6.0619345,6.492188,7.1819677,7.3868976,7.3003383,7.5708137,8.164133,8.481863,8.789934,9.113119,1993-01-14T03:00:00,C3S_STORM_TRACKS_ERA5
18,19,8.144666,8.304913,8.415492,8.321516,8.115222,7.978047,7.816831,7.510445,7.111269,6.881276,6.657004,6.683403,6.4211073,6.001824,5.7731757,1993-12-03T00:00:00,C3S_STORM_TRACKS_ERA5
20,21,6.5182877,6.703557,7.1870756,6.9903245,6.617762,5.961647,5.44383,5.124209,5.2944956,5.3319798,5.355299,5.525344,5.611682,5.7524085,5.36603,1994-01-23T06:00:00,LORE
26,27,5.0024033,4.9299726,4.9294305,4.9695315,5.089241,5.1346464,5.086142,5.1956844,5.931892,6.113056,6.4637985,6.748841,7.2285695,7.787954,8.49034,1996-10-12T00:00:00,C3S_STORM_TRACKS_ERA5
28,29,6.1431966,5.607315,5.477303,5.000695,4.3562603,4.120457,4.0288305,4.3529053,4.638371,5.0266833,5.4553947,6.2479334,6.5694566,6.9575768,7.363191,1997-02-15T03:00:00,C3S_STORM_TRACKS_ERA5
30,31,7.2849092,6.681491,6.4449644,6.333781,6.242883,6.2581654,6.7322536,6.8405137,6.6149116,6.3282213,6.2176776,7.0124555,7.3477364,7.6741343,7.7567697,1997-12-22T18:00:00,YUMA
31,32,10.667263,10.543309,10.438484,10.220394,10.383319,10.514745,10.395736,9.9389715,9.28407,8.841755,8.262671,7.784021,7.565278,7.706333,7.622795,1997-12-31T00:00:00,FANNY
32,33,8.731462,8.22795,7.772239,7.8244925,7.5486417,7.279278,6.5048375,5.75065,5.460238,5.141614,5.097862,5.1352897,5.03744,4.9778194,5.128189,1997-12-31T12:00:00,C3S_STORM_TRACKS_ERA5
33,34,7.2195582,7.4961443,7.5132737,7.762562,7.551628,7.1226993,6.663695,6.15975,6.2255335,6.4762573,7.3851223,8.3679495,8.690653,8.730665,8.72091,1998-12-24T00:00:00,STEPHEN
37,38,5.7131233,6.412845,7.2444615,8.014698,8.703122,8.933527,8.658767,8.663529,8.662711,8.796937,9.008428,8.798077,9.148796,9.346254,9.177162,1999-12-24T00:00:00,LOTHAR
38,39,7.7069187,7.8789124,8.002807,8.215535,8.57371,8.673502,8.894224,8.888515,9.242395,9.097233,9.064841,8.715119,8.732245,8.411011,7.96734,1999-12-31T06:00:00,C3S_STORM_TRACKS_ERA5
