,storm_index,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,start_date,storm_name
42,43,5.595439,5.7356873,5.955413,6.2420945,6.5426354,6.7107234,6.8300214,6.7349205,6.479287,6.1772556,5.438128,4.7671843,4.4697356,4.6403093,5.4534082,2001-12-25T18:00:00,C3S_STORM_TRACKS_ERA5
43,44,8.55239,8.953557,9.287218,9.683334,9.685349,9.478275,9.025386,8.611351,8.353692,7.6575584,7.06726,6.7195663,6.7638817,6.975423,7.3456516,2002-01-25T15:00:00,C3S_STORM_TRACKS_ERA5
44,45,5.689281,6.6222305,7.4696455,8.072724,8.59328,8.681079,8.666055,8.560749,8.5928955,8.676827,8.571385,8.68069,8.570005,8.626221,8.166949,2002-02-21T09:00:00,C3S_STORM_TRACKS_ERA5
45,46,5.974876,6.0516195,6.0965676,6.333264,6.1216393,6.1577697,6.4770784,7.0323977,7.2472625,7.184469,7.1758747,7.195975,7.061367,6.887637,6.769681,2002-10-23T12:00:00,JEANETTE
46,47,8.226358,8.643505,8.854944,8.955497,9.203658,9.271788,9.33755,9.093941,8.625984,8.38497,7.84653,7.4097896,7.3912992,8.418639,8.733872,2005-01-05T18:00:00,ERWIN
47,48,8.761204,9.680258,10.383403,10.647074,11.048279,11.364167,11.369974,11.089346,11.019771,11.317113,11.338913,10.907706,10.672289,10.254661,9.772271,2005-01-07T00:00:00,GERO
48,49,6.3855534,6.4772143,6.5275116,6.6485586,6.63256,6.880564,7.095784,7.247521,7.2992816,7.0809402,6.5238094,6.3762136,6.4407935,6.6253624,6.90357,2005-11-02T00:00:00,C3S_STORM_TRACKS_ERA5
49,50,7.4866333,5.6986275,5.4433026,5.465195,5.6602507,6.2984033,6.9042945,7.398725,7.9832726,8.299608,8.342424,8.358961,8.284582,7.9965463,7.592192,2005-11-09T03:00:00,C3S_STORM_TRACKS_ERA5
52,53,6.507607,6.2247176,6.1496496,6.2104187,6.5208607,6.5917625,6.471195,6.3604236,6.341069,6.1617384,6.395675,7.0307574,7.7573657,8.347537,8.712195,2007-01-14T06:00:00,KYRILL
53,54,9.253827,9.447359,9.395878,9.260409,9.384902,9.232893,9.660266,10.375286,10.936157,11.030521,10.708034,10.654508,10.430859,10.424909,10.30576,2007-03-15T12:00:00,C3S_STORM_TRACKS_ERA5
55,56,9.68361,9.541482,9.32428,8.975384,9.118277,9.520432,10.021019,10.28409,10.655052,10.696716,10.319895,9.876891,9.36014,8.873861,8.354487,2007-12-03T15:00:00,C3S_STORM_TRACKS_ERA5
57,58,10.982637,10.671992,10.443639,10.110284,9.987856,9.686001,8.949976,8.348907,7.339247,7.428696,6.960997,6.788636,7.024746,7.004993,6.7744136,2008-01-20T03:00:00,C3S_STORM_TRACKS_ERA5
59,60,10.45651,10.83106,11.093327,11.120441,11.170065,11.027062,11.0011,10.0248165,9.779486,9.524656,9.212277,8.873153,8.646143,8.4852085,8.5331135,2008-02-25T00:00:00,EMMA
60,61,7.237036,7.1821384,6.9306726,6.9452467,6.774741,6.5753303,6.115718,5.4268126,5.2977014,5.227572,5.0495925,5.150181,5.582442,5.927906,6.172822,2008-03-07T21:00:00,C3S_STORM_TRACKS_ERA5
61,62,7.003784,7.040016,7.17402,7.453243,7.6914277,7.1738625,7.1770325,6.9548583,7.02611,6.9610033,6.7164607,6.5636697,6.6612544,6.7898593,6.5874615,2008-12-16T06:00:00,C3S_STORM_TRACKS_ERA5
62,63,7.5447097,7.5878053,7.2156754,7.5535502,7.7703223,7.507956,7.418681,7.2576137,6.940746,6.6446843,6.4052634,6.509385,6.63832,6.40434,6.220275,2009-01-13T03:00:00,C3S_STORM_TRACKS_ERA5
63,64,9.580431,9.446806,9.245467,8.864215,8.874485,9.278643,9.314855,9.602901,10.028978,10.632357,10.414738,10.227984,9.512555,9.159859,8.8154335,2009-01-22T00:00:00,KLAUS
64,65,4.7573314,4.515096,4.6974425,4.770716,4.930756,5.218068,5.611797,5.6217875,5.686734,5.370937,4.841795,5.0006967,5.2421827,6.237023,6.8665705,2010-02-23T00:00:00,XYNTHIA
65,66,8.797629,8.388771,7.419361,7.0564117,5.9979415,5.364197,5.9189625,6.5513806,6.8928866,7.2187643,7.6522937,7.749195,7.784257,7.8679485,7.772778,2011-02-01T09:00:00,C3S_STORM_TRACKS_ERA5
67,68,7.9339113,7.4922643,6.43433,6.1562157,6.5415554,7.0337267,7.3846073,7.4465575,7.485118,7.3022485,7.049521,6.9623847,7.231294,7.874926,7.674322,2011-12-06T15:00:00,C3S_STORM_TRACKS_ERA5
68,69,10.094659,10.289549,10.72173,11.481126,11.538872,11.247181,10.767383,10.701403,10.305142,9.551974,9.128691,6.68342,6.190306,7.2054086,7.264266,2011-12-22T21:00:00,C3S_STORM_TRACKS_ERA5
70,71,5.673303,5.908708,6.160623,6.644204,7.0304165,7.384834,7.761983,7.99089,8.155135,7.981101,7.79596,7.7230287,8.242402,8.409362,8.847951,2013-10-26T03:00:00,CHRISTIAN
71,72,7.465008,7.649585,7.7135262,8.008713,7.741389,7.6079626,7.6037073,7.4849877,6.9635963,6.6136475,6.584613,6.310994,5.426227,4.663189,3.9477599,2013-11-11T21:00:00,C3S_STORM_TRACKS_ERA5
72,73,6.184231,6.0699267,5.8237853,5.3272395,5.1257043,4.5600753,4.5186653,6.049454,8.218229,10.233102,10.9325,11.106483,10.18932,9.101923,8.316696,2013-12-02T09:00:00,XAVER
75,76,6.250444,6.1687775,6.408423,6.6370792,6.784878,6.904658,6.916921,7.061736,7.1153154,7.6463203,7.648922,7.57933,7.8960757,7.75986,7.567107,2013-12-10T06:00:00,C3S_STORM_TRACKS_ERA5
76,77,4.1365623,4.218332,4.6818347,4.6723557,4.7238607,4.8178425,4.858607,4.9050837,4.5194173,4.2757874,3.7988772,3.7104049,4.1412735,4.257375,4.4262757,2013-12-15T15:00:00,C3S_STORM_TRACKS_ERA5
77,78,7.184476,7.6823483,8.083309,8.107947,8.046051,7.689609,7.306825,6.981448,6.7133417,6.619652,6.658666,6.4204893,6.587166,6.692325,6.7798524,2013-12-22T18:00:00,C3S_STORM_TRACKS_ERA5
78,79,8.012006,8.163149,7.9001474,7.747693,7.613224,7.8336487,7.636656,7.4832206,7.1441746,6.3975487,6.0315294,6.0204735,6.278526,7.1817865,7.4905853,2014-02-09T09:00:00,C3S_STORM_TRACKS_ERA5
79,80,6.2226295,5.9275184,6.305945,6.404777,6.230659,5.699997,5.9266186,6.014483,6.010881,5.7054343,6.045022,6.157211,6.2493954,6.798056,7.151429,2015-01-05T00:00:00,C3S_STORM_TRACKS_ERA5
80,81,11.72194,11.966024,12.172008,11.867453,11.632591,11.239292,10.014471,9.508742,8.511651,7.747907,7.057277,8.579063,8.954548,9.252034,9.095638,2015-01-05T15:00:00,C3S_STORM_TRACKS_ERA5
81,82,10.267347,9.956642,9.58558,9.462625,9.564782,9.614448,9.711008,9.662151,9.540762,9.351238,9.116859,8.900835,8.896856,8.6369295,7.93464,2015-01-10T12:00:00,C3S_STORM_TRACKS_ERA5
82,83,6.64771,7.127768,7.713243,8.3645735,8.741668,9.177682,8.99794,8.861361,8.82519,8.412759,8.088343,7.871492,7.8182106,7.6610155,7.486136,2015-01-12T18:00:00,C3S_STORM_TRACKS_ERA5
84,85,9.285027,9.2583685,9.864199,9.228074,9.155897,9.246721,9.362632,9.094394,9.290593,9.403383,9.145457,8.810652,8.920986,9.03922,9.166571,2016-01-27T15:00:00,C3S_STORM_TRACKS_ERA5
85,86,10.67653,10.786017,10.702443,10.355259,9.861169,9.280768,8.502952,7.710909,7.1665,6.9867105,6.965191,6.783776,6.9495225,6.7221084,6.6323724,2016-01-30T03:00:00,C3S_STORM_TRACKS_ERA5
86,87,12.005302,11.723481,11.42963,11.465946,11.180815,10.997994,10.093,9.476647,9.113518,8.138317,7.6431513,6.9930043,6.4797015,5.815262,5.3069005,2016-02-03T21:00:00,C3S_STORM_TRACKS_ERA5
88,89,6.130159,6.13583,6.3654213,6.381665,6.570876,6.718659,7.0972457,7.5512714,7.756089,8.168488,8.220157,8.709175,9.744938,10.537559,10.36299,2016-12-21T03:00:00,C3S_STORM_TRACKS_ERA5
89,90,6.126679,6.498622,6.567851,7.2521167,7.644665,7.587208,7.042878,6.8112273,6.626136,6.275344,6.0004497,5.9332185,5.5966473,5.4777346,5.2939267,2017-10-04T03:00:00,C3S_STORM_TRACKS_ERA5
92,93,8.4849825,8.8225,9.08609,9.333855,9.447224,9.463367,9.49777,9.514895,9.501375,9.316345,8.948366,8.92136,8.720555,8.667253,8.570644,2020-02-13T09:00:00,DENNIS
94,95,4.8611975,5.0071754,5.33294,5.7050343,5.8685837,5.900105,4.311193,4.1901574,4.316154,4.6400104,4.857503,5.143682,5.6675806,5.99224,6.194065,2020-10-29T06:00:00,AIDEN 
