,storm_index,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,start_date,storm_name
36,37,30.779224,30.836836,30.687813,31.827759,29.830551,30.436626,36.11177,38.122803,34.553947,35.006393,39.301155,39.58922,42.515892,46.998093,48.886986,1999-12-02T00:00:00,ANATOL
37,38,34.428738,35.124687,36.46589,37.01205,37.838585,36.785442,35.79913,37.23712,36.431324,39.556187,40.5955,39.85269,41.616383,42.69718,40.807514,1999-12-24T00:00:00,LOTHAR
38,39,44.078037,43.133297,43.73236,45.335606,45.863503,46.929466,47.1547,46.39453,45.682846,46.64479,45.883835,44.52069,43.903637,42.120518,41.047516,1999-12-26T03:00:00,MARTIN
39,40,35.289074,36.1955,37.434536,38.601364,41.059467,41.485794,41.528812,42.76785,42.799343,40.85821,42.816246,42.007374,42.889984,41.247665,40.77909,1999-12-31T06:00:00,C3S_STORM_TRACKS_ERA5
40,41,39.219242,43.59383,43.58957,44.804653,43.765686,43.15921,42.614517,41.662193,41.638046,40.818523,40.154526,38.686623,35.49445,34.096146,32.815727,2000-10-29T18:00:00,ORATIA-TORA
41,42,35.871628,36.453754,37.231216,37.526947,36.17281,37.035877,39.02662,37.881824,39.89669,39.640648,38.425816,36.736256,36.28176,39.642982,41.314644,2000-11-24T21:00:00,C3S_STORM_TRACKS_ERA5
42,43,39.1826,38.550545,38.31565,37.00209,36.625797,36.265728,35.377144,34.854813,34.242077,35.530136,34.48779,35.509274,31.77877,31.832087,32.88525,2001-12-25T18:00:00,C3S_STORM_TRACKS_ERA5
43,44,42.556072,43.922073,45.1227,45.236195,44.88922,44.051785,42.320976,42.488785,41.794838,41.550014,40.7142,42.801712,44.21149,46.306297,46.16767,2002-01-25T15:00:00,C3S_STORM_TRACKS_ERA5
44,45,31.920258,32.124924,31.91262,31.849234,30.997726,31.312365,32.183727,31.08326,29.43981,30.546389,30.08207,30.94656,32.11576,35.126205,36.63601,2002-02-21T09:00:00,C3S_STORM_TRACKS_ERA5
45,46,32.799038,33.357876,32.767017,32.29357,31.540321,31.698137,33.57821,36.33351,34.611256,34.158394,34.387875,34.71418,35.529945,36.34952,33.787106,2002-10-23T12:00:00,JEANETTE
46,47,31.545143,31.375343,30.601336,32.509636,33.00438,36.32538,36.36158,38.250053,37.704456,42.583813,45.746216,38.54742,40.443653,43.770683,41.86583,2005-01-05T18:00:00,ERWIN
47,48,54.591286,54.09568,53.454407,52.75625,51.92794,52.611443,52.396828,52.840717,49.146507,48.86121,49.05256,48.300957,47.640724,47.337326,46.929638,2005-01-07T00:00:00,GERO
48,49,31.592018,33.67792,33.972256,32.59752,33.466423,34.596176,36.140995,35.99471,36.310196,37.12887,38.53269,37.785397,39.182167,39.46945,35.97268,2005-11-02T00:00:00,C3S_STORM_TRACKS_ERA5
49,50,37.928158,32.15954,33.356266,34.564453,35.903942,37.81007,39.429794,40.883846,41.37558,41.206383,41.459297,40.71553,40.640625,38.99446,36.72438,2005-11-09T03:00:00,C3S_STORM_TRACKS_ERA5
50,51,39.45804,42.322464,40.792377,43.926506,44.886547,44.173058,42.932106,43.26457,42.5451,43.603756,41.868965,41.8077,40.81479,36.480053,37.136765,2006-01-08T12:00:00,C3S_STORM_TRACKS_ERA5
51,52,37.710754,37.319706,38.931046,37.67366,40.261078,35.89075,35.94871,36.217655,36.3444,36.8591,37.373802,36.370674,35.238487,33.60087,35.093193,2006-12-30T00:00:00,C3S_STORM_TRACKS_ERA5
52,53,37.056747,39.479065,39.29947,40.602295,40.273033,40.33664,39.316677,39.175995,39.607025,39.847984,39.285248,40.30671,40.521477,40.27378,39.384026,2007-01-14T06:00:00,KYRILL
53,54,34.468018,36.378822,35.093754,33.271805,35.317764,34.692776,36.905994,37.632534,35.918858,36.876873,37.57952,37.754246,36.3497,36.961998,37.032936,2007-03-15T12:00:00,C3S_STORM_TRACKS_ERA5
54,55,37.935886,38.07237,39.168465,40.003616,39.98028,39.83602,38.74417,38.652237,40.749672,39.26322,39.565178,39.534775,38.725784,37.551193,36.782513,2007-11-06T18:00:00,C3S_STORM_TRACKS_ERA5
55,56,47.11355,46.254646,45.81701,45.043396,44.697075,44.186214,43.71412,42.657074,41.668083,38.869972,37.73625,37.619087,36.50949,34.71243,32.677593,2007-12-03T15:00:00,C3S_STORM_TRACKS_ERA5
56,57,27.285225,28.971413,30.213005,33.295425,37.061836,38.072956,37.534683,37.170383,35.049267,36.025444,35.87452,36.64921,35.626945,36.21205,37.159973,2008-01-07T18:00:00,C3S_STORM_TRACKS_ERA5
57,58,42.63488,42.430424,41.588074,41.66837,41.352394,38.835754,37.528736,38.33986,37.178562,37.052917,36.163727,37.55773,37.676685,36.32952,35.18532,2008-01-20T03:00:00,C3S_STORM_TRACKS_ERA5
59,60,37.45249,38.47308,39.752598,40.881447,41.977745,42.84464,42.447914,41.515152,41.468967,40.701256,40.24699,38.80318,32.87197,31.855927,35.185703,2008-02-25T00:00:00,EMMA
60,61,33.278835,34.606388,34.247787,34.66305,34.45987,32.34388,32.021706,31.428352,31.340929,32.147175,29.555206,26.210419,27.236036,27.0831,25.81948,2008-03-07T21:00:00,C3S_STORM_TRACKS_ERA5
61,62,34.752686,35.638744,36.852978,37.92266,38.459457,38.80169,38.45164,39.373646,39.175182,37.28898,37.689816,36.970184,37.89766,36.442764,34.183853,2008-12-16T06:00:00,C3S_STORM_TRACKS_ERA5
62,63,40.53811,39.831104,40.20684,42.01288,45.88137,47.68667,43.822624,41.825382,41.24585,41.909126,40.912357,40.334305,39.341988,39.45537,38.588295,2009-01-13T03:00:00,C3S_STORM_TRACKS_ERA5
63,64,41.170258,43.276436,42.327103,41.828346,44.51554,45.55455,44.28432,46.12445,44.54222,44.399193,43.819656,42.248543,42.315243,40.217957,38.211823,2009-01-22T00:00:00,KLAUS
64,65,30.62331,31.007298,32.048145,33.373962,34.965847,35.78749,38.811012,39.550266,37.902443,41.154243,38.20933,34.338467,35.377045,37.63108,37.02411,2010-02-23T00:00:00,XYNTHIA
65,66,42.286144,41.888515,42.08329,46.327953,43.440434,45.086597,44.98248,44.8263,44.178246,43.242966,42.68916,43.3776,43.615463,43.35965,42.474636,2011-02-01T09:00:00,C3S_STORM_TRACKS_ERA5
66,67,46.043503,37.54471,37.444134,37.636833,35.741302,35.4488,34.64498,35.36358,35.52327,34.95745,34.286453,31.736813,26.99069,24.203821,23.14435,2011-11-23T00:00:00,C3S_STORM_TRACKS_ERA5
67,68,39.049637,40.943363,38.666145,39.39201,41.06671,42.662342,43.84365,44.87156,47.002495,45.439278,44.270626,39.286846,39.52959,40.88406,40.224617,2011-12-06T15:00:00,C3S_STORM_TRACKS_ERA5
68,69,44.331512,43.847603,44.664394,45.387093,44.42639,44.340996,42.528717,46.961376,45.339653,46.3984,46.712303,43.94881,29.036219,29.506685,28.722311,2011-12-22T21:00:00,C3S_STORM_TRACKS_ERA5
69,70,32.876827,32.935543,33.120388,34.28672,33.6481,32.823914,33.155907,39.186905,39.541374,36.91586,36.90571,37.495037,40.895447,42.901917,40.506912,2012-01-02T15:00:00,ULLI
70,71,28.83531,28.38045,28.30127,28.940601,29.433367,32.19454,33.842987,34.25826,31.80875,31.791903,31.328619,28.954079,31.625963,32.658665,32.749638,2013-10-26T03:00:00,CHRISTIAN
71,72,37.787785,37.58873,38.798893,38.6119,39.947983,39.75119,41.244858,42.247673,33.51564,31.40973,27.401487,26.091797,25.4411,22.270544,19.722038,2013-11-11T21:00:00,C3S_STORM_TRACKS_ERA5
72,73,39.392395,41.072548,45.54714,44.573227,43.532177,40.401184,37.406204,39.279045,41.540756,42.785828,43.491196,46.023193,45.895027,45.67182,40.793537,2013-12-02T09:00:00,XAVER
75,76,44.915882,43.73097,44.55143,46.86109,47.20462,46.46089,43.812927,43.948074,44.581074,44.554043,43.773693,43.908836,43.402264,43.761486,42.67161,2013-12-10T06:00:00,C3S_STORM_TRACKS_ERA5
76,77,23.750505,23.509861,23.810667,23.849901,23.51858,24.440178,24.93716,24.305035,24.063519,25.804703,24.113216,23.597923,24.54219,24.762781,30.257496,2013-12-15T15:00:00,C3S_STORM_TRACKS_ERA5
77,78,38.288567,40.226803,40.96356,41.268723,40.245113,40.682808,40.93653,39.441223,39.623447,38.86751,37.85785,36.207344,35.355495,35.597885,35.007607,2013-12-22T18:00:00,C3S_STORM_TRACKS_ERA5
78,79,44.151123,42.39782,43.29128,44.28401,45.12119,45.814537,46.6353,40.63279,40.74144,43.152138,38.83024,40.845406,39.35787,37.304398,36.818977,2014-02-09T09:00:00,C3S_STORM_TRACKS_ERA5
79,80,28.736984,30.407454,29.46037,30.18204,31.49253,31.322826,32.455044,32.61189,35.74627,36.611073,38.554955,40.489407,41.625053,42.428146,42.726414,2015-01-05T00:00:00,C3S_STORM_TRACKS_ERA5
80,81,50.758205,53.796593,56.097023,56.193016,53.724594,52.350677,49.197445,48.840897,48.104652,47.137,44.499733,45.040558,42.723843,38.35182,34.88832,2015-01-05T15:00:00,C3S_STORM_TRACKS_ERA5
81,82,39.91773,41.81961,44.12347,44.597443,45.239403,45.83165,45.289112,44.018047,42.56185,43.22867,42.54985,41.23079,41.886463,41.153652,40.381413,2015-01-10T12:00:00,C3S_STORM_TRACKS_ERA5
82,83,42.030457,42.781265,43.310947,43.26038,43.285236,42.422146,42.387863,42.76841,42.661274,41.871895,40.651398,39.471184,39.41633,39.31434,36.748207,2015-01-12T18:00:00,C3S_STORM_TRACKS_ERA5
83,84,36.979275,36.827545,36.870487,36.65148,34.779213,34.23671,34.30971,34.780643,35.391853,35.37396,35.238693,34.329037,33.317753,31.269419,29.490904,2015-02-06T18:00:00,C3S_STORM_TRACKS_ERA5
84,85,37.092587,39.94765,41.798504,40.662594,40.317665,44.209084,46.521667,46.96537,48.498734,48.84523,48.14126,45.37478,42.300217,48.357624,49.9537,2016-01-27T15:00:00,C3S_STORM_TRACKS_ERA5
85,86,42.632095,41.308525,38.515064,38.671364,38.528366,38.273132,38.75949,38.767807,38.383705,37.275467,33.988163,32.580624,33.80526,32.825882,33.283978,2016-01-30T03:00:00,C3S_STORM_TRACKS_ERA5
86,87,41.829803,40.82133,40.505405,40.938557,39.81785,39.59088,36.9479,36.374245,35.734077,35.37159,33.142643,31.968723,29.827904,28.578327,27.028624,2016-02-03T21:00:00,C3S_STORM_TRACKS_ERA5
88,89,39.63068,41.648136,40.733242,42.008396,41.967342,41.000504,40.909184,40.164368,39.31064,38.676414,39.268745,39.846836,38.602684,38.12262,36.789658,2016-12-21T03:00:00,C3S_STORM_TRACKS_ERA5
89,90,42.36229,44.863735,47.6232,51.48516,54.60328,53.491627,47.697308,45.506023,44.16838,41.62393,38.930344,38.897408,36.81043,36.41883,35.295284,2017-10-04T03:00:00,C3S_STORM_TRACKS_ERA5
91,92,34.72914,34.780678,34.656517,34.954815,37.772243,37.425533,37.4677,36.03322,35.255455,37.63559,36.802387,35.543602,35.247646,34.468323,33.557034,2020-02-08T21:00:00,CIARA2
92,93,30.26873,31.03712,31.835964,32.728516,33.30793,33.22828,33.426624,31.59311,32.07726,33.261078,31.700872,31.635277,30.73726,30.89578,30.335106,2020-02-13T09:00:00,DENNIS
93,94,26.547737,27.95578,28.364662,29.73033,27.822708,30.195713,31.706348,31.270702,31.390392,31.130938,29.948896,27.29116,25.585005,26.129934,26.566324,2020-10-01T00:00:00,ALEX
94,95,33.00659,32.3732,31.683302,30.706444,29.919903,30.725029,32.95381,34.00055,34.399025,33.602818,33.4296,35.843494,35.504494,37.166786,37.03669,2020-10-29T06:00:00,AIDEN 
