time_step,variable,PCA_1,PCA_2,PCA_3,PCA_4,PCA_5,PCA_6,PCA_7,PCA_8,PCA_9,PCA_10,PCA_11,PCA_12,PCA_13
1,vertical_velocity_250_std,-2.639605778734208,-2.8709393085832353,0.7290972987560861,2.742763825999459,0.8721614145914948,-0.5052893213425284,-0.9087599310683039,0.105315710913342,0.9761733605797285,-0.6941384804632242,0.20171597575029576,0.29573094422053325,0.07342491065442798
2,vertical_velocity_250_std,-2.4369539265223943,-2.614069087917454,0.3524092593401821,3.1009600864868125,0.6931392625385694,-0.17608262909573438,-0.25702072005563065,0.1913285810721182,0.1808621452399395,0.275945430092277,-0.32277237086282856,-0.23429915147587607,0.36354022232335104
3,vertical_velocity_250_std,-2.0856886065844,-2.739680693251355,0.3170507846803354,2.511949209936991,0.32537588013270885,0.13758066871530178,0.5029652994599079,0.021293645658226026,-0.33148410512331106,0.097148162327813,-0.5991587588955827,-0.22727341163845338,-0.5119449855708708
4,vertical_velocity_250_std,-2.519806405335344,-3.073855926689868,0.09320465145105201,1.7892542342108306,-0.26937832210168167,0.4920339406562875,0.7251573487712708,-0.14572616849964218,-0.3796285984066816,-0.17628717022447857,0.10427408235426035,-0.19356868395946214,-0.306438640588102
5,vertical_velocity_250_std,-2.271298348972437,-3.199041566666498,0.0601783239274868,0.5556804416747867,-0.9807204116547582,0.6480361026954577,0.6549822054764308,-0.5296053518037114,-0.42375823753876396,0.04263784852768718,0.7064529993399329,0.1948842027614272,0.5255723058215783
6,vertical_velocity_250_std,-2.497679099423062,-2.903668639139807,-0.42896404045251263,-0.0669935532519296,-1.4464166498687612,0.40024544270009776,0.14695987876912023,-0.3000181153096541,-0.27851037678473073,0.06570654134686059,0.24108165640422705,-0.06727788303667004,0.005546761621412475
7,vertical_velocity_250_std,-2.5115725247708363,-2.766129337360006,-0.1560680971568449,-0.6078666385941341,-1.1109229723409162,-0.03719364299051099,-0.29637354799749305,-0.17597558755033912,0.043422878500012856,0.09552659220549695,0.08119790542359519,0.34875993067001615,-0.21400042504685743
8,vertical_velocity_250_std,-2.6125394743170522,-2.615397929574959,0.274163027686562,-1.839477676742052,-0.9110661356226525,0.06725969199517462,-0.7847430969717646,0.07122592225025029,0.40961393419709813,0.6919912683072058,0.042710375936562,0.33223649595583626,-0.5507101732225927
9,vertical_velocity_250_std,-2.495344696284313,-2.2658153334117324,0.13499561843104205,-2.015985435634833,-0.9574708914285549,0.18194492743175528,-0.13642591109188495,0.5343366960036436,0.12029248845108195,0.12852375756633913,-0.45085022874616193,-0.031526027995493804,0.323652580313314
10,vertical_velocity_250_std,-2.0404092905206963,-1.9902896686046665,0.08442152339098123,-1.898728280485379,-0.23568158451361917,-0.13099772324354386,-0.21076931497441526,0.5266104179961292,0.10894790014365524,-0.19534042781412003,-0.5888884113100596,-0.23909848610904744,0.6601861485665264
11,vertical_velocity_250_std,-1.969371512628387,-1.5801647824896947,-0.09304970155813774,-1.8746569231665708,0.4623126690557233,-0.04764797967022739,-0.03699888724126446,0.3089583136118306,-0.00859410982956989,-0.5424304376591383,-0.2138214470346118,-0.4157794175928705,-0.13893074760757865
12,vertical_velocity_250_std,-2.0803050135337937,-0.9031560507633712,-0.4657481470389954,-1.9501910495916537,1.083909475299532,-0.4405084099769502,0.20287010662554777,0.09949365193663977,-0.1300206844719793,-0.7052564947082408,0.37282942196218205,-0.2630087551961491,-0.3757955579468033
13,vertical_velocity_250_std,-2.0153136426580596,-0.3890611741605746,-0.6136941986963976,-1.5457060059642362,1.2657492703945827,-0.4332048317021994,0.5647072947239722,0.06102046002786009,-0.15570470565319525,-0.31446535011290166,0.30538167896569235,0.034992681214810015,-0.12592675819141458
14,vertical_velocity_250_std,-2.237824057706285,0.35051165258612665,-0.5849472145209652,-1.0439066364001661,1.3493885722955141,-0.6868504586831147,0.5936911820287016,-0.3032764308273915,-0.14530598895344612,0.14542943428987576,0.12535505540956543,0.13380383461314585,0.16244412040038544
15,vertical_velocity_250_std,-2.6941546808205854,1.1855446517966846,-0.4604646680305493,-0.3445954604850274,1.4574896572686387,-0.6637054489810238,0.10844628972729142,-0.5453952425283168,0.08990714973354309,0.8494059690283807,-0.2650238255523165,0.35610863219939437,-0.02386334598032615
16,vertical_velocity_250_std,-3.2608321510532496,2.9374676370368094,0.3967932538060181,-0.07161147416470331,0.8615984440099199,-0.0005101898362331504,-0.3247954141032633,-0.3734986871633299,-0.27729199531763843,0.6331159361447415,0.032563184364987126,0.21770775656738126,0.1386579572153587
17,vertical_velocity_250_std,-3.4027292877520567,4.467203152023227,1.1602174809621963,0.08079654370583077,0.13107906785001766,0.46320534326589946,-0.46586928371692193,-0.029288299990388386,-0.06684876387844879,0.14192376014416547,0.2398638311008561,-0.0842494045764955,0.1732089359220314
18,vertical_velocity_250_std,-3.083391078259393,5.063422611806408,1.3784182357228925,0.22873881834284954,-0.41503724874441844,0.4792380926429854,-0.09570028545381278,0.10442487540783703,0.1288977649335088,-0.18068876593529576,0.2509015092803732,-0.33001009852240426,0.17151795623729627
19,vertical_velocity_250_std,-2.629025473055881,5.284741278696878,1.1842478925595923,0.5171235254808952,-0.5467924122104681,0.49872877945089017,-0.10981730338959998,0.23707604357390266,0.27810333924932196,-0.19585341854844618,0.13253108065907218,-0.3473306261838608,-0.2397216014445495
20,vertical_velocity_250_std,-2.074160727597328,4.886783216962923,0.45938339848511733,0.46845574532045825,-0.5680826454141227,0.007951444445338855,0.09738964520849987,0.31690673642198997,-0.07404004398584871,0.05672415350207914,-0.07085005057104404,-0.06930498487591275,-0.2302769551096536
21,vertical_velocity_250_std,-0.2807384463319673,3.692800374012598,-0.9848208335071581,0.48614472946013365,-0.7294406990549005,-0.2041434679416666,0.7031007247862591,-0.09802541417461859,-0.3137538026300903,-0.40836045112759883,-0.5803175441848288,0.5627697428308984,0.10641276409728057
22,vertical_velocity_250_std,1.1840143549699478,2.415289548472058,-1.7661339379051437,0.4810623986784205,-0.813338919264745,-0.38391092532579907,0.39860152685939343,-0.06699779864985256,0.26767859286308704,-0.5976954653142109,-0.3788544185741628,0.7505582674235188,0.025193183874670073
23,vertical_velocity_250_std,2.490880200225778,1.0174754734651312,-2.7266542080725946,0.14598731671976056,-0.9553064853759461,-0.4858024090870314,-0.04728439049041631,-0.3844187451612204,0.7831408158749454,0.05911974754691817,0.18125531852711296,-0.16715966998223417,-0.332477811526183
