time_step,variable,PCA_1,PCA_2,PCA_3,PCA_4,PCA_5,PCA_6,PCA_7,PCA_8,PCA_9,PCA_10,PCA_11,PCA_12,PCA_13,PCA_14,PCA_15,PCA_16
1,vertical_velocity_850_max,-1.5529215350489984,-3.2015223513671223,0.4520163157200286,2.20679815925582,-0.8987825043958394,-0.6565885690769004,1.7048761205511513,-0.2460340161446999,-0.3395223218345571,-0.2865662665472434,0.7281392874757078,-0.19770211181923128,0.4984606482006611,-0.40694161827595665,-0.24894136455216775,-0.09760745470678237
2,vertical_velocity_850_max,-1.823924924086978,-2.9296399429763698,0.74241432658237,2.714698532028916,-1.1515999700598953,-0.7449314169254158,0.7615467242526349,0.5234220860799474,0.025650837787885936,-0.23830290211954536,-0.5476942485124122,0.30281867599164225,-0.3527369918668312,-0.03609142489051982,0.20875962868788242,0.01283225647190519
3,vertical_velocity_850_max,-1.7374483854983214,-2.859729323627361,0.875544178386145,2.338888713744158,-0.2073497136026089,0.28283525582493696,-0.45555905083452586,0.3072344603302295,-0.039097354988650586,0.7698545246048816,-0.4461369786942488,0.5531654964841655,-0.2737769861114051,0.5366818584454041,-0.02597093386495451,0.27504187481466275
4,vertical_velocity_850_max,-2.105751387225803,-3.0402313472639992,1.1856317109836578,1.627111380119252,0.11349373029417477,0.19472861706088604,-1.055419548921618,-0.7035485396786411,0.06063593830462398,0.4271351060783362,0.00981941270209214,-0.5375168425834508,0.4037638546155986,0.238091127905744,0.37457322492442063,-0.3686479468141393
5,vertical_velocity_850_max,-1.9976194422739768,-3.1125524477694584,0.827276161769401,0.22000682851903997,0.5903555186598795,0.22305155976832008,-1.0812675346673404,-0.9011907637854614,-0.1543025084351279,-0.4626580457350469,0.8800385574355257,-0.38811936817953546,-0.3401987118503591,0.12325326226970658,0.05534207220567528,0.3397977981194249
6,vertical_velocity_850_max,-1.3049291920505128,-3.1056336362325268,0.45786167006732226,-0.6250756064953891,1.5878956960464605,-0.8187506932906937,-0.8677015652878584,0.14093017599306332,0.024575629594265087,-0.3377908148880312,-0.03725934569766637,0.4112572515549596,-0.46818648190187095,-0.37773103732871544,-0.4903402603914861,-0.26733344253951885
7,vertical_velocity_850_max,-2.3845802609634115,-2.232847885127962,0.00948957558359385,-1.0834191368874162,1.228654433328353,0.17207215687140012,-0.35432610774520457,-0.05684648968334119,0.3580440833217251,-0.5766307311049172,-0.3476405087561078,0.6389823481368684,0.6171028042880746,0.005275940639058391,0.06946821748776723,-0.01019352589882824
8,vertical_velocity_850_max,-2.075473511119411,-1.9573768541505085,-0.703862606017811,-1.6987638807318604,0.7885782385090384,0.5666904144365996,0.43242644656772633,0.20969009727233942,-0.006060757146457782,-0.15992506980442914,-0.5887334285969952,-0.2126823914184315,0.5139548432951082,-0.43240855633207526,0.3602849876898212,0.15035051549951087
9,vertical_velocity_850_max,-2.2932472600100984,-1.7626655711320625,-1.3734405747408192,-1.7395190869654251,0.37417141460412084,0.07151059216806213,0.58015978324365,0.22233511794169583,-0.14211998585170066,-0.23379857186289787,-0.41545455441210605,-0.5550226859179299,0.22631451656202684,0.2583830574819393,-0.15763183390583563,0.2266532748757971
10,vertical_velocity_850_max,-2.9466132546026573,-1.192208009256088,-1.496764546348404,-1.2345240902611876,0.388714732675855,-0.20001976448192008,0.4332007615226118,0.7835247476495665,-0.3732127188243931,0.370966696986433,-0.09745461082897758,-0.5696750713378773,-0.23660145613122233,0.35277009843462837,-0.030082936696746936,0.09101006613128138
11,vertical_velocity_850_max,-2.752474885443871,-0.6466883782750565,-1.4861960012324775,-1.4141768863538013,0.025416081159980883,-0.19579707172183908,0.36325789517363316,0.5220914217778403,-0.36202010340411417,0.8401299936259669,0.4205619247196432,0.10845459084886236,-0.29910879124926354,-0.12440305244955271,-0.15091273607715047,0.12265844758284965
12,vertical_velocity_850_max,-2.6932768769091076,-0.0574883884017259,-1.6866847863314474,-1.6727760819552264,-0.47624761420321365,0.1919136005588456,-0.053542423618247174,-0.06334576976277113,-0.18551254494589497,0.39837813040421993,0.38800271915767165,0.2689377092704677,-0.11430182196758958,-0.03278513061367263,-0.018659607848177044,-0.3734727156574509
13,vertical_velocity_850_max,-2.6363977873224713,0.49572942442975937,-1.2817210860462223,-1.3366334128157848,-0.8420829468179508,0.3580872390984078,0.0585692416102402,0.03472679405758076,0.3530923257565271,0.13740221900965835,0.5138289913679196,0.41312708621847194,-0.20367653586669,0.3420704929768135,0.013809169257272847,-0.4621489303023264
14,vertical_velocity_850_max,-2.586511355113484,0.8216762575806275,-0.6475166560414324,-0.7803366174885458,-1.1576830284603719,0.5468988109348581,0.25075356797157905,-0.3491011332787075,0.6382626255780111,0.027230398543785502,0.07684674306762009,0.47086308235770996,0.11845124572429554,-0.06827841067209457,0.394634745809552,-0.03324629977747028
15,vertical_velocity_850_max,-2.5127737956511442,0.863892928979341,0.5056642292169646,-0.4253501123280663,-1.1870783220723202,0.8826707697311663,0.01626859779077196,-0.6185561974560738,0.6544966426733735,0.07981583764276078,-0.09793672546085455,0.0508194992953386,-0.11562750365514046,-0.44145479070278615,0.08166724704280305,0.3910716665428959
16,vertical_velocity_850_max,-2.98290476927436,1.941984548578553,0.5080577362520157,0.31581297209169823,-1.0435194786106252,0.5338184119261248,-0.3561050485659572,-0.3500356966785505,0.3598662960147431,-0.19638972599947388,-0.4048205158162242,-0.3925440409056978,-0.413669916810407,-0.2832499691481768,-0.3211090233860051,0.2809265367397751
17,vertical_velocity_850_max,-3.295483960342224,2.667517165032252,0.01881985582350131,0.6619251541104106,-0.3987304981685171,0.3620094153262915,-0.11541155844181775,0.0024174537277780986,0.2612965494108941,-0.32635595859006006,-0.30352516353747,-0.5755960616492716,-0.20228508258958455,0.10925225394331556,-0.49548914005422107,-0.2831664770931251
