time_step,variable,PCA_1,PCA_2,PCA_3,PCA_4,PCA_5,PCA_6,PCA_7,PCA_8,PCA_9,PCA_10,PCA_11,PCA_12,PCA_13,PCA_14,PCA_15,PCA_16
1,vertical_velocity_1000_std,-2.5235725920915884,-3.3869017829319934,-2.1279468842683005,-2.1867906258286567,-1.1041116736765362,-0.24112898060272006,2.4938289329437624,-0.13325987104922968,0.26600448541101634,0.5402067292577136,0.9971676192650498,0.254608325930503,-0.23358076111931278,-0.17179720963490291,0.2701975696537445,0.18239089914696188
2,vertical_velocity_1000_std,-2.8441315280992336,-3.637579833258521,-2.1739839977514053,-1.2899477989264052,-0.4202843117643293,-0.9171285862555711,1.1769674938648609,-0.3447932740748038,-0.17740470658677565,-0.25761987664849345,-0.30208975993863707,-0.4269653485630258,0.10005529562221166,0.1587074609344244,-0.370310462976171,-0.3615376002145326
3,vertical_velocity_1000_std,-3.1115758988382027,-2.759700487611994,-2.6295137569552365,-1.035326689764401,-0.4157062604081605,-0.2819550692827202,-0.3885360935286556,0.492986927264017,-0.6443384423701937,-0.46916598398074555,-0.7994756607647504,-0.3990896078623487,0.24235694668166888,-0.253917886047536,-0.44227355318015904,-0.11616293010101089
4,vertical_velocity_1000_std,-2.984201749626984,-2.797278923532975,-2.9487812709124896,-1.0199951892710373,0.29429573497142325,0.38488701179334306,-1.3039565309561314,0.9605048330311508,-0.5005186292137964,0.10143189004038931,-0.5563743870479688,0.4229859840941903,-0.14750737726461002,0.5164494375004866,0.105608003458102,0.2539638725919762
5,vertical_velocity_1000_std,-3.4811463648955447,-2.6063923371129003,-1.7408546159126002,-0.6556043289378631,0.6504508395642556,0.534272380991675,-1.4977671682455285,-0.16721066678741664,0.2744435069245501,0.17222855429343667,0.08764866707606418,0.4899773984182386,0.13703170855703298,-0.1679948175065877,0.8734172612411399,-0.02287011058901282
6,vertical_velocity_1000_std,-2.4290291348850626,-2.5469122864259433,0.291782164623357,1.1522536475572849,1.8107745748447301,0.16751593276455765,-0.4978382043545615,-1.0147969704554145,1.5942866193101903,0.32574018048971026,-0.06621372693143383,-0.03008440872505957,-0.533230568431781,0.5910817347917612,-0.18605685540335598,-0.5587050392997615
7,vertical_velocity_1000_std,-2.5363902029557535,-2.9698442744261406,1.2618161133426857,1.5509536829794885,1.7590428141661718,-0.6861309898855523,0.32120444042727875,-0.8737466010002616,0.44123538580002436,-0.5245786587040656,-0.2982135904227868,-0.11417280944283509,0.28919795271287413,-0.5007276440172121,0.07739412983408087,0.4823059524625618
8,vertical_velocity_1000_std,-2.8914938174308116,-2.4823371273107444,1.8833401410840453,1.4627816489644607,1.7627129091284475,0.5672548356821908,-0.10562376120689285,-0.35003631687489845,-0.6180053984551415,-0.47529448798753954,0.681183401744678,-0.457233621278229,0.4496485062928935,-0.3087756831552727,-0.2923852008877321,0.0565145573905773
9,vertical_velocity_1000_std,-3.0381330134008926,-1.9592377527267264,2.858030986429442,1.3553898930320571,0.6491674127205593,0.6447187199197296,0.1453407038914981,0.4205227077382028,-1.108120481238344,0.024404414308128352,0.45787073318893207,0.29869625111642994,-0.6327639459606831,0.011901827643458152,0.0017921500847069786,0.4759288999312523
10,vertical_velocity_1000_std,-2.8634050247863976,-1.0600707153746478,3.081724634277166,0.3343314820344447,-0.14529574819057464,0.2957784962989671,0.09760689542408328,1.3073781393075912,-0.19967400947663516,0.02246015384176965,0.2655713821438072,0.7260601549654788,-0.1711598145002272,0.055410215608912884,-0.17423776578211594,-0.5664823063240341
11,vertical_velocity_1000_std,-3.035264271369671,-0.0902513782278557,2.8955295621856934,-0.0371138126729668,-0.48913009040498484,-0.4653569994803031,0.29009523574721113,1.4473099215459113,0.42613758662897744,0.8711970682143908,-0.31166211043224046,-0.4700678955060495,0.4375345625597554,-0.2194322447416605,0.2547158889058439,-0.4326294054740742
12,vertical_velocity_1000_std,-3.0740207920002116,0.25441102000475135,2.248144375295798,-0.4130012731129206,-1.2621650988286626,-0.4215671271729285,-0.14475670651586112,0.09291335197891303,0.4849416169604264,0.42542797486245737,-0.13890454293962903,-0.45052502208882655,0.5112995185468007,0.65315900874892,0.07909611012227168,0.665846502073875
13,vertical_velocity_1000_std,-2.845682401433881,0.870517577212594,2.062458146453687,-0.6565982838391383,-1.7437815999651602,-0.5308514660874752,-0.3517639526250582,-0.2753255346810248,0.09314025694579504,0.09115148303932326,-0.43095504161239545,-0.33205890895806295,-0.17799299805003244,0.2495089963322863,-0.19713092844957003,0.3509036943021961
14,vertical_velocity_1000_std,-2.743177952483166,1.6501938821161497,1.8386063288655923,-0.9447286440751966,-1.4338764498142482,-0.8600966066915124,-0.10549116430591904,-0.8004061754801031,0.07892478936335233,-0.38947097162616845,-0.4425209784474551,0.3801364907018334,-0.6686972961114288,-0.1680417371022583,-0.1539661916613373,-0.19075437234133966
