time_step,variable,PCA_1,PCA_2,PCA_3,PCA_4,PCA_5,PCA_6,PCA_7,PCA_8,PCA_9,PCA_10,PCA_11,PCA_12,PCA_13,PCA_14,PCA_15,PCA_16,PCA_17,PCA_18,PCA_19,PCA_20
1,vertical_velocity_500_std,-3.88103079421661,3.579721116008786,-1.0182784845988595,0.3173616873242795,-1.4942330652217684,-1.1742106770670904,-1.6536635983088608,1.9859886149596686,-0.9135502786733287,-1.2835961811642937,-0.18143128627261268,-0.11130143313287942,0.11432391754551527,-0.11587416923665486,-0.048876964496039794,0.49655583118598556,-0.7660539319576876,0.2762254271143515,0.21683899211381943,0.051134690075895384
2,vertical_velocity_500_std,-4.718345334611387,3.4631858626571166,-1.2931012206430583,0.02553171954706843,-0.8257713521550667,0.28361295356552135,-0.45913436082052256,1.1093505284560206,-0.22609839095257356,-0.9053698110162994,-0.7202581249271631,-0.0645031201426946,0.09112219140314128,-0.049370191308650044,0.27909542308182295,-0.5005113406696091,0.9759222489950201,-0.085121347618325,0.07568053896378137,0.015031416730105749
3,vertical_velocity_500_std,-4.594249770152409,3.2840687958687633,-1.8990030790303793,-0.1759692391315421,-0.41251076142124665,1.4307352081681046,0.5169496780320341,0.21126166976443336,0.3057468111041831,0.513988242000996,-0.011884489043620005,-0.636075699919488,-0.32004209477363205,0.3790806469867297,-0.017912666569330445,-0.24253455873237595,0.48927099099390936,-0.2592818706995246,-0.12530268067867625,-0.2422847948066202
4,vertical_velocity_500_std,-4.578341808417843,2.714513325332292,-2.3489191264487044,-0.2662233676497508,0.2113182375757978,2.3485071477631525,0.667512251285753,-0.755281169064733,0.30782641269960487,0.8535917939054625,0.7331361491558072,-0.5269019625986073,-0.14594135366148817,0.04501740426724419,0.0708855398988529,0.06369353180960971,-0.7602498471388693,0.08490675366965958,-0.3668585096986932,-0.01583643584624102
5,vertical_velocity_500_std,-5.015935411487657,0.643284283969196,-0.9855141255510979,-1.1655784820472652,0.4290873887472093,1.2903993264533333,0.9183218469617089,-1.6638976944828963,0.5580100448947622,0.042987978630812995,0.17795095001769637,0.6056903017555404,0.5062926676635662,-0.2441205981608523,-0.6788190631912477,0.295606686536096,0.014902062869190163,0.5086216762860755,0.6806283024214023,0.37643576834319725
6,vertical_velocity_500_std,-4.641168998593111,-0.5182968587723037,0.13257479802884467,-2.8302111680696416,-0.02431101716383994,-0.5430786776506437,0.850876415039692,-1.2892142130544713,-1.1155226342925235,-1.110822426108267,-0.18989420220882192,1.5920795508452399,-0.35709224502715686,-0.12161854023665938,0.354455806650793,-0.016310162541451147,-0.20103371593502872,-0.3271286322816741,-0.5505429039433793,-0.37342826363449894
7,vertical_velocity_500_std,-4.643673120239947,-0.8775923580191197,0.7327822039607778,-3.3738961187335628,0.21544436765560007,-1.556692844566394,0.09473264750208024,-0.29441278013014405,0.36116293868451477,0.7894345646105438,-0.20844632916982295,0.014768246853143964,-0.9361088325930889,0.2774146173991654,0.39527929725449124,0.06501738845570701,0.23692856380948388,-0.204816195083084,0.4833851513567529,0.23454810200574744
8,vertical_velocity_500_std,-4.566373674700084,-1.3481719874072775,1.2775963376159416,-2.206679578463515,1.0825840389198371,-1.4839435780133607,-0.4687907377260824,0.5274312513606775,0.21260760090717326,0.5096491246846924,-0.5197459314868436,-0.7706402892271196,-0.45234948458201535,-0.003668491507020867,-0.6651294643128361,-0.2510224918109069,-0.27230971898139156,0.13730303434117302,-0.4546360521632355,0.4975401884205765
9,vertical_velocity_500_std,-4.8305203145819995,-1.241480133832507,2.993640049479548,-1.0845118930746567,0.9012093125148775,-0.5440509319488931,-0.4348849877090877,0.7592891531645222,0.0167037897495725,0.6927533777523247,0.3525370310522965,-1.093551253981722,0.667961159882017,-0.418788077090237,0.21483620256395977,-0.0650099959582381,-0.12613315512177503,-0.06907223477976104,0.2741115085380346,-0.6195229251058735
10,vertical_velocity_500_std,-4.1666710497505965,-0.5333671254364957,3.4409488749105153,0.30849277574491485,0.952520035140266,1.1057021839758758,0.47727122253596627,0.5689347355343448,-0.6522166250031048,-0.08492267873564766,0.35235685246576764,0.3599973254742371,1.1948186085117833,0.5808704888868533,-0.22357341602814482,0.2977952619503668,0.18031189719162916,-0.19199079653479245,-0.07849505418384002,-0.09244609323733187
11,vertical_velocity_500_std,-3.200774669075245,-0.4503916676994184,3.1760343354525276,2.282700016223725,-0.09751969355526167,0.6553680763310309,-0.061154596759336426,0.12454768611693905,0.4187513307628441,-0.6575038533996601,0.8466284064100333,0.5305680865589958,0.1054807277838869,-0.06407703755972723,0.4469355837352674,-0.4011431850620493,0.3238250770381069,0.22878018827911642,-0.1828234203716307,0.6161918393323318
12,vertical_velocity_500_std,-2.52170517741989,0.09472513572724164,2.430012392723132,2.9902346037383443,-0.6931362510972072,0.25176904091903524,-0.4345912120602613,-0.40758620795738476,-0.04746476758338369,-0.11311137679903212,0.30857667523291243,0.07915589543538282,-0.9116639329096276,-0.5263957399999276,-0.4217449536638231,0.09422334200050583,-0.15105918047745084,0.1999333505033886,-0.2583221922365869,-0.353373174299113
13,vertical_velocity_500_std,-1.3220174393367812,0.2817177563998984,1.2799342352452259,3.3916468513814477,-0.6570581252552009,-0.12299615763624411,-0.14728409249829583,-0.9199747990677934,-0.017338289306348773,0.4242593666402715,-0.4215146044608727,0.06854042905349625,-0.9845481108272475,-0.024342699311006653,0.036323487358886894,0.09366777012806661,0.06749167183287973,-0.022356578434726986,0.2704555753038032,-0.014866987944144447
14,vertical_velocity_500_std,-1.6505926849781039,0.050022230286892254,-0.18429456288675847,3.126643432172558,-0.2969076136812046,-1.1438796582585178,0.16459086242607315,-1.1328273363955326,-0.006734637064263872,0.844609898726006,-0.7005914713888792,-0.0850536893815475,0.3665953413442932,0.41484059953481406,0.15239047209882295,-0.022402281143274177,-0.4022381279523257,-0.6292945990714213,0.17818139358857804,0.21307946980956857
15,vertical_velocity_500_std,-1.313385830305949,-0.6029372486233965,-1.787203070190875,1.8284451175179057,0.10233519176419871,-1.7226548137998703,-0.3759846110839145,-0.9957107603960784,0.1406076251691741,0.5108562227396132,-0.8479416039406418,0.12535335970217426,0.6886472915339139,0.4942186487877186,0.2825516273806683,0.5349561817576811,0.23027036645736984,0.11826071122771914,-0.27005245360894486,-0.18478667619335276
16,vertical_velocity_500_std,-1.0467873516448953,-1.8502740452020836,-2.5323940209771423,0.6304098075050589,0.13703309292990717,-1.5697481013183454,-0.7414723214133656,-1.5223021413968578,-0.10068456346970223,-0.09748976685153166,0.2433994787569351,-0.10584559354422014,0.30624089506722135,-0.47223217289998926,-0.14204157873775697,-0.4749952176155233,0.24757623242135424,0.6993382345012994,-0.04681357028087078,-0.24819087554257585
