time_step,variable,PCA_1,PCA_2,PCA_3
1,geopotential_500_max,-3.6572334831631577,1.890201758312957,0.8025445854242742
2,geopotential_500_max,-3.643193941413697,1.6731227852325778,0.6937738426868576
3,geopotential_500_max,-3.535093579107264,1.4100765210923658,0.5324844990975023
4,geopotential_500_max,-3.4462653926611133,1.2589048434736458,0.3521007564549562
5,geopotential_500_max,-3.3741346917442714,1.1355543963869346,0.12499065687104545
6,geopotential_500_max,-3.286889644612696,0.8638773333218066,0.020548911381537454
7,geopotential_500_max,-3.0905476334500013,0.6189767943167382,-0.21223282190421852
8,geopotential_500_max,-2.9353665471607053,0.33480261801264655,-0.4029801590111327
9,geopotential_500_max,-2.6635862599044864,0.013642605974107751,-0.6581710558948993
10,geopotential_500_max,-2.387028516169087,-0.2991828999475965,-0.7080257234477024
11,geopotential_500_max,-2.10900219403591,-0.6020221905269216,-0.7586748851687372
12,geopotential_500_max,-1.8767909088203583,-0.7962611232110767,-0.6969232787098908
13,geopotential_500_max,-1.6366931671014906,-1.069171267676334,-0.5996381727781119
14,geopotential_500_max,-1.3774917179920267,-1.1917500874282771,-0.6288034169259852
15,geopotential_500_max,-1.1055458586836937,-1.2806328086081729,-0.44297606880166734
16,geopotential_500_max,-0.6774587684012977,-1.3552253530242104,-0.1706835129089351
17,geopotential_500_max,-0.32601687361377846,-1.4443363514399017,0.09829517210672499
18,geopotential_500_max,0.03182715521820807,-1.437556816989471,0.22516791532364616
19,geopotential_500_max,0.2554840536109595,-1.3895125705438474,0.35240645069912946
20,geopotential_500_max,0.44894280541239984,-1.313538568617321,0.4969277382586139
21,geopotential_500_max,0.6632391591526628,-1.2445410393438883,0.5281924733147139
22,geopotential_500_max,0.9521056829455617,-1.1191774866821977,0.491642000700921
23,geopotential_500_max,1.2059167521532057,-0.9702397188089863,0.5580743252345343
24,geopotential_500_max,1.5135182695871365,-0.7850964988768809,0.5130367437942407
25,geopotential_500_max,1.8101855384282923,-0.6037378529762408,0.43947453230535166
26,geopotential_500_max,2.095199222646534,-0.4689017673699693,0.40459444427033336
27,geopotential_500_max,2.3452866446052356,-0.2227909750331956,0.3412993643876466
28,geopotential_500_max,2.5892614116824033,0.008182098239936073,0.295649666336465
29,geopotential_500_max,2.8714896754875463,0.2820388762588775,0.14340408790438158
30,geopotential_500_max,3.005430735096931,0.532743678195102,-0.0558077037417298
31,geopotential_500_max,3.095342725115926,0.6550825679659125,-0.18692608868260074
32,geopotential_500_max,3.2755700540350623,0.9136703548733568,-0.2373599975893728
33,geopotential_500_max,3.4655368939132294,1.1558400847739392,-0.3121043690948694
34,geopotential_500_max,3.6889199988046086,1.431980219772233,-0.4010390469778638
35,geopotential_500_max,3.8394345005242156,1.6130384219184883,-0.4300527248935895
36,geopotential_500_max,3.975647899614918,1.801939418982857,-0.5122091400215645
