time_step,variable,PCA_1,PCA_2,PCA_3,PCA_4,PCA_5,PCA_6,PCA_7,PCA_8,PCA_9,PCA_10,PCA_11,PCA_12,PCA_13,PCA_14,PCA_15,PCA_16,PCA_17,PCA_18,PCA_19
1,vertical_velocity_700_max,-0.5716452889237568,2.917870738771461,1.060139984453698,3.155565021216899,2.1859917529988717,2.4558857056186225,-0.6178777537762606,-0.7748302974837974,-0.09658705290892669,0.3591910786844479,0.22889472370934053,-0.3883108186394839,-0.48031211554743763,-0.446885509066433,0.3498937962078728,-0.5013325615604572,-0.19692686485784902,0.28810022919490014,0.2527928045436134
2,vertical_velocity_700_max,0.14436924941494175,2.9504712869600738,2.238339712333913,2.8826239501753954,2.2716927161618323,1.3156483086057937,-0.4652691562500247,0.033889515303251946,-0.2632543083913991,-0.2085113744107864,-0.08618571421748429,0.8662189562837616,0.38154057930417196,0.21934508336878572,-0.2290038356353232,0.2910914072518186,-0.05773062763629975,-0.49784584179230773,-0.11371803882202192
3,vertical_velocity_700_max,-0.5895126423953868,3.046725762993666,2.5172461584426506,2.568609384951967,0.6466898336357185,-1.1007214616732997,0.4877377800067629,-0.12749340046502397,0.5342335620753962,-0.9859293890348634,0.19229218253554037,-0.23069791280190205,0.5220266194575585,0.5136510267966194,-0.1913332642357808,0.4660773666963707,0.937560707330925,0.12658845127691742,-0.21294451491081864
4,vertical_velocity_700_max,-0.4313299237250545,2.789973537696291,3.235141758657177,2.1265181169846024,-1.402406683647777,-1.6691788335991948,1.1146370496139286,-0.4884158455536127,0.15653036678956853,-0.7974854149792058,0.16592706307535154,-0.47477646589893613,-0.003448454794502647,-0.3996601983552395,-0.19420883183668658,-0.45494510511006747,-0.5157864294870944,0.5327162709853057,0.1009875823230916
5,vertical_velocity_700_max,0.21930363599661343,3.533433605690447,1.6515940244626872,1.2583155967696782,-1.994830306677463,-1.008020212706677,1.02395413008976,-0.49139849021068804,-0.6085347276523864,1.5606009176358284,-0.27594326784547796,0.01183633119724548,0.175628985009828,0.3453305598406079,0.3402628500436685,-0.2220633154387716,-0.09259651691536805,-0.21606142587438606,0.03707229458503402
6,vertical_velocity_700_max,-0.4879895260131016,4.094654751670249,-0.12473573452321489,-0.09623017036093354,-1.9304198755036377,0.5426502505398417,0.1820593188974413,-0.08381454105654451,0.014706475438045655,0.9337981849387776,0.1548281982259922,0.4305850950879961,-0.7142591660614296,0.07160058651873574,0.04143523804429147,-0.16456814353390256,0.2920774346870083,-0.14953812094072202,-0.20407810409183488
7,vertical_velocity_700_max,0.4619070485937902,3.4496919576819907,-0.14709903466878954,-1.748764385653605,-2.265555494712197,1.6601032910422933,-0.14204706013832394,0.42266018555572227,0.2822660094291966,0.1297936221506628,1.176277081507918,-0.4923486559629605,-0.12384604265245051,-0.09375666693780597,-0.35014360996140004,0.9319960338978288,-0.08910768397828804,-0.18275367791498295,0.21324533423252146
8,vertical_velocity_700_max,0.1471256569751853,3.517148464150588,-0.9691876408822808,-1.4075990309690873,-1.5542098775328212,0.6838114682974649,-0.8937338278164998,0.910075634515353,0.5643964093229439,-1.0801071827854771,-0.40564162712206464,0.04273949875951425,0.4164566873575734,0.10027753610681212,0.030431241711728976,-0.17532500852465385,-0.15710863599859073,0.05420673633461539,0.23190333721803053
9,vertical_velocity_700_max,0.7157253643194769,3.6297651667296087,-2.1023270165124983,-1.187896664301693,-0.9952945415743684,0.547188742110746,-1.2474387292462876,0.6106221615193888,-0.3164040133806618,-0.9753392511873042,-0.9231995895527518,-0.056870947721095945,0.4419334256280528,0.02508044307899942,0.35139671744456985,-0.5917310488262784,0.18415687017536972,-0.10963277312019137,-0.2514752139324405
10,vertical_velocity_700_max,1.3990078106947887,3.338928064301816,-2.8420705075688093,-0.2723890716084499,1.0106887874970218,-1.228524785231186,-0.4542821543846844,-0.2584124118632806,-1.4257824631978606,0.4391400129584657,-0.35924959893689734,0.10984463061932087,0.34089926791690045,-0.37345728520964094,-0.15214704428461273,0.8064589703481111,-0.35848926387767127,0.2641950516664831,-0.4723705522083627
