time_step,variable,PCA_1,PCA_2,PCA_3,PCA_4,PCA_5,PCA_6,PCA_7,PCA_8,PCA_9,PCA_10,PCA_11,PCA_12,PCA_13,PCA_14,PCA_15,PCA_16,PCA_17,PCA_18
1,vertical_velocity_300_std,-0.9051718252805389,3.2736795933317424,1.0394844921954098,-0.697914727466471,-1.271034924047632,0.6353862519367349,0.7601128269381207,0.32041838003279705,-1.1891550587224873,-1.462508449713911,-0.9885758407034583,-0.6358732812765765,0.9666978442530236,-0.09788759207270273,-0.5208791758629358,-0.020265961129954258,-0.3832531760992657,-0.4301463960362478
2,vertical_velocity_300_std,-1.36180887967934,3.0810621359183332,1.2988446588908626,-1.258297671570865,-1.6426980160568425,0.4094763233435705,0.3236952231231308,-0.6629217795307065,-0.5744232307757611,-1.1385792121792706,-0.39973675617040083,-0.004365123291874199,-0.7597925489421408,0.13224420205413343,0.5343449628152918,0.5048446380025197,-0.29422064065359854,0.6549102243028485
3,vertical_velocity_300_std,-1.12280302569388,2.0943838633604264,1.1720548391300043,-2.7382173357193933,0.56686881503923,-0.5971220434675375,0.9747908306028199,-1.3765618517768938,-0.3597436586932715,-0.41227106659192464,0.4507348209023661,0.6482300766042215,-0.3890302509674347,0.2176310858881834,0.13514743018098518,-0.6937736370055915,0.5081694850201542,0.04561849854616699
4,vertical_velocity_300_std,-1.9060457817807455,2.5761626019497617,0.3488187296121749,-2.3662338726877916,0.11213910286897921,0.33042169182920755,0.8829502614447512,-0.9753298947451741,0.951785101170182,0.5061000111568074,-0.018529034246658194,0.4048181465812855,0.5094747664564752,-0.3734947032960501,-0.43818959813930275,-0.412243278619053,0.19432893549325858,0.08940834394631318
5,vertical_velocity_300_std,-1.384604187992035,2.7382419999009033,-0.8915613322720944,-1.8936457592138756,0.4765562445040506,0.540953620857019,0.463412561164906,-0.7292417072903323,1.1748080138015269,1.4773687280741048,-0.20442694572274145,-0.3675551901932041,0.36234781154570733,-0.05627271476373861,0.2054786998529364,0.2703937098553532,-0.3177783078052458,0.036173585931716545
6,vertical_velocity_300_std,-0.6259266252430647,2.827806580990875,-1.6816427418658058,-0.7896305420180233,1.406139928628115,0.7174929607690272,0.8004606546089613,0.8187179844615132,-0.2741221609776049,1.1161744423916182,-0.1274423139190226,-0.896886465158482,-0.2906643414627071,-0.23424806461432887,0.4781625002985,0.8498819278769818,0.1161548481491792,-0.1284797263368696
7,vertical_velocity_300_std,-2.2087331579531413,1.6079068762965545,-1.6779035798907462,-0.28888408986101355,0.28914322149090843,0.11008030030887281,0.6202247597722772,1.9525431858164213,-0.4211904131616068,-0.14689723080707462,0.29587376927056613,0.3684603762764826,-0.4177177993332673,-0.4739582806046547,0.43949906335146616,-0.24068396976283116,0.21737988555472773,0.030193630959554404
8,vertical_velocity_300_std,-1.8288366366174886,1.9063188249027334,-2.657798270422702,0.03500928225819491,0.5342685750223614,0.7115759715500192,0.14357397165706856,2.0326397477929743,0.46638683704930356,-0.4525238116807715,-0.019519224223559107,-0.057181426516712784,-0.29237223592390127,0.8581292528271791,-0.18790340235115346,-0.4822136184273922,0.40498057320953557,-0.18654346087029763
9,vertical_velocity_300_std,-2.0042801177164957,1.260061479924155,-3.519848614327183,0.8046483226098236,0.29029868885653654,-0.4316281891860849,0.014445668076294625,0.9225774038119752,0.5063086942332252,0.032555314189558274,0.2427325070679968,0.46189009177971874,0.4433209864661421,0.2816618408236598,-0.7981849916634396,-0.1298962894368128,-0.5363469702600838,0.482822724358913
10,vertical_velocity_300_std,-2.6046083091718835,0.18236794839561601,-2.5439848503746787,1.3228102103657373,1.2276309302595882,-1.9279335870445828,0.21956347958903144,-0.45647300571908006,0.28963886012646856,-0.5249238791555159,-0.3233874911060576,0.6888075625637291,-0.0840483234502605,-0.5053296476306535,0.017452285721787548,-0.00814520096495835,-0.33895864422840616,0.03168394612535836
