time_step,variable,PCA_1,PCA_2,PCA_3,PCA_4
1,relative_humidity_30_max,-2.308422633650867,1.5104974804516804,-0.671986736768535,-0.7154372790799177
2,relative_humidity_30_max,-2.636923884106724,1.4043283978144945,-0.7271317163635734,-0.26441483870590954
3,relative_humidity_30_max,-2.9957448328397405,1.3312680674955575,-0.45238034017110423,0.10012475106008384
4,relative_humidity_30_max,-3.1110608259792336,1.2825123762134985,-0.30992307471639,0.25554929999442566
5,relative_humidity_30_max,-3.019746537285986,1.210263421102799,-0.14825151930622302,0.21043639309555212
6,relative_humidity_30_max,-2.817266261835277,1.1242167606953875,0.07968725446269244,-0.07821595261846945
7,relative_humidity_30_max,-2.5279908590005644,0.9939503163417911,0.15038735182889568,-0.24870506906188636
8,relative_humidity_30_max,-2.500647854160659,0.5807509901471604,0.08330529486603719,-0.07520581487506542
9,relative_humidity_30_max,-2.5027964757605465,0.55596521482378,0.1444777317112975,0.09976069552740856
10,relative_humidity_30_max,-2.483510222384445,0.43984580387567107,0.30324647457796006,0.17493845168475716
11,relative_humidity_30_max,-2.408798804235444,0.21545538067020173,0.4168946544801069,0.2647945354856137
12,relative_humidity_30_max,-2.2568778677943127,-0.044780001943254606,0.42749807918348703,0.3478156256927817
13,relative_humidity_30_max,-1.9520772473589298,-0.4347732171848223,0.3547051469818011,0.28250234313317607
14,relative_humidity_30_max,-1.6850028289028782,-0.8922916389333103,0.3093754666217865,0.22183502608572175
15,relative_humidity_30_max,-1.5176217067666686,-1.0771115577127273,0.3554902688418009,0.11271225296468079
16,relative_humidity_30_max,-1.2857861827090569,-1.1917949019753475,0.4454636281056818,-0.033827513008340956
17,relative_humidity_30_max,-1.0158074299027764,-1.219917769756012,0.5037226067835879,-0.19050754216232413
18,relative_humidity_30_max,-0.7692571608618732,-1.23738665335723,0.4273966266945262,-0.17116614966453897
19,relative_humidity_30_max,-0.5479672073196272,-1.204107479019629,0.44845001474218066,-0.19114079129479036
20,relative_humidity_30_max,-0.2869038720035074,-1.4335981814518748,0.2705799230512513,-0.16135964223038837
21,relative_humidity_30_max,-0.08198588553781508,-1.4468518498410794,0.15335000098661913,-0.14429946352212694
22,relative_humidity_30_max,0.20445500704301472,-1.37185295070809,-0.040094246795924826,-0.13076453377681743
23,relative_humidity_30_max,0.46540136740400384,-1.3070307103318883,-0.20846962352833925,-0.17843270738709516
24,relative_humidity_30_max,0.8689376094349291,-1.0964475393850566,-0.43617941479712474,-0.2376694252448298
25,relative_humidity_30_max,1.1978370843140227,-0.9957759850844452,-0.6042976008798963,-0.11584340554016911
26,relative_humidity_30_max,1.6905634386400037,-0.7498547158826505,-0.7652712122079567,0.038354682531751325
27,relative_humidity_30_max,2.1230287110519495,-0.5412689666513147,-0.9375246445921454,0.3875308809993518
28,relative_humidity_30_max,2.4653947223730195,-0.39920067745984794,-0.9027293370984227,0.7743833583929822
29,relative_humidity_30_max,2.9736676641217286,-0.010272089037296539,-0.5907040528230503,0.3991691593686777
30,relative_humidity_30_max,3.3317860414771094,0.20764808387723646,-0.288415007002123,0.03958265113584785
31,relative_humidity_30_max,3.6333688953996632,0.4242862246795481,-0.20819107124419797,-0.23710608701097977
32,relative_humidity_30_max,3.8256088224860716,0.5261299303503516,-0.11278041218492114,-0.4286971048233087
33,relative_humidity_30_max,4.074898063859851,0.7087977781051549,0.10974988630220532,-0.30518299192628945
34,relative_humidity_30_max,4.360906056001965,1.0338674997922541,0.48561614155887406,-0.26993196666910624
35,relative_humidity_30_max,4.632868065767253,1.3851638177800365,0.8189465804066184,0.000834451372162611
36,relative_humidity_30_max,4.863475031022333,1.7193693414992826,1.1159868782925144,0.4675837200773938
