time_step,variable,PCA_1,PCA_2,PCA_3,PCA_4,PCA_5,PCA_6
1,geopotential_1000_std,4.5539560530412,1.6060171575279119,0.9134455634571534,0.6178792903794783,-0.21332523566709025,-0.13952001692892527
2,geopotential_1000_std,4.401710661074252,1.3983539351634848,0.7659047654893311,0.4561802696699797,-0.15436245662171755,-0.07116398905868425
3,geopotential_1000_std,4.12928009129672,1.1356882374880648,0.5434104872785529,0.2756752929516875,-0.04597572188387419,0.03091894977715272
4,geopotential_1000_std,3.9044548963217336,0.910067222384635,0.2961568978230561,-0.08396912513367424,0.05764814006170108,0.10292641750878671
5,geopotential_1000_std,3.7601853036221753,0.6733076100276513,0.03933012304406052,-0.32196496116015594,0.14397460045649335,0.031067181812009535
6,geopotential_1000_std,3.506064303360322,0.32856716756505666,-0.12781989550855824,-0.5916860748395715,0.18838756478473462,0.00837448679625789
7,geopotential_1000_std,3.173790307695418,0.04466254782260681,-0.29483595307438965,-0.5684109285949125,0.19814952432783198,-0.009115782049271291
8,geopotential_1000_std,2.9419696764567633,-0.2612858820604936,-0.5060771118423478,-0.6071094067298294,0.12263195121380557,-0.04061697595817095
9,geopotential_1000_std,2.47616615429832,-0.47748226465140486,-0.6406818953052608,-0.38843325327161915,-0.10750629036178423,0.024939030816433037
10,geopotential_1000_std,2.0295160275027677,-0.6385088623767816,-0.7538340780723956,-0.22281814504305109,-0.07920107359362455,0.0749592972264522
11,geopotential_1000_std,1.5550782720719016,-0.8417061917249153,-0.769901843561614,0.12313588349027633,-0.03873219541520124,0.09178021412933675
12,geopotential_1000_std,1.2207173679070236,-0.9388953087619182,-0.6978709700197318,0.33263934738817047,-0.04782918918875711,0.11895788114521745
13,geopotential_1000_std,0.8200442548418397,-1.1494347616928828,-0.6450224808921223,0.414291342217555,0.08406788439894729,0.16965817511331532
14,geopotential_1000_std,0.4496069465661118,-1.2530591201440975,-0.5833327554859663,0.4673558842243671,0.1003058441560785,0.22014634131149596
15,geopotential_1000_std,0.17174847681936337,-1.2318202406815992,-0.44522015131823295,0.4522338651020416,-0.013217797161491858,0.21025599504889003
16,geopotential_1000_std,-0.1601467910982327,-1.148561098268507,-0.2575884207388841,0.38092688185347706,-0.17429707454198068,0.007370123063723964
17,geopotential_1000_std,-0.5392322301138738,-1.1153076856066146,-0.06842969383578332,0.2094943413810776,-0.17005245379916686,-0.14631220716610116
18,geopotential_1000_std,-0.7875663140271734,-1.113145177997988,0.07948982521054797,0.05679394265300181,-0.16623024350788193,-0.32429000584897555
19,geopotential_1000_std,-0.9753923539880218,-1.0454557745065773,0.21470329875714594,0.007899177637272995,-0.18757667265579633,-0.3953347571500939
20,geopotential_1000_std,-1.0262304879781154,-0.9934118338518356,0.4124785331499753,-0.13462708411028831,-0.052085673297522506,-0.41575479856198916
21,geopotential_1000_std,-1.1772108503150032,-0.9338684965767542,0.5552058070810173,-0.13161887513845502,0.08144057278820067,-0.3660408148570702
22,geopotential_1000_std,-1.3385958955211787,-0.8397240899199966,0.5943753229180507,-0.052668634827782806,0.1347785054781266,-0.2699718554233498
23,geopotential_1000_std,-1.5023645060198463,-0.6464995413647108,0.6293612735123336,-0.05511892557782515,0.2882610361977581,-0.24041097466658892
24,geopotential_1000_std,-1.6645832027139296,-0.5511688527442389,0.6976983807609107,-0.04107890912993503,0.4062249609095228,-0.06819677973170384
25,geopotential_1000_std,-1.8595367634840654,-0.44141597275334205,0.6891114984808725,-0.038953006650138476,0.36608668552634793,0.19412439330959178
26,geopotential_1000_std,-2.0650411790614647,-0.24130710744113512,0.662506931370839,-0.019926891166240267,0.29872118201616304,0.4125369590139914
27,geopotential_1000_std,-2.2283779684257636,-0.10162044727127097,0.6654380807743662,-0.05934083307653308,0.11207850207927347,0.417212905684464
28,geopotential_1000_std,-2.3181952857040673,0.1522105664643186,0.6229097777781161,-0.10798117981717865,-0.13425691811279922,0.4772798285985425
29,geopotential_1000_std,-2.4662001127576185,0.37530573312999366,0.3977189584207658,-0.23550664273001198,-0.31826124455154825,0.3383661926845581
30,geopotential_1000_std,-2.48403602877593,0.5147344736744001,0.09456620197624656,-0.29288572954868564,-0.4860548798428253,0.1603953716632221
31,geopotential_1000_std,-2.4482506000624555,0.6701504328469149,-0.11243399585919903,-0.22826055521021738,-0.5368468820494804,0.023097134994594457
32,geopotential_1000_std,-2.502741694954051,1.0597233014561187,-0.3546350203868393,-0.1152710291811201,-0.41529256097804784,-0.11414327962495006
33,geopotential_1000_std,-2.666863593968131,1.3837915910214305,-0.45000132905503115,-0.012612465028944652,-0.24045160372350408,-0.10580887337137973
34,geopotential_1000_std,-2.876784103911945,1.7161329659431224,-0.6102818509245166,0.06022378360368172,0.04788967284659166,-0.16477217697202765
35,geopotential_1000_std,-2.998833433574442,1.920278787061737,-0.6997167600924084,0.17236784153558687,0.3972733187280256,-0.12957156443231976
36,geopotential_1000_std,-3.008105396420602,2.0746869808196253,-0.8561275213100603,0.28314551187853004,0.5536362209844763,-0.11334202789644038
