time_step,variable,PCA_1,PCA_2,PCA_3,PCA_4,PCA_5,PCA_6,PCA_7
1,mean_top_net_long_wave_radiation_flux_mean,-4.470533847438944,3.862619209037203,2.3671254845729037,1.1765423718157777,1.1539640420974264,0.9475872164998079,-0.1702792891333811
2,mean_top_net_long_wave_radiation_flux_mean,-4.776756090134936,3.2985274174908334,2.099369705539953,0.8739068241409916,0.7782180679403231,0.1526431840653224,-0.010144809020080584
3,mean_top_net_long_wave_radiation_flux_mean,-4.830588733344842,3.037404982899381,1.6477827466935004,0.6609237862524758,0.22991798205268646,-0.16284149495502862,-0.07262748725298153
4,mean_top_net_long_wave_radiation_flux_mean,-4.8174770779568865,2.9178964454634726,1.0521182552130834,0.1582231869966049,-0.20510829884632084,-0.38019794288835246,0.022522801311862493
5,mean_top_net_long_wave_radiation_flux_mean,-4.751834932600685,2.423262328341432,0.5082860270820162,-0.267009316030555,-0.6987649392876272,-0.7807890451536791,-0.08183562355165076
6,mean_top_net_long_wave_radiation_flux_mean,-4.518848401102604,1.9037997800276643,0.03177015082387716,-0.6635212062221997,-0.721590648131756,-0.6381245086385343,0.04977700261692048
7,mean_top_net_long_wave_radiation_flux_mean,-4.25374358453031,1.473072875736375,-0.47283492419966616,-0.9528198235739775,-0.7964170459534757,-0.5531276511784826,-0.03997892565008774
8,mean_top_net_long_wave_radiation_flux_mean,-4.06100327676858,0.9886923166065665,-0.8733614887128106,-1.2767376546106182,-0.643025992649008,-0.10768517568914039,0.10576382896658804
9,mean_top_net_long_wave_radiation_flux_mean,-3.7997596392352464,0.32414849863638945,-1.1639680528133076,-1.4080572244443648,-0.4318146695077726,0.34371800082255577,0.2759938742285915
10,mean_top_net_long_wave_radiation_flux_mean,-3.4755864189949786,-0.18934386820068586,-1.53764013519921,-1.0058555805473381,0.0212710674231204,0.632046461006897,0.5562228497973993
11,mean_top_net_long_wave_radiation_flux_mean,-3.1391923148984375,-0.7267247427537973,-1.7037712285930353,-0.8084130827864614,0.10118135269696416,0.7384819193864025,0.44437964876137515
12,mean_top_net_long_wave_radiation_flux_mean,-2.960285524710404,-1.0989515960173046,-1.7622330980836705,-0.5422113907610709,0.37696950611473784,0.6985036832150813,0.007223869059795405
13,mean_top_net_long_wave_radiation_flux_mean,-2.610133490544172,-1.5098890788989254,-1.8945406385964274,-0.1615498217545909,0.5242672913376298,0.39970883016053793,-0.17309279781380554
14,mean_top_net_long_wave_radiation_flux_mean,-2.364731067027582,-1.9966728460692593,-1.6476542776235825,0.18105273316420023,0.4574170726811686,0.16245357043687225,-0.6020961579189613
15,mean_top_net_long_wave_radiation_flux_mean,-2.0047591953800934,-2.3349618452183365,-1.2820648849185812,0.41367752832439053,0.5617476003161074,-0.21611392246429525,-0.6811726900110208
16,mean_top_net_long_wave_radiation_flux_mean,-1.547552657504965,-2.5624900359204505,-0.9216188542929848,0.6684281024707845,0.42610593931569496,-0.5087933674647962,-0.4947021247278809
17,mean_top_net_long_wave_radiation_flux_mean,-1.1981365760667584,-2.845306135550601,-0.658575119772442,0.9931587882673923,0.2658608339854754,-0.519706289974907,-0.3511271339306569
18,mean_top_net_long_wave_radiation_flux_mean,-0.7000523438133328,-2.990817632542232,-0.2937482144515263,1.1302482713713378,0.1864359996868593,-0.6016730955780464,-0.12408612462030522
19,mean_top_net_long_wave_radiation_flux_mean,-0.3629729038828056,-3.038709581519263,0.033127451421134047,1.2404380326661484,-0.006600900624633257,-0.47459972974418696,0.187869362706047
20,mean_top_net_long_wave_radiation_flux_mean,-0.032477223535009085,-2.944148898586698,0.5684946182257585,1.3086274705244372,-0.11151734308574145,-0.06252837637392063,0.6098618967430731
21,mean_top_net_long_wave_radiation_flux_mean,0.47282045955446583,-2.8374878710247025,0.9964353908198077,1.0804865854794914,-0.18829991039222427,0.08813946066626124,0.8010287212218505
22,mean_top_net_long_wave_radiation_flux_mean,0.9719057609636075,-2.568075851435255,1.2809373050273662,0.7695566723032454,-0.488309550146709,0.17504790459791475,0.6541149043985947
23,mean_top_net_long_wave_radiation_flux_mean,1.4143190948065996,-2.334524141663247,1.3613449279859746,0.35371084969519223,-0.5760061581821558,0.28260810807450387,0.31434248000969983
24,mean_top_net_long_wave_radiation_flux_mean,2.1289762658119464,-1.9784330407954696,1.6755132733128397,-0.05841251298341541,-0.7272427307137759,0.45839312854105224,-0.05608136244717212
25,mean_top_net_long_wave_radiation_flux_mean,2.686693119902654,-1.8086095178280572,1.655106815183739,-0.5412024076413509,-0.60891446496912,0.3399704009884993,-0.41271811835642974
26,mean_top_net_long_wave_radiation_flux_mean,3.3106343475675715,-1.362467099339685,1.6696826380879433,-0.8994640561798315,-0.36378638889189735,0.2834594278892674,-0.6197173605327452
27,mean_top_net_long_wave_radiation_flux_mean,3.6089793881691166,-0.9092415925414562,1.4699613214350469,-1.3188910560460574,-0.048100823336967434,0.332903298231631,-0.6369235837873074
28,mean_top_net_long_wave_radiation_flux_mean,4.05721090375064,-0.49995828481984844,1.0967587188951862,-1.4184734521928224,0.15005553254604898,0.04811638223682172,-0.4387904142021747
29,mean_top_net_long_wave_radiation_flux_mean,4.400739057178918,0.08295712216404748,0.7089082925236702,-1.3456526239855002,0.3612648692769937,-0.24717835283819223,0.0010312731868622666
30,mean_top_net_long_wave_radiation_flux_mean,4.779163559367828,0.6458926934679439,0.4063757309395985,-1.2229412981274945,0.8260988035303712,-0.531317652906998,0.16839597452774846
31,mean_top_net_long_wave_radiation_flux_mean,5.108852713203063,1.1689649491181542,-0.043279815037098254,-1.0158589077092268,0.987243257189972,-0.6203156532389649,0.5197465716486495
32,mean_top_net_long_wave_radiation_flux_mean,5.514071806283994,1.795325384921437,-0.6270436451124821,-0.4046623901620895,0.6751162450377368,-0.38530019436521556,0.4816387721940516
33,mean_top_net_long_wave_radiation_flux_mean,5.622823072274484,2.3104887607589335,-1.0069120783148304,0.18725853720088526,0.25004530952695914,0.003341035954558848,0.42691337849531463
34,mean_top_net_long_wave_radiation_flux_mean,5.643422371603057,2.996682852878899,-1.304841411897117,1.0206822302990466,-0.2048206038217479,0.3021077155499275,0.0278349568894532
35,mean_top_net_long_wave_radiation_flux_mean,5.591937720179366,3.4698988808704336,-1.6012094111990969,1.4278094292434806,-0.6311357077510544,0.22126186651501092,-0.2872831742665351
36,mean_top_net_long_wave_radiation_flux_mean,5.363875658854274,3.8371791623061027,-1.8338015749655343,1.6670024055430845,-0.8817245964642896,0.1798008586137996,-0.40200498954070124
