time_step,variable,PCA_1,PCA_2,PCA_3,PCA_4,PCA_5,PCA_6,PCA_7,PCA_8,PCA_9,PCA_10,PCA_11,PCA_12,PCA_13,PCA_14,PCA_15,PCA_16,PCA_17,PCA_18,PCA_19,PCA_20,PCA_21,PCA_22
1,vertical_velocity_20_min,5.871192811187002,0.027844236398441996,3.3464522297523653,-1.15062250407967,0.09389187396040583,2.3405973885359757,3.176281132349694,0.9733040425414258,-1.3770275632730802,0.5244261028579641,-0.7726366656710287,-1.221645569499434,0.3228742870748935,0.4644393234074709,0.08773952592424625,0.306492892067127,-0.5530598020312658,-0.18634910722641282,-0.05822987565262042,-0.3070599625896238,0.11604984689536736,-0.03271178769379702
2,vertical_velocity_20_min,6.237551414693581,-0.5320928290672245,3.8843395272114916,-0.7394921503755694,-0.18771402383906352,0.9696511980238088,1.626294364939742,0.8620312153824239,-0.4772445016636358,-0.2028592379633621,0.44093780643702507,0.25272198749279756,-0.23731025667936803,-0.20551676644660913,-0.391637449121843,0.2401268556911101,0.47075030275568414,0.4223047383916099,-0.14188824786844315,0.07079992619356208,-0.08744770160844173,-0.09174628511352584
3,vertical_velocity_20_min,6.484958091515492,-0.2431026065587098,3.7346796038834023,-0.6478296103843784,-0.20859312936806057,-0.57453170904565,-0.38176779934896965,0.024080152221808773,0.4106143580206049,-0.3729561422618186,0.4782507519136996,1.5089297615693824,-0.44006874479278835,-0.63302391417872,0.011669475107250086,-0.17372756789367966,0.4101120352779701,0.17255675924054156,0.4284788511168789,-0.09792060048408535,-0.12320023860600261,0.10742780285373944
4,vertical_velocity_20_min,6.732838071535327,0.15571025857284138,2.1879202156505357,-0.30201664178414794,-0.7488347105414906,-0.5174221128892129,-1.6365622609780084,-0.96314964703871,1.1994363726178456,0.5743595807124343,-0.020715557379512337,1.039324788516297,0.10638066382662337,0.5006418529548794,0.4319042574827602,-0.15169269460981288,-0.39807204409326447,-0.6812769162267834,0.04880633158477198,0.4772342899754531,-0.37978907668100464,-0.25493409011061763
5,vertical_velocity_20_min,6.614638537320698,0.2625755538274705,0.48900631333022515,-0.7304206932498721,0.18123800913285407,-0.7725662407884288,-3.15676362241227,-0.1677001721600734,0.6136830831817257,1.1585639859031087,-0.5616464059351376,-1.0052867712148619,0.2738566840347798,-0.0032732334187398644,0.7026542121560094,-0.3534102889101658,-0.08297052651834454,0.1872431878544214,-0.20708540089800562,-0.11657961559457075,0.8709374194701953,0.5143386615265149
6,vertical_velocity_20_min,5.665632437716178,-0.33553017842625366,-1.2993606897267687,0.40520170986838744,0.4765919870978922,-2.0927214783087966,-1.9443649612034104,0.5474330287034744,0.31375406460864486,-0.8822589383659909,0.25045374696623396,-1.1203573548475554,0.11376944195602037,-0.32085644266082564,-0.7778854977570162,0.10911532171727945,-0.23544386103332998,-0.18173123265772637,-0.4744081590868308,-0.3453120015003889,-0.42854795927877265,-0.5888606017043695
7,vertical_velocity_20_min,4.434731253321916,-0.3806633923000415,-2.30607263974767,1.096610718514877,0.6756116419067465,-2.6676373735440193,-0.6957038887442708,1.3015968963799647,-0.4677482816961795,-1.1622980530225022,0.03420195443103205,-0.4380879172546093,-0.4079198692899921,-0.2752179885812766,-0.5909042370289923,0.33478647675193723,0.14303469646268605,-0.19202656171423244,0.2869129476391736,-0.20726225169596404,-0.03957720439031023,0.304341349794235
8,vertical_velocity_20_min,3.5035489609446837,0.20537313544191452,-2.453877107476544,1.6349384043153046,1.314633361856526,-2.1663920268814834,0.8267016243072358,0.5587829609234818,-0.6732061237389235,0.14178226175675168,0.07086507133816693,-0.3846906856538967,-0.4005762160800486,0.6363884990106803,0.1756108090484499,-0.016910379431693347,-0.06186568017655354,0.4825777978562956,0.7129576737049278,0.11558545593101562,-0.02966728685537124,-0.002402790452430962
9,vertical_velocity_20_min,2.542558797026843,0.24834734355703794,-3.3758875462823683,0.9135840156041592,1.827821643187273,-1.3862772825689704,1.6371421695896506,0.11219688748317297,-0.6943332408029501,0.9821298257680191,-0.5997641331888635,0.8876969573384701,-0.5057306283560074,0.3630254076491486,0.16366992306134887,0.4602507661812284,0.30734798205359676,-0.21781534900318686,-0.3772859679205442,0.4454431340830093,-0.1327008669464682,0.36669176955019533
10,vertical_velocity_20_min,2.7358706995623776,0.07589196525729296,-3.5458405734795986,-0.011860842225369591,1.208019506583533,-0.5133299213433331,2.0882819251859015,-0.19233597757427978,-0.3628483138914236,0.8328801469074778,0.1952208695854989,0.9478233698526667,0.626442413271337,-0.28755886267989145,0.6905716770087927,-0.6726955034317837,-0.2496274561390819,0.16199228594507378,-0.4036102910485734,0.17839168419383317,-0.025719340044702863,-0.43511682449983935
