time_step,variable,PCA_1,PCA_2,PCA_3,PCA_4,PCA_5,PCA_6,PCA_7,PCA_8,PCA_9,PCA_10,PCA_11,PCA_12,PCA_13,PCA_14,PCA_15,PCA_16,PCA_17
1,vertical_velocity_150_mean,0.09959931962866159,-2.957518234220345,2.5580402796617974,2.891082323526246,0.20489123146508909,-1.5182983420452272,-0.10677556531634404,-0.6195952548413012,2.16776738920548,-0.05495253054780164,0.026483940080851268,0.1549814454013794,-0.14989193142509546,0.1555675691831901,-0.22136069042177448,0.001302820511245115,-0.24392520668331708
2,vertical_velocity_150_mean,0.22434955648947344,-2.8030319189130757,3.949853246490344,2.38233120782983,0.30305860925463846,-0.7492066490453437,0.6643428796799474,-0.17407511841327936,0.7593724510330774,0.06705794759259229,0.004156209131318053,-0.1883675920013645,-0.28667484750491495,-0.06076338707707834,0.553369842652241,-0.07052865570803746,0.14379895948680008
3,vertical_velocity_150_mean,0.7209401650096925,-2.476108282748458,3.5899804909750337,2.570779497791982,0.37099016561990245,-0.053134394621147725,0.7198895656921525,-0.27957105355823336,-1.5886163787544216,-0.13490875059992993,-0.5573577013428292,0.07975969485300946,0.826395798035519,0.4806530279902684,0.16391421675891701,0.042951640823917406,0.24193660741056913
4,vertical_velocity_150_mean,1.0621524787853256,-3.131424647084903,1.5267596448578904,2.042054006193279,-0.06402560455676742,1.5126208572941335,0.9716591586909731,0.3502065591456678,-0.5310146755189141,0.1025140997077359,0.537802420387622,-0.7471435519235379,0.7871373558079,-0.3433043855337904,-0.28621668101068554,0.08377756340213126,-0.23024600999475267
5,vertical_velocity_150_mean,0.8203667903242148,-3.260804826496834,-0.526476006986741,1.595548265932492,-1.0584099002835343,1.6351968998073412,-0.7628466319213015,0.24638029360277805,0.1734630378974785,0.5658753921085226,0.5663421433494017,-0.12036280280393383,-0.3988932656937396,0.31311712250108964,-0.6043309677150391,0.45064420974861713,0.3657997025064728
6,vertical_velocity_150_mean,0.854542308026589,-3.484609910578176,-0.8516219032358305,0.5001110767175048,-2.395862177585045,1.2345276555549805,0.27233556428798106,0.016539378760592482,-0.016589369197811874,0.14333274611407146,-0.03932939032405507,1.2117570513174185,-0.4582692928541564,0.13345999859011454,-0.04850877851503864,0.21319365390760148,-0.22373779865898072
7,vertical_velocity_150_mean,0.734924975693236,-3.4815601010260746,-1.7688853585266648,0.4160064893327108,-1.176713508718717,1.1885683447115547,-0.4641347604485239,-0.5344211280162372,-0.013027188621662788,-0.48313143262104963,-0.2692210798242635,0.14952128150439348,-0.3176115802977677,-0.5198785483222247,0.42593759789550956,-0.5417635851925695,-0.1759246733083642
8,vertical_velocity_150_mean,0.8814203513138749,-3.4573981862726555,-2.7153889255494086,0.3544721818583619,-1.1511815141753208,-0.3613858395753683,-0.24470042548061688,0.578148929828992,0.047107217467953905,-0.4098648694617326,-0.48825458192842697,-0.8112265302018997,0.06529800891433389,0.0774129731154655,0.6323042321279239,-0.06789238113352415,0.07297282731717
9,vertical_velocity_150_mean,1.3976813933514065,-2.7752982409088522,-3.3193027157454873,-0.1846883341337448,-0.9180452804065831,-1.3647234209064891,-0.2836212148633582,0.35262479808377367,-0.4715491197217801,0.2912308836733044,0.1651415038339787,-0.6863650895679485,0.03304510340022465,0.6076516379372016,-0.40563217933374174,-0.5164680294594272,-0.41239440827801793
10,vertical_velocity_150_mean,0.989980070361487,-2.654766083585644,-2.1939776390891677,-0.3736196688055877,-0.19654389116911014,-1.5649250752582495,-0.6983848518142783,1.1561876137971534,-0.08824030004738201,0.1624833534828237,0.3853612314366232,-0.043698192508099476,0.15327998445577476,-0.2892659106279332,-0.05173102328705997,0.08649767208276163,0.2799743686362451
