time_step,variable,PCA_1,PCA_2,PCA_3,PCA_4,PCA_5,PCA_6,PCA_7,PCA_8,PCA_9,PCA_10,PCA_11,PCA_12,PCA_13,PCA_14,PCA_15,PCA_16,PCA_17,PCA_18,PCA_19,PCA_20,PCA_21
1,vertical_velocity_300_min,4.6811292766896795,3.9831331228205764,-0.10217544613226062,2.234378297265175,3.3816677707462364,1.2432525824908713,-0.0599475616881479,0.8131836370992932,-0.1060264530782345,-0.11560655739927071,0.10881189216166197,0.31709556702502084,-0.6130500624379339,-0.30521071963076557,0.7953729384706928,-0.4931944459032302,0.24472461805130205,-0.49103276195249024,0.37063777027535116,-0.11963357126358519,0.11606979749049214
2,vertical_velocity_300_min,4.532647354958844,4.178672061280607,1.1290621864451695,0.5858987993506477,1.8772454859720953,0.7655829470037125,0.15081707006048903,0.16256855212380825,-0.31789576339186626,0.7895094860915559,-0.22324183524454003,0.5484546220208112,0.5344739905232471,0.014751833615722916,-0.5503210016749277,-0.07493203331793406,-0.29544218920559345,0.8033263422444643,-0.2445393533640816,0.398254069052922,-0.368515150973672
3,vertical_velocity_300_min,4.682599655305458,3.5956907160083538,0.528901186790817,-0.4977180445805009,-0.12163107932691465,0.4020203876420975,0.362717036006045,-1.1596821363916012,-0.13460261397308793,0.33106711890197243,0.03005751561314277,-0.4406303322260768,0.532661731959791,0.053433404320772565,-0.6614343577648197,0.5897839699971353,0.0809355199353988,-0.3180321104157168,-0.17565269160671368,0.1266211527327892,0.3551077026071913
4,vertical_velocity_300_min,4.907915911775071,2.0160051463450355,-0.8603223069484359,-1.2470791345937011,-1.5097529471958944,0.03858300182116927,-0.34743082029238,-1.7782928225713928,-0.5276132559539234,-0.33758952723470836,0.4310676515281264,-0.49257242278685043,0.030123264185351016,0.07670927059945609,-0.1635298016604775,0.3157178835617515,0.6414589773768102,-0.45503489814623704,0.1140747052607505,-0.30313555839156975,-0.011119037947280882
5,vertical_velocity_300_min,4.778248105003485,0.752801130504031,-1.220673094509624,-1.5988459817444152,-1.5554062195540188,-1.0669090394359175,-1.203888492510046,-1.2586513428694766,-0.7788956153070873,-1.3291457658060173,0.6872849053218125,0.1344036861034768,-0.7369866360159242,-0.2696942199838729,0.00837661013800204,-0.29395984872997766,-0.26551255144842373,0.4925460027586942,0.25519469797766464,-0.06049374138060933,0.06702959956051902
6,vertical_velocity_300_min,4.842474330690556,-0.4864469029376851,-1.6541253704493357,-1.141673801241762,-0.05277044533553634,-1.8315381768738834,-1.199297146167511,0.8832298615748319,-0.4890577384023865,-0.6962609100123942,-1.0137632744531204,-0.40617376674608147,0.5576432883600987,-0.1343188613396895,0.6169738381627418,-0.28480527343019246,-0.46993341258509996,0.3162646796015104,-0.26439934871205345,-0.3108308943452206,-0.33594505744446274
7,vertical_velocity_300_min,4.365661005028024,-1.4369142866330573,-2.4738335255879433,-0.16647302566060287,0.15764121409449688,-2.06047312614764,-0.957622162269754,1.9978627620165912,0.3052026801977369,0.022364103485648542,-0.49401512686954546,-0.32075299212279507,-0.04140644546318571,0.36316743227838155,0.026289051013738414,0.32394406642760715,0.10654142860560609,-0.6734124350687076,-0.28645321503042737,0.5160125715896731,0.17704916929446615
8,vertical_velocity_300_min,3.651753304829521,-2.7181217977537746,-2.556895088336783,0.30563744420327404,0.3579391775118077,-0.9929911758428878,0.5418504773638306,1.7112785148261853,0.9220409667214347,0.7491659642751776,0.36401524210369884,0.18505530087595545,-0.3589063616767712,0.3834155782375528,-0.7244293151417933,0.011295815399727816,0.5266792060876511,0.6947280009831599,0.4714002079123063,-0.2412661763524714,0.21121644729983824
9,vertical_velocity_300_min,3.430560954372978,-2.3607165861624417,-2.10847855752246,1.8561586019131229,-0.5548045525265338,0.16245022013778693,1.8377022034990762,-0.5572731705537601,0.22109854950646923,0.6812406856842709,1.3709372462163865,0.711668100488804,-0.48647692508428453,0.10699335623767824,0.5358073700272193,0.8483932072233799,-0.6797736265270925,-0.19677139515429146,-0.3348981978319165,-0.032367251989997244,-0.31043132530010886
10,vertical_velocity_300_min,2.942493219703043,-2.709241418370576,-1.2200687069274398,3.122781670920333,-1.132616340826931,0.706352068630753,1.5683649060940845,-0.8606388695979612,1.2761730010422134,-0.2599109816476276,-0.6334505691111117,0.04234979656076601,0.30059493558489075,-0.9436638411173729,-0.363171755708348,-0.7630861042354166,0.10274831429978502,-0.2143703056561184,0.27559708041108516,0.1245596354068588,-0.22541784059401784
11,vertical_velocity_300_min,1.7709792136895113,-2.219091066588684,1.6419831332801502,3.130191460484303,-1.2044585478022416,0.7415872743119806,-0.1430989310551817,-1.0730181341831095,0.26451731366159875,-0.31590760784309185,-0.30480504354504606,-0.3213945979439035,0.9205950990214861,0.5696597415988474,0.4503803054232423,-0.30583877211256966,0.29521002752717657,0.34566468639932396,-0.11942164554661551,-0.16407692194979634,0.14029544356493592
