time_step,variable,PCA_1,PCA_2,PCA_3,PCA_4,PCA_5,PCA_6,PCA_7,PCA_8,PCA_9,PCA_10,PCA_11,PCA_12,PCA_13,PCA_14,PCA_15,PCA_16
1,vertical_velocity_10_min,-1.2135154218064748,-3.6570230372104624,1.494362618619571,3.5381383465444585,0.8066913537426412,1.5022376644130082,-0.22187626116015488,1.5507031540629124,-0.21859063136038095,-0.006397755667242288,0.32242844913789315,-0.0037949210076235326,0.29934013050577857,0.6012539175403159,0.12808696531007877,-0.4819045366646108
2,vertical_velocity_10_min,-1.285929209253739,-3.860455489692995,1.6222007114630468,3.104816148983416,1.1432727678879182,0.9452277422184121,-0.6334738125585143,0.21781225200175558,-0.20915371136921013,-0.004361738610044895,0.32705914732871455,0.554611412896096,-0.007150831311921275,-0.4511200725042297,-0.19830187024633184,0.7124519303493803
3,vertical_velocity_10_min,-1.7840184499936735,-4.277923124684897,0.8608953958885807,2.7477580321143353,0.2426351898665596,-0.491397446154721,-0.37708215644910353,-0.2898453297157588,0.575767244480879,-0.6731627354431986,-0.40323291688509694,-0.6292396512545716,-0.06579944251776018,-0.1613946956355055,-0.03952291866995193,0.2262107614160782
4,vertical_velocity_10_min,-1.8400290338428504,-3.9291255733712678,-0.3001864538409112,1.4836233654533733,-0.6589298152408766,-1.7919893992227771,-0.967574495768376,-1.1399474336111228,-0.15201869347290314,-0.5251015305928298,-0.42957703146276427,-0.7953945274758211,-0.021369888848931658,0.04477804296550592,-0.0702940464319358,-0.3716720404573756
5,vertical_velocity_10_min,-2.1332580017654816,-3.8553050182390147,0.2587990447664381,0.4021268159225419,-1.1078218882917632,-0.6057845696835132,0.6744184586209323,-0.6510611357759823,0.29947372957102636,-0.40896521045970075,0.30620891345155704,0.6218793530190666,-0.48879381998858784,0.04166664841006772,0.30364866837720633,-0.475057644092657
6,vertical_velocity_10_min,-2.142086730603262,-3.8681699983618136,-0.7026938204331956,-0.21957887446281105,-0.810977227030466,-0.6133660607201401,0.7481209114778793,-0.5312171064613405,-0.13119129248140088,0.3318685256618075,0.13688407261411636,1.046856643824184,-0.3073361534029457,0.09853017502991379,-0.22095193570145472,0.15321173092890988
7,vertical_velocity_10_min,-2.015226171695037,-3.6127704252697277,-0.643962835973802,-0.7351437932156955,-0.8599605736665746,-0.5705769662057077,0.5145140189665616,-0.09129232901771052,-0.48573610348470625,0.9497931064137574,-0.32246141615398344,0.6233791498161834,0.5695527104571999,0.16534102044482624,-0.0035087385409396034,0.11349854876975567
8,vertical_velocity_10_min,-1.8396934788939903,-3.0817867976777746,-1.0462352704001259,-1.328159035379812,-0.6625819193959137,0.10051545876998724,0.7707528649657727,0.15173605002109652,0.0126793648285046,0.5747191352629739,-0.6749533286520614,-0.33116086439409725,0.6045209488090182,0.267787554287323,0.19882164936867613,0.1377165849572718
9,vertical_velocity_10_min,-2.335881060990032,-2.115855885824396,-1.1851950255447,-1.936892409404424,-1.3735141928264145,0.3322783114290638,0.1254183160106526,0.9003913513175672,0.22505082251341674,0.05486393470602649,0.005679392452851071,-0.8546145235334269,0.043636104092558546,0.18893744423348707,0.12030234405766556,0.1236340249712455
10,vertical_velocity_10_min,-1.9299440742359064,-2.4397530282334645,-1.3323238856621138,-2.1120893105079093,-0.46515426228472034,0.503468357270734,0.050709661484049345,0.8870569644868567,0.11946943039330857,0.07093692385605473,0.6959381130988607,-0.5859454604141956,-0.5236061587444006,-0.2485727373459835,-0.20577755742446707,-0.07305790190124056
11,vertical_velocity_10_min,-2.05482107030964,-2.2238079089774994,-1.3849945979523193,-2.3844714786130226,0.6021963673406564,0.1648322142228501,-0.6251531850105808,0.2674817441987044,-0.19800349803076817,0.12379488796744455,0.3061647780045436,0.06828650483492288,-0.646407053755117,-0.6444954581755551,-0.02346534513195662,0.1807553042539939
12,vertical_velocity_10_min,-1.6139763207300135,-1.0582170668745947,-1.3217400375238846,-2.3553348107346377,1.1422753059574575,0.3600388580820151,-0.7758460403985054,-0.04575798738618384,-0.02791762379858782,-0.3781337101126341,-0.18181367436336626,0.058310438339059634,0.5318975837594502,-0.28010031078766295,0.018121176191262193,0.13368462424033928
13,vertical_velocity_10_min,-1.7673155037531652,0.4935042764904917,-0.3550246547397805,-2.0222359036221227,1.965578443462539,0.7586210451168585,-0.4972278144184847,-0.41647053347575075,-0.629580308968546,-0.3871677291465269,-0.30627174381913763,0.3382277166161438,0.2539111276909858,0.13395702051883548,0.08021077982605063,-0.31631542765880377
14,vertical_velocity_10_min,-1.4713924323310361,1.101027312584512,0.42343039124730586,-1.5643494100366349,2.4621637667245424,0.29804244210947234,-0.5253203396122038,-0.4339524154133814,-0.22746290760380167,-0.18838282180435575,-0.3040846462976918,0.09659026914864578,-0.13198265126564301,0.50618096629339,0.11252654064716835,-0.10889022550258595
15,vertical_velocity_10_min,-1.7314556391819,1.744336351351168,0.3991881181471684,-1.313729540474105,1.5145210747734426,-0.003296425732603765,-0.4023023292088979,-0.3491359658269184,1.3824426560576688,-0.11963008770942898,0.22127426015540558,0.10806744232626997,0.13780602365514985,0.37459993802657293,0.0849053097713324,0.07827659514710932
16,vertical_velocity_10_min,-3.2490827724573736,3.4901099444742583,0.6220150993791321,0.14490986202287115,0.1687588406073095,-0.2889761109202038,0.21446161746421638,-0.647094113842517,0.9105531854334847,0.20771869447822475,1.2129281217175882,-0.02422013363644319,-0.030351857418756713,0.255145665186132,-0.055721936803942336,-0.032839153292569145
17,vertical_velocity_10_min,-3.235475397407008,4.5517290175155,-0.20272256251679255,1.0962652600823113,-0.5613781659467985,-0.7343418297583149,0.4167983727157873,-0.14712752670589005,0.175986170162079,-0.0874673850471501,0.5508519848102529,-0.14838303420323554,0.6475072667567905,-0.07468293344195055,0.28886076369316727,0.385488126571345
