time_step,variable,PCA_1,PCA_2,PCA_3,PCA_4,PCA_5
1,geopotential_500_min,-2.8524280154474826,1.349687442132706,1.409327896773091,0.5761901610890323,0.4149914115334313
2,geopotential_500_min,-2.7996560266130537,1.3566578481661953,1.04762442387081,0.34537238539278653,0.20558526497064658
3,geopotential_500_min,-2.690322614572009,1.3041706235777646,0.646589630180057,0.14171720240527788,0.039496234497072055
4,geopotential_500_min,-2.640518738402694,1.245681597618254,0.30748111947725404,-0.028316944261929815,-0.14123987298623572
5,geopotential_500_min,-2.5497918739738354,1.1256820001574164,0.012420673158561936,-0.16671897510690764,-0.23022277804253596
6,geopotential_500_min,-2.5035544772876714,0.9257806330348034,-0.22956828004242333,-0.2912185879116335,-0.23307534257391324
7,geopotential_500_min,-2.4016279269897134,0.7526168891426014,-0.41408512985848095,-0.3419332914511758,-0.27872310100769854
8,geopotential_500_min,-2.304931313709816,0.5246715603872765,-0.5469188586607191,-0.37579754949070004,-0.29293588174919105
9,geopotential_500_min,-2.1116750469594567,0.3099900042983531,-0.6462331472566575,-0.3095462523602727,-0.15220711278420748
10,geopotential_500_min,-1.9105899071113355,0.04386042010814234,-0.6657997360719914,-0.23548896032588434,-0.032415730391849876
11,geopotential_500_min,-1.6951465596491153,-0.23327511662033532,-0.658751680570165,-0.11682983396690717,0.07352819525656484
12,geopotential_500_min,-1.529806510905249,-0.5238000380640755,-0.661432997198717,0.011502013689998461,0.1308487303151312
13,geopotential_500_min,-1.404816398741951,-0.7948194631713967,-0.6922235751183017,0.05757310236135662,0.24706120593739284
14,geopotential_500_min,-1.2666910802698603,-0.9678507463604215,-0.7061404235538308,0.12267182486090428,0.37581926066925336
15,geopotential_500_min,-1.116345908148802,-1.0829407336736445,-0.6640268754548659,0.14632531263253148,0.4411789282304032
16,geopotential_500_min,-0.8952282149362242,-1.2482620190512221,-0.4909967705826087,0.24573166929506238,0.36012761313171093
17,geopotential_500_min,-0.5880625223069699,-1.393932419796582,-0.17485584480318653,0.3485856531271986,0.11735131433116915
18,geopotential_500_min,-0.23543995314731625,-1.4505467293734493,0.11691253877791156,0.4297201159291862,-0.27041759462900106
19,geopotential_500_min,0.004548475196847375,-1.3837163414465061,0.2579463668438273,0.3528419472436998,-0.3264095590375776
20,geopotential_500_min,0.22693456026682823,-1.3802938030930765,0.4220123107529516,0.22109360054185526,-0.355325354046517
21,geopotential_500_min,0.457495266485133,-1.2655882162059138,0.5153198906756189,0.12176342681860251,-0.35190271474541684
22,geopotential_500_min,0.668184927392524,-1.1623418529929024,0.5571307986543508,0.03209425631259461,-0.25870934093560094
23,geopotential_500_min,0.8450746676265224,-0.9852296354536546,0.6029333571821218,-0.0782051099918005,-0.1925622113284157
24,geopotential_500_min,1.0844722447869675,-0.8253676954598406,0.5859235422768916,-0.17657023859837312,-0.09730759005455993
25,geopotential_500_min,1.4003550527218487,-0.640262356165011,0.5332039259736224,-0.2952249828658383,0.042030238544008294
26,geopotential_500_min,1.6070209946164595,-0.4285051677129299,0.4245302581986232,-0.3679815478999209,0.19362287064469372
27,geopotential_500_min,1.846957633255663,-0.2278913687493382,0.3851593256234865,-0.4417668805026785,0.2193674473462719
28,geopotential_500_min,2.0684904864298463,0.08501599205193631,0.37256986020064814,-0.4913064485022959,0.2728081412462436
29,geopotential_500_min,2.3178506970003596,0.20507185781249737,0.3280593607158603,-0.4087879591244201,0.2080394751933304
30,geopotential_500_min,2.509389393667548,0.392790498217405,0.23431904214431576,-0.33044546238192346,0.1713750467005136
31,geopotential_500_min,2.648018564249903,0.5722017466180762,0.07075085130182518,-0.2049757952514634,0.08558792444156063
32,geopotential_500_min,2.849608695347013,0.7833940433851304,-0.08195523326286641,-0.03201898069229034,-0.027115311000752686
33,geopotential_500_min,3.0068729748329677,0.9758106694796267,-0.27929350688068116,0.16785119590280914,-0.07391459150832906
34,geopotential_500_min,3.181134807816251,1.1914223424540318,-0.4896032759628643,0.32446775125852967,-0.14672178382611215
35,geopotential_500_min,3.3238738279379616,1.3544459346982876,-0.6363104428045229,0.4593666512107229,-0.07333078753754227
36,geopotential_500_min,3.45034981954193,1.4956716000498025,-0.7920193946989483,0.5882655306142616,-0.0642826448039487
