storm_number,step,10m_u_component_of_wind_max,10m_v_component_of_wind_max,2m_dewpoint_temperature_max,2m_temperature_max,convective_available_potential_energy_max,convective_precipitation_max,convective_rain_rate_max,convective_snowfall_max,geopotential_500_max,geopotential_1000_max,high_cloud_cover_max,instantaneous_10m_wind_gust_max,k_index_max,large_scale_precipitation_max,large_scale_snowfall_max,mean_large_scale_precipitation_rate_max,mean_top_net_long_wave_radiation_flux_max,mean_top_net_short_wave_radiation_flux_max,mean_total_precipitation_rate_max,mean_sea_level_pressure_max,mean_surface_latent_heat_flux_max,mean_surface_sensible_heat_flux_max,mean_surface_net_long_wave_radiation_flux_max,mean_surface_net_short_wave_radiation_flux_max,mean_vertically_integrated_moisture_divergence_max,relative_humidity_10_max,relative_humidity_20_max,relative_humidity_30_max,relative_humidity_50_max,relative_humidity_70_max,relative_humidity_100_max,relative_humidity_150_max,relative_humidity_200_max,relative_humidity_250_max,relative_humidity_300_max,relative_humidity_400_max,relative_humidity_500_max,relative_humidity_600_max,relative_humidity_700_max,relative_humidity_800_max,relative_humidity_850_max,relative_humidity_900_max,relative_humidity_925_max,relative_humidity_950_max,relative_humidity_975_max,relative_humidity_1000_max,surface_pressure_max,surface_latent_heat_flux_max,surface_sensible_heat_flux_max,specific_rain_water_content_10_max,specific_rain_water_content_20_max,specific_rain_water_content_30_max,specific_rain_water_content_50_max,specific_rain_water_content_70_max,specific_rain_water_content_100_max,specific_rain_water_content_150_max,specific_rain_water_content_200_max,specific_rain_water_content_250_max,specific_rain_water_content_300_max,specific_rain_water_content_400_max,specific_rain_water_content_500_max,specific_rain_water_content_600_max,specific_rain_water_content_700_max,specific_rain_water_content_800_max,specific_rain_water_content_850_max,specific_rain_water_content_900_max,specific_rain_water_content_925_max,specific_rain_water_content_950_max,specific_rain_water_content_975_max,specific_rain_water_content_1000_max,total_precipitation_max,total_totals_index_max,vertical_velocity_10_max,vertical_velocity_20_max,vertical_velocity_30_max,vertical_velocity_50_max,vertical_velocity_70_max,vertical_velocity_100_max,vertical_velocity_150_max,vertical_velocity_200_max,vertical_velocity_250_max,vertical_velocity_300_max,vertical_velocity_400_max,vertical_velocity_500_max,vertical_velocity_600_max,vertical_velocity_700_max,vertical_velocity_800_max,vertical_velocity_850_max,vertical_velocity_900_max,vertical_velocity_925_max,vertical_velocity_950_max,vertical_velocity_975_max,vertical_velocity_1000_max
storm_13,20,8.749985,18.72017,287.91766,290.15155,178.25,0.0012907442,0.0009342765,0.0,55552.164,52722.883,1.0,28.025358,34.50413,0.007237494,0.0,0.002010452,-138.20264,0.0,0.0020750654,101745.66,12.911377,54.501465,-0.95370483,0.0,0.0012866016,0.27111816,0.092300415,0.16418877,0.043939404,0.7984848,0.55298615,0.66968167,0.057772737,1.4531479,1.0318604,1.2642878,0.103600636,3.3110504,2.1866074,2.7577667,0.2509326,5.408386,2.529091,3.843549,0.6278787,5.5811462,101750.75,46543.0,50.79004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0074693114,49.09346,0.004444599,-0.0056204796,-0.0010084914,0.0020046257,0.004444599,-0.010149479,-0.0019096207,0.0029716615,0.008470535,-0.013672352,-0.0018985269,0.0044397213,0.016018867,-0.008136749,0.0019416463,0.004284899,0.028600216,-0.0086398125,0.0107084485,0.007951762,0.02658701
storm_13,21,8.496368,18.284103,288.39606,290.47687,150.125,0.0014140513,0.000588384,0.0,55581.383,52854.367,1.0,27.911413,34.01547,0.008726787,0.0,0.002424152,-135.5779,0.0,0.0025187628,101777.36,13.477264,55.199463,-1.7334747,0.0,0.0011302773,0.24384308,0.089271545,0.14765677,0.03752858,0.76514435,0.4923706,0.62588346,0.060635705,1.3773727,1.0712585,1.236977,0.067850254,3.495926,2.2350998,2.864923,0.28040615,5.478096,2.8170242,4.1288013,0.63627607,5.881195,101776.99,48510.0,55.2959,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.009066645,49.09346,0.004444599,-0.004110813,0.0003274794,0.0018741244,0.003941059,-0.011659145,-0.0023800593,0.0024676507,0.012496471,-0.014678955,-0.00076496764,0.00644143,0.020044804,-0.015685081,0.0039047236,0.0073630717,0.023567677,-0.022227287,0.006908934,0.0067643,0.02205801
storm_13,22,7.5433807,18.57602,288.85437,290.94037,171.125,0.0025030728,0.0006329955,0.0,55673.906,53029.68,1.0,29.286785,35.012455,0.009354653,0.0,0.0025985627,-137.28452,0.0,0.0026916135,101792.71,14.197449,51.414307,-1.1111603,0.0,0.0011348939,0.2286911,0.08320618,0.13269752,0.030538185,0.7227173,0.47418213,0.57193506,0.052793358,1.5046692,1.1136932,1.227553,0.068502575,3.92025,2.4836273,3.0200496,0.32028922,5.450821,3.1443558,4.3292456,0.5501417,6.132759,101792.734,50981.0,56.340088,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.009689946,49.09346,0.006457329,-0.0046138763,0.00074014015,0.0020104886,0.0059542656,-0.011156082,-0.0032894996,0.0040797484,0.011489868,-0.009646416,-0.00060136523,0.0049185897,0.01702547,-0.017698288,0.0021445176,0.0070268568,0.02205801,-0.03027916,0.00043284072,0.0092758825,0.016018867
storm_13,23,7.789154,17.976654,289.2066,291.40222,236.375,0.0017959047,0.0009907437,0.0,55742.086,53336.47,1.0,29.479368,36.1611,0.009077597,0.0,0.0025218641,-135.42128,0.0,0.0027187555,101810.04,12.937103,52.609375,-2.1158752,0.0,0.0021242881,0.18019104,0.06502533,0.1186508,0.027144352,0.67118835,0.4529724,0.52071977,0.04156333,1.4986115,1.1106644,1.2358885,0.08675338,4.108162,2.5199966,3.1923842,0.36204886,5.6720734,3.465622,4.511661,0.47602886,6.4722137,101805.85,46557.0,53.168213,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.009787656,48.241264,0.0059542656,-0.006627083,0.00038385042,0.0029541128,0.007966995,-0.011659145,-0.0027474433,0.0040984997,0.015012741,-0.012162685,0.0011856221,0.004736617,0.012999535,-0.016691685,0.0012429297,0.0071789464,0.014509201,-0.026756763,-0.0017622071,0.00875607,0.021554947
storm_13,24,8.978073,17.980133,289.5571,291.8818,322.125,0.0022783363,0.00065670675,0.0,55829.734,53667.6,1.0,28.982662,36.40543,0.008812835,0.0,0.002448055,-136.22058,0.0,0.0025953315,101803.94,3.9088745,38.138184,-9.291306,0.0,0.0026097512,0.17110443,0.05290222,0.10671404,0.03085226,0.6378479,0.42266083,0.49539864,0.039244317,1.5471039,1.1500626,1.260511,0.06980487,4.0990677,2.498787,3.3369958,0.38274893,5.9660645,3.589882,4.7023726,0.47198483,7.032913,101804.1,14060.0,44.983887,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.009343324,48.241264,0.0059542656,-0.0056204796,0.00054743886,0.0024529505,0.010483265,-0.0091433525,0.0006467913,0.004163046,0.014509201,-0.008136749,0.0037526875,0.0048971493,0.018032074,-0.019711018,0.0015922849,0.007583375,0.021051407,-0.020214558,-0.00014480612,0.008159591,0.031116486
storm_13,25,8.928238,18.443832,289.44177,291.99893,320.0,0.0018115314,0.000675407,0.0,55893.047,53857.523,1.0,29.283575,36.343647,0.00783132,0.0,0.0021754066,-134.72998,0.0,0.0023041996,101877.375,-6.919861,42.706055,-8.376572,0.0,0.0022700587,0.16503906,0.049865723,0.097245894,0.030167008,0.5863266,0.41053772,0.49122673,0.037208863,1.4561768,1.1288452,1.2817965,0.0636033,4.056633,2.498787,3.3398235,0.36183384,6.02668,3.6110992,4.7414894,0.5308025,7.2390137,101876.695,-24824.0,39.614746,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.008295234,48.241264,0.0054507256,-0.006627083,-0.0011766787,0.002618951,0.010986805,-0.009646416,0.00014216972,0.0042918273,0.014006138,-0.015182018,0.0018579992,0.0048524295,0.015012741,-0.016188622,-0.0004058944,0.006065234,0.026083946,-0.024743557,-0.0036420966,0.010375678,0.03463888
storm_13,26,8.800552,18.687195,289.68118,292.219,321.875,0.0028349222,0.0013867477,0.0,55966.086,53984.133,1.0,29.036425,35.90273,0.0096118525,0.0,0.0026700082,-136.10716,0.0,0.0027887528,101917.93,-6.4825745,43.57495,-8.721481,0.0,0.002549068,0.14685822,0.043807983,0.088436976,0.026525246,0.5742035,0.40144348,0.4998435,0.04146599,1.5228577,1.1500626,1.2999314,0.08092903,4.041481,2.698822,3.3710475,0.296462,6.244896,3.7414246,4.7689342,0.6207149,7.4451065,101923.92,-23341.0,39.659912,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.010039652,48.241264,0.003941059,-0.007633209,-0.00050247647,0.002542893,0.014509201,-0.010653019,0.001089506,0.0054198424,0.011489868,-0.009646416,0.0014813785,0.004097979,0.021051407,-0.020214558,-0.0002797392,0.008048671,0.018032074,-0.023736954,-0.004594052,0.009644645,0.03413582
storm_13,27,8.935471,16.77742,289.68918,292.31482,333.75,0.0026479727,0.0015352494,0.0,56009.914,54105.875,1.0,29.274748,35.76511,0.008745698,0.0,0.0024294052,-135.79932,0.0,0.002517906,101970.5,-7.074188,39.070312,-11.105789,0.0,0.0020880103,0.14685822,0.043807983,0.083021104,0.022060275,0.64391327,0.38932037,0.51036084,0.055777956,1.5289154,1.1500626,1.3010308,0.099938445,3.9535828,2.8655167,3.4140248,0.2573997,6.4237213,3.653534,4.8218164,0.7269612,7.5360336,101975.53,-25347.0,31.822021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.009064589,48.241264,0.007463932,-0.003607273,0.0015405264,0.0023287947,0.014006138,-0.007130146,0.002429643,0.0044628056,0.012496471,-0.009646416,0.0017161268,0.004913549,0.019038677,-0.015182018,0.0009855282,0.00753348,0.020548344,-0.019711018,0.00046472094,0.008976658,0.03765869
storm_13,28,8.328735,17.60736,289.79483,292.4445,390.5,0.0019470551,0.0015725275,0.0,56014.78,54144.83,1.0,28.324667,36.43633,0.01002129,0.0,0.0027837432,-137.48975,0.0,0.0028804638,102014.21,-9.5434265,32.358154,-9.306305,0.0,0.0021256078,0.1347351,0.05290222,0.085648514,0.019329298,0.64391327,0.43478394,0.51921105,0.04916143,1.5289154,1.0864182,1.2974072,0.10280564,4.214241,2.820053,3.4765368,0.31553593,6.4752426,3.5353317,4.884615,0.8090547,7.8845825,102017.51,-34293.0,39.602295,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.010369815,47.29653,0.006960869,-0.0051169395,0.0023164097,0.0024946344,0.01752901,-0.007130146,0.0012420181,0.0052783233,0.011992931,-0.014678955,0.0014088256,0.0059166974,0.01752901,-0.020214558,0.002799793,0.007828811,0.02407074,-0.02122116,0.0023903653,0.009533189,0.03514242
storm_13,29,9.095551,17.79039,289.9157,292.3993,388.5,0.002926976,0.0008028862,0.0,56068.35,54144.83,1.0,29.0284,36.172337,0.008824181,0.0,0.002450944,-137.32233,0.0,0.0025970456,102029.17,-7.305664,32.28833,-11.690628,0.0,0.001770745,0.14382172,0.05593109,0.09164869,0.02052423,0.63481903,0.41963196,0.5201602,0.05622666,1.4986115,1.074295,1.299586,0.09516632,4.526413,2.7170029,3.544743,0.3576897,6.5025177,3.5232086,4.9330835,0.8176648,8.163422,102021.88,-26244.0,35.93042,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.009349495,45.041054,0.007966995,-0.006123543,0.0020668819,0.0025699027,0.012999535,-0.015182018,-0.00066930335,0.005670339,0.010483265,-0.019711018,0.001139872,0.0062308363,0.019038677,-0.018704891,0.00056962424,0.007199448,0.027593613,-0.028769493,-0.00076451007,0.010706021,0.028097153
storm_13,3,10.631729,17.157776,282.6786,285.27515,73.5,0.0003071297,0.000119779026,0.0,55586.258,51554.164,1.0,25.97193,26.384983,0.0038674362,0.0012287288,0.0010743071,-137.8516,0.0,0.0010805316,102304.61,-14.173309,69.66016,-1.1636505,0.0,0.0006982414,0.9075928,0.35597992,0.6089589,0.13513446,1.9198914,0.79242706,1.1539584,0.2723933,1.9592972,1.1288452,1.443825,0.21885279,2.7836838,1.8865585,2.4045584,0.19054686,3.5232086,1.7986603,2.6347103,0.3789268,3.962677,102308.76,-50957.0,57.65454,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0038899668,57.268707,0.0049476624,-0.006123543,0.00046057478,0.0020174396,0.01752901,-0.017195225,-0.0012238383,0.005522697,0.010986805,-0.02122116,-0.0010371514,0.0066357665,0.025580883,-0.025247097,0.0027937903,0.011153046,0.021051407,-0.019207954,-0.00091976894,0.008534432,0.038664818
storm_13,30,9.011673,17.433395,290.36774,292.27814,367.0,0.002871289,0.0013872366,0.0,56039.133,54066.914,1.0,29.196913,35.728603,0.009134334,0.0,0.0025373613,-138.80212,0.0,0.0026776143,102098.27,-7.897278,38.196533,-11.758102,0.0,0.0016051866,0.14382172,0.05895996,0.09619928,0.022047594,0.69847107,0.39234924,0.5235724,0.07444548,1.4925461,1.1076279,1.3290514,0.07882591,4.6779556,2.5836487,3.6230438,0.39492714,6.7874146,3.3807602,4.938817,0.875889,8.254341,102096.23,-28360.0,31.095947,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.009639546,45.041054,0.006457329,-0.0056204796,0.0012526416,0.0023453454,0.0094771385,-0.013169289,-0.0010126485,0.0041253865,0.014509201,-0.011156082,0.0019120723,0.005503142,0.021051407,-0.012665749,0.0020858324,0.007489501,0.02457428,-0.024743557,0.0037914934,0.007938482,0.033129215
storm_13,31,8.824905,17.164017,290.29926,292.65503,423.5,0.0020436551,0.0010697001,0.0,56053.742,54101.008,1.0,29.391102,36.461605,0.009510675,0.0,0.0026419028,-138.27824,18.77246,0.0027853246,102132.14,-7.7429504,33.94336,-12.290451,8.908691,0.0016124416,0.14685822,0.05290222,0.09643594,0.023769854,0.67118835,0.3741684,0.4973302,0.069903456,1.5198212,1.1500626,1.3553158,0.071548335,4.8143463,2.8594513,3.7272305,0.40712988,6.832878,3.3383255,5.066457,0.8590866,8.069466,102129.46,-27884.0,37.228516,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01002628,44.82835,0.0049476624,-0.006627083,-0.0005020154,0.0019970872,0.012496471,-0.011156082,-0.0024572185,0.0045793736,0.012999535,-0.012665749,0.0020405338,0.0052264975,0.025580883,-0.011659145,0.002748041,0.008441295,0.033632755,-0.019711018,0.0045909574,0.01059423,0.03161955
storm_13,32,9.183929,17.141571,290.43655,292.7114,345.25,0.0031056856,0.0013052246,0.0,56058.61,54144.83,1.0,28.539719,36.135822,0.0069632735,0.0,0.0019342783,-139.64462,160.65039,0.0023090565,102158.33,-8.823242,31.745361,-12.590363,92.211395,0.0015154816,0.14079285,0.046836853,0.08857623,0.02358309,0.6136017,0.35901642,0.46563593,0.058537357,1.5349808,1.0985413,1.3782655,0.07121935,4.765854,3.0776749,3.8137057,0.4152801,6.8480377,3.5474548,5.189845,0.8214396,8.660477,102157.445,-31776.0,32.733154,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.008312721,44.759293,0.0024313927,-0.006627083,-0.0021161884,0.0017755743,0.010986805,-0.013169289,-0.0016305029,0.004517306,0.009980202,-0.013169289,0.0016042917,0.004646356,0.021051407,-0.015182018,0.0022397137,0.007857566,0.03161955,-0.019711018,0.0048474288,0.010399424,0.02658701
storm_13,33,9.284882,16.331696,290.47034,292.82532,359.75,0.0026158676,0.0011251895,0.0,56097.57,54174.047,1.0,30.39254,36.121784,0.008425146,0.0,0.0023403615,-134.27634,353.55896,0.002517906,102099.46,-10.906677,24.492432,-11.14328,244.2843,0.0018822169,0.13776398,0.043807983,0.080107,0.022788908,0.58026123,0.3347702,0.4561844,0.059017595,1.5319443,1.1682434,1.4010818,0.07178699,4.5991516,3.0988922,3.9110518,0.4000079,7.275383,3.9050903,5.3678846,0.8129446,9.2423935,102098.84,-39297.0,30.604248,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.009064589,44.669514,0.0014247894,-0.007130146,-0.0022196893,0.0017443617,0.010483265,-0.012665749,-0.00062632497,0.0048089116,0.010483265,-0.0091433525,0.00039540135,0.0042395443,0.021051407,-0.019207954,0.0025442515,0.008470658,0.027593613,-0.02323389,0.006596998,0.010911075,0.03463888
storm_13,34,9.820282,17.044937,290.68506,292.85132,357.125,0.0030215872,0.0011663788,0.0,56102.438,54232.484,1.0,29.359806,36.399815,0.009521076,0.0,0.0026445296,-131.97563,503.82153,0.0027016131,102119.34,-13.170166,22.956543,-12.927765,363.81097,0.001728531,0.122612,0.034713745,0.072147414,0.022197116,0.556015,0.3317337,0.4542472,0.06293064,1.5258865,1.2470474,1.3982095,0.06530677,4.7719116,3.0322113,4.0054884,0.4278933,7.8997345,4.0626984,5.6084757,0.8760222,9.712173,102123.336,-47402.0,30.08496,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.009725945,43.741356,0.0024313927,-0.006123543,-0.0024530722,0.0018192513,0.010483265,-0.011659145,-0.00042437937,0.0043040286,0.010483265,-0.012665749,-0.0010348343,0.004760134,0.016522408,-0.012665749,0.0015650286,0.006394436,0.033129215,-0.022730827,0.006529066,0.010803059,0.035645485
storm_13,35,10.017609,16.707916,290.75458,292.83435,318.25,0.0033048522,0.0011358229,0.0,56117.047,54261.703,1.0,28.513239,36.92499,0.009761255,0.0,0.0027115098,-134.32494,616.3739,0.0028601787,102146.71,-14.224731,21.531006,-9.643707,456.68292,0.0017245729,0.122612,0.031684875,0.06698456,0.022623435,0.55298615,0.36507416,0.4590787,0.056923218,1.5289154,1.1924973,1.3822175,0.07474461,5.0659027,3.1231384,4.033946,0.43324667,7.8148727,4.0475388,5.7485733,0.96169925,9.787949,102148.7,-51239.0,31.298584,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.010296788,43.683346,0.0009217262,-0.007130146,-0.0028754375,0.0016141707,0.012496471,-0.010149479,-0.0002843622,0.0049669086,0.0089735985,-0.014678955,-0.0021938288,0.004376092,0.01702547,-0.016188622,0.000121839556,0.006403032,0.03665209,-0.018201351,0.005057233,0.00891109,0.022561073
storm_13,4,10.594101,17.55751,282.78436,285.3269,82.75,0.00038412586,0.00017905748,0.00013920432,55605.734,51617.47,1.0,25.991188,26.78378,0.003688721,0.001103803,0.0010246634,-138.7373,0.0,0.0010282472,102280.39,-9.92926,63.979736,-1.9059296,0.0,0.00081894733,0.8651657,0.35901642,0.59335953,0.13512683,1.8532181,0.7469635,1.0868655,0.24408895,1.8350296,1.1258163,1.4071463,0.16034536,2.9412842,1.856247,2.4311488,0.21627304,3.5413895,1.8653412,2.6259766,0.39700595,4.014206,102284.266,-35707.0,51.36035,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0037017427,57.20655,0.006960869,-0.008136749,-0.0008125555,0.0021278237,0.0089735985,-0.016188622,-0.0021864227,0.0049614273,0.014006138,-0.020214558,-0.00045442407,0.007837551,0.016522408,-0.02575016,0.0018654054,0.009991452,0.03665209,-0.025247097,0.00041434873,0.009571474,0.04218769
storm_13,5,10.496155,18.027023,282.92212,285.3927,100.625,0.00038355775,0.0005919284,6.0421997e-05,55591.125,51646.688,1.0,26.739859,26.929813,0.0037255976,0.0009988185,0.0010351702,-139.96866,0.0,0.0010388186,102219.95,-10.623749,63.085693,-1.0661774,0.0,0.0008374164,0.8742523,0.3438568,0.5612645,0.13013788,1.6925812,0.70149994,1.0327642,0.20733428,1.6834869,1.1864319,1.3976667,0.11493288,2.8927917,1.8380585,2.4379673,0.21087423,3.589882,1.9532318,2.6456952,0.41428328,4.0202637,102230.914,-38279.0,48.098633,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0037397984,57.065674,0.003437996,-0.008136749,-0.0019687726,0.0023533884,0.0089735985,-0.016691685,-0.0022783985,0.0058220853,0.015012741,-0.019207954,0.00030114126,0.0071298177,0.020044804,-0.021724224,-0.0019918832,0.008359963,0.028600216,-0.02575016,0.00036398965,0.011700867,0.04470396
storm_13,6,8.76384,18.854599,282.80853,285.46014,89.375,0.0003684992,0.00018577976,2.4814159e-05,55625.21,51763.562,1.0,27.001453,27.146069,0.0039317347,0.0011967055,0.0010921685,-140.38992,0.0,0.0010942454,102207.16,-5.6595154,63.553955,-1.3810883,0.0,0.00085918326,0.7590866,0.32870483,0.5040738,0.1202738,1.4501114,0.68331146,0.9855426,0.1766875,1.507698,1.0652008,1.3413167,0.077562906,2.6382065,1.8047256,2.3593602,0.16314155,3.6414108,1.9896011,2.6836212,0.44225544,3.8747864,102205.55,-20316.0,63.41919,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.003939336,57.056,0.0049476624,-0.007633209,-0.0021942654,0.0024679736,0.0089735985,-0.017698288,-0.00026126343,0.0046563605,0.013503075,-0.012665749,0.0027101466,0.00512042,0.015012741,-0.026756763,-0.004089887,0.008017674,0.028097153,-0.011659145,0.0068178945,0.007168343,0.036149025
storm_13,7,8.194824,18.52835,283.28076,285.74884,91.875,0.00027957093,0.00023503578,0.0,55600.86,51792.78,1.0,26.579372,27.474651,0.003961047,0.0012571157,0.0011003115,-144.20282,0.0,0.0011008158,102116.586,-10.8038025,61.40869,-1.0361786,0.0,0.0008413736,0.7499924,0.28324127,0.45710823,0.10648616,1.3985901,0.70149994,0.9683401,0.1819614,1.5198212,1.1015701,1.3737763,0.09129214,2.5806198,1.9138336,2.3027265,0.12745301,3.6717148,2.1108398,2.7667086,0.4132795,3.9444962,102118.97,-38992.0,61.838867,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0039629936,57.056,0.003941059,-0.0086398125,-0.0017349359,0.002853668,0.008470535,-0.009646416,0.00038569997,0.0038831714,0.012999535,-0.0051169395,0.0034749461,0.0038074525,0.01702547,-0.023736954,-0.00276962,0.009157576,0.033632755,-0.02071762,0.010598919,0.011349147,0.041684628
storm_13,8,7.9949646,18.861908,283.63208,286.2577,91.75,0.00030485727,0.0001962909,0.0,55591.125,51860.953,1.0,27.182802,28.286282,0.0037104692,0.0013579945,0.0010304418,-140.84898,0.0,0.0010311045,102054.96,-6.328247,61.363525,-1.05867,0.0,0.00087633263,0.68331146,0.23777771,0.4210055,0.10589262,1.3622208,0.6742172,0.9461946,0.17609972,1.6228714,1.2228012,1.4074161,0.09550051,2.5230331,1.9259567,2.2795346,0.11567223,3.7505188,2.0168839,2.8814409,0.3855165,4.0778503,102057.74,-22824.0,61.77173,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0037120283,57.056,0.0059542656,-0.0086398125,-0.0012866849,0.0024634283,0.0089735985,-0.008136749,-0.00032179372,0.004123005,0.014509201,-0.0086398125,0.003047958,0.005325616,0.020548344,-0.028769493,0.00054791215,0.009623083,0.028097153,-0.018201351,0.010073957,0.009595745,0.02910328
storm_13,9,8.427216,19.19191,283.78687,286.10754,74.375,0.00036679488,0.00017783511,3.683183e-05,55557.04,51909.65,1.0,26.05137,28.039143,0.0035572834,0.0014148855,0.0009881528,-141.0596,10.821533,0.0009925347,101963.61,-10.623749,54.0,-1.9734039,1.9459839,0.00063228235,0.649971,0.2256546,0.38694248,0.10179436,1.2985764,0.6681595,0.9159754,0.15309545,1.7653198,1.2228012,1.4354535,0.1003466,2.729126,1.9744492,2.3065784,0.17174174,3.7080917,1.9471741,2.9688647,0.3566948,4.3051605,101970.28,-38274.0,66.572266,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0035731737,57.056,0.0024313927,-0.007130146,-0.001493253,0.0018343575,0.007966995,-0.012162685,-0.0016522263,0.0038372818,0.016018867,-0.011156082,0.0016431217,0.0060035787,0.018032074,-0.024240494,0.0020211332,0.0087147,0.031116486,-0.03027916,0.004402411,0.010941903,0.02709055
storm_16,0,23.219437,21.850403,283.88834,286.53876,87.75,0.0017313603,0.0004411356,4.2594736e-05,54085.6,50077.586,1.0,34.743385,29.778694,0.0025040582,0.00022392953,0.0006958074,-149.13435,0.0,0.0007692352,100084.555,54.518524,120.37915,6.395218,0.0,0.0025790352,0.5617752,0.18034363,0.32868722,0.092898086,4.115715,0.84051514,1.9082022,0.7812435,6.782089,1.9994888,3.5698838,1.0499613,9.565819,3.4848785,5.8554373,1.3152099,9.257744,4.255089,6.246534,0.9455876,7.2001953,100087.48,196203.0,117.819824,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002769256,52.775337,0.03008604,-0.023164272,-0.0005474957,0.0098487735,0.04313755,-0.030995369,-0.0013571845,0.012179617,0.049402237,-0.049267292,-0.005224944,0.014124912,0.023820877,-0.07745886,-0.015132114,0.018877601,0.025387287,-0.1218338,-0.027728694,0.025445027,0.055666924
