,storm_index,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14
1,2,82.93894,83.09801,83.030945,83.516014,84.34689,83.87296,83.23597,82.29497,81.83514,81.61095,81.40338,81.44768,81.26624,80.90324,80.59622
2,3,79.32963,78.699486,79.19134,78.296585,77.557846,76.4373,75.44674,74.66368,73.850784,73.87807,73.68528,74.3767,75.9309,75.760315,75.8171
4,5,79.85683,79.6772,80.23716,81.19526,82.63621,83.29634,82.669266,81.88144,81.22398,80.28236,79.903564,80.92015,81.56788,81.59281,82.18234
5,6,83.809944,83.75614,84.8915,83.21709,82.54222,83.763145,84.544655,83.931915,82.67489,81.78752,81.02152,79.99273,79.17565,79.43528,80.296936
6,7,84.24798,84.066376,83.994545,82.97926,82.15272,80.629486,79.03844,78.75862,79.91738,81.096725,81.7036,82.37054,81.11517,80.40886,79.728294
7,8,76.74505,76.440956,76.70041,76.8485,76.12045,76.46821,76.56967,77.27773,78.279015,79.13818,80.12876,80.15941,79.81929,79.38989,78.62871
8,9,78.61386,78.19185,77.689545,77.43738,76.943855,75.22142,74.64849,73.39602,73.16601,72.49346,72.73117,73.62199,75.070435,76.37821,77.08417
9,10,79.71047,79.54243,78.97538,78.84883,78.23887,77.72241,77.37822,78.42085,78.372635,77.96044,77.653694,77.30323,75.61239,72.98838,70.47189
10,11,84.849434,85.40664,86.24405,86.79658,86.55957,84.14991,87.18429,86.640366,87.22105,87.833145,87.742424,87.0313,86.75509,86.616974,86.26915
15,16,82.89413,83.51366,84.701416,84.72577,84.863335,85.43397,86.67945,87.097534,87.00362,86.99779,86.152794,85.67205,85.37246,86.37914,85.28299
16,17,84.39982,83.84398,83.51025,83.101265,83.91584,85.20492,86.13854,86.84645,86.64281,86.32467,85.92312,85.676125,85.09344,85.446594,86.63259
18,19,79.49175,78.35052,77.67373,77.60615,77.39814,77.23945,78.37293,79.43217,80.61838,81.660645,81.58313,81.24568,80.80394,79.85118,79.46524
19,20,86.498924,86.26449,85.76037,85.60823,86.14842,85.4279,84.664635,83.04782,81.853806,80.4512,79.945366,80.058655,81.21801,81.526024,81.78334
20,21,75.90988,76.6322,77.02451,77.28477,78.268906,75.08296,74.68928,75.07286,76.0054,76.52102,76.324486,76.38087,76.7933,76.859665,76.2716
21,22,76.41267,77.78695,79.16981,80.13988,82.31398,85.15501,85.67789,85.276505,84.81589,84.2854,81.677025,80.32468,78.83669,77.22768,76.125046
26,27,84.348076,84.22648,83.87314,83.42033,83.101845,83.16693,83.16071,83.60173,83.50859,82.973885,82.51778,82.0564,81.358055,81.38255,81.60898
27,28,75.07944,73.922905,75.47533,74.2396,74.20055,74.738174,74.82852,74.65483,74.5252,73.48481,72.99221,72.74508,72.11405,72.0355,75.46142
28,29,85.410286,86.39869,87.06302,86.55409,85.88444,85.73383,85.17028,85.23425,84.149086,82.930756,81.39431,80.72776,80.57943,80.68594,81.30214
29,30,86.875145,86.77284,86.34853,86.1766,86.73062,86.491005,85.641045,84.810646,84.58048,84.79706,84.66638,84.385475,84.074,81.66787,83.14357
31,32,72.99209,73.887886,74.48723,74.2872,74.56522,75.98684,78.1678,79.707436,80.79201,80.45264,79.27747,78.35501,78.05006,78.70241,78.59619
33,34,82.12665,80.806046,80.13588,79.661514,78.762024,76.68947,75.17878,74.82245,74.64079,74.3654,74.401436,74.717804,75.54966,75.65479,75.20033
35,36,80.9488,80.94638,82.56016,83.6966,86.63457,89.02468,90.6875,91.10617,91.39637,91.61765,92.86665,92.0845,91.47074,90.2465,89.1602
