,storm_index,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14
0,1,0.43968058,0.7614646,0.5529437,0.71964407,0.6121893,0.25845957,0.23057938,0.2381301,0.28285456,0.55468655,0.7980571,0.4501357,0.3130579,0.32932138,0.23348331
1,2,0.38566256,0.8474283,0.8567219,1.2087092,1.3295236,1.4021282,1.356823,1.0338774,1.8760915,1.8412414,1.6977744,1.9068756,1.9945822,2.3181086,2.3500547
2,3,0.8067646,1.0595183,0.9026756,0.9579654,1.0651603,1.2806778,1.141325,1.3811026,1.3320184,1.9069204,1.9418998,1.8341413,1.6874537,1.5232763,1.5368171
4,5,0.267406,0.3136692,0.8073287,1.2361073,1.5029659,1.8809681,2.2708182,2.254457,2.2561498,2.5709634,2.3819623,1.3410454,1.2135401,1.1864595,0.91000986
5,6,0.3255167,0.34131384,0.28151083,0.65217876,0.7294717,1.129477,1.1977429,1.2152328,1.0854707,1.1091666,1.2558541,1.4770136,1.2225671,1.1949224,1.338789
6,7,0.9664283,1.8076243,2.7345767,2.9388108,3.146994,3.1729465,3.2840905,2.81469,1.3252482,0.9523239,0.9241147,1.1706624,1.3811026,1.3557143,0.97094154
7,8,0.3412447,0.37680054,0.44596338,0.5180483,0.7250495,0.7396612,1.2880926,2.1823378,2.1511655,1.9261432,2.0703135,2.2631898,2.4833417,2.4648333,2.4813933
8,9,0.59896445,1.2786415,1.2061107,1.658108,1.4606893,1.4385936,1.5620406,1.4453185,1.3771107,1.301698,1.3871977,1.3627007,1.4520433,1.0053298,1.1801727
9,10,0.70704055,1.9371929,1.9832735,1.2736344,1.3664098,0.86321115,0.6309657,1.2736344,1.0831685,1.2109652,1.4376807,1.3786979,1.7325959,1.5648627,1.5120239
10,11,1.1795807,0.6682129,0.6892204,0.7588768,0.6731882,0.5051284,0.6096134,0.2961588,0.22152662,0.28067923,0.5543299,0.76329994,0.9208565,0.64278316,0.7334471
11,12,0.7804465,0.83228064,0.7784333,1.1941128,1.4467411,1.0043898,1.3793068,1.445735,0.85844946,0.7281089,1.0768571,0.73817396,0.71200514,0.77893686,0.32702398
12,13,0.5076885,0.6063242,1.3823261,1.520215,1.144795,0.89417934,1.0491786,0.83882284,0.43270493,0.47246122,1.177506,2.323392,1.9419332,1.3959136,0.8856244
15,16,0.95047855,0.8178754,0.7912502,0.8805227,1.4678407,1.1540823,1.2506638,1.9867692,2.2029023,2.3516898,2.3010497,2.356388,1.6505623,1.1801853,0.8371916
16,17,1.3905759,2.064034,0.93377304,0.9833684,1.0601115,1.6281137,1.6333342,1.4208555,1.3368034,1.3425465,1.2010679,1.2381344,2.4127707,2.5740876,2.1178064
17,18,0.4918673,0.56268907,0.81877565,0.7510333,0.69817376,0.8295529,0.899348,0.960932,1.0430441,1.2139397,1.5490589,1.4104948,1.2786026,1.3489108,1.3581486
18,19,0.5237403,0.57124853,0.63911724,0.8155761,2.0864186,1.6243453,1.5841899,2.2453446,2.6864915,2.570549,2.3969183,1.967083,1.9388041,1.9065666,1.9659514
19,20,0.47412443,0.7607932,0.8132167,0.95854235,1.9433036,1.8537192,1.9625478,1.9333501,1.950603,1.9433036,1.7349381,1.1589446,0.86431265,1.228622,1.4648585
20,21,1.9094605,0.6891265,1.2969708,1.3832374,1.7130389,1.7886882,1.7501998,1.8988433,1.9725013,1.9824557,1.8444295,1.5610785,1.4874206,1.6174827,1.7774072
21,22,0.6032531,0.6492264,0.7482455,0.78613544,1.3181102,2.161793,2.1294606,1.632344,1.6995356,2.14209,2.093086,1.88747,1.7025669,1.8162367,1.6682131
22,23,0.8139264,0.8017383,1.0910443,1.3976701,1.2969583,1.1981709,1.1090056,1.0410091,1.180851,1.5285314,1.7549727,1.5163434,1.4938916,1.4130656,1.3636719
23,24,2.0442789,1.1891901,1.278997,0.7805696,0.9069405,1.277714,1.1988124,1.3809917,1.345069,1.044858,0.9832762,0.99803025,0.84022695,0.81456786,0.7536276
24,25,1.9539168,2.396229,2.4139435,1.9766138,2.3679965,1.7867348,1.5298727,1.3433154,1.3942449,1.6411426,1.6383746,1.1218822,1.8016813,1.6854293,1.8481824
25,26,2.6374426,0.9650221,0.33160973,0.32513428,0.38635635,0.57885265,0.5947466,0.59121466,0.752511,1.289381,1.3105736,1.1274962,0.9385319,1.2817283,1.2040234
