,storm_index,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14
0,1,58.958252,20.18042,95.37744,83.03418,103.27661,-6.2060547,67.809814,106.41748,109.5791,110.282715,106.75342,57.151123,31.30664,33.811035,16.486328
1,2,122.138916,183.78564,150.98828,142.01855,135.38013,171.64209,161.24683,167.66138,139.50757,140.15771,148.4834,185.2854,228.7688,225.09619,197.76782
2,3,79.504395,99.18091,109.92456,95.95117,114.53833,134.36792,142.00293,159.2168,151.48413,144.83765,137.97168,150.43091,160.92725,156.67822,150.75122
4,5,149.854,157.19287,189.98242,200.42603,218.5957,185.81445,194.92822,179.73608,190.15454,134.3501,153.9043,122.41992,125.0,136.68066,130.6289
5,6,104.78784,137.80151,138.72241,124.64844,88.83862,71.832275,61.039795,66.51074,94.858154,119.47412,134.3396,151.82715,170.50317,194.47632,177.91577
6,7,89.65454,89.07129,100.18994,102.69458,102.93921,132.30713,152.75195,168.11401,169.4602,175.5083,175.72534,129.99414,126.45679,129.32056,121.36133
7,8,39.53662,137.75806,165.82593,144.24805,152.75757,136.06909,145.87842,133.62598,147.75,152.70044,167.68213,171.30469,185.61719,180.97974,181.41553
10,11,445495.0,593820.0,560768.0,396095.0,336271.0,416380.0,53108.0,164755.0,164032.0,106004.0,119841.0,124915.0,126676.0,127554.0,145863.0
11,12,122.58789,125.416016,116.71753,75.856445,70.10181,61.293457,113.504395,118.34302,84.49609,84.362305,93.15503,125.97803,129.26001,151.14917,12.833496
12,13,60.14673,59.652588,95.41968,79.21338,91.13159,96.223145,104.8418,93.85913,84.96069,74.55737,58.861572,114.58789,150.31958,229.6001,206.6604
15,16,131.36304,169.67651,185.75269,179.3086,162.83472,151.31567,193.93604,199.26099,203.71094,165.58838,180.25732,173.70508,199.4331,152.78174,80.02881
18,19,92.572754,135.37085,191.64917,161.70605,246.40479,280.44116,239.25146,224.43237,201.41284,207.5122,199.32227,184.02246,160.00122,156.70679,182.46118
20,21,92.65234,99.0708,101.40454,100.713135,107.783936,87.1958,75.68262,68.23755,65.44507,66.00073,79.75659,101.648926,107.56641,109.690674,74.00122
25,26,55.30249,59.81079,44.53955,56.88379,93.851074,130.54272,142.60596,143.82935,160.47974,190.42725,129.73242,89.36206,78.708984,105.63281,112.10327
26,27,79.15039,78.63379,83.21338,78.94629,86.51221,111.26636,103.02832,94.09839,88.57764,76.1604,65.829834,109.58252,98.16528,100.11401,108.521484
28,29,94.04712,133.87964,160.14209,158.18018,144.62524,147.5791,149.98291,128.66064,163.18384,160.70166,162.67578,209.58057,190.57812,184.91675,117.17285
30,31,83.52588,80.40625,106.53052,134.5476,168.01929,154.61768,162.21948,161.71729,188.68188,225.46094,212.75098,244.22852,262.0481,234.50879,207.27808
31,32,60.07666,103.7334,116.92139,122.70459,147.83643,180.7771,134.47534,131.61963,116.50464,111.21875,95.29932,121.4082,146.26587,139.9458,130.20532
32,33,148.88916,247.97095,208.69116,192.06812,170.00049,147.50024,171.62622,142.5708,133.39453,182.24048,134.68091,104.95532,89.54297,86.36426,82.06323
33,34,89.79248,119.57568,245.04297,265.7771,235.79639,201.29712,259.0874,246.01685,227.93872,195.1206,167.79736,178.24268,197.47412,184.60718,188.02832
37,38,133.27759,114.207275,109.77124,117.7168,171.43018,269.0703,235.57666,198.6626,213.9668,212.90283,243.51123,275.26514,246.20557,188.25537,173.32275
38,39,96.6897,136.42383,138.68799,137.5293,212.68799,234.62915,164.11841,148.33838,133.2539,137.78857,115.23584,127.17871,98.8728,74.875,46.026123
42,43,68.44531,93.04956,113.76636,122.874756,109.988525,121.78467,132.64355,153.781,186.63672,161.15674,143.17432,151.43042,152.86255,126.023926,120.77173
43,44,31.28003,116.335205,123.43091,120.43994,100.338135,95.58032,137.77637,127.06348,137.77197,150.5603,183.33789,174.53345,157.13403,169.00293,158.76099
44,45,75.02905,57.11206,56.8208,97.166016,104.67676,112.626465,146.49902,141.99951,151.55518,153.00562,160.30151,113.29883,108.03174,105.380615,100.61133
45,46,113.16431,111.51367,121.78589,120.338135,120.56616,113.35669,129.46338,129.01074,142.45947,153.2627,148.75342,150.99194,153.90137,154.81055,143.58423
46,47,116.13135,190.58301,138.92847,190.85107,179.49927,184.75684,188.32104,193.19629,191.94702,184.59155,143.87915,149.05737,146.76001,121.18823,147.24292
