storm_number,cluster_0,cluster_1,cluster_2,cluster_3,cluster_4,cluster_5,cluster_6,cluster_7,cluster_8,cluster_9,cluster_10,cluster_11,cluster_12,cluster_13,cluster_14
1,2.4092055714988776,0.5238312340795197,1.5589672624084974,3.1349411104159914,0.39839431909213335,0.06934275305960683,4.10652924938365,0.11837404138394952,0.08499198175665224,0.005748866533440183,1.8399297337929967,1.0754818402345487,1.3874701891911512,0.20450416475451505,0.6025520517904501
13,0.372437279778133,0.07341819228348281,2.404954667160437,0.08711781280694444,0.4577365432633892,0.4481103378204837,1.336602179572911,0.09401850791142398,0.2170947254296913,0.22959391325147313,1.63633640974889,2.896307810497724,4.50465932639333,0.13146971796293466,0.07902608646113404
95,0.07960150364420808,0.6946797125656378,0.4141920712380769,2.5118076012600326,0.6299006114237051,0.25033790958142693,3.9973053151502347,0.22057906039055852,0.5471019723821414,0.007368319154198952,0.23580715053313253,0.735384087331537,0.6567556788615375,0.05648051304296841,0.6142881387370344
7,1.1827522754300859,1.996120311782911,0.8977562535193678,5.10715556261729,0.23660839485807514,0.12205478659115683,3.106431117560407,1.0740930562324895,0.9054523681461529,0.8371814395860917,0.6845420301741202,1.9651917106347798,1.2261583985928508,1.1425611821389423,3.558187577874539
79,1.175482604899943,1.244642260538896,0.2232006843648357,4.399306170285013,0.4212401161983303,1.9746870000207544,6.485423039252824,1.0277808750748292,1.0216084363822993,0.27892525064127716,0.09001621012511295,0.8987379501959,0.5263493440510348,0.8855744667703238,1.2661808518451634
50,0.6678687247378134,0.09896129095863808,1.1478626784239763,1.0609946944874222,0.31987806885091785,0.030637088577609214,5.2623602944723205,0.05871196399594748,0.6302513240134868,0.7072493883864798,0.30239729703162527,1.0181744277837614,0.915128156196472,0.09667053956753888,0.4040235838752052
90,0.44206837777436836,0.2983285992630914,2.125747157552012,1.3997014754218595,0.6180708080051449,0.04771857019970422,4.147821862303333,0.06245422495095042,0.39307979071080146,0.6103553741817351,1.2429460221643887,2.6610917492050192,2.1717004839998437,0.1502942132369864,0.6185767734329821
27,0.8036155598822384,0.7726321579414308,0.04564202588243829,1.826564989238941,0.9549558199911392,0.19835836008756474,3.709922798981288,0.2024066193725638,0.07063439359260378,0.028528431941131607,0.48526531223574565,0.10108601843917457,0.19440208623306943,0.12852643407669143,0.3021056686469613
58,3.8863911217240146,0.6126659200413078,2.387833552009742,1.7194244996978192,3.372827761292351,1.2126477295452607,4.3081710037573835,0.7410226407153693,1.80596678826623,1.2582198535713671,1.9834290563807306,4.645197314726786,4.85393275459351,1.334876837361691,0.47027198982631024
76,0.48067353038486643,0.763448783429992,0.2483309905396166,3.848972057837589,0.11873192475433819,0.18535224020953328,6.263517994723915,0.8439228628451275,0.2331111666200888,0.28187658124889914,0.24671192582209345,1.4824323497431442,0.8819553398736769,0.5186166435344717,1.6153479861807005
63,0.8441660196972216,0.5333777541080631,0.7006490830668693,2.7155585346123283,0.06326036024838325,0.1009298175409545,5.941749041326914,0.2986388356351594,0.014544991280190895,0.020832022107163374,0.22480219022526407,1.5833151886427048,0.9284924505750836,0.01288533606919183,0.6739833255885745
85,4.164692501644451,0.63473980673582,2.8518029639464366,2.3035346252473197,1.7267844569091237,0.08525076811372415,9.573332781302508,0.431760221488605,0.028249315753423564,0.08242072733099969,2.9898817565077587,9.276423644814745,11.094357219164923,0.05378600154570092,0.1300171065747761
65,0.6680001647765212,3.041271212181912,0.48634205287195703,4.566795604952461,0.7980318488340263,1.117263214560314,2.223673727914404,2.191441313340983,0.952026916076625,7.1505889396525575,0.4645033183858129,0.02596879521154343,0.0661821575300926,2.671892378202063,8.014695644460451
19,3.653596447978632,3.526189632700829,0.8383198290553295,4.047594968201095,0.9029907585654702,0.6469687004649631,5.153043141672366,2.316285330109518,0.28999282918100994,0.21845944570160264,0.7760762116984758,0.5632662004285054,0.3454405807793171,1.3127319940889073,0.8083089457221032
80,3.7648289403868755,4.816635482244674,1.1593769913834755,3.1644071193706385,3.320944599653825,2.159842296796643,5.150373223939125,4.316066991636523,2.0443529998404473,0.2502465646336038,1.6660403130606227,2.804619888253956,2.3339672217017,1.0827724941774586,0.7710594563196999
11,0.033211704549759656,0.19583760809613934,0.8504877170497598,0.8587980851584833,0.07703797295675101,0.003572964497248797,2.7850093230989503,0.3961614398411872,0.027919530688051853,0.03408185611738298,0.25463831889249533,1.1410231350660391,1.4263515509643758,0.16447086037101372,0.2016663097241005
3,0.5063019217645465,1.0648206411358447,1.558676431131655,3.530519081816192,0.3449664082366329,0.15636808021954002,3.8523707672194503,0.7016184427309547,0.4869716633877139,1.0572926625331187,1.028130281627913,2.1362816811037377,1.6486546075878432,0.22196043073250465,4.186107100564654
64,1.0425543806080642,2.6050534091532285,0.8804987725078885,8.761488694120384,1.3344189815857304,0.3985841907512057,7.585773267986663,3.3537161158685875,0.17416040544782385,4.8407427597656545,1.2905182066343792,1.1592515253047275,0.6875351614534968,2.570667445714364,10.713189292924202
16,3.248106887970504,0.3265732618105467,2.676630630065289,2.32171067047173,2.121701285192283,0.17019816538001847,6.584980825325925,0.17432879394132703,0.10691551053985507,0.27563498876900866,2.380445640361202,6.668508029660377,5.813338623915708,0.07622066256990467,0.32945621173253087
5,5.694504044998226,4.707604219847044,0.8893906699160826,7.162399434549458,2.802371823176889,1.487077398817207,5.712052686324138,1.6299353741243183,1.3468527698125505,0.20044974744411853,0.8046885737556869,1.134718155152009,1.9377491896008812,1.0070858565044714,0.9809255972553526
21,2.4894454788071205,2.363846199946988,0.5416857921797359,3.3811015771538697,2.0904188610153605,1.2712290618267275,3.299516405077929,1.4273963063763488,0.6694359976070253,0.15338706537364566,1.2061343101563868,0.7206148419649067,0.8747501719132927,2.148943922177317,0.4076104865668932
69,3.03992733087374,0.8954870175444795,4.911939277838401,0.8405681862979097,4.031848409219626,1.5236985857343177,4.062734896738508,0.6000582411188712,0.3481846628154537,0.8376721468253687,4.263435281476001,10.01640639217231,10.128251250775321,0.9463462107324323,0.3882055928159518
68,4.187402526670719,3.1207847368207084,1.1323652320854216,3.2434020716206127,2.587320206132353,1.8309974147466515,8.451885617380196,2.086220601906778,1.0514497308366053,0.0058606099642287334,2.300197526806594,2.5836989404722965,1.8707645395801986,0.7683050226353547,0.24763062508941863
39,0.6636065884076665,0.10014201422889311,1.2754155437656727,0.7472990247469543,0.3831821289989515,0.2536414519426035,7.080603358866806,0.12703150132531144,1.2976247563506604,0.12480423879468247,0.5725332185455433,3.22598261935988,3.8530402701321202,0.7352461207487601,0.04237852079306096
31,0.8099254760414789,0.5140984904223592,0.360895699442048,5.217028823944597,0.06445248857566727,0.01993596568033568,6.1338282150059715,0.17980098135454098,0.05048417810975553,0.02816724385116508,1.2834081359382206,0.8755554819708844,0.5426465813741302,0.05153376850348302,0.6788543967065183
54,6.536601060651734,5.482611756415782,0.9922181731722913,6.8775775416598375,4.827862974831704,1.0453237533961461,4.31495470538598,2.278362445365968,1.3186651769080888,0.16117537229637616,1.140921180343538,2.088547320650796,0.5625996625011008,0.8313896833835812,1.2724868291307363
53,2.165766067143914,1.617742474775207,0.8051205100785758,2.5158838979794687,1.3715872127860218,0.45008237009732804,4.903987306422846,0.5779004293200769,1.1818259264744055,0.2068072189778588,1.2693141361314826,1.0597013495793364,1.2964749101289446,0.07913840703119232,0.3029841907599899
72,0.9442117282932558,0.057580189531505684,4.84540551365197,0.05537338295241274,1.045781563970914,0.3321618240481517,0.6645293564995829,0.23665745754661918,0.7695355345406525,0.35784790825139856,3.874322392998346,4.793938039488212,6.696597178563081,0.2443100810638195,0.5670447789778512
67,1.2787408234273914,0.11806771304341511,1.8905685522447615,0.6626147366092947,0.9540828545724976,0.16260956227334178,2.3741393641314357,0.027461407811968864,1.0632649892773836,0.16672943455275338,2.5479211506311494,3.1256712632064994,2.91884647538569,0.4786734408898994,0.08488770862861539
32,2.040590422881426,3.2106511907103816,0.2980253275792608,4.64502920625423,3.3994844613735213,1.746953319284041,4.795605466454568,2.627807969191851,2.1915710518267906,0.5704899942406959,1.5351195924425334,0.49945140010535083,0.8457661329424302,0.290153760011437,1.5302734341596207
89,5.439685837017464,0.7378426107996869,2.7677550547531005,2.2809811621713925,2.1295923840792046,0.2660435830535562,5.430065303409882,0.6719532838432404,0.15262059911516973,0.018812345859482476,3.1600020890905887,5.274308681933355,4.776530039071461,0.33706213508016686,0.20258650614543527
49,0.7705274449461466,0.01835175436011109,0.6890483018777515,1.04418866906733,0.26612004363981423,0.050905390495079375,4.972516958695177,0.05522791406838193,0.16784399812182044,0.25107198134437464,0.22642615218581544,1.3050241896629313,0.9570247644129349,0.05881328156584394,0.12420950261437207
34,2.9776526050547005,2.3538089417989174,0.6481489745562088,3.3433657313199796,3.2942579301812787,0.06751230360525853,8.692891515407757,0.39897817694825766,0.5689940483155987,1.0040702463968305,1.606836348048937,2.2914038406320913,1.5695103829702821,0.13159120100515623,0.9857986886010224
81,4.546563213727454,1.9320362790645005,0.10833542386570666,2.173680911027586,1.9375658302796563,0.6800449530712199,12.36602755274223,1.8399716042382839,0.6790186785570307,0.8673596262244865,0.2854236512585795,0.49979997795351017,2.413410162539282,0.47945129244095847,0.4377303413812937
44,3.462791797090433,3.058585448122032,1.3667292843514875,2.9655751543698634,2.5631852269817355,0.31668726986810963,8.058622224413343,0.976969231883517,0.26796554798250083,0.07097906580855476,0.9542434515080301,1.5370239151954874,1.2704144687193335,0.23696383410551383,0.191915890736765
47,5.471109840361278,1.6720428399397231,2.994636506043165,4.977882609535455,1.8190138241542173,0.19134547766899293,7.755694519662418,0.2642067839842038,1.5851179793199985,0.05776442686064009,2.2177308561128006,2.188344312563742,3.27359322042526,1.5690329115566028,0.15871134123474684
62,1.8817052659215208,1.0609899684035486,1.642893262343693,1.572478507562033,0.6927940507033485,1.0861174153124442,4.863325493699575,1.7328783962370093,0.6697767829819687,0.9479688337401224,2.270390388802594,1.2852285012690685,1.4425135512562905,0.6077411898974513,0.5640160888530207
77,0.38219270503906394,0.016003451728123744,3.612683455235581,0.04963470431280273,0.25397597137942746,0.18480273636964442,1.1844065510044401,0.01214207536668036,0.770034442066336,0.3001598261974287,4.453281659227698,1.8294410330360922,3.1844140662231117,1.4238029075399825,0.1362158677210366
51,0.7606215378332631,0.05589982084461757,1.6830727689073715,0.7673243968725677,0.6868115492565527,0.1254481682718154,3.148340483969797,0.021243041628667497,1.1537925140527479,0.11574270925351551,1.0656230667424076,3.1060005394404318,3.119800080790629,0.6906944368245184,0.08184189424920196
26,0.41902875321418687,0.06160442126141945,2.594223174023741,0.24269104654817295,0.07657107253487844,0.1698364669859771,1.9065788676775943,0.07645722436102076,0.18196150549024992,0.03011190603207999,0.773991948396383,1.5810536513016156,2.590569398614213,0.03218546044867808,0.01583116878374537
56,1.1012354064001273,1.796920084582022,0.1151417855769105,4.496172143473105,1.0076439903320626,0.3492810835448585,3.314527831428037,1.8484286438253814,0.7088412591710133,1.3516096438079817,0.15309242419572033,0.41458512268103154,0.2635018150068798,1.2029532705345989,2.5934932155610695
2,6.384084663671046,4.509216162606517,0.8985050376553033,7.843798273656136,2.038196923419023,0.4041991432279208,6.482025188250016,1.3960980756171675,0.5626866964163139,0.44572508459020965,0.7480079864080706,4.4808563569397135,3.792213868704145,0.2505664365135881,2.1366584516588367
12,0.7678263143803353,0.27944180703280236,3.4062227166861367,2.404397304414041,1.0113248178463956,0.20220582284591382,3.126101535946247,0.10573912427488784,0.01063204104760597,0.21341065630854844,1.293754912710987,2.7363254940010977,1.9457702085648183,0.30853440784463837,1.275478695999639
73,6.233790401764818,2.041663185199511,2.3813179625698213,5.458381767694033,2.6766746941667527,0.13105074363479466,7.650726163128837,0.6207848300763353,0.5654599605883086,0.3381372238421821,1.886451708964293,3.3633491608889754,7.065288657232286,0.18185330504030686,0.14813920386913887
8,2.4866056175357247,1.9286490778341134,0.6832508063765477,2.914001315687963,0.5500535999711231,0.18976762500343175,7.91378900147503,0.8452030939658872,0.07225075449992631,0.1631506553023048,0.9351977040988265,1.3391136524826912,0.9661303868385681,0.34859822984917016,1.2871887288979065
83,2.4826283115082264,1.2655380102580254,0.9033232243021214,4.109749986492076,0.8052591528420655,0.17113996464989353,4.504635129641298,0.8901297697087025,0.3931593838271056,0.4286332695876807,1.743178070106154,1.6802318267062162,1.7643954424304584,0.06991862397505375,2.160651077507125
