storm_number,storm_name,cluster_0,cluster_1,cluster_2,cluster_3,cluster_4,cluster_5,cluster_6,cluster_7,cluster_8,cluster_9,cluster_10,cluster_11,cluster_12,cluster_13,cluster_14
82,C3S_STORM_TRACKS_ERA5,24.368395092051035,20.721475993309,22.538507365655207,24.790940595148527,20.140368790266205,26.289991477334148,39.37604571930674,20.735189437628595,27.2002213440472,17.14912374805476,22.382516936519828,29.269237255765947,34.57634020744884,20.10779936000717,15.131533252534489
1,C3S_STORM_TRACKS_ERA5,25.458855643967585,16.156132023463712,22.72311537050522,29.403010493168523,15.261457038002485,16.455218940568763,37.01636708910207,10.239899749662303,13.241111984128576,8.678959095837367,23.154076346160917,22.494706053407704,24.844305292682563,15.564853564864094,17.92393394560338
13,C3S_STORM_TRACKS_ERA5,15.737686784328389,11.194305210520064,26.58418779689765,14.047760681460085,15.637382528460138,16.215937476308213,26.58579266499154,9.814118649772919,14.674461672124922,14.442558232557523,22.364187144008564,29.580476528194062,36.694054354370465,14.638352140012351,13.517351776428772
95,AIDEN ,12.533478826740767,17.162027976503808,16.14279558261927,27.321641320651207,16.60148733099765,14.277548262228093,36.68653589815924,11.60345714566888,17.527048476428906,8.937543677784161,15.061115689765877,19.633908144021014,21.388385496003146,10.941067603034949,19.482249932239505
7,HERTA,20.114120067706736,24.07442519240757,19.30650876298624,34.35934679765765,14.036970405167082,16.682190040918282,31.411481931773096,17.192172334789404,19.371719613677953,16.832676619437628,18.09509180590549,25.721417190647095,24.666339067917004,23.088738103105843,33.80087438404141
79,C3S_STORM_TRACKS_ERA5,20.43107206910362,20.071499663179907,14.666188387174511,32.744863613704204,15.409565252464624,24.481733389748594,43.152139727765785,17.547457709424098,19.885460027071552,14.952282953626858,13.29434149066121,20.45530412254631,20.311475160176823,20.846143694202517,21.460543500846082
50,C3S_STORM_TRACKS_ERA5,18.13279366340838,11.502320821039628,20.27245183210473,23.010474043859077,14.712689317151984,14.834300860512815,40.230844832366216,9.043652661788059,18.001488446301394,14.81579475608834,15.637994538375693,20.873459604366225,22.994611668638097,10.402529472385165,18.038500655150344
90,C3S_STORM_TRACKS_ERA5,16.134596334976358,10.391513458823937,25.384646976668407,23.387331393007305,16.539915072292835,15.740256886255363,37.13980529956251,9.13804467750662,16.528020842981064,17.46126037359688,20.7486423672269,28.661964622419237,28.86142169857046,14.213220830767328,17.817172312233694
27,C3S_STORM_TRACKS_ERA5,18.336883205553175,17.63267485776048,11.601320588490132,25.093981246096117,18.118657580956867,15.404476375040277,35.794933173257874,11.393144828184443,12.942977471287833,10.576952278296275,17.239294455527663,12.22225863216055,12.141859717835594,14.173367999439389,16.53508610773497
58,C3S_STORM_TRACKS_ERA5,29.39816360755774,16.640986664286373,26.50904480101001,25.491979817130108,25.828027604201537,23.48089737458981,37.612747676921074,15.788971699720317,22.80211058344774,20.745676559023902,23.69650325567546,35.54813549838709,37.6766859726913,18.7345941164836,15.496045088866019
76,C3S_STORM_TRACKS_ERA5,16.491935410667615,17.50508343951516,15.794415253113367,31.36916847110278,12.754099266373789,14.992267071925982,42.65504462033051,16.314939670688226,15.201523119192256,14.980932369365725,15.161415710132887,23.418310575181295,22.80187713594273,19.200929322568925,24.21435545499008
71,CHRISTIAN,26.854982274572208,27.07314680671159,16.02425040488808,32.78248734277622,19.518252255521908,13.515779452335634,24.472861437158404,17.628896867148793,16.41762043001971,16.591141254810104,18.7887909241215,17.773778332507767,15.456517220865129,17.89338977483901,25.58811178678212
63,C3S_STORM_TRACKS_ERA5,18.541783926871314,16.004288315532214,19.996545575544985,28.13668920724729,11.81341866537958,11.984610688224011,41.90912449963218,12.41444347285505,10.885572723382921,10.15559808051814,14.957126721250043,23.922845735847137,23.071332167672885,14.49246265924373,18.265356980893078
48,GERO,20.389251513310363,14.359226326120275,29.239494312348075,25.32290848464771,16.17271589070689,10.196130034792642,49.05255734521522,6.627761785083241,11.119251386347901,8.80325972282878,20.871067419490934,26.55459887808605,28.799050791671384,7.605184392612337,16.480423007891975
45,C3S_STORM_TRACKS_ERA5,29.255761664467915,26.509552957843752,13.030525240403133,31.53383190135887,19.1598553514614,19.51649591486337,32.183727232097795,17.621031507232345,21.611281922168732,14.257765894336679,19.728800147466686,18.514542126462118,17.684417303297362,18.405335273000702,24.362836418822475
85,C3S_STORM_TRACKS_ERA5,30.12425710734151,16.33262142044316,28.80177149352934,27.2793843791113,21.000909405180256,13.799751818648781,48.80995188554358,13.580252131709003,11.66041379843929,13.052668955600176,27.389134222581188,46.39937496647279,49.9537020399905,11.323324993496056,13.018176147652495
6,WIEBKE,31.1640151137635,33.226517276025895,19.523878265291962,37.104054782541084,27.242167670239837,39.4625138825582,34.17709083033977,24.810137354057712,29.546284394680516,16.763285586009264,21.353962267396696,14.681554583158288,19.010551825231524,29.03964624699871,17.478932870523494
