storm_number,storm_name,cluster_0,cluster_1,cluster_2,cluster_3,cluster_4,cluster_5,cluster_6,cluster_7,cluster_8,cluster_9,cluster_10,cluster_11,cluster_12,cluster_13,cluster_14
82,C3S_STORM_TRACKS_ERA5,2.2427624384105935,1.4413146094702645,1.4528142058357272,1.7053518597008972,1.4821314759221005,2.2809852577461,4.591922947805249,1.6182922235063477,3.075133683032314,0.556794409942512,1.6197253505791205,2.9032079293718547,3.8072495448701678,0.8562818962755707,0.3919143442219032
1,C3S_STORM_TRACKS_ERA5,2.5499150188718995,0.6313542891087455,1.4909206994782513,3.063363550723296,0.4014768230491941,0.3142910411667763,3.869775292718796,0.1225794040238127,0.08155610456516388,0.006146900541842915,1.8180196011940042,1.3968510503546836,1.3489573734027371,0.2489366041238076,0.7623279167552912
13,C3S_STORM_TRACKS_ERA5,0.3880778061041048,0.11188190321075889,2.341127743731427,0.08118032026073081,0.4610700087277488,0.2900183695994042,1.3201622936445556,0.09761525199793948,0.1728901364655836,0.22982921884398727,1.6150948440865651,2.9834138621345714,4.470058708401588,0.1749775960635591,0.23799998898025979
95,AIDEN ,0.09079392394513038,0.7883237279382393,0.3757706505694194,2.405377410057821,0.6338073888258792,0.1360903395202935,3.773347954984858,0.22681515631992671,0.5072964679081832,0.007835236928894436,0.22767176170709214,0.9070703323675182,0.7340436413407654,0.02395976317472927,1.0221319008392244
7,HERTA,1.1764965890697863,2.1527009984254932,0.839556099807757,4.972493751064157,0.23882074903478168,0.33841625287150096,2.3706792237832173,0.979825634655118,0.8358253669475744,0.5099068978484286,0.6695232166286494,2.0568661815486258,1.3134239642769674,1.4602520360932068,4.788284810482228
79,C3S_STORM_TRACKS_ERA5,1.2474534775842236,1.3126723625220114,0.22183925719714173,4.290645982837102,0.42442293582662827,1.7888232191246045,5.8790799908439375,1.0402430935360454,0.9422361365893742,0.27859511126825776,0.08584179772361976,1.0378301460211599,0.5781234334705275,0.9918410752119269,1.400635398716001
50,C3S_STORM_TRACKS_ERA5,0.771676752232328,0.13037282277576573,1.0107876988730806,1.2788579348410163,0.32257648237588676,0.17274125435059176,4.868277420347261,0.06128731290784226,0.5835636992005018,0.2649615624635526,0.2928794479395627,1.1075270604910568,0.9993876131184282,0.0161645704354121,0.7801985435000307
90,C3S_STORM_TRACKS_ERA5,0.442597840244625,0.07199230744428847,2.0675158627940937,1.3644463036794843,0.6219446373267593,0.24527972857725702,3.9061390418556106,0.06514771153327538,0.3659172646745757,0.6052579881892691,1.2235184764651192,2.7495104577422436,2.2467729493152793,0.14649735357963964,0.7458561194883918
27,C3S_STORM_TRACKS_ERA5,0.8100384258299616,0.8665383899274931,0.04299720411869121,1.7834413990650348,0.9594738572702485,0.2164819374501699,3.517979622182672,0.2083288202147118,0.06811717245510412,0.02950448795312334,0.5212428856874166,0.1384078694749711,0.017807226282438877,0.14399777185640156,0.5620846732061919
58,C3S_STORM_TRACKS_ERA5,3.7540123156323633,0.7052062140054889,2.323777827528228,1.8883838560492439,3.3719785826470687,1.5400997524148858,4.046871570841054,0.7523179948206278,1.6593821152214114,1.242376985421287,1.961136493288929,4.724470941336452,4.794712041026379,0.6305027281267939,0.4328999251592505
76,C3S_STORM_TRACKS_ERA5,0.49488998165357584,0.8450516145151338,0.335506070474942,3.7578184171359794,0.12006394842463164,0.18421895767094032,5.699320716240751,0.8353407784196443,0.21876562313095596,0.2815106316481132,0.23833663515649073,1.5746788290276177,0.965585506326886,0.7032372384340451,2.0083131142309347
71,CHRISTIAN,2.960220464682373,2.8387130868405874,0.3618033825530383,4.305810426360785,1.3115360424397913,0.09507455203998513,0.941059988061696,1.0542327275464145,0.3519072400789944,0.47565150510884946,0.8015891843492129,0.6425706230251137,0.11947087021682339,0.5098570695090938,2.343671279468247
63,C3S_STORM_TRACKS_ERA5,0.8493687635736731,0.6089521265246259,0.960695145400902,2.654020924503862,0.06405872800828752,0.0404480767951174,5.435769552725608,0.3060580259871674,0.014775459725477705,0.021676230412138345,0.21691492155817896,1.6756487695849198,1.0129863225841027,0.1648266440256892,0.8161741294353385
48,GERO,1.2380012751883502,0.3904618704534425,2.9697039699609196,1.8434741897359574,0.5535206727521823,0.01121751503142105,8.316005092967904,0.007685972414684458,0.018086093287829605,0.006916096019563479,1.251953989803486,2.2444609479497886,2.2315235023442592,0.0011358999254181684,0.5548393045025458
45,C3S_STORM_TRACKS_ERA5,3.7080150154967617,2.706976278787657,0.1036759243841136,3.8194514290408694,1.2170605863925255,0.7298012014469275,2.559926721258288,1.0528793956814153,1.3441861455458972,0.21358888596303416,0.9956768989817344,0.7424907590867982,0.2791035447821254,0.5816467736007851,2.0435575075680577
