1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,start_date,storm_index,storm_name
8.384731,8.485303,8.63289,8.439828,8.947111,8.756898,8.76024,8.588127,8.306974,8.488861,8.0850315,7.490704,7.17956,7.147669,7.495028,7.9978585,8.113798,8.407223,8.053297,7.64864,7.5511484,7.6996336,7.7786145,7.7156835,7.645513,7.601784,7.3370404,7.5704327,7.282135,7.2527833,7.3090596,7.4017267,7.2754173,7.2593117,7.0149717,6.9814205,1990-01-23T03:00:00,2,DARIA
5.5710583,5.4019275,5.043822,4.6920857,4.109785,4.064802,4.430023,4.743787,4.9687343,5.3307605,5.0925927,4.7642765,4.9056034,5.5547585,6.0048532,6.580643,6.6585684,6.607414,7.0565467,7.6227818,7.795556,7.1512694,6.6888146,6.241732,5.912097,5.568598,5.4138756,5.2954593,5.1965313,5.2857475,5.436411,5.6544833,5.595896,5.388519,5.354291,5.083841,1990-01-28T18:00:00,3,C3S_STORM_TRACKS_ERA5
9.967989,9.908823,9.420295,8.700859,8.162566,7.723832,7.819068,8.130985,7.5329914,6.8679447,6.8191695,7.3836823,7.9973598,8.29124,8.714255,8.547942,8.418064,7.9701605,7.608512,7.548387,8.153783,8.392758,8.424495,8.317055,8.061261,7.905975,7.6552806,7.4257536,7.1190805,6.8684554,6.7919126,6.8834176,6.9696593,7.104913,7.126984,7.134805,1990-02-01T00:00:00,7,HERTA
6.455786,6.508579,6.797545,6.783619,6.74433,6.6769757,6.97305,7.2315316,7.2714705,7.040547,6.9094577,6.655907,7.4628735,7.11775,6.9470115,7.7015796,8.447959,8.562358,8.650459,8.809462,8.613721,8.163461,8.020032,7.366645,6.525121,6.2827163,6.1375976,6.1876235,6.079024,5.727769,5.579808,5.3150544,5.159062,4.9287863,4.7303905,4.6119423,1990-02-22T15:00:00,6,WIEBKE
6.5402923,6.712126,6.9834843,7.3746634,7.622104,7.8112874,7.607402,7.573602,8.593734,9.19383,9.320711,9.282598,8.644172,8.156425,8.102673,7.822771,7.8421297,7.81456,7.5851254,7.5550246,6.778781,6.67887,6.7163596,6.5970864,6.44005,6.235219,6.140728,5.9940724,5.8566127,5.791045,5.6596327,5.4004855,4.609588,4.3925753,4.365611,4.4916716,1990-02-23T18:00:00,5,VIVIAN
10.751381,10.707105,10.237731,9.906304,9.414699,9.309758,9.217771,8.994536,8.837805,8.816434,8.600274,8.733099,8.845494,7.648225,7.532296,7.162316,6.9982376,6.811241,6.8557534,6.864112,6.9783044,7.121867,7.2856956,7.433589,7.607251,7.6719685,7.8340898,8.059385,8.261496,8.291386,8.373965,8.495685,8.587675,8.648466,8.519825,8.268961,1991-01-03T00:00:00,8,C3S_STORM_TRACKS_ERA5
7.7348113,7.781786,7.911315,8.877083,9.331,9.557985,9.327858,9.210636,8.859112,8.744238,8.444021,7.924316,7.715788,7.6169486,7.6393332,7.1869283,7.2436757,7.1531262,7.014668,7.025845,6.9361267,6.5669084,6.0760646,5.806874,5.8132305,5.8156548,5.9659214,6.314601,6.560961,6.4545016,6.7102833,6.7626076,6.898075,6.8539653,6.8242836,6.5707803,1991-12-18T18:00:00,9,C3S_STORM_TRACKS_ERA5
12.47769,12.8477955,12.547215,12.422654,12.020634,11.6083765,11.2951765,11.205864,10.471252,9.864624,9.825546,9.488055,9.238682,9.010272,7.912806,7.798046,7.966433,8.08149,8.2732115,8.124923,7.30563,7.018398,6.37165,5.8707094,5.2549005,4.9566016,4.8088512,4.5193877,4.327919,4.1166325,4.081408,3.9037395,3.4673495,3.5041325,3.6705618,3.8051474,1991-12-30T21:00:00,10,C3S_STORM_TRACKS_ERA5
4.9678216,4.6426525,4.713117,4.388658,4.127116,6.9180064,5.134921,4.107427,3.8428714,3.6920404,3.5290534,3.4047463,3.3754673,3.2329855,3.1669793,3.1469502,3.1650662,3.328011,3.5081499,3.661967,3.6420891,3.6641245,3.766359,3.8923354,4.0387235,4.281658,4.430013,4.4712424,4.5613728,4.6751122,4.7247944,4.744502,4.682874,4.801066,4.670796,4.61247,1992-02-24T06:00:00,11,C3S_STORM_TRACKS_ERA5
4.6969438,4.7185397,4.870126,5.087972,5.693474,6.0619345,6.492188,7.1819677,7.3868976,7.3003383,7.5708137,8.164133,8.481863,8.789934,9.113119,9.266128,9.048892,8.6362915,8.317017,8.31901,8.212867,8.147443,7.025027,6.6566477,6.313831,5.9459915,5.7446537,5.744891,6.027547,6.6197877,7.2204304,7.7500124,8.065668,7.7625413,7.1368012,6.9887285,1993-01-12T00:00:00,17,C3S_STORM_TRACKS_ERA5
