1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,start_date,storm_index,storm_name
24.50098,24.110338,23.799877,26.870548,26.144701,25.80494,24.849152,24.539333,24.317867,24.462465,24.334805,23.996729,24.065042,24.157463,24.400751,24.215614,23.86199,22.618689,22.319,21.72036,21.44702,20.845432,20.321928,20.12396,19.602568,19.216387,18.652365,17.881021,17.325388,17.31037,16.932447,16.94723,16.79287,16.664322,16.738209,16.826166,1990-01-23T03:00:00,2,DARIA
23.982864,23.909008,24.42319,24.200958,24.300875,24.170784,24.108646,23.779778,23.355608,23.28725,23.144196,22.986513,22.943886,22.781971,22.199305,21.225542,20.600048,20.438581,20.380125,20.085583,19.465866,19.125736,18.599554,18.28938,17.740883,17.35912,17.11856,16.98249,16.777258,16.479582,16.048796,16.175383,16.034962,16.174713,16.041737,15.552001,1990-01-28T18:00:00,3,C3S_STORM_TRACKS_ERA5
23.310173,23.474876,23.515821,23.170893,23.034477,23.11015,22.628103,21.96823,23.46126,23.395496,23.84749,23.578917,22.676638,21.99698,20.68512,19.18,18.211706,17.64588,17.153915,16.79665,16.637037,16.478922,16.569864,16.663916,16.999903,17.071022,17.387636,17.246988,16.941513,16.49941,16.178928,16.252058,15.739047,15.2549715,15.569484,15.876173,1990-02-01T00:00:00,7,HERTA
18.129725,18.207884,18.092947,18.27291,18.66431,19.147505,19.152025,19.190067,19.109447,18.898512,18.956028,19.092648,18.193405,19.139965,19.97859,19.300756,18.208744,16.478115,15.267847,14.925278,13.968983,13.530572,13.8682375,13.22646,12.968343,13.120973,13.343115,13.3028145,13.296018,12.993736,12.790587,12.466474,11.699575,10.507969,10.334576,10.192543,1990-02-22T15:00:00,6,WIEBKE
17.838537,18.175562,18.431465,18.383606,18.436905,18.539717,18.575464,18.383705,19.368935,19.236776,19.470783,19.203583,18.38694,17.732899,17.486502,17.531168,16.910288,16.479307,16.483616,15.770535,15.682263,15.4698515,14.688587,14.327043,13.752364,13.1551075,13.2459955,12.836863,12.880843,12.878872,12.31876,12.199342,12.334942,12.327111,12.294146,11.835639,1990-02-23T18:00:00,5,VIVIAN
27.026363,27.302088,26.691698,26.577473,25.97898,25.350685,24.13366,23.436655,23.013046,22.532732,21.124739,20.203186,19.333908,19.379526,18.891132,18.359663,18.539192,18.670326,18.632725,18.398912,18.68108,18.650986,18.668037,18.684883,18.582315,17.820364,16.506224,15.971379,15.677844,15.498063,15.383411,14.55619,14.03803,13.22824,12.8093195,12.731172,1991-01-03T00:00:00,8,C3S_STORM_TRACKS_ERA5
23.105839,23.729557,24.277163,25.086935,25.15182,24.906343,25.237463,25.187521,25.714405,25.747835,26.134373,26.125172,25.838089,25.534988,25.033613,24.363892,23.721537,23.342924,23.185293,22.174696,21.579887,21.14927,20.792696,20.331274,19.79455,19.176064,18.128126,16.517794,15.816414,14.722202,14.403604,13.849142,13.222102,12.42765,11.7367935,11.177668,1991-12-18T18:00:00,9,C3S_STORM_TRACKS_ERA5
27.235365,26.802711,26.889782,26.450672,27.244411,28.385841,28.887333,29.230406,29.742474,28.834467,26.228224,24.461226,22.85569,21.219545,18.92666,16.941734,15.337548,14.185486,13.226338,12.6698,12.933672,12.911326,12.38975,12.312634,11.583482,11.159265,10.857919,10.554096,10.449223,10.020079,9.95812,9.631534,9.929873,9.759943,9.742456,9.934261,1991-12-30T21:00:00,10,C3S_STORM_TRACKS_ERA5
25.6615,25.719282,26.078608,26.921825,27.401878,27.80525,13.0045185,13.910176,13.989734,13.899486,13.880468,13.7074795,13.365153,13.0857525,12.625596,12.099389,11.670547,11.448113,11.26886,11.228124,11.035454,10.727343,10.397625,10.249452,10.108841,9.823982,9.508246,9.384274,9.113855,9.086845,8.902772,8.58258,8.295589,8.333899,8.024926,7.761604,1992-02-24T06:00:00,11,C3S_STORM_TRACKS_ERA5
25.548475,25.71099,25.29182,24.947193,24.116835,23.82074,22.938745,23.04528,22.716702,22.502674,22.259954,22.85317,23.266926,23.97431,24.687473,25.376759,25.941715,26.251356,26.52923,26.714615,26.935305,27.123022,27.773737,28.31195,28.497486,28.639633,28.685165,28.373749,27.984335,26.769958,25.565966,24.20579,23.625362,22.991718,22.077759,21.169485,1993-01-12T00:00:00,17,C3S_STORM_TRACKS_ERA5
17.132566,17.180676,17.065825,17.44509,17.59923,18.00451,18.320208,18.388903,18.01059,18.213078,18.755463,19.425669,19.727194,20.307743,19.95642,19.354073,18.623602,17.780605,17.732578,18.502413,19.144156,19.139006,18.962898,19.140348,18.689476,18.34627,17.943974,17.137562,17.01543,16.092413,15.828669,15.02058,14.615873,14.393873,14.092245,13.961885,1993-01-14T03:00:00,16,C3S_STORM_TRACKS_ERA5
24.995173,24.928923,24.455929,24.030127,23.133944,22.249031,21.225824,19.944666,18.911232,18.28395,18.193901,18.777803,19.182314,19.995834,20.35328,20.461449,20.346258,20.249113,19.947578,19.57626,18.756588,18.287388,17.846815,17.938662,17.463408,16.818134,15.7891865,15.049411,14.20737,13.787815,13.170227,12.774791,12.533005,12.204569,11.917221,11.628596,1993-12-03T00:00:00,19,C3S_STORM_TRACKS_ERA5
20.604355,20.457184,20.077366,19.861664,19.681553,19.668314,20.229519,20.816397,22.139143,23.149,23.398693,24.558346,23.849203,22.250322,20.899754,19.609518,18.30215,17.395102,16.609627,15.688665,15.097502,14.335677,14.249423,14.590582,15.14268,15.289055,15.376462,15.134208,14.906228,14.774185,14.384001,13.748744,13.655503,12.928317,12.48761,12.531211,1994-01-21T12:00:00,20,C3S_STORM_TRACKS_ERA5
25.031193,24.016243,22.345892,22.083221,21.833317,21.246195,20.587835,19.7283,19.622585,19.52881,19.696228,19.58451,18.932833,18.70739,19.190632,18.550896,18.066383,17.767096,18.266165,18.849009,17.840816,16.266907,15.783822,14.524884,13.829942,13.22195,12.558865,12.893633,13.108363,13.102518,13.136934,12.808431,12.659443,12.331308,11.654217,11.3125105,1994-01-23T06:00:00,21,LORE
21.686714,21.650763,21.617802,21.47133,20.722265,20.185055,19.855236,19.173439,18.703016,19.30391,19.637478,20.211332,20.652313,20.912033,20.995344,21.003117,21.059132,21.298662,21.37474,21.59118,20.920563,19.546227,18.839329,18.003185,17.65917,17.736404,9.476384,8.572894,7.776804,7.5556273,7.415858,7.167221,7.3479266,7.451717,7.560963,7.304485,1994-12-07T18:00:00,22,C3S_STORM_TRACKS_ERA5
23.423754,23.492294,23.585823,23.698784,23.77784,23.667002,23.567417,23.391521,23.303726,23.452274,23.160587,23.458128,23.524895,23.45724,23.240705,22.720318,22.562622,21.81982,21.268908,20.578133,20.449762,19.884226,19.624895,19.473076,19.051237,18.876722,19.09641,19.421768,19.696201,19.592379,19.10963,18.100246,16.871176,15.498917,13.88985,13.24999,1996-10-12T00:00:00,27,C3S_STORM_TRACKS_ERA5
26.47907,26.64625,26.889269,25.883762,25.28178,24.517365,23.575226,22.787998,22.561821,22.15654,21.865128,22.069372,22.036818,22.11624,21.600924,20.358969,19.090364,17.782223,16.389402,15.511126,14.349936,14.023701,13.383184,13.768105,13.234172,13.012858,12.872101,12.729189,12.63469,13.22938,13.146501,13.484013,13.748987,13.967247,14.235923,13.42146,1996-11-05T12:00:00,28,C3S_STORM_TRACKS_ERA5
25.319237,25.417774,25.627783,25.845713,26.324682,26.54803,26.723528,26.552984,26.721222,26.755707,26.855545,26.992989,27.208073,27.068308,27.434134,27.5507,27.551746,27.87403,28.043749,27.607409,27.49816,27.079975,20.697926,21.895676,21.8281,21.715689,21.563684,21.278639,21.143103,20.742205,20.32632,19.851135,19.387117,19.129234,18.835733,18.664852,1997-02-15T03:00:00,29,C3S_STORM_TRACKS_ERA5
18.016636,18.077261,18.35135,17.893456,18.355066,18.833006,18.61254,18.662363,18.901,19.325882,18.899126,19.354475,20.084007,20.630932,21.287184,21.127232,20.45282,19.93105,19.284134,19.341928,19.092598,18.434849,18.067137,16.842237,15.813048,14.005882,12.402866,11.456499,11.036421,10.525935,10.34786,10.526969,11.300359,12.171872,12.665295,13.337507,1997-02-22T09:00:00,30,C3S_STORM_TRACKS_ERA5
26.520147,26.63394,26.605291,26.272354,25.871893,25.371319,24.86261,24.152699,24.284664,23.582432,22.909592,22.205935,21.374784,20.684307,20.062166,19.34724,18.838528,18.37244,17.558296,17.28226,16.82867,16.327444,15.628863,14.892129,13.921374,12.765863,11.6441345,10.780297,9.759593,9.991783,9.956336,9.774711,9.566157,9.611547,9.419953,9.406112,1997-12-31T00:00:00,32,FANNY
27.637001,28.151075,28.527397,28.264204,27.969582,27.7093,27.124197,26.650448,26.143894,24.831648,24.501308,24.305323,24.37138,24.354406,24.218073,24.05772,23.948198,23.738691,23.107107,21.894314,20.802942,19.262745,18.478844,17.196331,16.333889,15.728395,15.289386,14.817729,14.284063,13.837327,13.545634,13.215211,12.977179,12.306076,12.571041,12.79269,1998-10-27T12:00:00,36,XYLIA
17.071308,16.051493,15.128672,14.364137,13.714912,13.057573,12.784784,13.390338,13.409785,13.387283,13.488322,13.706097,14.122043,14.761657,15.052801,15.150633,15.179451,15.076913,14.98608,16.088974,15.897254,15.72017,15.180606,14.553599,13.750649,13.579237,13.257234,13.072314,13.210876,13.040847,13.03516,12.605533,12.442278,12.296852,12.315668,12.881116,1998-12-24T00:00:00,34,STEPHEN
16.88418,16.85883,17.247288,17.617533,17.433634,17.376612,19.326635,19.960173,21.095238,22.718714,24.34386,24.554472,25.18043,25.02024,24.21441,23.3944,22.362333,22.198013,21.985123,21.445593,21.005442,20.894365,21.12471,21.603754,21.473097,21.2754,21.215559,20.827486,20.18176,19.676739,18.722954,18.11275,17.215189,16.587845,15.639219,15.231318,1999-12-02T00:00:00,37,ANATOL
