ArrayTaskID Nom_dossier Année Level
1 10m_u_component_of_wind 1990 0
2 10m_u_component_of_wind 1991 0
3 10m_u_component_of_wind 1992 0
4 10m_u_component_of_wind 1993 0
5 10m_u_component_of_wind 1994 0
6 10m_u_component_of_wind 1995 0
7 10m_u_component_of_wind 1996 0
8 10m_u_component_of_wind 1997 0
9 10m_u_component_of_wind 1998 0
10 10m_u_component_of_wind 1999 0
11 10m_u_component_of_wind 2000 0
12 10m_u_component_of_wind 2001 0
13 10m_u_component_of_wind 2002 0
14 10m_u_component_of_wind 2004 0
15 10m_u_component_of_wind 2005 0
16 10m_u_component_of_wind 2006 0
17 10m_u_component_of_wind 2007 0
18 10m_u_component_of_wind 2008 0
19 10m_u_component_of_wind 2009 0
20 10m_u_component_of_wind 2010 0
21 10m_u_component_of_wind 2011 0
22 10m_u_component_of_wind 2013 0
23 10m_u_component_of_wind 2014 0
24 10m_u_component_of_wind 2015 0
25 10m_u_component_of_wind 2016 0
26 10m_u_component_of_wind 2017 0
27 10m_u_component_of_wind 2019 0
28 10m_u_component_of_wind 2020 0
29 10m_u_component_of_wind 2021 0
30 10m_v_component_of_wind 1990 0
31 10m_v_component_of_wind 1991 0
32 10m_v_component_of_wind 1992 0
33 10m_v_component_of_wind 1993 0
34 10m_v_component_of_wind 1994 0
35 10m_v_component_of_wind 1995 0
36 10m_v_component_of_wind 1996 0
37 10m_v_component_of_wind 1997 0
38 10m_v_component_of_wind 1998 0
39 10m_v_component_of_wind 1999 0
40 10m_v_component_of_wind 2000 0
41 10m_v_component_of_wind 2001 0
42 10m_v_component_of_wind 2002 0
43 10m_v_component_of_wind 2004 0
44 10m_v_component_of_wind 2005 0
45 10m_v_component_of_wind 2006 0
46 10m_v_component_of_wind 2007 0
47 10m_v_component_of_wind 2008 0
48 10m_v_component_of_wind 2009 0
49 10m_v_component_of_wind 2010 0
50 10m_v_component_of_wind 2011 0
51 10m_v_component_of_wind 2013 0
52 10m_v_component_of_wind 2014 0
53 10m_v_component_of_wind 2015 0
54 10m_v_component_of_wind 2016 0
55 10m_v_component_of_wind 2017 0
56 10m_v_component_of_wind 2019 0
57 10m_v_component_of_wind 2020 0
58 10m_v_component_of_wind 2021 0
59 10m_magnitude_of_wind 1990 0
60 10m_magnitude_of_wind 1991 0
61 10m_magnitude_of_wind 1992 0
62 10m_magnitude_of_wind 1993 0
63 10m_magnitude_of_wind 1994 0
64 10m_magnitude_of_wind 1995 0
65 10m_magnitude_of_wind 1996 0
66 10m_magnitude_of_wind 1997 0
67 10m_magnitude_of_wind 1998 0
68 10m_magnitude_of_wind 1999 0
69 10m_magnitude_of_wind 2000 0
70 10m_magnitude_of_wind 2001 0
71 10m_magnitude_of_wind 2002 0
72 10m_magnitude_of_wind 2004 0
73 10m_magnitude_of_wind 2005 0
74 10m_magnitude_of_wind 2006 0
75 10m_magnitude_of_wind 2007 0
76 10m_magnitude_of_wind 2008 0
77 10m_magnitude_of_wind 2009 0
78 10m_magnitude_of_wind 2010 0
79 10m_magnitude_of_wind 2011 0
80 10m_magnitude_of_wind 2013 0
81 10m_magnitude_of_wind 2014 0
82 10m_magnitude_of_wind 2015 0
83 10m_magnitude_of_wind 2016 0
84 10m_magnitude_of_wind 2017 0
85 10m_magnitude_of_wind 2019 0
86 10m_magnitude_of_wind 2020 0
87 10m_magnitude_of_wind 2021 0
88 100m_magnitude_of_wind 1990 0
89 100m_magnitude_of_wind 1991 0
90 100m_magnitude_of_wind 1992 0
91 100m_magnitude_of_wind 1993 0
92 100m_magnitude_of_wind 1994 0
93 100m_magnitude_of_wind 1995 0
94 100m_magnitude_of_wind 1996 0
95 100m_magnitude_of_wind 1997 0
96 100m_magnitude_of_wind 1998 0
97 100m_magnitude_of_wind 1999 0
98 100m_magnitude_of_wind 2000 0
99 100m_magnitude_of_wind 2001 0
100 100m_magnitude_of_wind 2002 0
101 100m_magnitude_of_wind 2004 0
102 100m_magnitude_of_wind 2005 0
103 100m_magnitude_of_wind 2006 0
104 100m_magnitude_of_wind 2007 0
105 100m_magnitude_of_wind 2008 0
106 100m_magnitude_of_wind 2009 0
107 100m_magnitude_of_wind 2010 0
108 100m_magnitude_of_wind 2011 0
109 100m_magnitude_of_wind 2013 0
110 100m_magnitude_of_wind 2014 0
111 100m_magnitude_of_wind 2015 0
112 100m_magnitude_of_wind 2016 0
113 100m_magnitude_of_wind 2017 0
114 100m_magnitude_of_wind 2019 0
115 100m_magnitude_of_wind 2020 0
116 100m_magnitude_of_wind 2021 0
117 2m_dewpoint_temperature 1990 0
118 2m_dewpoint_temperature 1991 0
119 2m_dewpoint_temperature 1992 0
120 2m_dewpoint_temperature 1993 0
121 2m_dewpoint_temperature 1994 0
122 2m_dewpoint_temperature 1995 0
123 2m_dewpoint_temperature 1996 0
124 2m_dewpoint_temperature 1997 0
125 2m_dewpoint_temperature 1998 0
126 2m_dewpoint_temperature 1999 0
127 2m_dewpoint_temperature 2000 0
128 2m_dewpoint_temperature 2001 0
129 2m_dewpoint_temperature 2002 0
130 2m_dewpoint_temperature 2004 0
131 2m_dewpoint_temperature 2005 0
132 2m_dewpoint_temperature 2006 0
133 2m_dewpoint_temperature 2007 0
134 2m_dewpoint_temperature 2008 0
135 2m_dewpoint_temperature 2009 0
136 2m_dewpoint_temperature 2010 0
137 2m_dewpoint_temperature 2011 0
138 2m_dewpoint_temperature 2013 0
139 2m_dewpoint_temperature 2014 0
140 2m_dewpoint_temperature 2015 0
141 2m_dewpoint_temperature 2016 0
142 2m_dewpoint_temperature 2017 0
143 2m_dewpoint_temperature 2019 0
144 2m_dewpoint_temperature 2020 0
145 2m_dewpoint_temperature 2021 0
146 2m_temperature 1990 0
147 2m_temperature 1991 0
148 2m_temperature 1992 0
149 2m_temperature 1993 0
150 2m_temperature 1994 0
151 2m_temperature 1995 0
152 2m_temperature 1996 0
153 2m_temperature 1997 0
154 2m_temperature 1998 0
155 2m_temperature 1999 0
156 2m_temperature 2000 0
157 2m_temperature 2001 0
158 2m_temperature 2002 0
159 2m_temperature 2004 0
160 2m_temperature 2005 0
161 2m_temperature 2006 0
162 2m_temperature 2007 0
163 2m_temperature 2008 0
164 2m_temperature 2009 0
165 2m_temperature 2010 0
166 2m_temperature 2011 0
167 2m_temperature 2013 0
168 2m_temperature 2014 0
169 2m_temperature 2015 0
170 2m_temperature 2016 0
171 2m_temperature 2017 0
172 2m_temperature 2019 0
173 2m_temperature 2020 0
174 2m_temperature 2021 0
175 convective_available_potential_energy 1990 0
176 convective_available_potential_energy 1991 0
177 convective_available_potential_energy 1992 0
178 convective_available_potential_energy 1993 0
179 convective_available_potential_energy 1994 0
180 convective_available_potential_energy 1995 0
181 convective_available_potential_energy 1996 0
182 convective_available_potential_energy 1997 0
183 convective_available_potential_energy 1998 0
184 convective_available_potential_energy 1999 0
185 convective_available_potential_energy 2000 0
186 convective_available_potential_energy 2001 0
187 convective_available_potential_energy 2002 0
188 convective_available_potential_energy 2004 0
189 convective_available_potential_energy 2005 0
190 convective_available_potential_energy 2006 0
191 convective_available_potential_energy 2007 0
192 convective_available_potential_energy 2008 0
193 convective_available_potential_energy 2009 0
194 convective_available_potential_energy 2010 0
195 convective_available_potential_energy 2011 0
196 convective_available_potential_energy 2013 0
197 convective_available_potential_energy 2014 0
198 convective_available_potential_energy 2015 0
199 convective_available_potential_energy 2016 0
200 convective_available_potential_energy 2017 0
201 convective_available_potential_energy 2019 0
202 convective_available_potential_energy 2020 0
203 convective_available_potential_energy 2021 0
204 convective_precipitation 1990 0
205 convective_precipitation 1991 0
206 convective_precipitation 1992 0
207 convective_precipitation 1993 0
208 convective_precipitation 1994 0
209 convective_precipitation 1995 0
210 convective_precipitation 1996 0
211 convective_precipitation 1997 0
212 convective_precipitation 1998 0
213 convective_precipitation 1999 0
214 convective_precipitation 2000 0
215 convective_precipitation 2001 0
216 convective_precipitation 2002 0
217 convective_precipitation 2004 0
218 convective_precipitation 2005 0
219 convective_precipitation 2006 0
220 convective_precipitation 2007 0
221 convective_precipitation 2008 0
222 convective_precipitation 2009 0
223 convective_precipitation 2010 0
224 convective_precipitation 2011 0
225 convective_precipitation 2013 0
226 convective_precipitation 2014 0
227 convective_precipitation 2015 0
228 convective_precipitation 2016 0
229 convective_precipitation 2017 0
230 convective_precipitation 2019 0
231 convective_precipitation 2020 0
232 convective_precipitation 2021 0
233 convective_rain_rate 1990 0
234 convective_rain_rate 1991 0
235 convective_rain_rate 1992 0
236 convective_rain_rate 1993 0
237 convective_rain_rate 1994 0
238 convective_rain_rate 1995 0
239 convective_rain_rate 1996 0
240 convective_rain_rate 1997 0
241 convective_rain_rate 1998 0
242 convective_rain_rate 1999 0
243 convective_rain_rate 2000 0
244 convective_rain_rate 2001 0
245 convective_rain_rate 2002 0
246 convective_rain_rate 2004 0
247 convective_rain_rate 2005 0
248 convective_rain_rate 2006 0
249 convective_rain_rate 2007 0
250 convective_rain_rate 2008 0
251 convective_rain_rate 2009 0
252 convective_rain_rate 2010 0
253 convective_rain_rate 2011 0
254 convective_rain_rate 2013 0
255 convective_rain_rate 2014 0
256 convective_rain_rate 2015 0
257 convective_rain_rate 2016 0
258 convective_rain_rate 2017 0
259 convective_rain_rate 2019 0
260 convective_rain_rate 2020 0
261 convective_rain_rate 2021 0
262 convective_snowfall 1990 0
263 convective_snowfall 1991 0
264 convective_snowfall 1992 0
265 convective_snowfall 1993 0
266 convective_snowfall 1994 0
267 convective_snowfall 1995 0
268 convective_snowfall 1996 0
269 convective_snowfall 1997 0
270 convective_snowfall 1998 0
271 convective_snowfall 1999 0
272 convective_snowfall 2000 0
273 convective_snowfall 2001 0
274 convective_snowfall 2002 0
275 convective_snowfall 2004 0
276 convective_snowfall 2005 0
277 convective_snowfall 2006 0
278 convective_snowfall 2007 0
279 convective_snowfall 2008 0
280 convective_snowfall 2009 0
281 convective_snowfall 2010 0
282 convective_snowfall 2011 0
283 convective_snowfall 2013 0
284 convective_snowfall 2014 0
285 convective_snowfall 2015 0
286 convective_snowfall 2016 0
287 convective_snowfall 2017 0
288 convective_snowfall 2019 0
289 convective_snowfall 2020 0
290 convective_snowfall 2021 0
291 geopotential 1990 500
292 geopotential 1991 500
293 geopotential 1992 500
294 geopotential 1993 500
295 geopotential 1994 500
296 geopotential 1995 500
297 geopotential 1996 500
298 geopotential 1997 500
299 geopotential 1998 500
300 geopotential 1999 500
301 geopotential 2000 500
302 geopotential 2001 500
303 geopotential 2002 500
304 geopotential 2004 500
305 geopotential 2005 500
306 geopotential 2006 500
307 geopotential 2007 500
308 geopotential 2008 500
309 geopotential 2009 500
310 geopotential 2010 500
311 geopotential 2011 500
312 geopotential 2013 500
313 geopotential 2014 500
314 geopotential 2015 500
315 geopotential 2016 500
316 geopotential 2017 500
317 geopotential 2019 500
318 geopotential 2020 500
319 geopotential 2021 500
320 geopotential 1990 1000
321 geopotential 1991 1000
322 geopotential 1992 1000
323 geopotential 1993 1000
324 geopotential 1994 1000
325 geopotential 1995 1000
326 geopotential 1996 1000
327 geopotential 1997 1000
328 geopotential 1998 1000
329 geopotential 1999 1000
330 geopotential 2000 1000
331 geopotential 2001 1000
332 geopotential 2002 1000
333 geopotential 2004 1000
334 geopotential 2005 1000
335 geopotential 2006 1000
336 geopotential 2007 1000
337 geopotential 2008 1000
338 geopotential 2009 1000
339 geopotential 2010 1000
340 geopotential 2011 1000
341 geopotential 2013 1000
342 geopotential 2014 1000
343 geopotential 2015 1000
344 geopotential 2016 1000
345 geopotential 2017 1000
346 geopotential 2019 1000
347 geopotential 2020 1000
348 geopotential 2021 1000
349 high_cloud_cover 1990 0
350 high_cloud_cover 1991 0
351 high_cloud_cover 1992 0
352 high_cloud_cover 1993 0
353 high_cloud_cover 1994 0
354 high_cloud_cover 1995 0
355 high_cloud_cover 1996 0
356 high_cloud_cover 1997 0
357 high_cloud_cover 1998 0
358 high_cloud_cover 1999 0
359 high_cloud_cover 2000 0
360 high_cloud_cover 2001 0
361 high_cloud_cover 2002 0
362 high_cloud_cover 2004 0
363 high_cloud_cover 2005 0
364 high_cloud_cover 2006 0
365 high_cloud_cover 2007 0
366 high_cloud_cover 2008 0
367 high_cloud_cover 2009 0
368 high_cloud_cover 2010 0
369 high_cloud_cover 2011 0
370 high_cloud_cover 2013 0
371 high_cloud_cover 2014 0
372 high_cloud_cover 2015 0
373 high_cloud_cover 2016 0
374 high_cloud_cover 2017 0
375 high_cloud_cover 2019 0
376 high_cloud_cover 2020 0
377 high_cloud_cover 2021 0
378 instantaneous_10m_wind_gust 1990 0
379 instantaneous_10m_wind_gust 1991 0
380 instantaneous_10m_wind_gust 1992 0
381 instantaneous_10m_wind_gust 1993 0
382 instantaneous_10m_wind_gust 1994 0
383 instantaneous_10m_wind_gust 1995 0
384 instantaneous_10m_wind_gust 1996 0
385 instantaneous_10m_wind_gust 1997 0
386 instantaneous_10m_wind_gust 1998 0
387 instantaneous_10m_wind_gust 1999 0
388 instantaneous_10m_wind_gust 2000 0
389 instantaneous_10m_wind_gust 2001 0
390 instantaneous_10m_wind_gust 2002 0
391 instantaneous_10m_wind_gust 2004 0
392 instantaneous_10m_wind_gust 2005 0
393 instantaneous_10m_wind_gust 2006 0
394 instantaneous_10m_wind_gust 2007 0
