0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35
11.223866,11.861957,12.735625,13.274994,13.317622,13.480326,13.677259,13.953001,14.435011,14.896943,15.253943,16.313366,17.44284,18.334303,19.118702,19.639954,19.93697,20.275137,20.5739,20.704128,21.173422,21.454014,20.622887,20.411621,20.48435,20.577059,20.744528,21.236855,21.2698,21.928738,22.1599,22.32953,21.859493,22.057499,25.093258,25.838116
10.131593,9.701532,9.260039,8.769205,8.568262,8.377131,8.710989,8.778314,9.474515,9.91654,10.731758,10.981998,11.452386,11.446161,11.963971,12.626081,15.433042,16.044607,16.847633,17.709862,18.404198,19.008368,19.633003,20.44728,21.231466,21.775223,22.233953,22.408009,24.850286,24.828547,24.621252,24.426796,23.873363,24.026314,24.235882,24.434593
23.15405,23.115301,23.13133,22.95264,22.842527,22.622133,22.087486,21.690237,20.96575,20.412659,19.787521,19.619383,19.314306,19.25664,19.4151,19.92603,21.005232,21.834019,22.040821,22.236395,22.433733,22.253279,21.015572,20.91851,21.19483,20.931273,20.711346,20.806765,20.861897,21.054617,21.510443,21.597004,22.325071,23.160795,23.651144,23.872475
19.275131,19.03002,18.898855,19.360409,20.21893,20.927298,21.200346,21.264488,20.603977,19.792887,19.36062,18.990604,18.394588,18.06529,17.924347,17.713041,17.638596,17.669096,17.679432,17.843613,17.923542,17.970388,17.323917,17.270437,17.446636,17.468462,17.660124,17.865309,17.946037,18.186974,18.692865,19.25352,19.363619,19.933443,20.341082,20.059624
15.905378,16.896387,17.134369,17.176918,17.77354,18.40592,18.922882,19.893078,19.937525,18.771584,19.109142,18.630108,18.872227,18.345741,18.450249,18.101488,17.96047,18.015772,18.54859,18.997847,18.346146,18.77996,18.762321,18.900812,19.295116,20.075653,20.402458,20.403942,20.540892,20.443554,20.853113,20.850601,21.45834,22.435051,22.418816,23.034176
12.9624,13.962007,13.605641,13.229088,12.686971,12.333514,12.177692,12.423744,12.597093,13.097843,13.488933,14.038144,14.4840355,15.388814,15.612024,15.683902,15.612973,15.448143,14.929826,15.152057,15.314386,15.460738,15.655898,16.0693,15.970683,16.762959,16.799908,17.224276,17.281944,17.29605,17.643415,17.625952,17.83013,17.952509,18.085363,18.125656
11.396008,11.771674,12.036385,11.995131,12.399098,12.753715,12.857327,12.974512,12.90322,13.173593,13.121929,13.022108,12.811891,12.870708,12.747315,12.530269,12.585061,12.510579,12.431918,12.507316,12.775592,12.832594,12.85123,12.91521,13.19714,13.160718,13.246494,13.3564625,13.564236,13.707963,13.895477,13.901881,14.300912,15.286099,16.05124,16.723513
14.120815,14.871038,15.959746,16.32866,16.53848,16.683949,16.988894,17.28195,17.935366,18.86309,19.987686,20.885002,21.631235,22.094545,22.113468,22.87839,23.112467,23.637775,24.894007,26.109367,26.810642,27.693512,27.744745,28.206116,27.753857,27.878468,26.595678,26.14927,26.451101,26.91749,27.360825,27.0078,27.679567,27.700079,27.474716,27.30829
15.041627,15.073975,15.242371,15.189315,15.524797,15.871251,15.984892,16.298904,16.699255,16.59926,16.616539,16.681767,16.800014,17.035482,17.376038,17.689796,18.062674,18.615675,18.52343,18.846188,19.275269,19.125227,18.977255,18.922703,18.74437,19.036097,19.20741,19.846258,20.72236,21.361868,22.321041,22.722914,23.5125,24.216005,24.766207,25.258675
15.067404,15.0237255,15.444463,15.646149,15.591253,16.454706,16.81843,17.174961,17.196714,17.483572,17.866728,18.136515,18.077436,18.42214,18.477781,18.698172,18.52508,17.993015,18.471004,18.742868,18.606956,19.140165,19.541254,19.636856,19.912725,20.147179,20.431408,20.557878,20.908266,20.460506,20.98542,20.896536,21.220327,21.609838,22.305836,22.403494
