,storm_index,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14
0,1,-5.102089,-3.1353734,-3.2730317,-3.7226,-3.3648043,-1.1686583,-1.4160948,-1.5607233,-1.3434901,-1.2360353,-1.3231609,-1.1947956,-1.254622,-0.7417426,-0.9386463
1,2,-3.0923915,-3.3944268,-3.1353734,-2.7078772,-3.1423435,-3.4676123,-3.5814564,-3.1934571,-2.7206554,-2.1944168,-2.2344947,-2.1531773,-2.4180393,-2.5812545,-3.2625768
2,3,-3.1944182,-4.8976855,-5.2615833,-3.7196722,-2.884682,-3.280174,-3.3394132,-3.6085281,-3.9312406,-4.2223587,-4.0576177,-3.8708732,-3.1537971,-2.8468819,-2.6415193
4,5,-1.8883357,-1.7800126,-2.1698627,-2.6612659,-2.3616848,-2.09934,-2.4096403,-1.870846,-2.056462,-1.6378386,-2.248284,-2.1179578,-2.0953906,-2.0519485,-2.0773368
5,6,-1.058423,-1.0708351,-1.027957,-1.3816996,-1.8810012,-1.6282475,-2.1235998,-2.5969489,-2.2409496,-2.108931,-2.3989208,-2.2612603,-2.6827047,-2.5535069,-1.9317777
6,7,-4.4209514,-4.9659514,-4.723917,-4.853679,-4.37356,-4.460444,-4.5185547,-4.6968365,-4.0333576,-4.102752,-3.802043,-3.6514063,-2.8863745,-3.4635334,-3.2660694
7,8,-2.3220077,-2.0926018,-1.8914454,-1.6191778,-1.7258444,-2.3249302,-2.9313216,-3.0482166,-2.48079,-3.03604,-3.2289164,-3.4768307,-4.078839,-3.7369215,-3.1480641
8,9,-2.8527374,-2.7802064,-2.4228358,-2.15817,-1.5932935,-1.4933835,-2.071229,-1.9083947,-1.77342,-1.8195323,-1.9376953,-2.1101363,-2.0563385,-1.8152093,-1.5250857
9,10,-3.4056053,-3.1445596,-3.2318053,-2.5436704,-2.383925,-2.7451956,-2.9442632,-5.9530096,-5.1026716,-5.188074,-4.786253,-4.04405,-4.5933294,-4.0938168,-4.544791
10,11,-4.4554143,-4.899337,-5.11881,-5.340495,-4.8418427,-4.245339,-0.78849363,-1.3219743,-1.2876992,-1.398818,-1.2241235,-1.0980783,-0.894084,-0.82885027,-0.8277445
11,12,-2.5933,-2.5132844,-2.2108347,-2.5258656,-2.850961,-3.3728247,-3.75529,-3.9721882,-3.9143152,-4.399442,-4.35566,-3.3053901,-3.042697,-3.5952587,-2.0930758
12,13,-1.8308856,-1.883223,-1.7151396,-1.711617,-1.7871034,-1.6985326,-2.0014853,-2.20077,-2.2943733,-2.5927968,-2.8997755,-2.914873,-2.6526828,-2.9571455,-2.9485903
15,16,-2.0727746,-1.7104645,-1.6676555,-1.7360454,-1.6551261,-1.904671,-2.0790393,-2.0231788,-2.1390762,-2.6151958,-3.2019918,-2.677321,-2.2732458,-2.3625183,-2.39593
16,17,-3.3382497,-3.23697,-3.4922576,-4.0597377,-4.904432,-4.403775,-4.4377093,-4.072789,-3.4243896,-3.5888388,-3.815413,-3.9903035,-4.021627,-3.6191182,-3.3215437
17,18,-4.2696,-4.2706265,-4.3496594,-5.2585363,-3.691224,-3.904715,-4.41073,-4.5549393,-3.8256822,-2.556026,-3.3504593,-4.4938684,-4.6170363,-3.871357,-1.6050669
18,19,-1.8194287,-1.9670434,-1.9500761,-2.0558383,-1.7272403,-1.7006583,-2.4392967,-2.9986486,-3.167755,-2.9822469,-3.0342796,-2.9658453,-2.6168869,-1.4704702,-1.6593716
19,20,-2.2804217,-2.166285,-2.5664272,-3.5472074,-3.160337,-3.6805882,-3.8371944,-4.1875677,-5.165694,-5.31301,-4.98188,-3.7695088,-4.571784,-5.6262226,-5.805391
20,21,-1.5365415,-1.7614975,-2.0209594,-2.4191113,-2.2492332,-2.628141,-2.6712737,-2.5982795,-2.8690224,-2.9002109,-2.2041092,-1.5106616,-1.5007081,-3.341496,-4.2479544
21,22,-3.616172,-3.2504077,-3.033172,-3.309516,-4.431059,-4.051149,-3.5080595,-3.2650585,-3.3615515,-3.64901,-3.1362326,-4.0607476,-5.095396,-6.117414,-7.034351
22,23,-4.874689,-5.1293554,-4.686095,-4.298002,-4.3595834,-4.270418,-3.7411997,-3.7617269,-3.8752682,-3.195303,-3.253036,-2.592315,-2.1625254,-2.1650915,-2.2837646
23,24,-3.5230975,-3.594943,-3.464723,-3.141419,-2.923317,-2.7071393,-2.615408,-3.208774,-2.700083,-2.7167614,-2.7667966,-1.531954,-1.683984,-1.5127097,-1.6871914
24,25,-7.250499,-5.738665,-6.037046,-5.750844,-5.4995174,-4.4056387,-4.0862217,-3.5558894,-3.999309,-3.3804038,-3.5044062,-3.1667209,-4.5711594,-4.7665744,-7.4431458
25,26,-1.2901847,-1.3384559,-1.4249909,-2.2185223,-2.157889,-2.1655416,-2.8731267,-2.9690804,-3.4235363,-4.4784384,-4.4066205,-4.3165536,-2.8136709,-2.3727546,-2.0731199
