,storm_index,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35
0,1,-0.1277976,-0.09875536,-0.052288532,-0.06797123,-0.08713865,-0.07784557,-0.13012075,-0.15335417,-0.16555166,-0.17658758,-0.13070154,-0.09991741,-0.09410906,-0.09875536,-0.1208272,-0.18239641,-0.17194128,-0.1481266,-0.05054617,-0.09178543,-0.06797123,-0.10921049,-0.09585142,-0.04822254,-0.034282684,-0.026150703,-0.047060966,-0.066809654,-0.07900715,-0.06971359,-0.11734247,-0.08191109,-0.10282135,-0.09236622,-0.065066814,-0.07436037
1,2,-0.2497735,-0.25151587,-0.22828245,-0.112695694,-0.04822254,-0.0418334,-0.038348675,-0.051707745,-0.06855202,-0.07087517,-0.07203722,-0.07377958,-0.08539629,-0.08307314,-0.040091038,-0.029055119,-0.0418334,-0.04648018,-0.051126957,-0.062743664,-0.05461216,-0.051707745,-0.037767887,-0.04822254,-0.047641754,-0.07377958,-0.05054617,-0.036605835,-0.03951025,-0.044737816,-0.044737816,-0.06739044,-0.07494116,-0.07087517,-0.084234715,-0.07029438
2,3,-0.083515644,-0.07392454,-0.0592556,-0.0485363,-0.08182287,-0.08407974,-0.06489754,-0.044587135,-0.05135727,-0.027661324,-0.03556013,-0.067718506,-0.083515644,-0.08577204,-0.078437805,-0.045715332,-0.0699749,-0.054178238,-0.034996033,-0.03330326,-0.045151234,-0.068282604,-0.07166767,-0.068282604,-0.063204765,-0.06715441,-0.055870533,-0.08690071,-0.09479904,-0.08013058,-0.066025734,-0.045715332,-0.06658983,-0.063204765,-0.07223177,-0.07561684
3,4,-0.36786366,-0.3859172,-0.3955083,-0.39607286,-0.34868145,-0.37237692,-0.4129982,-0.45474768,-0.46885204,-0.44684887,-0.34980965,-0.32103634,-0.25841188,-0.304111,-0.32893515,-0.33683348,-0.32103634,-0.32103634,-0.3644786,-0.35093784,-0.42935944,-0.37124872,-0.3137021,-0.30862427,-0.23302412,-0.39607286,-0.41581917,-0.26179743,-0.3046751,-0.37294102,-0.45700455,-0.44910574,-0.40002203,-0.40622807,-0.35940075,-0.30185413
4,5,-0.13090706,-0.12526512,-0.12639332,-0.17265654,-0.196352,-0.21214914,-0.19071007,-0.18168306,-0.16475773,-0.14444733,-0.13259935,-0.1771698,-0.13203526,-0.17378473,-0.18845367,-0.21384192,-0.32216454,-0.33852625,-0.34868145,-0.4050994,-0.32047224,-0.2967763,-0.32611418,-0.32780647,-0.29903316,-0.29734087,-0.31144524,-0.3244214,-0.3531947,-0.34078264,-0.3650427,-0.44459248,-0.5529156,-0.56814814,-0.5495305,-0.48859882
5,6,-0.06848955,-0.055539608,-0.060935497,-0.0512228,-0.05661869,-0.036114216,-0.03179741,-0.0269413,-0.024783134,-0.05014372,-0.057697773,-0.07010841,-0.072267056,-0.10356331,-0.122988224,-0.07982111,-0.08845472,-0.07982111,-0.05715847,-0.06741047,-0.074965,-0.100325584,-0.11651325,-0.15482426,-0.16291809,-0.1192112,-0.11705303,-0.12029028,-0.13108206,-0.13917589,-0.1478095,-0.112196445,-0.14557552,-0.13711262,-0.1664505,-0.20989227
6,7,-0.088593006,-0.09197807,-0.08238697,-0.08520794,-0.08690071,-0.08577204,-0.08238697,-0.22568941,-0.19522381,-0.18168306,-0.18281174,-0.21045637,-0.24712849,-0.26066875,-0.26856756,-0.26292562,-0.29057074,-0.27025986,-0.2663107,-0.2668748,-0.25841188,-0.23415232,-0.22963858,-0.25164175,-0.2651825,-0.3531947,-0.39099503,-0.28154373,-0.27251673,-0.3430395,-0.29846907,-0.24261522,-0.27703,-0.3035469,-0.30072594,-0.32216454
7,8,-0.007004261,0.015400887,0.0027370453,-0.020154953,-0.03086996,-0.036227703,-0.03038311,-0.041098595,-0.03963709,-0.026486397,-0.0074911118,-0.00846529,-0.012362003,-0.03086996,-0.018693447,-0.019667625,-0.020641804,-0.01674509,-0.014797211,-0.008952141,-0.014797211,-0.01625824,-0.032331467,-0.03768921,-0.02259016,-0.025025368,-0.015284061,-0.01674509,-0.018206596,-0.025512218,-0.024538517,-0.03720188,-0.03135729,-0.025512218,-0.025025368,-0.027947903
9,10,-0.038122654,-0.036893845,-0.0362792,-0.044880867,-0.05716896,-0.056554794,-0.036893845,-0.053482533,-0.07068586,-0.057783604,-0.07314348,-0.06392765,-0.057783604,-0.07990217,-0.0700717,-0.06147003,-0.093419075,-0.10079193,-0.06884289,-0.07314348,-0.10632181,-0.092190266,-0.09096146,-0.09280491,-0.0971055,-0.11369467,-0.12659693,-0.10816479,-0.097720146,-0.08297396,-0.09403372,-0.098948956,-0.07805872,-0.08174515,-0.09956312,-0.14318609
10,11,-0.06333065,-0.06980467,-0.032726288,-0.013892651,-0.012126923,-0.010361671,-0.022132397,-0.017424107,-0.03684616,-0.05862236,-0.05862236,-0.044497013,-0.02154398,-0.02625227,-0.018012524,-0.020366669,-0.022720814,-0.013304234,-0.022132397,-0.02330923,-0.030372143,-0.02625227,-0.017424107,-0.011538506,-0.0127158165,-0.018012524,-0.03566885,-0.038022995,-0.023898125,-0.038611412,-0.05097103,-0.032137394,-0.02330923,-0.015658379,-0.015658379,-0.020366669
11,12,-0.14803839,-0.13193464,-0.2008791,-0.31209612,-0.3941245,-0.3191414,-0.24566793,-0.23157692,-0.2627778,-0.17873621,-0.2064147,-0.1711874,-0.13998652,-0.10425615,-0.1545806,-0.14552212,-0.1601162,-0.11784363,-0.119856834,-0.10224342,-0.09318495,-0.08362341,-0.11331463,-0.122373104,-0.17370367,-0.17521381,-0.1666584,-0.15759993,-0.18930435,-0.19383383,-0.18074942,-0.2119503,-0.2582488,-0.2904563,-0.21396351,-0.19785976
12,13,-0.07305527,-0.09519768,-0.07909393,-0.06047392,-0.0408473,-0.04336357,-0.08010054,-0.08563614,-0.05544138,-0.056447983,-0.08110714,-0.09419155,-0.06550646,-0.039337635,-0.03581524,-0.04135084,-0.074564934,-0.074564934,-0.07758427,-0.07859087,-0.07305527,-0.061983585,-0.07758427,-0.07808733,-0.082113266,-0.08815241,-0.096707344,-0.07959747,-0.0770812,-0.08915901,-0.092178345,-0.117340565,-0.087649345,-0.09117174,-0.074061394,-0.084629536
13,14,-0.021076202,-0.043002605,-0.026818752,-0.027863026,-0.027340889,-0.012722969,-0.026818752,-0.041958332,-0.03673792,-0.044569016,-0.020031929,-0.020554066,-0.020031929,-0.037260056,-0.041436672,-0.03308344,-0.025252819,-0.00019359589,-0.013767242,-0.01794386,-0.028385162,-0.022642136,-0.016377449,-0.011157036,-0.016899586,-0.016899586,-0.014811516,-0.018987656,-0.019509792,-0.0153336525,-0.021076202,-0.013767242,-0.027863026,-0.02159834,-0.021076202,-0.030995369
14,15,-0.044569016,-0.04613495,-0.033605576,-0.04248047,-0.02159834,-0.1113925,-0.10878229,-0.11243677,-0.10147333,-0.07171583,-0.052921772,-0.05553198,-0.074326515,-0.09468651,-0.10147333,-0.091554165,-0.08685589,-0.096775055,-0.09573078,-0.0701499,-0.091554165,-0.070672035,-0.082157135,-0.074848175,-0.117657185,-0.095208645,-0.062318802,-0.07119417,-0.046657085,-0.069105625,-0.067017555,-0.10199547,-0.102517605,-0.061275005,-0.046657085,-0.06753969
15,16,-0.15002489,-0.15576792,-0.17926073,-0.16829729,-0.16725302,-0.15994406,-0.13436317,-0.08424568,-0.06597328,-0.100951195,-0.1103487,-0.07171583,-0.070672035,-0.07223797,-0.08998823,-0.08842182,-0.09051037,-0.08685589,-0.08633375,-0.080069065,-0.07171583,-0.085811615,-0.058664322,-0.056576252,-0.063363075,-0.0701499,-0.06962776,-0.065451145,-0.048745155,-0.055009842,-0.043524742,-0.049267292,-0.044569016,-0.050311565,-0.041958332,-0.054488182
16,17,-0.098863125,-0.048745155,-0.06753969,-0.10199547,-0.11817932,-0.11609125,-0.081635,-0.08267927,-0.07537031,-0.100429535,-0.08894396,-0.08320141,-0.0999074,-0.11504698,-0.09729719,-0.11870146,-0.080069065,-0.055009842,-0.09729719,-0.117657185,-0.12653255,-0.14584875,-0.14741468,-0.14115,-0.10878229,-0.10564995,-0.13175297,-0.100951195,-0.12078953,-0.10669422,-0.16464281,-0.114002705,-0.10512781,-0.08685589,-0.043002605,-0.045612812
18,19,-0.06388998,-0.049750805,-0.05540657,-0.037308216,-0.05144739,-0.06558657,-0.058799744,-0.057668686,-0.06445551,-0.04070139,-0.037873745,-0.037873745,-0.059365273,-0.050881863,-0.04805374,-0.04070139,-0.042398453,-0.04805374,-0.04805374,-0.03617716,-0.046922684,-0.054275513,-0.053709507,-0.06898022,-0.057103157,-0.05540657,-0.07463598,-0.05484104,-0.053143978,-0.058234215,-0.049185276,-0.04805374,-0.054275513,-0.1408081,-0.12723398,-0.14759493
19,20,-0.070016384,-0.05873537,-0.07267094,-0.056744576,-0.04878187,-0.070016384,-0.09257841,-0.078642845,-0.04612732,-0.061389923,-0.055417538,-0.04878187,-0.046791077,-0.045463562,-0.053426743,-0.055417538,-0.052099705,-0.049445152,-0.08594227,-0.06802559,-0.06736183,-0.062053204,-0.04148197,-0.06868935,-0.08527899,-0.06669855,-0.413754,-0.41242695,-0.44162464,-0.36199427,-0.30758,-0.29696274,-0.24653053,-0.2684288,-0.3095708,-0.42038965
20,21,-0.025188446,-0.022428513,-0.030708313,-0.033468246,-0.027396202,-0.038988113,-0.016356468,-0.02022028,-0.017460346,-0.03622818,-0.042300224,-0.01966858,-0.017460346,-0.026292324,-0.010836601,-0.026292324,-0.025188446,-0.011940479,-0.02022028,-0.013044357,-0.030708313,-0.026844025,-0.01525259,-0.010836601,0.00020313263,-0.0069727898,-0.016908646,-0.011388302,-0.018256664,-0.020911217,-0.016929626,-0.017592907,-0.029537678,-0.04214573,-0.04214573,-0.05873537
21,22,-0.033298254,-0.032793045,-0.05098009,-0.064620495,-0.085333586,-0.05199051,-0.053506136,-0.0514853,-0.07118821,-0.09745836,-0.07017779,-0.05552697,-0.06310487,-0.048959255,-0.04744363,-0.0727036,-0.08179736,-0.095942974,-0.06664133,-0.06158924,-0.08836484,-0.053000927,-0.041886568,-0.05552697,-0.04087615,-0.050474882,-0.042896986,-0.08230257,-0.08785963,-0.079776525,-0.069672585,-0.060578823,-0.054011345,-0.06259966,-0.06259966,-0.060073614
22,23,-0.18870172,-0.18934318,-0.17651366,-0.16881594,-0.17074037,-0.17202333,-0.22590736,-0.21307784,-0.1919091,-0.20409715,-0.236171,-0.21179488,-0.17523071,-0.16881594,-0.17266479,-0.17779662,-0.16047674,-0.19832388,-0.30865785,-0.30994081,-0.28107437,-0.28428176,-0.26824483,-0.29326242,-0.21885112,-0.22077554,-0.35869303,-0.42155775,-0.58449286,-0.6056616,-0.46197078,-0.44465092,-0.52676,-0.4998179,-0.44144353,-0.45491454
25,26,-0.051027775,-0.04278612,-0.042197704,-0.048673153,-0.03513336,-0.042197704,-0.052205086,-0.04278612,-0.043375015,-0.05043888,-0.05043888,-0.048673153,-0.05691433,-0.068687916,-0.05043888,-0.051027775,-0.036310673,-0.026892185,-0.033367634,-0.036899567,-0.055148125,-0.060446262,-0.053970814,-0.05573702,-0.045140743,-0.057503223,-0.04808426,-0.060446262,-0.066333294,-0.06397867,-0.091646194,-0.08458185,-0.086936474,-0.08458185,-0.086936474,-0.092823505
26,27,-0.1440382,-0.12755537,-0.14698124,-0.15051317,-0.13403034,-0.10871744,-0.09223461,-0.09400082,-0.14874744,-0.18112421,-0.17170572,-0.12107992,-0.15169096,-0.115781784,-0.08634806,-0.091646194,-0.13520813,-0.18289042,-0.25117636,-0.2823763,-0.2965045,-0.24175787,-0.32829285,-0.4377861,-0.5037174,-0.62145185,-0.48429108,-0.47310638,-0.49488735,-0.5272641,-0.55552053,-0.53373957,-0.46604204,-0.44543886,-0.59437275,-0.5649395
27,28,-0.07018709,-0.085977554,-0.05018592,-0.07071352,-0.06229186,-0.05387044,-0.03281641,-0.04071164,-0.025973797,-0.035448074,-0.04176426,-0.02439475,-0.02439475,-0.026500225,-0.048606873,-0.030184746,-0.029658318,-0.029658318,-0.03650093,-0.031237364,-0.042290688,-0.03650093,-0.030184746,-0.033869028,-0.026500225,-0.034921885,-0.039132595,-0.030710936,-0.018078566,-0.021236658,-0.02018404,-0.03281641,-0.04176426,-0.027552843,-0.03228998,-0.02913189
28,29,-0.16059613,-0.124750614,-0.14797449,-0.22774339,-0.18886852,-0.2504623,-0.092439175,-0.117177725,-0.13636255,-0.15958643,-0.17978096,-0.17675185,-0.15403295,-0.17574215,-0.1737225,-0.18482971,-0.1893735,-0.20956802,-0.20149016,-0.24743319,-0.23834538,-0.24137473,-0.14090633,-0.11970186,-0.09395385,-0.13383818,-0.1913929,-0.1903832,-0.11768246,-0.080827236,-0.10304141,-0.080322266,-0.10708022,-0.10909963,-0.096477985,-0.088905096
29,30,-0.019738436,-0.023272514,-0.04144764,-0.029835701,-0.028321028,-0.036399126,-0.03336978,-0.016709328,-0.020748138,-0.024282217,-0.029835701,-0.03336978,-0.030340672,-0.027311325,-0.04195261,-0.03740883,-0.01721406,-0.011155605,-0.027311325,-0.03740883,-0.059622765,-0.053059578,-0.04548669,-0.03740883,-0.02579689,-0.028825998,-0.053059578,-0.04195261,-0.04649639,-0.018223763,-0.032360077,-0.019233465,-0.026806593,-0.03740883,-0.019738436,-0.020243406
30,31,-0.40676785,-0.37576246,-0.38999462,-0.42862415,-0.4418397,-0.45556355,-0.485044,-0.50995016,-0.58415985,-0.55772924,-0.5546794,-0.48758554,-0.53078985,-0.5033426,-0.38643646,-0.35187292,-0.43472385,-0.40066862,-0.4001603,-0.3777957,-0.39609385,-0.42964077,-0.36000586,-0.42506647,-0.43014908,-0.5079169,-0.51960754,-0.523674,-0.43624878,-0.30002785,-0.27918816,-0.2857957,-0.3030777,-0.40625954,-0.3284917,-0.33103323
