k_index_mean_PCA_1,k_index_mean_PCA_2,k_index_mean_PCA_3,k_index_mean_PCA_4,k_index_mean_PCA_5,k_index_mean_PCA_6,k_index_mean_PCA_7,k_index_mean_PCA_8,k_index_mean_PCA_9,k_index_mean_PCA_10
-0.537407411165026,0.6738667696176851,0.3728373787611037,0.30760893204114337,0.11344708542605257,-0.09666292148812798,-0.09572726796809264,0.05879075917651362,0.05230394922952456,0.00839877412847783
-0.5748248399933706,0.6854787689613189,0.3510320585682014,0.27306754525881627,0.10472438729811873,-0.051624146267647886,-0.050001995478350734,0.0057381688522387736,0.00011282846318115582,-0.005319945162084492
-0.5944756752141779,0.690215798029268,0.35663060283506515,0.21651304281399644,0.08094965416586562,0.00044185320205033634,-0.006536280650511194,-0.032484996337397515,-0.03752015037353066,-0.0025994848209555488
-0.6316207449793839,0.6947072675090301,0.3243179230249973,0.13203312535499317,0.026208694319739802,0.04981339067759323,0.05964329066747853,-0.04409880948579341,-0.036883308859512104,0.0025327760088630492
-0.6613578579010441,0.6898784526349961,0.2941199107823693,0.05318658383681137,-0.028948329824021513,0.06554493399875821,0.07912217677337212,-0.021371526523594364,-0.015151694531321782,-0.0016835539764535484
-0.6894858697767609,0.6738899650432691,0.2606638142107432,-0.0291863476291062,-0.0625798349275303,0.06669116558038694,0.08297498369380746,-0.010787154111646335,-0.008383146524857861,-0.007177691262695925
-0.7165246914744626,0.6560679606213146,0.19504273057732047,-0.12602612914493974,-0.10050128691474602,0.05414446366862166,0.04463226772895187,0.018016876798815317,0.030200833564001058,-0.009790407244192363
-0.7500429110171268,0.6169239604738986,0.1343259076769162,-0.1914191771317741,-0.11057982371524376,0.04344908396508285,0.012468394475207764,0.03576495555275725,0.037878044848147135,-0.0034270500210239717
-0.7773790795333622,0.579402749857391,0.07724948515281889,-0.22495595835477467,-0.11811181107921531,0.024078566770020904,-0.02497948050491683,0.024279591715950788,0.04129113027480415,-0.007238429394967584
-0.8075674872767402,0.5420402844934334,0.0013745288925624216,-0.22824671829091417,-0.10441466539576032,-0.01529945414251061,-0.05149887183621608,0.02625781010658497,-0.0022093096291928823,0.017159240218977335
-0.8422419853630325,0.4923965541422671,-0.07862946548106811,-0.20892936509246074,-0.07297437251743008,-0.03471357754225831,-0.06609392062140687,0.011652697750280345,-0.029754846416699718,0.03686318845538639
-0.8759446672906767,0.4268707846641617,-0.1608522299240741,-0.16345604676797154,0.01242916388175312,-0.0726019123431419,-0.04462141886621777,0.0013444269056250289,-0.06138913143102057,0.025262532551422533
-0.8802307742977776,0.3874305150662628,-0.22854200529004925,-0.15194330393460562,0.023067623020384207,-0.09683084432974964,-0.027224196942014597,-0.026479013811096082,-0.04464906970222307,-0.008238708352951764
-0.8960570547083584,0.3262123998839629,-0.28129953680872494,-0.0919288061868616,0.06544427267111809,-0.0834647630225308,-0.0055193728691886506,-0.05565124710393339,0.02195622136670144,-0.046530334421939885
-0.9049311037620753,0.26623543223972057,-0.32283704102321836,-0.05252602119403151,0.09230112539435611,-0.0596388440207804,0.0033011429521519462,-0.06301337242041422,0.026922554426761343,-0.03767679887079051
-0.910833537426214,0.19749850658319942,-0.35395775013872427,-0.01401970796334712,0.11993232418935032,-0.021215164069727496,0.04488614214640277,-0.03199549416032661,0.04031594841387504,-0.010631529242895541
-0.9186180531973172,0.09725604234732355,-0.36477315464656146,0.03645068087728103,0.1465802319971341,0.006666007153386613,0.05706435159186937,0.008279114301654402,0.016366242245999217,0.036244126432547055
-0.9264233472500872,0.026185803476053204,-0.35547735585853646,0.07420420219172312,0.12805281970088844,0.035792597127791134,0.047645861764393775,0.029964014899068244,0.01105151087568123,0.05103107390072191
-0.9436902441423644,-0.039839262902921155,-0.3175696067515851,0.08086892178292979,0.09446452431391114,0.05008931212871942,0.02107512219874945,0.038994001118492966,-0.011441532366536637,0.0218288450480644
-0.9498489059454134,-0.11059276337491493,-0.28545650558899943,0.10076238639430884,0.02547215338245735,0.06410844776631525,0.008955969204486061,0.05152442146689037,0.0019113906239593464,0.00019423462084006818
-0.9494260511855108,-0.17479440040117922,-0.24418305843335558,0.11376247972842507,-0.01321074017790907,0.07540505956067758,-0.007977808573830495,0.045149552420864145,-0.025292319341166793,-0.02727396624696691
-0.939615688005317,-0.24198006117971552,-0.2020126411472867,0.13202365730182447,-0.05703212853481084,0.07577289885383783,-0.047545785188560556,0.016722220835812852,-0.03266575531126876,-0.046374882461387136
-0.9324614864077084,-0.3067419761376321,-0.13357080372374597,0.13063368388652008,-0.08326793683562865,0.0714661532342641,-0.05190412335619253,0.004888379980056906,-0.010824764774577703,-0.03473618310269023
-0.9178521024363722,-0.3594767144317247,-0.07497460539823114,0.13705207124005098,-0.10942051949295767,0.05885112245606434,-0.04569894720091474,-0.00502801687945732,0.003656525722367861,-0.00226359552339155
-0.9000933944175097,-0.40847872416304887,-0.03400828875930384,0.13390735535104795,-0.12115852585897634,0.023746324510275564,-0.03290445351510934,-0.035616737120151044,0.01794288094674333,0.009780541555488515
-0.8812608452172559,-0.44707930630577025,0.014380979021080499,0.12226314361005461,-0.1309889890979271,0.003232485928013646,-0.024050554115100486,-0.06427468027743309,0.02672557774339893,0.022562525522590172
-0.8571842618133788,-0.4928689898231839,0.059573723985420046,0.10380969978469687,-0.1327620115687769,-0.03578442572976561,0.004578654754676543,-0.03762682116154863,0.018417227833592953,0.04024848092368293
