surface_latent_heat_flux_max_PCA_1,surface_latent_heat_flux_max_PCA_2,surface_latent_heat_flux_max_PCA_3,surface_latent_heat_flux_max_PCA_4,surface_latent_heat_flux_max_PCA_5,surface_latent_heat_flux_max_PCA_6,surface_latent_heat_flux_max_PCA_7,surface_latent_heat_flux_max_PCA_8,surface_latent_heat_flux_max_PCA_9,surface_latent_heat_flux_max_PCA_10
0.26111366578582074,-0.6694657743398724,0.30641388030060074,0.16203445881209078,0.1738738191561985,-0.4847360505583762,-0.06968558626464462,-0.26562839871385474,-0.14497429903100412,0.0681083834888645
0.29884705372410286,-0.7186094531412408,0.4082578125428298,0.17153805589371257,0.05504519439199622,-0.41373989708372116,0.04925024457454314,0.05383082644194772,0.06245513001616945,-0.002778076717008005
0.3697901459874512,-0.7521634809689005,0.3898714423775357,0.2171095184024518,-0.0239077780682284,-0.22631870045123295,0.10682993899873457,0.056323397414527285,0.13789562722669793,-0.045382137494390254
0.36865714642734365,-0.7990490448322226,0.4028356166422977,0.1732640983435237,-0.06163880764986489,0.028061180334331692,0.07278111412995408,0.09293235756462348,0.044581390577977324,-0.02380757187207223
0.4432855619178607,-0.7570576773491664,0.3362004377614196,0.1958788437931758,-0.06557417878584816,0.1956092294667014,0.011670168870029649,0.11658432612132019,-0.06013616050131653,0.03579311222563175
0.4878708868957359,-0.7674188600988108,0.2588141403219783,0.14966850313231267,-0.11039084488246763,0.22464206009227028,0.01683254020552034,0.07802411170614519,-0.0767353522344355,0.012325763779771935
0.5362404590549489,-0.7107205227925346,0.18153784923401992,0.13597868598836826,-0.12513902925450346,0.3413848408472871,-0.09955454358601318,-0.04417866055540857,-0.022340443454118085,0.08150136191533436
0.6166635059107533,-0.6593677549507411,0.15635425672623168,0.028458888892872725,-0.08245128713119472,0.33872827355327867,-0.11251090081475883,-0.061740163634992,-0.015526942956407105,-0.05817071964267681
0.7167729994340861,-0.6111236860815007,0.040389409071826456,-0.1859986067055131,0.06330556779527667,0.20693184977663867,-0.08493373544076739,-0.14169885068896673,0.0032714675274591225,-0.024395451152644753
0.7492851207280763,-0.5499702141563767,-0.031906455861784935,-0.2665293865160703,0.13732140277180777,0.14904506251090954,-0.00371528584670265,-0.13773736376341905,0.028722695774215514,-0.027007237572467157
0.7863374811011734,-0.47418378111084225,-0.08456147996988504,-0.30233966611983226,0.1644949448690567,0.07782159842486143,0.09911748979537263,-0.08980604898085079,0.0941643048976807,0.016974610217609612
0.8006205481652208,-0.41796579135049566,-0.12097518955317789,-0.33902872900353587,0.17198595139790107,0.004397196997489336,0.13162797824220496,-0.017590067332793863,0.06892037281081402,-0.03366613420734584
0.8026014962246525,-0.4059314144306409,-0.15607968142317288,-0.35887669399947075,0.1690756495537513,-0.06698077947191355,0.09398625475851158,0.04427564129864509,0.02673063814665587,-0.025952308396180387
0.8452171061941994,-0.38574146683953686,-0.1431756187888652,-0.2768452817454367,0.10680128856374024,-0.07913724819585247,0.05859475973743021,0.10559036779772098,-0.03755829723478147,-0.0959865718410462
0.8686142306860006,-0.32383904334663854,-0.1892747779629927,-0.24342318767203844,0.07711398876034313,-0.14719538555790335,-0.022011390844353714,0.11816526415654735,-0.08044221754008506,-0.00030381080763476745
0.8766671843142416,-0.27810641532973807,-0.21850351371626317,-0.20714880601930974,-0.03611150872159754,-0.16280393810538407,-0.12843719564861186,0.09987509967728656,-0.08626596205727453,0.07949882959937944
0.9000194330136478,-0.2285012787330348,-0.22307215898214258,-0.1019889003852674,-0.12228708450975191,-0.10875757893962779,-0.17659182780933688,0.08854746715678946,-0.05769411277270916,0.07858716300736968
0.9121440481126353,-0.09416483352253789,-0.2691971506191017,0.06474180377909516,-0.1976419967255847,-0.11288396161272497,-0.13409953247991896,0.010393385777472461,0.06715941247750397,0.09377454825654272
