surface_latent_heat_flux_max_PCA_1,surface_latent_heat_flux_max_PCA_2,surface_latent_heat_flux_max_PCA_3,surface_latent_heat_flux_max_PCA_4,surface_latent_heat_flux_max_PCA_5,surface_latent_heat_flux_max_PCA_6,surface_latent_heat_flux_max_PCA_7,surface_latent_heat_flux_max_PCA_8,surface_latent_heat_flux_max_PCA_9,surface_latent_heat_flux_max_PCA_10
0.881855052465996,-0.04736300453293372,-0.31693478957600374,0.1488350395601505,-0.24237164975477646,-0.10373854928909854,-0.09702761708127274,-0.02044392615998872,0.08982334680015844,0.07195379606993424
0.8789427021863752,-0.0035539698745714315,-0.306076462738309,0.2324740611682602,-0.2613853973960321,-0.04173413532771243,0.0009694771541711249,-0.04050834958933702,0.08766197803204574,-0.03145404810463235
0.8728512224776234,0.10915723436794908,-0.27988482977021506,0.29577228469151895,-0.20390500072971898,-0.048421663610915454,0.02120785191128159,-0.05761998888857752,0.08651172805437961,-0.06736127287966406
0.8830398195449226,0.16073809162117544,-0.23684068036541794,0.2916738234198466,-0.16098063003003954,-0.019784497541705925,0.08092756548567372,-0.05459745706455863,-0.009073920583693117,-0.1269225893430548
0.8863052528267532,0.22531293240215755,-0.20092447169190622,0.2720922655687462,-0.05359228228226402,0.01755825581076302,0.1597174381099703,-0.022843290620616647,-0.11873036352798828,-0.09951560899667442
0.8779033715169454,0.29812018476930746,-0.1521786042468689,0.22384054009372115,0.09327249215141913,0.03733671773017137,0.18381216235478032,-0.011299938214674175,-0.16287188438888198,0.019960055577405298
0.8346251771608357,0.39892389648644105,-0.09202189118747078,0.22965679732425756,0.22540130164204952,0.08363437091421708,0.13255671281132503,0.012128580046604637,-0.07344961429227681,0.1051090695439387
0.774761020543751,0.5080788779216865,0.027782580626107285,0.20488390405808576,0.27303270902149607,0.0879246979764724,0.07547503261916219,0.02704477159532714,0.03376460591564258,0.12199897196210795
0.7263852541128505,0.5721029719879495,0.09864816851703063,0.1844697091321269,0.29826678292916153,0.08675310824217061,-0.017706743013238237,0.015648436682384557,0.07507683723295577,0.08497175615637978
0.7096930400035105,0.6025350316381908,0.13870535918884253,0.14093995650619967,0.2917138468656937,0.055110222226780296,-0.0678249628468206,0.00012523197178355877,0.08791569301027055,0.022180202730616525
0.7087492812589479,0.6006566246405286,0.17603185057651066,0.08089205915225664,0.2599617691892416,0.02242976613220835,-0.154719188287782,0.031458763689617274,0.06192992081014646,-0.053612299649741506
0.7197110068628702,0.63019344141702,0.21696965818603242,0.025518477467737447,0.14475920426907163,-0.013004847039712818,-0.13919627055286624,0.018203423072924087,0.0036640899033529755,-0.07891962377626253
0.7180550857050437,0.6347961911532356,0.24968871327855743,-0.030896177453610008,0.015874966821883326,-0.04880251129931346,-0.11733855757500306,0.018242977155971455,-0.03015473603931165,-0.07814632274112053
0.6830303020678239,0.6335586216783453,0.31899948579997034,-0.10293379099918436,-0.043671242235510645,-0.04818553570894701,-0.10798106316828116,0.01246389792669243,-0.03700747546907851,-0.08939778637538272
0.6501820542137079,0.6408433117719794,0.32847772094563094,-0.16355354068039543,-0.15482832531345592,-0.03610395347560444,-0.03352671079781589,-0.011234864180403707,-0.0590634053270292,-0.07532275423175454
0.6093850023328058,0.6419397889186635,0.31827992075558575,-0.22037670320500818,-0.2532975214360724,-0.0068943856830711945,0.06563892831107722,-0.03491675691232983,-0.03195697001505698,0.005581947454906215
0.5761167740773994,0.6251481316967552,0.3152790107174429,-0.2717243812318749,-0.2976677558445848,0.00716520118255869,0.13071157074728937,-0.02304948516700573,0.016751998261075575,0.08155970241445701
0.5223534280122398,0.6255230269589919,0.33437899165991336,-0.3014733542171814,-0.29346036740383924,-0.0246087075411171,0.139583522553451,-0.038014747503294505,0.04226303792640529,0.12075129666883223
