mean_top_net_long_wave_radiation_flux_std_PCA_1,mean_top_net_long_wave_radiation_flux_std_PCA_2,mean_top_net_long_wave_radiation_flux_std_PCA_3,mean_top_net_long_wave_radiation_flux_std_PCA_4,mean_top_net_long_wave_radiation_flux_std_PCA_5,mean_top_net_long_wave_radiation_flux_std_PCA_6,mean_top_net_long_wave_radiation_flux_std_PCA_7,mean_top_net_long_wave_radiation_flux_std_PCA_8,mean_top_net_long_wave_radiation_flux_std_PCA_9,mean_top_net_long_wave_radiation_flux_std_PCA_10
0.2422706946616588,-0.6307370792945695,-0.36558485993702633,-0.5452847749106435,0.24503388452170619,0.1843250939595748,-0.06335231470548142,0.06162861596440646,-0.1341908483038977,0.007540242488740608
0.3071643018951375,-0.7052802142099438,-0.37423036811308685,-0.46612081609202105,0.20515180031684094,0.12541551848753993,0.008224272116115632,0.00996278574234921,-0.03873050457758546,0.016255372223558846
0.3909866242787523,-0.7380519144970848,-0.415401535527893,-0.3405727264500074,0.11619372898666572,0.05334901735070126,0.04734682323813053,0.010447267425118603,0.044023730071614094,0.029399216713799088
0.44270864764772866,-0.7566146587359491,-0.4190701206028556,-0.1898668447408641,0.026821319022260745,-0.05546888682512717,0.08666064748550924,-0.053557612049739856,0.12131373102896319,-0.041869455111991645
0.492591019830065,-0.7679084700733856,-0.3674730469644918,-0.04413222314164228,-0.06989267876429511,-0.12716005467319494,0.03734672055122407,-0.08137982653217744,0.09572539482707898,-0.04586829960481578
0.5369130353655868,-0.7611077011907014,-0.2878545740338482,0.031222170946318562,-0.1493918143407554,-0.1703142971515372,-0.015892253887520382,-0.0638073459920975,0.032278982147828546,-0.00607603969060996
0.5856180184661266,-0.7276135534994471,-0.19503035361331544,0.13169665326428634,-0.21494825462982203,-0.15113531925860985,-0.09570270703342605,-0.027867974698271857,-0.03892548538168141,0.009001859650681275
0.6300520490881479,-0.6829921359694743,-0.11598562609441117,0.2105045363346771,-0.24494903339113872,-0.10750571268207251,-0.10208165850453045,0.03022355710678749,-0.07008950867532106,0.06120862091569054
0.6595779353982594,-0.6470686459428754,-0.09074840094407202,0.283772903768614,-0.22930212655052343,-0.008269075265144303,-0.03464508238612728,0.05909680217024997,-0.08544244794014977,0.03547530189024463
0.68989540680986,-0.5991097638294667,-0.000930157234938806,0.34411184273441825,-0.16764738103608923,0.11942947556173972,0.016894351919834193,0.08064620149602053,-0.038875331649234686,-0.04613770173051681
0.7359094890325932,-0.5332266314878847,0.11814213361931285,0.3471269595890457,-0.09833412011582715,0.16327189327774977,0.08195872775826152,0.07092601706612015,0.0029972638790659823,-0.052783938159744664
0.776640208190524,-0.4726796004630461,0.2091517244839021,0.30027857048022233,0.03272521559641262,0.1806235691030218,0.10010174394368904,0.056965694664837675,0.04379916343129231,-0.014778636868048462
0.8057829302043111,-0.381260781963779,0.3134766370234534,0.2540171436823224,0.13795717597054938,0.15608213277512592,0.06061106957467711,-0.009965841583849291,0.05479614494363554,0.03184927370888336
0.8297265208214658,-0.32414878173680894,0.34925795699960827,0.18237759550220473,0.1993242008911679,0.10154858873730536,0.0004418921638008212,-0.06265171033928299,0.03188157140029915,0.06578204592442734
0.8505115323132472,-0.26588875452790933,0.38012984391663446,0.08491199010434927,0.21688379911302516,0.005564746329859897,-0.05202972401545051,-0.11561701150765273,-0.00500692032576801,0.03876006893092623
0.8476147360970364,-0.22409015721245856,0.41063949361139207,0.02285329493199629,0.2123631154429466,-0.039945353006293205,-0.09715284618866124,-0.11744041540630323,-0.05458394727184555,-0.003039356188654357
0.871277170460428,-0.16022978439680868,0.40354672301654276,-0.08056102748640293,0.17963889602871336,-0.09533968283860186,-0.0766668580394772,-0.07686160714863055,-0.030482211003346874,-0.027911567063318155
0.8924143254268262,-0.09543551314736,0.37948333614004387,-0.14690184367952785,0.13504682640494242,-0.1061143505181387,-0.03207659943764291,0.006334037584619614,-0.0064987330993690005,-0.03984625797803419
0.9024452046290898,0.00442728226780329,0.35782189297575817,-0.1920352096248938,0.0845910175920182,-0.09399077254292722,-0.03141287478527233,0.07796915824196196,0.04104965210154374,-0.03525490238452604
