total_precipitation_std_PCA_1,total_precipitation_std_PCA_2,total_precipitation_std_PCA_3,total_precipitation_std_PCA_4,total_precipitation_std_PCA_5,total_precipitation_std_PCA_6,total_precipitation_std_PCA_7,total_precipitation_std_PCA_8,total_precipitation_std_PCA_9,total_precipitation_std_PCA_10
0.6997990252839933,0.5525512349015843,-0.23380717742274781,0.2618809357696384,-0.17406954257345272,-0.19893455305655047,0.13240983808353685,-0.022888633053294034,-0.027325811974519613,-0.07103704131106893
0.7176693365159225,0.5896253708141201,-0.21310249823706692,0.23506572757703822,-0.15934921470175503,-0.12997169826269658,0.07032996593094747,0.010702215273457522,-0.018275947268599012,-0.0045369992444496115
0.7439562135455883,0.5932080293497223,-0.20379399953731295,0.21812760700181635,-0.04941926426127556,-0.08550250372136795,-0.028467463116867178,0.01539181513967915,0.053714935967747617,0.0558294874496639
0.7368390145719916,0.613757899624174,-0.21550493002739687,0.1837554401825396,-0.012858276842699665,-0.027192238027894586,-0.08071839732523654,0.015562528389151386,0.05155267244063123,0.05848683469191639
0.7469898757284302,0.6056695545214801,-0.23172894635804278,0.13185668477436993,0.033398523799701034,0.04457134470828647,-0.11338280812567575,-0.008028952396838413,0.027255768849589454,0.022601645794948572
0.7654893140336493,0.5795118967862015,-0.232966443488988,0.09094720845009086,0.06147597896269801,0.1047435197796978,-0.10845975814499009,-0.018045776745777703,-0.002451341291151608,0.006597749547681769
0.8013756914922249,0.5508929933638025,-0.18014968129749023,0.04368505349872287,0.08568122953463443,0.1299636831516566,-0.07564446535554864,0.00033672396368672984,-0.03778867655718562,-0.022372441462456226
0.8192031403371978,0.533862220661307,-0.14719478948737483,0.0008578087605959891,0.08569530967139313,0.14836533316943912,-0.015975844332139808,-0.0005631505446797129,-0.046644198117468304,-0.04991959323886429
0.8526066898522966,0.48466347689845635,-0.12402995925437059,-0.0435745896862131,0.07939540580777779,0.13937384783398507,0.05908456521884111,0.0008985333138400138,-0.05216835230457055,-0.036068313302419566
0.8786087238103291,0.4347024534815402,-0.09271911365852045,-0.12828051163574689,0.07181915697625725,0.09593017681822384,0.09703699133611957,-0.0032329205481512117,-0.04244500038360205,0.0003402106845670571
