total_precipitation_std_PCA_1,total_precipitation_std_PCA_2,total_precipitation_std_PCA_3,total_precipitation_std_PCA_4,total_precipitation_std_PCA_5,total_precipitation_std_PCA_6,total_precipitation_std_PCA_7,total_precipitation_std_PCA_8,total_precipitation_std_PCA_9,total_precipitation_std_PCA_10
0.8882205340602248,0.3985254946402432,-0.06591699551698015,-0.18567767621732786,0.059242029664761386,0.054940704875786735,0.1354986779631916,-0.015238013876740335,-0.011845836692091782,0.023410142964207997
0.8959867134197207,0.37024941305153153,-0.008315918001955578,-0.22200491413635864,0.04887370344278925,0.005508155901304976,0.10747582355286697,-0.03611341909575112,0.04024903187872332,0.044687137515684906
0.9183342431056305,0.27292101304256194,0.037852968373896186,-0.2610029211368739,0.07115907035994008,-0.061125950858365606,0.05059689175056881,-0.03188632215963293,0.09441029561760567,0.0156651971219488
0.9159796428073479,0.2500818112008055,0.17029618974523397,-0.25372613851182235,0.01953217472419436,-0.10128662116835899,0.004240649404791495,-0.013844829100680517,0.06722396638677114,0.002123442741338635
0.9051144833178283,0.2496293998801269,0.23449217578176418,-0.23172405568232582,-0.013276851492616003,-0.1178310607146119,-0.07213654640356006,0.03391778048402267,0.03396360486400327,-0.02001240781285727
0.904638397849342,0.22564969973983615,0.2666764535951543,-0.19203624901722693,-0.06148531764319362,-0.10993098873910265,-0.09580222939812319,0.07449962080415609,-0.015632843055922305,-0.02999297536266699
0.9178484233661599,0.1417523399882895,0.32377227117871465,-0.14444387580838638,-0.095305031671068,-0.05716345768816455,-0.062350462129672435,0.07099643625126309,-0.04237514690980538,-0.03888239971059763
0.9163926693492973,0.054980423274876324,0.3792669100272221,-0.07951784099059564,-0.10668023023719737,-0.0058274109020735035,-0.048171923553783455,0.040293557368069756,-0.05688699498642683,-0.017989141971434423
0.8999674820860465,-0.0871217535222342,0.41940283947191703,-0.005693116713677442,-0.09927796383088337,0.02819835605573725,-0.005961132221473894,-0.03450500363875935,-0.053204019140938016,0.032604925364584855
0.8804184076847618,-0.16650631550163983,0.4323614521624365,0.053954157707147975,-0.08923277821292408,0.05219131419575024,-0.005919804486081476,-0.06923367315621401,-0.045068249155823796,0.03549123462473834
0.8689945884312429,-0.22137850987038873,0.4193689524192434,0.10876787327069436,-0.09080169741769084,0.06246602157109088,0.0016549800363224489,-0.07288119636765106,-0.006618894917697088,0.046573637035036246
0.8584632116496068,-0.27956167609823324,0.3950506796836111,0.16536578074343558,-0.05739568346649616,0.0755751597960762,0.02312167893187097,-0.05439081000716343,0.007409021345404472,0.018666900312987494
0.8661086205483912,-0.3292206534598311,0.33333314267739605,0.18169941029198278,-0.008901604475497866,0.07190576173051225,0.02924570113565916,-0.04037647321681077,0.02584929222668733,-0.0035068415018136147
0.8720539555383249,-0.36253792661067036,0.2720752691961234,0.18500510253131122,0.05149814066255139,0.06008016112254026,0.03078598980095392,-0.0008957382759922293,0.058243311206273775,-0.028061163664576866
0.8665691992904375,-0.4098835327527362,0.19891088490324804,0.17556827231449643,0.11943614428054433,0.027696399375644023,0.013079339996444794,0.0386040153129067,0.07566095779955356,-0.04945670456148316
0.8660559540839277,-0.43497897852818995,0.1240479146158727,0.16229154798618145,0.14385954178842683,-0.016811024122103366,0.007206317707378682,0.08427219644639783,0.05331654826916524,-0.035401218058121485
0.8654327772338559,-0.4663300137913673,0.014422797398951769,0.11536745004165923,0.13924469381205987,-0.044729779613406725,0.02300300708024117,0.09974792245627111,-0.009866491893645845,-0.010541065056544506
0.8305713618091084,-0.50178630066927,-0.12149527089584448,0.062129919915311624,0.1632349839928635,-0.09921736009338138,0.03965766743838359,0.08547089804990765,-0.06412409728575123,0.0380753891393474
0.8145945189258016,-0.5185822019158143,-0.21380577523708424,0.017822399287529215,0.1117089909809216,-0.11043548969732528,-0.004823630266121917,0.033762470721757525,-0.07049926651869508,0.04456595749996415
0.7987592285457905,-0.5300546602330173,-0.2664084636262257,-0.026541033054033762,0.07560434509160403,-0.10025838878635798,-0.03307285584778246,-0.020262490463352684,-0.06147985338168362,0.029435388540871854
0.7767701014671295,-0.5490948587709805,-0.2897218696515499,-0.0443556696673946,0.04109972399531026,-0.08108974738221361,-0.038309511215510295,-0.10566173131404855,-0.013340898060954573,0.01578700219933372
0.766475468403676,-0.542148084773729,-0.32596599688114336,-0.06163695777125092,0.0009827440172169774,-0.04692299282497871,-0.038183035018308886,-0.13451809224869202,0.005086700962046452,-0.012902189949133702
0.7451555360995562,-0.5471399943887315,-0.3695450280517398,-0.06877606987653768,-0.05048665740249543,-0.010216530647535966,-0.033866277652897965,-0.10725257281981229,0.011996821062942486,-0.03764611339883209
0.7260952717067629,-0.5562699920094167,-0.3870195732162254,-0.07630254127713766,-0.10963904772503502,0.049808573394897755,-0.02362027599283376,-0.040822175038297284,0.022332535523220204,-0.05478595046371603
0.694589422026544,-0.5504978589116878,-0.41060576875119975,-0.09185760545764367,-0.17741185310126475,0.11561876329893034,0.011055983976659254,0.06459185268030358,0.030702660662921072,-0.030548932090484784
0.6552282250213608,-0.5442486498618271,-0.409002128231842,-0.09406778432149104,-0.23643878389633935,0.1519910662405181,0.031158555644611206,0.16446064020167328,0.025994014524319976,0.0675102357689497
