mean_large_scale_precipitation_rate_std_PCA_1,mean_large_scale_precipitation_rate_std_PCA_2,mean_large_scale_precipitation_rate_std_PCA_3,mean_large_scale_precipitation_rate_std_PCA_4,mean_large_scale_precipitation_rate_std_PCA_5,mean_large_scale_precipitation_rate_std_PCA_6,mean_large_scale_precipitation_rate_std_PCA_7,mean_large_scale_precipitation_rate_std_PCA_8,mean_large_scale_precipitation_rate_std_PCA_9,mean_large_scale_precipitation_rate_std_PCA_10
0.6685645853750704,0.5691240213429456,-0.2598653551660447,0.2354884313731792,-0.25081144450016546,-0.17429075679188288,-0.12945413719118523,0.010042533428794593,0.011362865285788651,0.08303666023757078
0.6947065643927196,0.5991902524055518,-0.2369718524702689,0.21037435618254702,-0.21603999679608799,-0.12017108836494016,-0.0731513766137759,0.03359758211358461,0.020156103425572492,0.0179223445997063
0.7241610587948345,0.6026317138508718,-0.23666341417381967,0.21057017067291012,-0.08812580664064013,-0.09227348954526256,0.027472811270280357,0.002738046772809675,-0.038774175252282675,-0.06919322676368256
0.7261136571553454,0.6152922015053256,-0.24508641704813192,0.1742361899448245,-0.04229823729826184,-0.03393854628132848,0.08840813910349817,-0.0039192305293042325,-0.03566694316415017,-0.07154439261176078
0.7386270417134951,0.599612754876927,-0.27233481973087875,0.12428808132111191,0.025656505566655337,0.04514660080989421,0.11709141510499443,-0.016193738895725604,-0.025692333373687894,-0.032693973538862296
0.7537593253176449,0.5731780595408076,-0.27924290688503833,0.08583470974957846,0.07056289265870042,0.1114331623737664,0.10590130310615671,-0.023549586102927175,-0.011885350623788322,-0.013467571074740925
0.7862338045093843,0.5448997535639818,-0.22899030113582777,0.04330112750338171,0.10871165446693795,0.14837877480032977,0.08713081453034162,-0.018609300160828693,0.023021927714615073,0.025612748956833555
0.8090788096709874,0.5277686142095512,-0.18808395700750277,0.011136766939542271,0.11037804639281766,0.15756821607622376,0.020290282947548813,-0.02877025180979562,0.03944909465716846,0.061107963854331225
0.843559116041024,0.48499196877123035,-0.15061977082539268,-0.032982019081048974,0.11371515868283276,0.14294481038198645,-0.0561945210705098,-0.01394809006387399,0.04143389133242462,0.05881115474521043
0.874639699573196,0.4376956934376258,-0.09817519436347766,-0.10523847780242444,0.11198272337199058,0.0746072339470862,-0.1173366995854447,-0.011233859919999454,0.04441247449335505,-0.003372830155507732
