mean_large_scale_precipitation_rate_std_PCA_1,mean_large_scale_precipitation_rate_std_PCA_2,mean_large_scale_precipitation_rate_std_PCA_3,mean_large_scale_precipitation_rate_std_PCA_4,mean_large_scale_precipitation_rate_std_PCA_5,mean_large_scale_precipitation_rate_std_PCA_6,mean_large_scale_precipitation_rate_std_PCA_7,mean_large_scale_precipitation_rate_std_PCA_8,mean_large_scale_precipitation_rate_std_PCA_9,mean_large_scale_precipitation_rate_std_PCA_10
0.8832133558036804,0.40468797359443964,-0.050293303125306436,-0.16118902307405136,0.10841025294179804,0.037778669453916905,-0.1543734530353169,0.015455158705449158,0.02578242111620351,-0.03251299305635619
0.8869394036607543,0.38857528021454113,0.016690074781648672,-0.2047756746402184,0.09053991572108049,-0.023093076283895373,-0.1246482799153951,0.025919855677589428,-0.021169503080938287,-0.06025541144282313
0.913762224946942,0.2960570771129678,0.0556671752866283,-0.2480587447789678,0.06429544437417495,-0.07080872912120625,-0.06450219608746285,-0.0006726505838969412,-0.07980154219405462,-0.01915524724340576
0.9031916186022485,0.27761493551677413,0.18043558178397354,-0.26467999448536905,0.006587735974126993,-0.09667502630642469,-0.018557445531149415,0.0018254676043595946,-0.06744600906216883,0.006222546585014893
0.887030494278756,0.2907036959147674,0.23578252634947222,-0.25426493991682936,-0.011575107464110373,-0.11405094493860057,0.06412102230163724,0.0217907409505489,-0.04823950184336973,0.019467416277450734
0.8917424243258253,0.26660842069191243,0.2591396705705811,-0.21239587173777272,-0.05460614513751719,-0.10507849485320406,0.1145239680617018,0.05060604625659992,-0.002074852132811854,0.0267022104842374
0.9099505047807924,0.18579922574437607,0.3147140918855085,-0.1602166309481265,-0.09128019319272619,-0.046582032305298976,0.10096133832727604,0.04875224662940078,0.03219728435740949,0.03669154591952934
0.9136789649900223,0.09881594555710456,0.36661071430609415,-0.0928911193832207,-0.10618140642736783,0.002188789218851415,0.08596839696331711,0.02180323430355484,0.06641654550899466,0.018419474586140953
0.9038709108671507,-0.05099235091426115,0.41676362090877234,0.004308637304578008,-0.08557658378922127,0.03521414980189893,0.015483032338672372,-0.04799363503005543,0.06661158325840077,-0.025235482830991245
0.8835170439316662,-0.14303946229244502,0.4286245256940569,0.06964499497955917,-0.08611961993888707,0.04859528845154408,-0.003648198987351831,-0.08924673672257691,0.05621163227913252,-0.025883733939535126
0.8768151926921961,-0.20465588947440475,0.4097784581632377,0.11223378500794826,-0.09083751714578579,0.05847871089344447,-0.030338245468873502,-0.08079266411335526,0.02209053084642653,-0.03152678214861586
0.8658867176608429,-0.2625726151947797,0.384571916681026,0.16210988966829973,-0.064957302174703,0.09610727929058509,-0.04243206917812455,-0.05089503716167935,-0.0056793927189473115,-0.005366890560523208
0.86901439754573,-0.3213165481538313,0.3191163942302672,0.1947646400421189,-0.01781454392759402,0.08522453717586566,-0.0484173008446103,-0.016351038291825375,-0.03127405603525917,-0.004484899896157843
0.8719162145690277,-0.36394541799289243,0.2588228341202705,0.19925609039208192,0.03654602492997006,0.06625027740614631,-0.03681431906662429,0.028215792745647117,-0.07225424376940903,0.005997617203653159
0.8559641620897899,-0.4281964055821464,0.17660606489514352,0.2046393118536496,0.10671102027113213,0.03203624477872344,-0.0011491723181776574,0.0583842704296246,-0.0943060514101626,0.0168540613423011
0.8463450436405491,-0.4644949525637119,0.10712263929455208,0.19466822670875136,0.13478196153552435,-0.01218557689705347,0.012938214253985489,0.09001811283522076,-0.06077252137643889,0.021982399151648197
0.8385868502982572,-0.5004829541711244,-0.005368315506663046,0.14597766204273702,0.13851303329383527,-0.07213885043180016,0.011289694064813834,0.1110818808836241,0.02260837234177819,0.023921573626646847
0.7929379651051206,-0.547479521766427,-0.14367088289399316,0.09504410481671734,0.14186416120825063,-0.12535487759308528,0.007373155337983048,0.10196522011238426,0.0845770955382839,0.006807113428650601
0.7793189823472124,-0.569700277285072,-0.21241084149105383,0.024930101771520358,0.09637997811231203,-0.11947689460263931,0.00824689307831735,0.037139145737881275,0.08391270746691895,-0.03145004030475507
0.7624988585991381,-0.5850641811583693,-0.25204217074211943,-0.02002093585778499,0.07060202945436972,-0.11506285362447223,0.021123656663049342,-0.03451942381754498,0.05478555280047358,-0.033895872753958424
0.7395322148305634,-0.6068219769055568,-0.26793351386123426,-0.04232926698003304,0.033528421348977495,-0.10092068839720919,0.011420392837216763,-0.11108066269598946,0.011401710698572867,-0.02106219543611109
0.7320524072994598,-0.6019832688335199,-0.286446134304383,-0.06577084334541156,0.004302567046764527,-0.08158150328902114,0.010825309980291457,-0.14326343493284702,-0.019726277847567992,0.01334227738238479
0.7184802662833395,-0.6055405818785432,-0.3167494091022364,-0.08317333907601578,-0.027106251784910045,-0.041814024020065836,0.010341706478647383,-0.12459547345138627,-0.039707765609504495,0.02186233984254183
0.6844290825612984,-0.6269687129571722,-0.34483003522284006,-0.1063412808626682,-0.09393459437739575,0.06988123941515678,0.015408280502913548,-0.045537384259418286,-0.049044411832020546,0.05466664490952002
0.6288346846039745,-0.6223228368854782,-0.3758647474778503,-0.16256378865174972,-0.18150268794394797,0.16216176839159846,-0.009400549730640273,0.05733041307838041,-0.01995949922109304,0.02691254786578792
0.5771275804030234,-0.6171574765503235,-0.3636867572193744,-0.17638560564853217,-0.2604267472647383,0.20045023636956075,-0.007359837350937465,0.15460542163652577,0.011216411132265737,-0.07076232373397945
