total_precipitation_max_PCA_1,total_precipitation_max_PCA_2,total_precipitation_max_PCA_3,total_precipitation_max_PCA_4,total_precipitation_max_PCA_5,total_precipitation_max_PCA_6,total_precipitation_max_PCA_7,total_precipitation_max_PCA_8,total_precipitation_max_PCA_9,total_precipitation_max_PCA_10
0.7794326202656623,0.4595659594789558,-0.22834411560648438,-0.1471785256280588,-0.08797657444633082,-0.2534689065605816,-0.1355911915517276,0.00010086254512368042,-0.056390734408707524,0.07260446787434162
0.7776682354157558,0.5267015747829427,-0.16437227150402572,-0.061544062414880446,-0.17528406031319899,-0.19090144447277274,-0.11037498106751453,-0.0812651212772561,-0.030440703768091035,0.05150533464090496
0.7956374276916931,0.5134454613917462,-0.2303797945130473,-0.019905935349787397,-0.11319962054506408,-0.1648570111667809,-0.05027658159676857,0.009183970000901579,-0.036792559691657185,-0.021015984742151172
0.8069369175381059,0.5068054180354549,-0.22110079597050555,-0.06703674931520436,-0.07073577296415466,-0.13987717677588668,-0.019946444379746426,0.011949243328656971,0.014948689878787851,-0.04196223996561948
0.8032202554712385,0.5131055534573561,-0.2476635878556939,-0.10388694237903219,-0.012342907480663785,-0.05110326839801051,0.0783340178488568,-0.002501257489572424,0.08159526759752639,-0.047287357127135436
0.8053227538475782,0.4703671141713004,-0.27803770787990356,-0.1622158448559636,0.057506948007807014,-0.0253912136657693,0.09816535603508476,0.06779351172720025,0.08483139746079837,-0.06947393371703818
0.8147639608395066,0.48890521963796696,-0.22840114751257196,-0.16641762235217153,0.04413459745847081,0.045342339039552294,0.10269502409911513,0.004267271407458933,0.07010105167863254,-0.0284107446322142
0.8013712064313512,0.5050802456532666,-0.18653233483957193,-0.1576328773356234,0.017812816479838452,0.16272532560081415,0.10726950974169108,-0.042063808005326705,0.07033658201183758,-0.005827394658338836
0.8422976259854688,0.4604335206656743,-0.14231378717509502,-0.09292820383514698,-0.02030261785808143,0.21965186008010917,0.046916732836553204,-0.04346141661781529,-0.027824783820342907,0.030656516158526773
0.8850220831809479,0.39447750715629926,-0.0984442930519597,0.004810674541943917,0.04965639947930015,0.21285992411046656,-0.009594222670329385,-0.04093660632030485,-0.06564708582003026,0.04431676362480862
0.8838219487690786,0.3731453028324266,-0.10411389810619777,0.059578311440195014,0.039582173582273165,0.1969517491063096,-0.03074909588464532,0.053931847980540334,-0.11421674843401251,0.09083902810163257
0.89819411682245,0.36935960038824134,-0.02557955921223973,0.16059695650076458,0.020697213369876236,0.12052517969759444,-0.04729908017898712,0.03700669261608767,-0.0767069722312736,0.02899149307923071
0.9205313522678173,0.26287381867516063,0.047381830812676516,0.1919896005207699,0.17494649437385482,0.06910219174561782,-0.030488533951809515,0.07968685899300192,-0.01220655054967145,0.012457875017471027
0.911066950441869,0.2123907198158275,0.17485854743313275,0.24019887910976107,0.18694874269793127,0.003786574509338829,-0.011706472213525223,0.07832130108281772,0.019569634085095208,0.005781034819115564
0.8987173444690951,0.23843549365692507,0.23784296774513594,0.25752300881076107,0.11761997486210375,-0.015027071062166629,-0.04312282795512152,0.042020682438369227,0.026238028170505332,-0.04305104725177597
0.8776153963360563,0.2239293562033601,0.2879920310616754,0.273940066223532,0.06213779685621844,-0.04821892548174181,-0.06900781182319997,-0.0038295681324599018,0.03921819460091077,-0.08614693425742241
0.882554992632833,0.1581753563054808,0.34139848734023953,0.25424525573799034,-0.021232408507877658,-0.06682346007651363,-0.0369820023453851,-0.08636849410017076,0.036982020550232315,-0.046112172889186315
0.8765278397457416,0.11472389232641254,0.3962005345638979,0.1760922638597734,-0.08972016275935933,-0.030015163675435875,0.006018058687018714,-0.12953496491096333,0.00629083279758847,-0.03182366661553016
0.8654894910539015,-0.117443355145375,0.456993419237338,-0.01841167733279048,-0.023166526751281072,-0.05327787992120395,0.0856578011517183,-0.11103883726619464,0.024408094729618086,0.044252015517488766
0.8323919548650264,-0.1644248228503907,0.48681173957801516,-0.049721020908175435,-0.10049127910177516,0.009042249451411029,0.12705303371864224,-0.11162606634054456,0.04202794553708516,0.08007705977435663
0.8480381066239925,-0.17482334378776168,0.44033711157430444,-0.0465134584172858,-0.14167573126584457,-0.04216772523007755,0.15246671315312604,0.05783133974095401,-0.028801721869315778,0.04639367700119083
0.8556236637037221,-0.2190975853613497,0.3849554079108961,-0.12958313669430135,-0.17189044290450198,-0.04228818120460911,0.08082053515071393,0.11573442052290232,-0.08728054097768852,-0.020730189078694568
0.8773223676742675,-0.28711402012643783,0.2777753637932598,-0.16889601131608556,-0.146118585428908,-0.009661875554435404,0.0003677243655809694,0.1082426596261503,-0.10572295303853957,-0.0669429483536766
0.847732266460465,-0.37919815165793475,0.2675952947827325,-0.1756691124016063,-0.10562802774439045,0.07653022518208934,-0.07889448672948998,0.047720697884510534,-0.02574399873966302,-0.028673916437561456
0.8585950278407299,-0.4109696009800796,0.19978367047189435,-0.1790296739921454,0.05976490043910636,0.049846710285215416,-0.07802698736916369,0.0643323305472404,0.05291475935063729,-0.03801426599278115
0.8443385027541187,-0.42373010661246696,0.15697001565441981,-0.218783920440867,0.08623586673390349,0.04876682317326055,-0.10226146123648702,0.04281035606671515,0.13192222063311776,0.034143502859689596
0.8502938619578317,-0.448583595687678,0.03006550338171315,-0.1634402204731864,0.05098019078653923,-0.0018440460802323512,-0.1554843854697533,0.0011112867928718868,0.11855056358962952,0.010522130518761337
0.820428866277645,-0.4941347194997344,-0.053342943227579445,-0.1367004572825372,0.1545052492324582,0.04577512783963282,-0.13527042412792267,-0.06352345548357685,-0.004526084751848963,0.08946841702931835
0.7908449177766231,-0.5109443963701255,-0.20559804550871116,-0.12107828891880584,0.17199068380213428,0.0008524225376884753,-0.004598213479161279,-0.1422536627595344,-0.09973312488623194,-0.03729017367449191
0.7787934464757577,-0.5130121995155063,-0.25564301167272546,-0.10094541002426498,0.1797952854399,-0.04489784364586227,0.06775351975310616,-0.07243900902173007,-0.10334147395285033,-0.09611228525387383
0.7526542408059897,-0.5374877878947888,-0.24065131345967006,0.035646632846881736,0.22910915247236216,-0.140052705648624,0.0652575516748419,0.015750274365673802,-0.07057762461366761,-0.07011262511350536
0.7597982580609705,-0.5334897546445779,-0.285321592289651,0.14128373506167147,0.10116673784644431,-0.11400564298273642,0.08693005192164954,-0.010776346441973915,0.018337745727027403,0.054751288100643586
0.7360266473990841,-0.513043947114513,-0.3737474887541265,0.15853925026278037,0.020486774392868477,-0.09600750922643651,0.09909429221067864,0.04884170710557651,0.03426528673244906,0.11947239040221097
0.7013699878124814,-0.531150120788321,-0.38460613613826444,0.2142312784955349,-0.13358156665169008,-0.06865622874460589,0.04927759233140307,0.06502941272444326,0.03838733921824833,0.05888187680531753
0.6370691552620783,-0.5401918927518155,-0.4360612478728283,0.17259588208359844,-0.27180176272215817,0.10060642736791038,-0.023168279740195686,0.02270904812676455,0.04598140663750333,-0.005964849284179968
0.5784191909130966,-0.5384197493637997,-0.42840947403818996,0.16779142750216006,-0.32572595167095697,0.20356336627985658,-0.055738561233745765,-0.06752095304579135,0.011937568261074148,-0.10634770876909405
