mean_sea_level_pressure_max_PCA_1,mean_sea_level_pressure_max_PCA_2,mean_sea_level_pressure_max_PCA_3,mean_sea_level_pressure_max_PCA_4,mean_sea_level_pressure_max_PCA_5,mean_sea_level_pressure_max_PCA_6,mean_sea_level_pressure_max_PCA_7,mean_sea_level_pressure_max_PCA_8,mean_sea_level_pressure_max_PCA_9,mean_sea_level_pressure_max_PCA_10
-0.9740248644340356,-0.21354809738278643,0.08641515631974914,0.0999816053182339,-0.016317297174392672,0.01115725328884556,-0.003958439642578791,-0.040333265960915514,0.031068005428500644,-0.02290114141114742
-0.9817181175353976,-0.1720003621497741,0.1001734562409934,0.09168083903104825,-0.04151702673826743,0.013920347827447414,-0.011796973599744071,-0.030224184835762856,0.008958641068387592,-0.010007559270353497
-0.9856703189727211,-0.12145518269554578,0.1300534414718363,0.08926648557539907,-0.050443588766804576,0.0008588378962594611,-0.022951186311989717,-0.030511069934780626,-0.006086912197060937,0.0038658496104091496
-0.9880251916643917,-0.07526172143935847,0.14813903524673225,0.08107218732660378,-0.05499504744474061,-0.0018265084554839267,-0.0307954011517294,-0.011301350926215835,-0.03030868454548178,0.007485723268355243
-0.9914408862098381,-0.03978948592372494,0.14681388368005308,0.06317357910687993,-0.055012898147595704,0.00920263298846506,-0.026859854571826207,0.012112464694192462,-0.03540732929583524,0.011989636140070406
-0.9952326069454408,0.0022272202279353674,0.1393267104457123,0.03718720981184374,-0.04637909636206816,0.018323254251021503,0.0008828059113030241,0.03708459584110816,-0.015686000420229187,0.0045489333563740585
-0.9942394383964177,0.05006762047787633,0.13943828762831573,0.014597480550407103,-0.02613472488501246,0.013302077285420509,0.01607100793645554,0.05773420444272883,0.007011410441701159,-0.007416279620625966
-0.9911688252441093,0.08199490198266673,0.14219409252496126,-0.0023442063006796753,-0.007431120096004784,0.0020206205202944138,0.03743725061020256,0.06509418104790393,0.009821173871755224,-0.01260865871615963
-0.9900406062000192,0.10751592414619318,0.13522537346117205,-0.022630048263453245,-0.0007556414238540105,0.000813761039227674,0.04924266596138514,0.042608318775653964,0.0060133995756420444,-0.014652037952017614
-0.9902368657543624,0.11386962259220491,0.12540149442611814,-0.050846982081516647,0.018421136786174658,-0.011929016554689613,0.04711775661798675,0.012020867668042359,0.007278586468681606,0.0018497193597260455
-0.9868434834723293,0.13801921954533108,0.12075156427424989,-0.06660926068318533,0.015446576683875559,-0.02348186021225845,0.043144726298368234,-0.020168253262256935,0.0002516286872337243,0.004521917840803636
-0.9846524538665753,0.1575428253203889,0.11112233699007379,-0.07457792751479063,0.005835288124313964,-0.02675345253983049,0.03161389184129855,-0.03262376849071777,-0.0009835525472967081,0.007535421130591824
-0.9823693607012758,0.17971341030649374,0.08699774388014504,-0.07805507847172127,0.002697129991253445,-0.046878456464674666,0.02545792897505229,-0.03575903972680978,-0.011327791677626278,0.010957584990733071
-0.9780886592850131,0.20317299557073426,0.07595430421750723,-0.08840222777100193,0.0022036143467589063,-0.053781359922994945,-0.0027847099271818485,-0.01966273460649819,0.004669703512789214,0.006033003765193327
-0.9747364976678643,0.2223958670450559,0.0633199802137003,-0.09221200323498997,0.007090259197631485,-0.037891325139277426,-0.03296572227855405,-0.022908468005980856,-0.0016259693894420666,-0.00813867203563204
-0.9694468981911203,0.24869635374607507,0.03912435979836502,-0.08768578888407791,0.007092979385870431,-0.013973409342698579,-0.06200914133236174,-0.008871840833519525,0.007669130083911709,-0.00512827562432199
-0.964242575174204,0.2711894931011247,0.021720387460446015,-0.08535821374125165,0.012805933286216686,0.008901527577717512,-0.06021757146799673,0.008860912499454027,0.013192364240953604,-0.011552138920642684
-0.9605632928997798,0.28439516124828773,-0.014619754732197843,-0.08223444143510596,0.01923050709837264,0.04145560838893718,-0.05295343646515224,0.005573648728157587,0.009645140645808403,-0.001970834336458121
-0.9558272466282085,0.3018044499764335,-0.048976701499703075,-0.047480459157477055,0.030843869435502387,0.058798895149622915,-0.028310158135964315,0.017861493565395563,0.008203495165269768,0.0164395417176001
-0.9543413152805436,0.30521588500071106,-0.07313368038679834,-0.011078563265391278,0.034244645606326986,0.06939145297721842,-0.0016265055323561057,0.007895526383953728,-0.011357173070572166,0.010593555597206752
-0.9520968153005919,0.30448285417570187,-0.10123437344323409,0.01009204625924538,0.027279559367213865,0.06347589720296244,0.02469062727425639,-0.015238448393025005,-0.009897992216931772,0.012979806619110022
-0.941857864787051,0.31544733644059586,-0.15271218249286272,0.03559929035161311,0.008120488296720015,0.04199344963529477,0.03585734258991126,-0.027222065053603854,-0.015995972265372548,-0.00376962019021537
-0.9254884678823867,0.3426447093625219,-0.19010980391372442,0.04564846224862555,-0.00587253482425991,0.01568787335643161,0.031962801522019794,-0.032878155043971936,-0.01663849010443839,-0.017693829720938678
-0.9057708149445669,0.3711783432301567,-0.2248489397060449,0.0677648693950341,-0.013339968938522963,-0.019260474281372005,0.01928198125893049,-0.012627565507316607,-0.002365839061238942,-0.027189405816942295
-0.8908466799157859,0.38696849566658603,-0.2485454076321539,0.08167693645876278,-0.02114323376753794,-0.05165635891234337,-0.004744747881460017,0.01324155231456292,0.009993806599577,-0.0032034437490865175
-0.8779764722600528,0.39140218738915095,-0.2665866710025717,0.10422593618497483,-0.03383508745204504,-0.06862811002161362,-0.0200377159769703,0.046677751731322215,0.015758726906203377,0.02951702588504293
