mean_sea_level_pressure_max_PCA_1,mean_sea_level_pressure_max_PCA_2,mean_sea_level_pressure_max_PCA_3,mean_sea_level_pressure_max_PCA_4,mean_sea_level_pressure_max_PCA_5,mean_sea_level_pressure_max_PCA_6,mean_sea_level_pressure_max_PCA_7,mean_sea_level_pressure_max_PCA_8,mean_sea_level_pressure_max_PCA_9,mean_sea_level_pressure_max_PCA_10
-0.7903908401716954,-0.5750682856948774,-0.18900730019109874,-0.12436269448223107,-0.08200087964584381,0.016747159755133564,0.02529326114190491,-0.006584428248824831,0.011911138124093286,0.025370204171527144
-0.8129577168181084,-0.556938059925194,-0.1700372852594246,-0.1053995659083715,-0.05965266408695973,0.014551518120339125,0.012298050504195766,0.0007599896538605966,0.013581414239745735,0.0022346644183694085
-0.8427400086113157,-0.5253193154748218,-0.14549378674277083,-0.07750955675104279,-0.03618162481728726,0.007548758450126548,-0.002351692497266955,-0.003912537410794579,-0.007225918587558588,-0.008168220873017287
-0.8641261704049105,-0.49984783850203973,-0.12271975906006446,-0.046448898003731795,0.009705716385432241,-0.004879680117875902,-0.01782158548330445,0.016880599659610647,-0.009294412237701305,-0.019773291553456685
-0.8766108981188823,-0.4830156363751344,-0.09599022193639349,-0.012619006799883465,0.04201190688797886,-0.01646011665107378,-0.013009818517043116,0.019543650809259287,-0.01646603608347473,-0.026392659491856107
-0.8948352959731762,-0.4514710266455214,-0.06063393752596617,0.016462763006688298,0.07397705151478387,-0.024224977805129628,-0.004089711535575289,0.007111640231838539,-0.028204040037374173,0.006062151647964448
-0.9149303285940482,-0.41162388847900244,-0.026030149178159233,0.03735162162016406,0.07254330493386692,-0.024016974567719084,-0.007466808094457598,0.015396158152649136,-0.012735195808500998,-0.0028665103851262656
-0.9257666911596203,-0.3825987576410671,0.00897183822180918,0.0698577431906558,0.07663329656959839,-0.01827737801064586,0.004958012241106619,-0.004082642258485464,-0.0006220230352023978,0.02812173494667698
-0.9466035540135456,-0.3265899335495663,0.036685174832055516,0.0845161713777426,0.048646266542470666,0.016935372284142103,0.002873465320734701,-0.004897794410263202,0.030128075064810342,0.00789962978096157
-0.9622028827044465,-0.2706031444100949,0.05567763241602847,0.09954537190020049,0.02718931353141566,0.014171497229450974,-0.0010278364331851326,-0.023436310925023737,0.03795496514893504,0.00694107229956459
