geopotential_500_std_PCA_1,geopotential_500_std_PCA_2,geopotential_500_std_PCA_3,geopotential_500_std_PCA_4,geopotential_500_std_PCA_5,geopotential_500_std_PCA_6,geopotential_500_std_PCA_7,geopotential_500_std_PCA_8,geopotential_500_std_PCA_9,geopotential_500_std_PCA_10
-0.9575606764507995,-0.26091904624715817,0.14398842359373729,0.09117842886370946,0.01078864266106164,0.029685085015228707,-0.003980148998097631,0.002753763520021524,-0.0018724840109137614,-0.005264838545347859
-0.9626648858188922,-0.21827185332599328,0.17723798827131557,0.07751209508796904,0.03273878263006698,0.04045559381084416,0.014108433681010195,0.013947871403648485,-0.005417198576288051,-0.021270735440295566
-0.9671450422926472,-0.17564896579786227,0.20466566209074988,0.05528328800095685,0.03550702264645256,0.030965500208276417,0.022906295652373457,0.03476574643683384,0.001484981615021607,-0.014643665939617323
-0.9642634904022457,-0.13559063281557784,0.24308834394437204,0.01937318065445735,0.06813435324494094,0.039498678818100125,0.03405811024425316,0.021853020065932417,0.0051600425891937295,0.009811660083920258
-0.9656972224934848,-0.0829187087438675,0.26065604899836115,-0.01549494344753479,0.08066265276187365,0.013045030453765339,0.023388074380786647,0.016698392188323155,0.003255360392456109,0.020274455404103643
-0.9664574873433177,-0.04054971072079677,0.26239557367462374,-0.04176603233712372,0.08948128747405876,-0.013485655093216784,0.02328012871279052,-0.02102479175271986,0.0057414946713317,0.010622621992240856
-0.9704102480633903,-0.006763596909642078,0.2544598305222418,-0.05564511906103476,0.06900517182248639,-0.025370432464632327,0.012018152310825437,-0.013337912007933574,-0.007763804962711621,0.0026932995505762596
-0.9739675881920459,0.049307053260752715,0.23893699744127014,-0.061945429460204295,0.0388341900079524,-0.03524251341017641,-0.009954468246561201,-0.022691597777960395,0.002801976841468484,0.002568186913877877
-0.9753457822226742,0.07928472360417835,0.2264013129323334,-0.05998987084610102,0.012343095831794052,-0.04167655432401789,-0.01640811299695134,-0.025272202645329964,0.0017642066689144533,-0.006872078393243518
-0.9724502438692759,0.13987638816133977,0.20649309194140877,-0.07170151113502134,-0.00645807203988282,-0.033081846212018366,-0.025798218999725946,-0.02162979834443247,0.007372556123052432,2.074781429353674e-06
-0.9694502167051403,0.19109165087598634,0.17938045380105805,-0.06707855930940927,-0.025221014522672808,-0.026890453939760167,-0.030137288459168656,-0.003089463853864284,-0.001398387006836526,-0.013768810194168698
-0.9581363976945796,0.2558870164679274,0.150823836150315,-0.06336213682609902,-0.0500136315685502,-0.01581390968764117,-0.043113738390740376,0.021577161659371003,-0.010887690087742577,-0.005817728631215543
-0.9474660696297542,0.3109678575741918,0.11289684528115362,-0.05621031436090389,-0.0600828184139762,0.0065885266135357785,-0.02632848280361348,0.028105519329951284,-0.011296700559200559,-0.00878251764258371
-0.9307537444138096,0.3644990737291235,0.08356116033048853,-0.0530212139267952,-0.06645845125382678,0.012505755809086756,-0.02303925944714742,0.03540529603688339,0.0001857454654751838,-0.0030050729646794697
-0.9164047031802424,0.40735897915651836,0.03653080164205085,-0.04547385450181588,-0.07351929233019465,0.02462445291321852,-0.0003403787734124336,0.017565063581338435,0.0061575223422443755,0.005681296044358712
-0.8947718691839779,0.45534820069258247,-0.010398936605102518,-0.034094680449982394,-0.07124400318240534,0.02809001966185853,0.015234470452075353,0.004242090118038663,0.006347826595336482,0.00939516415588992
-0.8659634725969402,0.5050149548197784,-0.06625326020033429,-0.023128773091094967,-0.062126760171608876,0.023225685703386005,0.021115785805020545,-0.0055931014196397835,0.008868233011921857,0.025119982998884613
-0.843703348520071,0.5321719581845716,-0.12228261363653536,-0.007901755171030618,-0.05104109460688192,0.022899051788183987,0.041860085066941465,-0.023027543623308805,0.0006528719942815084,0.00799248966376586
-0.8323027486371938,0.5401994946400581,-0.16321144886453265,0.006486812997227685,-0.02647497104031752,0.017323125000407915,0.04432513190792719,-0.03344285009351428,0.005908616977259613,-0.0025313940000388033
-0.8142710232800043,0.5557109669191546,-0.20213829310120654,0.015263813698559,0.0038163147609991373,0.007919841733223706,0.038126430698766894,-0.02535972485060293,-0.004503408539413107,-0.017029327954310065
-0.7928706962315779,0.5656283618759342,-0.24984721293335663,0.0368278795993735,0.04174944723171566,-0.005799310443516855,0.01858488686582252,-0.011725898777891867,-0.015931089679395206,-0.021966536663323113
-0.7673629094862386,0.5801380944071367,-0.28689158503427686,0.05109403675060043,0.06187402100694217,-0.02385019048120562,-0.006727113067142343,0.005982387106135095,-0.00849006941250553,-0.010014728086456256
-0.752608563713124,0.5821781453103044,-0.31316352725682745,0.06490587816864545,0.07910094250887131,-0.01589229680834717,-0.035822647826814095,0.015893986914097366,0.003857428270947737,0.004619909530294495
-0.734915042238032,0.5815488754785556,-0.3460825362978946,0.07264229629787376,0.09174691773562517,-0.01364181289492682,-0.050608262261052625,0.024535092106189798,0.010904605383593223,0.01904499788847227
