mean_top_net_short_wave_radiation_flux_std_PCA_1,mean_top_net_short_wave_radiation_flux_std_PCA_2,mean_top_net_short_wave_radiation_flux_std_PCA_3,mean_top_net_short_wave_radiation_flux_std_PCA_4,mean_top_net_short_wave_radiation_flux_std_PCA_5,mean_top_net_short_wave_radiation_flux_std_PCA_6,mean_top_net_short_wave_radiation_flux_std_PCA_7,mean_top_net_short_wave_radiation_flux_std_PCA_8,mean_top_net_short_wave_radiation_flux_std_PCA_9,mean_top_net_short_wave_radiation_flux_std_PCA_10
-0.030235119269644402,-0.6824093902372712,0.6061337793192128,0.20205001360425612,-0.16656387433210265,0.09453719512464451,0.12915310976872313,0.13683802857696575,-0.2329459174849041,-0.011697512325534565
0.2586693898368359,-0.6629849865814098,0.5907875388509508,0.19111010972017828,0.11764723023350038,0.20237298843137394,0.15113504046727358,0.07962776405226342,-0.13874480250355584,0.10577394764138134
0.5413936750445351,-0.5576376951003948,0.3799780748171672,0.18385230870683644,0.3550016772851519,0.25368306362451504,0.14774419226095856,-0.054793763896500404,-0.002145373111746441,0.108286682149366
0.743172043111657,-0.3734694603031388,0.10085224662978044,0.17097992624651456,0.42134257828390204,0.25691862193552856,0.11067158158102784,-0.11336255751262735,0.05612988529305859,0.027101626859634725
0.8629735321330472,-0.17779587469619648,-0.11334831822063215,0.19255040446537974,0.3007403546773057,0.27357171188526425,0.06711842084509644,-0.06520409850282059,0.053610846847173155,-0.07764964893020185
0.8924068059492842,0.029655802295811863,-0.23868729423920668,0.22453998158498056,0.10986844517904928,0.2625715600168964,-0.0009699456054641015,0.03397508691449877,0.06276883017619145,-0.13837979526556238
0.8350912940508568,0.3041353352739655,-0.1986817852896152,0.2907062155921264,-0.09826849328093465,0.2357525316873365,-0.08431422504516439,0.10313170143293188,0.05687402444333456,-0.10918483324424767
0.6775462401807032,0.5443505932460059,-0.09039487969037736,0.33213602923844765,-0.24766146350726845,0.18692310788405753,-0.15761206615735243,0.11471675844089581,0.027736248277874055,-0.04942387264186873
0.4751786444923261,0.7109906962283126,0.062123489649988387,0.32912094974614414,-0.31001933876777293,0.14634399034473586,-0.20446369287549426,0.05030378378412203,-0.008434847494808792,0.042518421231729144
0.21751107413924461,0.8303911758689352,0.24698540546020897,0.2895810167722179,-0.27809392644143777,0.1031581308724139,-0.1662611215817079,-0.05065012404427036,-0.014501647731682828,0.09263753538982568
-0.012620396112395028,0.8643247199719356,0.37681210913216906,0.2317694465343676,-0.1120608264345756,0.052892924687951995,-0.15132603501818054,-0.14325663465968974,-0.056711533029475555,0.06760552869681925
-0.19810748941675524,0.8397157883886828,0.4242393737452889,0.16810537569192704,0.1133609578204818,0.011171468913395929,-0.1015271738249096,-0.1642356410901765,-0.08684038338675062,-0.007060016828039183
-0.35879641360645154,0.767225311591827,0.355891854636095,0.13897529046546644,0.32321547168059855,-0.013081713233177784,-0.07227240242732906,-0.08559950070997072,-0.12551545146150275,-0.07189893257848994
-0.5546139873606821,0.5961232443334136,0.14999656320649013,0.18195925553488992,0.5065627863482411,-0.021191626145958868,-0.05736716473569068,0.02596137701085764,-0.12217178175712268,-0.07996495524748098
-0.6704169388191988,0.3334145952345898,-0.15044133112635746,0.31398965961141345,0.541469256569725,-0.002996647403120443,-0.06685601427030456,0.14716544887589803,-0.07709817716775504,0.0019030938421544029
-0.6997809049099311,0.08253920053254393,-0.3519111079931207,0.4305991727751834,0.418972420106948,0.009655409626570393,-0.04144902564480352,0.1479846519464539,-0.009355996578121393,0.08038629312252443
-0.6896263800658495,-0.10043249277285766,-0.44533864566376674,0.49384205682961746,0.25476156316715093,0.014686851077022006,-0.012004792882325666,0.07660499008877218,0.04197154251823012,0.10811096573033628
-0.6504073128643441,-0.2435952148845405,-0.43348209368093443,0.5688261957201559,0.05057066295334106,0.015126144861829002,0.01822619442559274,-0.029939906001608237,0.04928010182749155,0.09008711584676474
-0.6194684986269765,-0.35613685008085466,-0.3287462548127148,0.5968006642273,-0.12927563404235565,0.012163630460557656,0.05693442846722347,-0.12051024515677142,0.028051205102083344,0.027702561447598462
-0.5658275460009027,-0.4641020508483389,-0.1655429908865343,0.5763398718832047,-0.28674543136087666,-0.005194126030141947,0.07683039496576924,-0.15536619724890502,0.004952958552688324,-0.062226403274908984
-0.4845804528169838,-0.5801264496216505,0.07925312526889927,0.5147383884786243,-0.37098346224069734,-0.042769765704101965,0.050917225231497144,-0.09870444619048492,-0.006758241507806452,-0.1349041614426727
-0.3584868823430503,-0.661934250897361,0.34021010203573776,0.38975217900972003,-0.377705873676756,-0.08356145492026607,-0.013301285720870953,0.014721255439496539,0.005484896743503009,-0.14124326644847576
-0.11707473320070239,-0.7052398298667643,0.5765236431141012,0.25230022020650156,-0.21928192644660233,-0.12271894642778762,-0.09615031894968393,0.12961224992546366,0.05330232823918799,-0.06729494520654271
0.2335782498590808,-0.6702719619699887,0.5944845727457393,0.20747668859192323,0.10094855183270052,-0.18162732526632833,-0.1658991691748999,0.10609917358611966,0.15102272419069332,0.03596854773762616
0.5313052805328122,-0.5747523176026391,0.40226093640059063,0.18642693199451865,0.3284752261588752,-0.21680186788433495,-0.14245729832693405,-0.015766100882801115,0.13175965779804266,0.06791754441114853
0.744329949332684,-0.40667205677274837,0.11183419535871904,0.17432795969358658,0.3905300122041842,-0.2727791761096068,-0.09688124647299709,-0.08738136417742398,0.05168129234209688,0.03108153137321993
0.8526409927002535,-0.23637064252040496,-0.11480183251849994,0.1722778059588384,0.32159955252756095,-0.25000153886156135,-0.04440220528322265,-0.09528298615212263,-0.07363010804082894,-0.034247239346897156
0.8935554514236239,-0.05665971265254829,-0.2592242266309917,0.18079601160154687,0.17875127784245762,-0.23504070381639158,0.00812078824262478,-0.04771173771703998,-0.11162147911283256,-0.05837817193401981
0.8910222705659288,0.11325818169156451,-0.30597415760508834,0.19892203770248382,0.02513825225634692,-0.2219208182356949,0.06817117127115256,0.023002749405650932,-0.10956329053392018,-0.04893339185580853
0.8339010230394199,0.3337409005133015,-0.24976492031843414,0.23654858521334649,-0.11715531024470871,-0.21615981351078428,0.10714259295225263,0.0704758979518297,-0.08212316623554757,-0.002074860626068733
0.6906293987448877,0.5669174339873515,-0.12949137247889186,0.251263512115236,-0.24201811503595175,-0.19072250928272663,0.14862449879325787,0.08882355573084294,-0.025005060402159916,0.0602785425610118
0.40291052873600985,0.7944280375809889,0.08848775153442923,0.23694858806594346,-0.2774747964707858,-0.14902416574163715,0.17949647932096832,0.04399665601709437,0.03133205794846643,0.10208192531932699
0.11002749145009008,0.8837725564542447,0.2889421336247358,0.20127053844900702,-0.17511701669727228,-0.0763624440767424,0.19296487248181576,-0.014351206722966603,0.08611606919107696,0.0841914822049602
-0.12638642215917195,0.8817097865660211,0.3716579430095143,0.1282324556482222,0.0221070320335821,-0.03857229260183847,0.19208867544933556,-0.007981444498712988,0.14467642093446248,-0.013350055105683954
-0.32242136964263424,0.8116626932587415,0.3621365404494066,0.04696948821910574,0.25084678022417395,-0.05761772973876818,0.1496363893081872,0.004960648464847414,0.10186923133229552,-0.10454215449436215
-0.48599691702487974,0.6781554074401421,0.2181956022063003,0.04072628538263475,0.4252650748810652,-0.05259150097808051,0.1300441899784558,0.0864533452157087,0.09212734624352087,-0.1605823210294755
