2m_temperature_max_PCA_1,2m_temperature_max_PCA_2,2m_temperature_max_PCA_3,2m_temperature_max_PCA_4,2m_temperature_max_PCA_5,2m_temperature_max_PCA_6,2m_temperature_max_PCA_7,2m_temperature_max_PCA_8,2m_temperature_max_PCA_9,2m_temperature_max_PCA_10
-0.87189767454544,0.4229647359534918,0.21362989407236832,0.03746872165353616,-0.1406531646754499,0.05858266581514777,0.05916716897691552,0.020674963445041022,-0.03826047086328328,-0.008422207347449405
-0.8833900405807834,0.4222923351819508,0.1944097932444179,0.03695007642159037,-0.11698734644699928,0.042020763886012114,0.04152085293888266,0.0118205306352847,-0.015898837139511873,-0.012101682252901686
-0.8996213410398182,0.4043927886124199,0.1805020513368106,0.033809215934514913,-0.08433223013322609,0.026389799797141705,0.01930691830063079,0.0012015037159181362,0.010761323909751692,-0.002560976089053479
-0.9152795888797298,0.38323576081488975,0.1566590443166838,0.036511311256502386,-0.05904788675451823,0.00681909386754503,0.0017077326442672446,-0.00573685734812609,0.02652910612592815,0.003636998635544254
-0.9254291489537062,0.37013166825543176,0.1350870894084515,0.03568307123468419,-0.02703058037585256,-0.009776143727321324,-0.018587120545902277,-0.00978713676952824,0.026569718211043467,0.01382081569107394
-0.9278901232752691,0.365381222724969,0.13141665683561654,0.022166948999125528,-0.00299314887565697,-0.010228360209626912,-0.036269966410395066,-0.01954881711338221,0.019730714469811655,0.02013150934864388
-0.9326872393038477,0.3526668338678602,0.11920182890684278,0.02357958369682784,0.027241501109391327,-0.022730200283335687,-0.05878299989403193,-0.021632134012800962,0.014789442727006628,0.021350980334046026
-0.9451426250489859,0.3261529971000204,0.07764961094713918,0.013912580411612304,0.058884377905507185,-0.03395097118178641,-0.06167038721770494,-0.015932324318439956,-0.0022646135283616595,0.006450330153054492
-0.955755144155914,0.295198591603612,0.05686798805383877,0.00869666788965195,0.07752565176198344,-0.03478224415831131,-0.051849543581444175,-0.015916711442746624,-0.01682464951894965,-0.009985504394246555
-0.9626613026149162,0.27694222096347393,0.029646835005707972,0.001010900373607602,0.08911716358262711,-0.02647166888828737,-0.029957914175053727,-0.009664327228462352,-0.02099828706605105,-0.024507049777656578
-0.9660928615127956,0.2650234620579929,-0.002254900200361926,-0.009540818430331159,0.10154227314328489,-0.014265566888930855,-0.009598879000169525,-0.013186504333647663,-0.013365984797888173,-0.013917279554616616
-0.9734517973616615,0.23213324408153738,-0.028568111062737527,-0.015498195211159378,0.10796119715128782,-0.020915280834954024,0.009496720288637447,-0.0003556559838020581,-0.009784155305009251,-0.016413197913288713
-0.976465328406846,0.21271069375422288,-0.061049655829977845,-0.024570662054408107,0.10225662110540439,-0.006543056905160036,0.039403567000932505,0.003663008596819605,-0.005622939105774184,-0.010282469974995719
-0.9788672338651531,0.19318410625551638,-0.07485028616697491,-0.03011206766409266,0.10421130265666044,-0.003262307896053933,0.04590696017142507,0.013537102460421438,0.002152414303723389,-0.0024842572160115083
-0.9805042186151652,0.17009559334260618,-0.09596629084295719,-0.04996279673435253,0.08978132388831166,4.7606449170518005e-05,0.05439482610867119,0.034066024243576715,0.017755561418554878,0.012916758289255845
-0.9848890574118836,0.1237459583940515,-0.12247771884266069,-0.06995805286775199,0.06612407120367557,0.026760401136404034,0.04965510732042265,0.04578401431472888,0.011586803461577973,0.010832205969848964
-0.9877141919927505,0.08614219130784231,-0.14335097217381923,-0.08256878318457297,0.023811665696764545,0.04089643904327903,0.03987700399250546,0.02833022340461019,0.0019429044262751036,0.012204186201328822
-0.9841542267775589,0.0533835651552109,-0.16784765307153365,-0.10957699402288242,-0.01928768792015866,0.04433962857994501,0.00682467048097931,0.02534448177157759,-0.005859776753731536,0.016319305619072463
-0.9709880498464363,0.03849154747164422,-0.21109458115304114,-0.13338864220425692,-0.064918527011509,0.03692481533774631,-0.04462782587009838,0.015621610752185388,-0.02498937228144956,0.014726104572332355
-0.967640749198641,0.012059316354205332,-0.2195163690809501,-0.12960726229560032,-0.09919464403312706,0.025415995986123104,-0.05651800052639044,0.00306790545115137,-0.016185664309656417,0.008777206650985163
-0.9726319883190485,-0.023517667616638923,-0.20720519314899769,-0.11205030814457756,-0.0981387257354491,0.01749913949232175,-0.05485863322461825,-0.011014186911710569,-0.0010710333700946035,-0.010490099353213503
-0.9809997851676435,-0.06496301317671412,-0.18563082734606742,-0.06763012666779199,-0.08409698861015515,-0.00715612612146676,-0.01548405273641373,-0.02084930983842366,0.02784310574708191,-0.029294391131271736
-0.9828551069675555,-0.10940359883672353,-0.1632491643438597,0.02128541239932659,-0.06477284055182177,-0.040524790482354994,0.03163886922859584,-0.03627435269126578,0.03672241682675659,-0.026962130340460355
-0.973940830374903,-0.1566243844494554,-0.1418610262097612,0.10105087283988526,-0.05191099431570003,-0.06254248613671187,0.0462253845138979,-0.049238956166233194,0.020084055358825455,-0.003982130941161968
-0.963156070369842,-0.19804062584793153,-0.11813313818825624,0.14502162411791003,-0.03858146907757158,-0.08643255758350046,0.04494427276718262,-0.042764088106082024,-0.015384587237607076,0.026925445717820348
-0.9505003648357125,-0.23888037519015223,-0.10279654358205996,0.17991745599550565,-0.03677563923525963,-0.09271144216976532,0.013410368750941312,-0.01252055267654519,-0.03423372096825921,0.022498615499893435
-0.927640302669219,-0.3048907833910561,-0.045393600172531925,0.22856366834367178,-0.009730893640618021,-0.05354349639401236,-0.022029490983225736,0.049051572178789284,-0.022104462838566017,-0.011857394653833514
-0.9086425634903276,-0.3602475629218619,-0.00828630550729298,0.2188001378801756,0.005443610235986122,0.03865731050349717,-0.0435838170729168,0.08337564264830533,0.020830424818911876,-0.028140960642492392
-0.8946435164348852,-0.4169331200484677,0.01962955533170516,0.17631416388329058,0.01650025055999012,0.06964804958296658,-0.029255896767882927,0.046041774304410324,0.009882800826507736,0.010234010708524803
-0.8870486292043424,-0.4494628805672811,0.043448283406659106,0.09603751647159506,0.035768101129292566,0.11159823558555663,-0.00038766830239287786,-0.031007077775617543,0.010854232386994647,0.018260693825029182
-0.8740168390207258,-0.4745965854925841,0.06626947593610688,0.02234928816332734,0.05997740700738017,0.11842037091848083,0.0026661823176722752,-0.059760439983718265,-0.0012204150110919775,0.015184347041468612
-0.8626652568158765,-0.49542010414337073,0.10982588428927842,-0.03217215057905643,0.04545748636018735,0.07496233870235995,0.00533224393813389,-0.05812873140012035,-0.019276780033476278,-0.00803667661770301
-0.8463936542076771,-0.5052109858888989,0.1637640662494534,-0.11844424692955888,0.0018559450936171081,0.008989221225576584,0.017786284364931834,-0.02183911147246649,-0.007404555234445893,-0.029384893513795234
-0.833994171145811,-0.512701709503869,0.18599375873880963,-0.13863552255040548,-0.008318110613103656,-0.04899661278829864,0.00358494824505758,0.006151692275790137,-0.003751412418152422,-0.015723499766370563
-0.8226457341694848,-0.5078870994311697,0.21467004897204256,-0.1654667865346039,-0.011097453392826202,-0.07783790441932145,-0.0046011576351107945,0.028616390763607117,0.008259817607949787,-0.007138486512220243
-0.8118044399183479,-0.5130421020304705,0.23140543981188283,-0.16681783818162307,-0.020017247032983538,-0.08661272017249455,0.003967956147085907,0.04244403630196276,0.005907565027451357,0.03825257590478426
