mean_total_precipitation_rate_std_PCA_1,mean_total_precipitation_rate_std_PCA_2,mean_total_precipitation_rate_std_PCA_3,mean_total_precipitation_rate_std_PCA_4,mean_total_precipitation_rate_std_PCA_5,mean_total_precipitation_rate_std_PCA_6,mean_total_precipitation_rate_std_PCA_7,mean_total_precipitation_rate_std_PCA_8,mean_total_precipitation_rate_std_PCA_9,mean_total_precipitation_rate_std_PCA_10
0.6997945691987744,0.5525545812648223,-0.23380676286753999,0.26188418994412005,-0.17405145542128495,-0.19895338925275352,0.13238922012947366,-0.02301413369680105,-0.02732797770088385,-0.07103203824096675
0.7176704496798957,0.589621500762596,-0.21310505990877857,0.23507242705615242,-0.1593418004886269,-0.12997065350917106,0.07034334673816538,0.010647043472672861,-0.018284438379394835,-0.0045349892189156474
0.7439492334996561,0.5932149778753739,-0.2037938980999998,0.21813679641548764,-0.04941159679340174,-0.08549435283873948,-0.028458330100316898,0.01542660562969607,0.05371410438037978,0.055829431584750636
0.736838333444401,0.613760640003429,-0.2155040912223916,0.18375397438168703,-0.012860069462892488,-0.027189523509218334,-0.08069644658824539,0.01563297066172418,0.051559162809312616,0.05848153229959917
0.7469869387803578,0.6056751709676366,-0.2317247073464126,0.13185740984883929,0.03338900238034016,0.044576599455923294,-0.11338821990442499,-0.007922458688250122,0.027256657819249998,0.022600095304191086
0.7654879434918392,0.5795103093159993,-0.23297381310404588,0.09094641825103772,0.061463658233995515,0.1047523805730117,-0.10847683626061347,-0.017945549342492487,-0.002441150905092515,0.006597651903895937
0.8013717929523057,0.5509004414694397,-0.1801504366621142,0.04367921351320433,0.08568007720041929,0.12995581658703012,-0.07564784231633451,0.000412593334588298,-0.037781674449601135,-0.022381755538883837
0.8192022020943711,0.5338656401295493,-0.14719643353921544,0.0008525324671081183,0.08567984590655395,0.14835754424010444,-0.0159758029532309,-0.0005521870657282976,-0.04666324507379512,-0.049920982406818484
0.8526090469687595,0.4846590254160284,-0.12403811909984827,-0.04357475645984731,0.07938872326420478,0.1393775083057825,0.05908254891943882,0.0008353317294227485,-0.05216013780361808,-0.036058885794369784
0.8786040832795902,0.4347088836453275,-0.0927206631258541,-0.12828934160082114,0.07181903415687495,0.095933069965712,0.09702272509109716,-0.0033251973052251644,-0.04245340626638907,0.0003444319221238136
0.8882168575007714,0.3985280422989039,-0.06591698397726574,-0.185681777608019,0.05924715411042031,0.05494821115560879,0.13548921619423637,-0.015382123188390108,-0.011853068989140694,0.023407111570995745
0.8959853142830677,0.37024448343501415,-0.008318297859030299,-0.22201599898608906,0.048869459753887165,0.005505343405462824,0.10744114305749371,-0.0362161940632003,0.040262692508144515,0.04470018316231083
0.9183349315696689,0.2729220740529011,0.03785833882215804,-0.26100030537615787,0.07115786700399378,-0.0611205878402353,0.05056906767633776,-0.03192008170125439,0.09441033229038638,0.015645795581869883
0.9159827664707031,0.25008012361098253,0.1702946578929948,-0.25371743826694354,0.01953188562508265,-0.10129006944738768,0.004228524569573371,-0.01384478003922514,0.06722297651466187,0.0021203266135225627
0.905114926951013,0.24962294025634219,0.2344957779970719,-0.2317216058759269,-0.01326689147070489,-0.1178387553464802,-0.07210491450462335,0.033983434644468194,0.03397133506554019,-0.02001592342103811
